	source	source_freq	first_sample	fscolor	spect_cluster	commun_cluster	spect_color	comm_color
0	[Eubacterium] rectale	2	Stool	#b2f396	1.0	0.0	#01b3ec	#8000ff
1	[Eubacterium] dolichum	1	Stool	#b2f396	1.0	0.0	#01b3ec	#8000ff
2	Acinetobacter baumannii	1	Attached	#4e4dfc	3.0	1.0	#feb562	#1996f3
3	[Eubacterium] eligens	1	Stool	#b2f396	3.0	1.0	#feb562	#1996f3
4	Acinetobacter johnsonii	1	Anterior_nares	#8000ff	3.0	1.0	#feb562	#1996f3
5	[Eubacterium] eligens	1	Stool	#b2f396	3.0	1.0	#feb562	#1996f3
6	Acinetobacter johnsonii	1	Anterior_nares	#8000ff	3.0	1.0	#feb562	#1996f3
7	Acinetobacter baumannii	1	Attached	#4e4dfc	3.0	1.0	#feb562	#1996f3
8	Afipia broomeae	1	Throat	#ff5029	1.0	0.0	#01b3ec	#8000ff
9	[Eubacterium] dolichum	1	Stool	#b2f396	1.0	0.0	#01b3ec	#8000ff
10	Afipia broomeae	1	Throat	#ff5029	1.0	0.0	#01b3ec	#8000ff
11	[Eubacterium] rectale	2	Stool	#b2f396	1.0	0.0	#01b3ec	#8000ff
12	Akkermansia muciniphila	1	Stool	#b2f396	3.0	1.0	#feb562	#1996f3
13	[Eubacterium] eligens	1	Stool	#b2f396	3.0	1.0	#feb562	#1996f3
14	Akkermansia muciniphila	1	Stool	#b2f396	3.0	1.0	#feb562	#1996f3
15	Acinetobacter baumannii	1	Attached	#4e4dfc	3.0	1.0	#feb562	#1996f3
16	Akkermansia muciniphila	1	Stool	#b2f396	3.0	1.0	#feb562	#1996f3
17	Acinetobacter johnsonii	1	Anterior_nares	#8000ff	3.0	1.0	#feb562	#1996f3
18	Alistipes putredinis	2	Stool	#b2f396	3.0	1.0	#feb562	#1996f3
19	[Eubacterium] eligens	1	Stool	#b2f396	3.0	1.0	#feb562	#1996f3
20	Alistipes putredinis	2	Stool	#b2f396	3.0	1.0	#feb562	#1996f3
21	Acinetobacter baumannii	1	Attached	#4e4dfc	3.0	1.0	#feb562	#1996f3
22	Alistipes putredinis	2	Stool	#b2f396	3.0	1.0	#feb562	#1996f3
23	Acinetobacter johnsonii	1	Anterior_nares	#8000ff	3.0	1.0	#feb562	#1996f3
24	Alistipes putredinis	2	Stool	#b2f396	3.0	1.0	#feb562	#1996f3
25	Akkermansia muciniphila	1	Stool	#b2f396	3.0	1.0	#feb562	#1996f3
26	Alistipes shahii	1	Stool	#b2f396	3.0	1.0	#feb562	#1996f3
27	[Eubacterium] eligens	1	Stool	#b2f396	3.0	1.0	#feb562	#1996f3
28	Alistipes shahii	1	Stool	#b2f396	3.0	1.0	#feb562	#1996f3
29	Acinetobacter baumannii	1	Attached	#4e4dfc	3.0	1.0	#feb562	#1996f3
30	Alistipes shahii	1	Stool	#b2f396	3.0	1.0	#feb562	#1996f3
31	Acinetobacter johnsonii	1	Anterior_nares	#8000ff	3.0	1.0	#feb562	#1996f3
32	Alistipes shahii	1	Stool	#b2f396	3.0	1.0	#feb562	#1996f3
33	Akkermansia muciniphila	1	Stool	#b2f396	3.0	1.0	#feb562	#1996f3
34	Alistipes shahii	1	Stool	#b2f396	3.0	1.0	#feb562	#1996f3
35	Alistipes putredinis	2	Stool	#b2f396	3.0	1.0	#feb562	#1996f3
36	Anaerococcus lactolyticus	2	Posterior_fornix	#4df3ce	1.0	4.0	#01b3ec	#ff964f
37	Anaerococcus hydrogenalis	1	Posterior_fornix	#4df3ce	1.0	4.0	#01b3ec	#ff964f
38	Anaerococcus prevotii	1	Posterior_fornix	#4df3ce	1.0	0.0	#01b3ec	#8000ff
39	[Eubacterium] dolichum	1	Stool	#b2f396	1.0	0.0	#01b3ec	#8000ff
40	Anaerococcus prevotii	1	Posterior_fornix	#4df3ce	1.0	0.0	#01b3ec	#8000ff
41	[Eubacterium] rectale	2	Stool	#b2f396	1.0	0.0	#01b3ec	#8000ff
42	Anaerococcus prevotii	1	Posterior_fornix	#4df3ce	1.0	0.0	#01b3ec	#8000ff
43	Afipia broomeae	1	Throat	#ff5029	1.0	0.0	#01b3ec	#8000ff
44	Anaerococcus sp. PH9	2	Posterior_fornix	#4df3ce	1.0	4.0	#01b3ec	#ff964f
45	Anaerococcus hydrogenalis	1	Posterior_fornix	#4df3ce	1.0	4.0	#01b3ec	#ff964f
46	Anaerococcus sp. PH9	2	Posterior_fornix	#4df3ce	1.0	4.0	#01b3ec	#ff964f
47	Anaerococcus lactolyticus	2	Posterior_fornix	#4df3ce	1.0	4.0	#01b3ec	#ff964f
48	Anaerococcus tetradius	2	Posterior_fornix	#4df3ce	0.0	3.0	#8000ff	#b2f396
49	Actinomyces neuii	1	Posterior_fornix	#4df3ce	0.0	3.0	#8000ff	#b2f396
50	Atopobium vaginae	2	Posterior_fornix	#4df3ce	0.0	3.0	#8000ff	#b2f396
51	Actinomyces neuii	1	Posterior_fornix	#4df3ce	0.0	3.0	#8000ff	#b2f396
52	Bacteroides cellulosilyticus	1	Stool	#b2f396	1.0	0.0	#01b3ec	#8000ff
53	[Eubacterium] dolichum	1	Stool	#b2f396	1.0	0.0	#01b3ec	#8000ff
