	source	source_freq	first_sample	fscolor	spect_cluster	commun_cluster	spect_color	comm_color
0	[Eubacterium] rectale	1	Stool	#b2f396	6.0	0.0	#ff0000	#8000ff
1	[Eubacterium] infirmum	2	Subgingival_plaque	#e4cf74	1.0	0.0	#2c7ef7	#8000ff
2	Abiotrophia defectiva	2	Buccal_mucosa	#1996f3	6.0	0.0	#ff0000	#8000ff
3	[Eubacterium] rectale	1	Stool	#b2f396	6.0	0.0	#ff0000	#8000ff
4	Actinobaculum sp. oral taxon 183	2	Supragingival_plaque	#ff964f	3.0	1.0	#7effb5	#ff0000
5	[Eubacterium] yurii	2	Subgingival_plaque	#e4cf74	5.0	1.0	#ff8143	#ff0000
6	Actinomyces georgiae	2	Subgingival_plaque	#e4cf74	6.0	0.0	#ff0000	#8000ff
7	[Eubacterium] rectale	1	Stool	#b2f396	6.0	0.0	#ff0000	#8000ff
8	Actinomyces graevenitzii	1	Tongue_dorsum	#ff0000	6.0	0.0	#ff0000	#8000ff
9	[Eubacterium] infirmum	2	Subgingival_plaque	#e4cf74	1.0	0.0	#2c7ef7	#8000ff
10	Actinomyces graevenitzii	1	Tongue_dorsum	#ff0000	6.0	0.0	#ff0000	#8000ff
11	[Eubacterium] rectale	1	Stool	#b2f396	6.0	0.0	#ff0000	#8000ff
12	Actinomyces graevenitzii	1	Tongue_dorsum	#ff0000	6.0	0.0	#ff0000	#8000ff
13	Abiotrophia defectiva	2	Buccal_mucosa	#1996f3	6.0	0.0	#ff0000	#8000ff
14	Actinomyces graevenitzii	1	Tongue_dorsum	#ff0000	6.0	0.0	#ff0000	#8000ff
15	Actinomyces georgiae	2	Subgingival_plaque	#e4cf74	6.0	0.0	#ff0000	#8000ff
16	Actinomyces massiliensis	2	Supragingival_plaque	#ff964f	5.0	1.0	#ff8143	#ff0000
17	[Eubacterium] yurii	2	Subgingival_plaque	#e4cf74	5.0	1.0	#ff8143	#ff0000
18	Actinomyces meyeri	1	Subgingival_plaque	#e4cf74	2.0	1.0	#2adddd	#ff0000
19	[Eubacterium] yurii	2	Subgingival_plaque	#e4cf74	5.0	1.0	#ff8143	#ff0000
20	Actinomyces meyeri	1	Subgingival_plaque	#e4cf74	2.0	1.0	#2adddd	#ff0000
21	Actinobaculum sp. oral taxon 183	2	Supragingival_plaque	#ff964f	3.0	1.0	#7effb5	#ff0000
22	Actinomyces meyeri	1	Subgingival_plaque	#e4cf74	2.0	1.0	#2adddd	#ff0000
23	Actinomyces massiliensis	2	Supragingival_plaque	#ff964f	5.0	1.0	#ff8143	#ff0000
24	Actinomyces naeslundii	2	Supragingival_plaque	#ff964f	1.0	0.0	#2c7ef7	#8000ff
25	[Eubacterium] rectale	1	Stool	#b2f396	6.0	0.0	#ff0000	#8000ff
26	Actinomyces naeslundii	2	Supragingival_plaque	#ff964f	1.0	0.0	#2c7ef7	#8000ff
27	Actinomyces graevenitzii	1	Tongue_dorsum	#ff0000	6.0	0.0	#ff0000	#8000ff
28	Actinomyces odontolyticus	1	Tongue_dorsum	#ff0000	6.0	0.0	#ff0000	#8000ff
29	[Eubacterium] rectale	1	Stool	#b2f396	6.0	0.0	#ff0000	#8000ff
30	Actinomyces odontolyticus	1	Tongue_dorsum	#ff0000	6.0	0.0	#ff0000	#8000ff
31	Abiotrophia defectiva	2	Buccal_mucosa	#1996f3	6.0	0.0	#ff0000	#8000ff
32	Actinomyces odontolyticus	1	Tongue_dorsum	#ff0000	6.0	0.0	#ff0000	#8000ff
33	Actinomyces georgiae	2	Subgingival_plaque	#e4cf74	6.0	0.0	#ff0000	#8000ff
34	Actinomyces odontolyticus	1	Tongue_dorsum	#ff0000	6.0	0.0	#ff0000	#8000ff
35	Actinomyces graevenitzii	1	Tongue_dorsum	#ff0000	6.0	0.0	#ff0000	#8000ff
36	Actinomyces odontolyticus	1	Tongue_dorsum	#ff0000	6.0	0.0	#ff0000	#8000ff
37	Actinomyces naeslundii	2	Supragingival_plaque	#ff964f	1.0	0.0	#2c7ef7	#8000ff
38	Actinomyces oris	2	Supragingival_plaque	#ff964f	0.0	0.0	#8000ff	#8000ff
39	[Eubacterium] rectale	1	Stool	#b2f396	6.0	0.0	#ff0000	#8000ff
40	Actinomyces oris	2	Supragingival_plaque	#ff964f	0.0	0.0	#8000ff	#8000ff
41	Actinomyces graevenitzii	1	Tongue_dorsum	#ff0000	6.0	0.0	#ff0000	#8000ff
42	Actinomyces oris	2	Supragingival_plaque	#ff964f	0.0	0.0	#8000ff	#8000ff
43	Actinomyces odontolyticus	1	Tongue_dorsum	#ff0000	6.0	0.0	#ff0000	#8000ff
44	Actinomyces sp. oral taxon 170	2	Supragingival_plaque	#ff964f	5.0	1.0	#ff8143	#ff0000
45	[Eubacterium] yurii	2	Subgingival_plaque	#e4cf74	5.0	1.0	#ff8143	#ff0000
46	Actinomyces sp. oral taxon 170	2	Supragingival_plaque	#ff964f	5.0	1.0	#ff8143	#ff0000
47	Actinomyces massiliensis	2	Supragingival_plaque	#ff964f	5.0	1.0	#ff8143	#ff0000
48	Actinomyces sp. oral taxon 170	2	Supragingival_plaque	#ff964f	5.0	1.0	#ff8143	#ff0000
49	Actinomyces meyeri	1	Subgingival_plaque	#e4cf74	2.0	1.0	#2adddd	#ff0000
50	Actinomyces sp. oral taxon 171	2	Supragingival_plaque	#ff964f	0.0	0.0	#8000ff	#8000ff
51	[Eubacterium] rectale	1	Stool	#b2f396	6.0	0.0	#ff0000	#8000ff
52	Actinomyces sp. oral taxon 171	2	Supragingival_plaque	#ff964f	0.0	0.0	#8000ff	#8000ff
