	source	source_freq	first_sample	fscolor	spect_cluster	commun_cluster	spect_color	comm_color
0	Actinobacillus pleuropneumoniae	1	Buccal_mucosa	#1996f3	0.0	1.0	#8000ff	#2c7ef7
1	[Haemophilus] parasuis	1	Buccal_mucosa	#1996f3	0.0	1.0	#8000ff	#2c7ef7
2	Actinobaculum sp. oral taxon 183	1	Supragingival_plaque	#ff964f	0.0	2.0	#8000ff	#2adddd
3	Abiotrophia defectiva	3	Buccal_mucosa	#1996f3	0.0	2.0	#8000ff	#2adddd
4	Actinomyces dentalis	1	Subgingival_plaque	#e4cf74	0.0	2.0	#8000ff	#2adddd
5	Abiotrophia defectiva	3	Buccal_mucosa	#1996f3	0.0	2.0	#8000ff	#2adddd
6	Actinomyces dentalis	1	Subgingival_plaque	#e4cf74	0.0	2.0	#8000ff	#2adddd
7	Actinobaculum sp. oral taxon 183	1	Supragingival_plaque	#ff964f	0.0	2.0	#8000ff	#2adddd
8	Actinomyces gerencseriae	2	Subgingival_plaque	#e4cf74	0.0	2.0	#8000ff	#2adddd
9	Actinobaculum sp. oral taxon 183	1	Supragingival_plaque	#ff964f	0.0	2.0	#8000ff	#2adddd
10	Actinomyces gerencseriae	2	Subgingival_plaque	#e4cf74	0.0	2.0	#8000ff	#2adddd
11	Actinomyces dentalis	1	Subgingival_plaque	#e4cf74	0.0	2.0	#8000ff	#2adddd
12	Actinomyces massiliensis	1	Supragingival_plaque	#ff964f	0.0	2.0	#8000ff	#2adddd
13	Abiotrophia defectiva	3	Buccal_mucosa	#1996f3	0.0	2.0	#8000ff	#2adddd
14	Actinomyces massiliensis	1	Supragingival_plaque	#ff964f	0.0	2.0	#8000ff	#2adddd
15	Actinobaculum sp. oral taxon 183	1	Supragingival_plaque	#ff964f	0.0	2.0	#8000ff	#2adddd
16	Actinomyces massiliensis	1	Supragingival_plaque	#ff964f	0.0	2.0	#8000ff	#2adddd
17	Actinomyces dentalis	1	Subgingival_plaque	#e4cf74	0.0	2.0	#8000ff	#2adddd
18	Actinomyces massiliensis	1	Supragingival_plaque	#ff964f	0.0	2.0	#8000ff	#2adddd
19	Actinomyces gerencseriae	2	Subgingival_plaque	#e4cf74	0.0	2.0	#8000ff	#2adddd
20	Actinomyces naeslundii	2	Supragingival_plaque	#ff964f	0.0	2.0	#8000ff	#2adddd
21	[Pasteurella] pneumotropica	3	Buccal_mucosa	#1996f3	0.0	2.0	#8000ff	#2adddd
22	Actinomyces odontolyticus	5	Tongue_dorsum	#ff0000	0.0	3.0	#8000ff	#7effb5
23	Actinomyces meyeri	5	Subgingival_plaque	#e4cf74	0.0	3.0	#8000ff	#7effb5
24	Actinomyces oris	2	Supragingival_plaque	#ff964f	0.0	2.0	#8000ff	#2adddd
25	Actinobaculum sp. oral taxon 183	1	Supragingival_plaque	#ff964f	0.0	2.0	#8000ff	#2adddd
26	Actinomyces oris	2	Supragingival_plaque	#ff964f	0.0	2.0	#8000ff	#2adddd
27	Actinomyces dentalis	1	Subgingival_plaque	#e4cf74	0.0	2.0	#8000ff	#2adddd
28	Actinomyces oris	2	Supragingival_plaque	#ff964f	0.0	2.0	#8000ff	#2adddd
29	Actinomyces gerencseriae	2	Subgingival_plaque	#e4cf74	0.0	2.0	#8000ff	#2adddd
30	Actinomyces oris	2	Supragingival_plaque	#ff964f	0.0	2.0	#8000ff	#2adddd
31	Actinomyces massiliensis	1	Supragingival_plaque	#ff964f	0.0	2.0	#8000ff	#2adddd
32	Actinomyces oris	2	Supragingival_plaque	#ff964f	0.0	2.0	#8000ff	#2adddd
33	Actinomyces naeslundii	2	Supragingival_plaque	#ff964f	0.0	2.0	#8000ff	#2adddd
34	Actinomyces sp. ICM39	5	Tongue_dorsum	#ff0000	0.0	1.0	#8000ff	#2c7ef7
35	[Haemophilus] parasuis	1	Buccal_mucosa	#1996f3	0.0	1.0	#8000ff	#2c7ef7
36	Actinomyces sp. ICM39	5	Tongue_dorsum	#ff0000	0.0	1.0	#8000ff	#2c7ef7
37	Actinobacillus pleuropneumoniae	1	Buccal_mucosa	#1996f3	0.0	1.0	#8000ff	#2c7ef7
38	Actinomyces sp. oral taxon 170	5	Supragingival_plaque	#ff964f	0.0	2.0	#8000ff	#2adddd
39	Abiotrophia defectiva	3	Buccal_mucosa	#1996f3	0.0	2.0	#8000ff	#2adddd
40	Actinomyces sp. oral taxon 170	5	Supragingival_plaque	#ff964f	0.0	2.0	#8000ff	#2adddd
41	Actinobaculum sp. oral taxon 183	1	Supragingival_plaque	#ff964f	0.0	2.0	#8000ff	#2adddd
42	Actinomyces sp. oral taxon 170	5	Supragingival_plaque	#ff964f	0.0	2.0	#8000ff	#2adddd
43	Actinomyces dentalis	1	Subgingival_plaque	#e4cf74	0.0	2.0	#8000ff	#2adddd
44	Actinomyces sp. oral taxon 170	5	Supragingival_plaque	#ff964f	0.0	2.0	#8000ff	#2adddd
45	Actinomyces gerencseriae	2	Subgingival_plaque	#e4cf74	0.0	2.0	#8000ff	#2adddd
46	Actinomyces sp. oral taxon 170	5	Supragingival_plaque	#ff964f	0.0	2.0	#8000ff	#2adddd
47	Actinomyces massiliensis	1	Supragingival_plaque	#ff964f	0.0	2.0	#8000ff	#2adddd
48	Actinomyces sp. oral taxon 170	5	Supragingival_plaque	#ff964f	0.0	2.0	#8000ff	#2adddd
49	Actinomyces oris	2	Supragingival_plaque	#ff964f	0.0	2.0	#8000ff	#2adddd
50	Actinomyces sp. oral taxon 171	1	Supragingival_plaque	#ff964f	0.0	2.0	#8000ff	#2adddd
51	[Pasteurella] pneumotropica	3	Buccal_mucosa	#1996f3	0.0	2.0	#8000ff	#2adddd
52	Actinomyces sp. oral taxon 171	1	Supragingival_plaque	#ff964f	0.0	2.0	#8000ff	#2adddd
53	Actinomyces naeslundii	2	Supragingival_plaque	#ff964f	0.0	2.0	#8000ff	#2adddd
54	Actinomyces sp. oral taxon 171	1	Supragingival_plaque	#ff964f	0.0	2.0	#8000ff	#2adddd
55	Actinomyces oris	2	Supragingival_plaque	#ff964f	0.0	2.0	#8000ff	#2adddd
56	Actinomyces sp. oral taxon 175	5	Supragingival_plaque	#ff964f	0.0	2.0	#8000ff	#2adddd
57	[Pasteurella] pneumotropica	3	Buccal_mucosa	#1996f3	0.0	2.0	#8000ff	#2adddd
58	Actinomyces sp. oral taxon 175	5	Supragingival_plaque	#ff964f	0.0	2.0	#8000ff	#2adddd
59	Actinomyces naeslundii	2	Supragingival_plaque	#ff964f	0.0	2.0	#8000ff	#2adddd
60	Actinomyces sp. oral taxon 175	5	Supragingival_plaque	#ff964f	0.0	2.0	#8000ff	#2adddd
61	Actinomyces oris	2	Supragingival_plaque	#ff964f	0.0	2.0	#8000ff	#2adddd
62	Actinomyces sp. oral taxon 175	5	Supragingival_plaque	#ff964f	0.0	2.0	#8000ff	#2adddd
63	Actinomyces sp. oral taxon 171	1	Supragingival_plaque	#ff964f	0.0	2.0	#8000ff	#2adddd
64	Actinomyces sp. oral taxon 414	5	Subgingival_plaque	#e4cf74	0.0	1.0	#8000ff	#2c7ef7
65	[Haemophilus] parasuis	1	Buccal_mucosa	#1996f3	0.0	1.0	#8000ff	#2c7ef7
66	Actinomyces sp. oral taxon 414	5	Subgingival_plaque	#e4cf74	0.0	1.0	#8000ff	#2c7ef7
67	Actinobacillus pleuropneumoniae	1	Buccal_mucosa	#1996f3	0.0	1.0	#8000ff	#2c7ef7
68	Actinomyces sp. oral taxon 414	5	Subgingival_plaque	#e4cf74	0.0	1.0	#8000ff	#2c7ef7
69	Actinomyces sp. ICM39	5	Tongue_dorsum	#ff0000	0.0	1.0	#8000ff	#2c7ef7
70	Actinomyces viscosus	5	Supragingival_plaque	#ff964f	0.0	2.0	#8000ff	#2adddd
71	[Pasteurella] pneumotropica	3	Buccal_mucosa	#1996f3	0.0	2.0	#8000ff	#2adddd
72	Actinomyces viscosus	5	Supragingival_plaque	#ff964f	0.0	2.0	#8000ff	#2adddd
73	Actinomyces naeslundii	2	Supragingival_plaque	#ff964f	0.0	2.0	#8000ff	#2adddd
74	Actinomyces viscosus	5	Supragingival_plaque	#ff964f	0.0	2.0	#8000ff	#2adddd
75	Actinomyces oris	2	Supragingival_plaque	#ff964f	0.0	2.0	#8000ff	#2adddd
76	Actinomyces viscosus	5	Supragingival_plaque	#ff964f	0.0	2.0	#8000ff	#2adddd
77	Actinomyces sp. oral taxon 171	1	Supragingival_plaque	#ff964f	0.0	2.0	#8000ff	#2adddd
78	Actinomyces viscosus	5	Supragingival_plaque	#ff964f	0.0	2.0	#8000ff	#2adddd
79	Actinomyces sp. oral taxon 175	5	Supragingival_plaque	#ff964f	0.0	2.0	#8000ff	#2adddd
80	Aggregatibacter actinomycetemcomitans	2	Buccal_mucosa	#1996f3	0.0	2.0	#8000ff	#2adddd
81	[Pasteurella] pneumotropica	3	Buccal_mucosa	#1996f3	0.0	2.0	#8000ff	#2adddd
