	source	target	weight	edge_sample	edcolor
0	[Pasteurella] pneumotropica	[Eubacterium] infirmum	1.0	Intertype	#cccccc
1	[Eubacterium] infirmum	[Pasteurella] pneumotropica	1.0	Intertype	#cccccc
2	Abiotrophia defectiva	[Eubacterium] infirmum	1.0	Intertype	#cccccc
3	[Eubacterium] infirmum	Abiotrophia defectiva	1.0	Intertype	#cccccc
4	Abiotrophia defectiva	[Pasteurella] pneumotropica	1.0	Buccal_mucosa	#1996f3
5	[Pasteurella] pneumotropica	Abiotrophia defectiva	1.0	Buccal_mucosa	#1996f3
6	Acidovorax temperans	[Eubacterium] infirmum	1.0	Intertype	#cccccc
7	[Eubacterium] infirmum	Acidovorax temperans	1.0	Intertype	#cccccc
8	Acidovorax temperans	[Pasteurella] pneumotropica	1.0	Intertype	#cccccc
9	[Pasteurella] pneumotropica	Acidovorax temperans	1.0	Intertype	#cccccc
10	Acidovorax temperans	Abiotrophia defectiva	1.0	Intertype	#cccccc
11	Abiotrophia defectiva	Acidovorax temperans	1.0	Intertype	#cccccc
12	Acinetobacter junii	[Eubacterium] infirmum	1.0	Intertype	#cccccc
13	[Eubacterium] infirmum	Acinetobacter junii	1.0	Intertype	#cccccc
14	Acinetobacter junii	[Pasteurella] pneumotropica	1.0	Intertype	#cccccc
15	[Pasteurella] pneumotropica	Acinetobacter junii	1.0	Intertype	#cccccc
16	Acinetobacter junii	Abiotrophia defectiva	1.0	Intertype	#cccccc
17	Abiotrophia defectiva	Acinetobacter junii	1.0	Intertype	#cccccc
18	Acinetobacter junii	Acidovorax temperans	1.0	Anterior_nares	#8000ff
19	Acidovorax temperans	Acinetobacter junii	1.0	Anterior_nares	#8000ff
20	Actinobaculum sp. oral taxon 183	[Eubacterium] infirmum	1.0	Intertype	#cccccc
21	[Eubacterium] infirmum	Actinobaculum sp. oral taxon 183	1.0	Intertype	#cccccc
22	Actinobaculum sp. oral taxon 183	[Pasteurella] pneumotropica	1.0	Intertype	#cccccc
23	[Pasteurella] pneumotropica	Actinobaculum sp. oral taxon 183	1.0	Intertype	#cccccc
24	Actinobaculum sp. oral taxon 183	Abiotrophia defectiva	1.0	Intertype	#cccccc
25	Abiotrophia defectiva	Actinobaculum sp. oral taxon 183	1.0	Intertype	#cccccc
26	Actinobaculum sp. oral taxon 183	Acidovorax temperans	1.0	Intertype	#cccccc
27	Acidovorax temperans	Actinobaculum sp. oral taxon 183	1.0	Intertype	#cccccc
28	Actinobaculum sp. oral taxon 183	Acinetobacter junii	1.0	Intertype	#cccccc
29	Acinetobacter junii	Actinobaculum sp. oral taxon 183	1.0	Intertype	#cccccc
30	Actinomyces dentalis	[Eubacterium] infirmum	1.0	Subgingival_plaque	#e4cf74
31	[Eubacterium] infirmum	Actinomyces dentalis	1.0	Subgingival_plaque	#e4cf74
32	Actinomyces dentalis	[Pasteurella] pneumotropica	1.0	Intertype	#cccccc
33	[Pasteurella] pneumotropica	Actinomyces dentalis	1.0	Intertype	#cccccc
34	Actinomyces dentalis	Abiotrophia defectiva	1.0	Intertype	#cccccc
35	Abiotrophia defectiva	Actinomyces dentalis	1.0	Intertype	#cccccc
36	Actinomyces dentalis	Acidovorax temperans	1.0	Intertype	#cccccc
37	Acidovorax temperans	Actinomyces dentalis	1.0	Intertype	#cccccc
38	Actinomyces dentalis	Acinetobacter junii	1.0	Intertype	#cccccc
39	Acinetobacter junii	Actinomyces dentalis	1.0	Intertype	#cccccc
40	Actinomyces dentalis	Actinobaculum sp. oral taxon 183	1.0	Intertype	#cccccc
41	Actinobaculum sp. oral taxon 183	Actinomyces dentalis	1.0	Intertype	#cccccc
42	Actinomyces graevenitzii	[Eubacterium] infirmum	1.0	Intertype	#cccccc
43	[Eubacterium] infirmum	Actinomyces graevenitzii	1.0	Intertype	#cccccc
44	Actinomyces graevenitzii	[Pasteurella] pneumotropica	1.0	Intertype	#cccccc
45	[Pasteurella] pneumotropica	Actinomyces graevenitzii	1.0	Intertype	#cccccc
46	Actinomyces graevenitzii	Abiotrophia defectiva	1.0	Intertype	#cccccc
47	Abiotrophia defectiva	Actinomyces graevenitzii	1.0	Intertype	#cccccc
48	Actinomyces graevenitzii	Acidovorax temperans	1.0	Intertype	#cccccc
49	Acidovorax temperans	Actinomyces graevenitzii	1.0	Intertype	#cccccc
50	Actinomyces graevenitzii	Acinetobacter junii	1.0	Intertype	#cccccc
51	Acinetobacter junii	Actinomyces graevenitzii	1.0	Intertype	#cccccc
52	Actinomyces graevenitzii	Actinomyces dentalis	1.0	Intertype	#cccccc
53	Actinomyces dentalis	Actinomyces graevenitzii	1.0	Intertype	#cccccc
54	Actinomyces johnsonii	[Eubacterium] infirmum	1.0	Subgingival_plaque	#e4cf74
55	[Eubacterium] infirmum	Actinomyces johnsonii	1.0	Subgingival_plaque	#e4cf74
56	Actinomyces johnsonii	[Pasteurella] pneumotropica	1.0	Intertype	#cccccc
57	[Pasteurella] pneumotropica	Actinomyces johnsonii	1.0	Intertype	#cccccc
58	Actinomyces johnsonii	Abiotrophia defectiva	1.0	Intertype	#cccccc
59	Abiotrophia defectiva	Actinomyces johnsonii	1.0	Intertype	#cccccc
60	Actinomyces johnsonii	Acidovorax temperans	1.0	Intertype	#cccccc
61	Acidovorax temperans	Actinomyces johnsonii	1.0	Intertype	#cccccc
62	Actinomyces johnsonii	Acinetobacter junii	1.0	Intertype	#cccccc
63	Acinetobacter junii	Actinomyces johnsonii	1.0	Intertype	#cccccc
64	Actinomyces johnsonii	Actinobaculum sp. oral taxon 183	1.0	Intertype	#cccccc
65	Actinobaculum sp. oral taxon 183	Actinomyces johnsonii	1.0	Intertype	#cccccc
66	Actinomyces johnsonii	Actinomyces dentalis	1.0	Subgingival_plaque	#e4cf74
67	Actinomyces dentalis	Actinomyces johnsonii	1.0	Subgingival_plaque	#e4cf74
