	source	source_freq	first_sample	fscolor	spect_cluster	commun_cluster	spect_color	comm_color
0	[Pasteurella] pneumotropica	2	Buccal_mucosa	#1996f3	2.0	0.0	#7effb5	#8000ff
1	[Eubacterium] infirmum	2	Subgingival_plaque	#e4cf74	1.0	0.0	#01b3ec	#8000ff
2	Abiotrophia defectiva	1	Buccal_mucosa	#1996f3	2.0	0.0	#7effb5	#8000ff
3	[Eubacterium] infirmum	2	Subgingival_plaque	#e4cf74	1.0	0.0	#01b3ec	#8000ff
4	Abiotrophia defectiva	1	Buccal_mucosa	#1996f3	2.0	0.0	#7effb5	#8000ff
5	[Pasteurella] pneumotropica	2	Buccal_mucosa	#1996f3	2.0	0.0	#7effb5	#8000ff
6	Acidovorax temperans	1	Anterior_nares	#8000ff	2.0	0.0	#7effb5	#8000ff
7	[Eubacterium] infirmum	2	Subgingival_plaque	#e4cf74	1.0	0.0	#01b3ec	#8000ff
8	Acidovorax temperans	1	Anterior_nares	#8000ff	2.0	0.0	#7effb5	#8000ff
9	[Pasteurella] pneumotropica	2	Buccal_mucosa	#1996f3	2.0	0.0	#7effb5	#8000ff
10	Acidovorax temperans	1	Anterior_nares	#8000ff	2.0	0.0	#7effb5	#8000ff
11	Abiotrophia defectiva	1	Buccal_mucosa	#1996f3	2.0	0.0	#7effb5	#8000ff
12	Acinetobacter junii	1	Anterior_nares	#8000ff	2.0	0.0	#7effb5	#8000ff
13	[Eubacterium] infirmum	2	Subgingival_plaque	#e4cf74	1.0	0.0	#01b3ec	#8000ff
14	Acinetobacter junii	1	Anterior_nares	#8000ff	2.0	0.0	#7effb5	#8000ff
15	[Pasteurella] pneumotropica	2	Buccal_mucosa	#1996f3	2.0	0.0	#7effb5	#8000ff
16	Acinetobacter junii	1	Anterior_nares	#8000ff	2.0	0.0	#7effb5	#8000ff
17	Abiotrophia defectiva	1	Buccal_mucosa	#1996f3	2.0	0.0	#7effb5	#8000ff
18	Acinetobacter junii	1	Anterior_nares	#8000ff	2.0	0.0	#7effb5	#8000ff
19	Acidovorax temperans	1	Anterior_nares	#8000ff	2.0	0.0	#7effb5	#8000ff
20	Actinobaculum sp. oral taxon 183	1	Supragingival_plaque	#ff964f	1.0	0.0	#01b3ec	#8000ff
21	[Eubacterium] infirmum	2	Subgingival_plaque	#e4cf74	1.0	0.0	#01b3ec	#8000ff
22	Actinobaculum sp. oral taxon 183	1	Supragingival_plaque	#ff964f	1.0	0.0	#01b3ec	#8000ff
23	[Pasteurella] pneumotropica	2	Buccal_mucosa	#1996f3	2.0	0.0	#7effb5	#8000ff
24	Actinobaculum sp. oral taxon 183	1	Supragingival_plaque	#ff964f	1.0	0.0	#01b3ec	#8000ff
25	Abiotrophia defectiva	1	Buccal_mucosa	#1996f3	2.0	0.0	#7effb5	#8000ff
26	Actinobaculum sp. oral taxon 183	1	Supragingival_plaque	#ff964f	1.0	0.0	#01b3ec	#8000ff
27	Acidovorax temperans	1	Anterior_nares	#8000ff	2.0	0.0	#7effb5	#8000ff
28	Actinobaculum sp. oral taxon 183	1	Supragingival_plaque	#ff964f	1.0	0.0	#01b3ec	#8000ff
29	Acinetobacter junii	1	Anterior_nares	#8000ff	2.0	0.0	#7effb5	#8000ff
30	Actinomyces dentalis	2	Subgingival_plaque	#e4cf74	2.0	0.0	#7effb5	#8000ff
31	[Eubacterium] infirmum	2	Subgingival_plaque	#e4cf74	1.0	0.0	#01b3ec	#8000ff
32	Actinomyces dentalis	2	Subgingival_plaque	#e4cf74	2.0	0.0	#7effb5	#8000ff
33	[Pasteurella] pneumotropica	2	Buccal_mucosa	#1996f3	2.0	0.0	#7effb5	#8000ff
34	Actinomyces dentalis	2	Subgingival_plaque	#e4cf74	2.0	0.0	#7effb5	#8000ff
35	Abiotrophia defectiva	1	Buccal_mucosa	#1996f3	2.0	0.0	#7effb5	#8000ff
36	Actinomyces dentalis	2	Subgingival_plaque	#e4cf74	2.0	0.0	#7effb5	#8000ff
37	Acidovorax temperans	1	Anterior_nares	#8000ff	2.0	0.0	#7effb5	#8000ff
38	Actinomyces dentalis	2	Subgingival_plaque	#e4cf74	2.0	0.0	#7effb5	#8000ff
39	Acinetobacter junii	1	Anterior_nares	#8000ff	2.0	0.0	#7effb5	#8000ff
40	Actinomyces dentalis	2	Subgingival_plaque	#e4cf74	2.0	0.0	#7effb5	#8000ff
41	Actinobaculum sp. oral taxon 183	1	Supragingival_plaque	#ff964f	1.0	0.0	#01b3ec	#8000ff
42	Actinomyces graevenitzii	1	Tongue_dorsum	#ff0000	2.0	0.0	#7effb5	#8000ff
43	[Eubacterium] infirmum	2	Subgingival_plaque	#e4cf74	1.0	0.0	#01b3ec	#8000ff
44	Actinomyces graevenitzii	1	Tongue_dorsum	#ff0000	2.0	0.0	#7effb5	#8000ff
45	[Pasteurella] pneumotropica	2	Buccal_mucosa	#1996f3	2.0	0.0	#7effb5	#8000ff
46	Actinomyces graevenitzii	1	Tongue_dorsum	#ff0000	2.0	0.0	#7effb5	#8000ff
47	Abiotrophia defectiva	1	Buccal_mucosa	#1996f3	2.0	0.0	#7effb5	#8000ff
48	Actinomyces graevenitzii	1	Tongue_dorsum	#ff0000	2.0	0.0	#7effb5	#8000ff
49	Acidovorax temperans	1	Anterior_nares	#8000ff	2.0	0.0	#7effb5	#8000ff
50	Actinomyces graevenitzii	1	Tongue_dorsum	#ff0000	2.0	0.0	#7effb5	#8000ff
51	Acinetobacter junii	1	Anterior_nares	#8000ff	2.0	0.0	#7effb5	#8000ff
52	Actinomyces graevenitzii	1	Tongue_dorsum	#ff0000	2.0	0.0	#7effb5	#8000ff
53	Actinomyces dentalis	2	Subgingival_plaque	#e4cf74	2.0	0.0	#7effb5	#8000ff
54	Actinomyces johnsonii	2	Subgingival_plaque	#e4cf74	2.0	0.0	#7effb5	#8000ff
55	[Eubacterium] infirmum	2	Subgingival_plaque	#e4cf74	1.0	0.0	#01b3ec	#8000ff
56	Actinomyces johnsonii	2	Subgingival_plaque	#e4cf74	2.0	0.0	#7effb5	#8000ff
57	[Pasteurella] pneumotropica	2	Buccal_mucosa	#1996f3	2.0	0.0	#7effb5	#8000ff
58	Actinomyces johnsonii	2	Subgingival_plaque	#e4cf74	2.0	0.0	#7effb5	#8000ff
59	Abiotrophia defectiva	1	Buccal_mucosa	#1996f3	2.0	0.0	#7effb5	#8000ff
60	Actinomyces johnsonii	2	Subgingival_plaque	#e4cf74	2.0	0.0	#7effb5	#8000ff
61	Acidovorax temperans	1	Anterior_nares	#8000ff	2.0	0.0	#7effb5	#8000ff
62	Actinomyces johnsonii	2	Subgingival_plaque	#e4cf74	2.0	0.0	#7effb5	#8000ff
63	Acinetobacter junii	1	Anterior_nares	#8000ff	2.0	0.0	#7effb5	#8000ff
64	Actinomyces johnsonii	2	Subgingival_plaque	#e4cf74	2.0	0.0	#7effb5	#8000ff
65	Actinobaculum sp. oral taxon 183	1	Supragingival_plaque	#ff964f	1.0	0.0	#01b3ec	#8000ff
66	Actinomyces johnsonii	2	Subgingival_plaque	#e4cf74	2.0	0.0	#7effb5	#8000ff
67	Actinomyces dentalis	2	Subgingival_plaque	#e4cf74	2.0	0.0	#7effb5	#8000ff
68	Actinomyces johnsonii	2	Subgingival_plaque	#e4cf74	2.0	0.0	#7effb5	#8000ff
69	Actinomyces graevenitzii	1	Tongue_dorsum	#ff0000	2.0	0.0	#7effb5	#8000ff
70	Actinomyces massiliensis	1	Supragingival_plaque	#ff964f	2.0	0.0	#7effb5	#8000ff
71	[Eubacterium] infirmum	2	Subgingival_plaque	#e4cf74	1.0	0.0	#01b3ec	#8000ff
72	Actinomyces massiliensis	1	Supragingival_plaque	#ff964f	2.0	0.0	#7effb5	#8000ff
73	[Pasteurella] pneumotropica	2	Buccal_mucosa	#1996f3	2.0	0.0	#7effb5	#8000ff
74	Actinomyces massiliensis	1	Supragingival_plaque	#ff964f	2.0	0.0	#7effb5	#8000ff
75	Abiotrophia defectiva	1	Buccal_mucosa	#1996f3	2.0	0.0	#7effb5	#8000ff
76	Actinomyces massiliensis	1	Supragingival_plaque	#ff964f	2.0	0.0	#7effb5	#8000ff
77	Acidovorax temperans	1	Anterior_nares	#8000ff	2.0	0.0	#7effb5	#8000ff
78	Actinomyces massiliensis	1	Supragingival_plaque	#ff964f	2.0	0.0	#7effb5	#8000ff
79	Acinetobacter junii	1	Anterior_nares	#8000ff	2.0	0.0	#7effb5	#8000ff
80	Actinomyces massiliensis	1	Supragingival_plaque	#ff964f	2.0	0.0	#7effb5	#8000ff
81	Actinomyces dentalis	2	Subgingival_plaque	#e4cf74	2.0	0.0	#7effb5	#8000ff
82	Actinomyces massiliensis	1	Supragingival_plaque	#ff964f	2.0	0.0	#7effb5	#8000ff
83	Actinomyces johnsonii	2	Subgingival_plaque	#e4cf74	2.0	0.0	#7effb5	#8000ff
84	Actinomyces meyeri	2	Subgingival_plaque	#e4cf74	2.0	0.0	#7effb5	#8000ff
85	[Eubacterium] infirmum	2	Subgingival_plaque	#e4cf74	1.0	0.0	#01b3ec	#8000ff
86	Actinomyces meyeri	2	Subgingival_plaque	#e4cf74	2.0	0.0	#7effb5	#8000ff
87	[Pasteurella] pneumotropica	2	Buccal_mucosa	#1996f3	2.0	0.0	#7effb5	#8000ff
88	Actinomyces meyeri	2	Subgingival_plaque	#e4cf74	2.0	0.0	#7effb5	#8000ff
89	Abiotrophia defectiva	1	Buccal_mucosa	#1996f3	2.0	0.0	#7effb5	#8000ff
90	Actinomyces meyeri	2	Subgingival_plaque	#e4cf74	2.0	0.0	#7effb5	#8000ff
91	Acidovorax temperans	1	Anterior_nares	#8000ff	2.0	0.0	#7effb5	#8000ff
92	Actinomyces meyeri	2	Subgingival_plaque	#e4cf74	2.0	0.0	#7effb5	#8000ff
93	Acinetobacter junii	1	Anterior_nares	#8000ff	2.0	0.0	#7effb5	#8000ff
94	Actinomyces meyeri	2	Subgingival_plaque	#e4cf74	2.0	0.0	#7effb5	#8000ff
95	Actinobaculum sp. oral taxon 183	1	Supragingival_plaque	#ff964f	1.0	0.0	#01b3ec	#8000ff
96	Actinomyces meyeri	2	Subgingival_plaque	#e4cf74	2.0	0.0	#7effb5	#8000ff
97	Actinomyces dentalis	2	Subgingival_plaque	#e4cf74	2.0	0.0	#7effb5	#8000ff
98	Actinomyces meyeri	2	Subgingival_plaque	#e4cf74	2.0	0.0	#7effb5	#8000ff
99	Actinomyces graevenitzii	1	Tongue_dorsum	#ff0000	2.0	0.0	#7effb5	#8000ff
100	Actinomyces meyeri	2	Subgingival_plaque	#e4cf74	2.0	0.0	#7effb5	#8000ff
101	Actinomyces johnsonii	2	Subgingival_plaque	#e4cf74	2.0	0.0	#7effb5	#8000ff
102	Actinomyces meyeri	2	Subgingival_plaque	#e4cf74	2.0	0.0	#7effb5	#8000ff
103	Actinomyces massiliensis	1	Supragingival_plaque	#ff964f	2.0	0.0	#7effb5	#8000ff
104	Actinomyces odontolyticus	1	Tongue_dorsum	#ff0000	2.0	0.0	#7effb5	#8000ff
105	[Eubacterium] infirmum	2	Subgingival_plaque	#e4cf74	1.0	0.0	#01b3ec	#8000ff
106	Actinomyces odontolyticus	1	Tongue_dorsum	#ff0000	2.0	0.0	#7effb5	#8000ff
107	[Pasteurella] pneumotropica	2	Buccal_mucosa	#1996f3	2.0	0.0	#7effb5	#8000ff
108	Actinomyces odontolyticus	1	Tongue_dorsum	#ff0000	2.0	0.0	#7effb5	#8000ff
109	Abiotrophia defectiva	1	Buccal_mucosa	#1996f3	2.0	0.0	#7effb5	#8000ff
110	Actinomyces odontolyticus	1	Tongue_dorsum	#ff0000	2.0	0.0	#7effb5	#8000ff
111	Acidovorax temperans	1	Anterior_nares	#8000ff	2.0	0.0	#7effb5	#8000ff
112	Actinomyces odontolyticus	1	Tongue_dorsum	#ff0000	2.0	0.0	#7effb5	#8000ff
113	Acinetobacter junii	1	Anterior_nares	#8000ff	2.0	0.0	#7effb5	#8000ff
114	Actinomyces odontolyticus	1	Tongue_dorsum	#ff0000	2.0	0.0	#7effb5	#8000ff
115	Actinomyces dentalis	2	Subgingival_plaque	#e4cf74	2.0	0.0	#7effb5	#8000ff
116	Actinomyces odontolyticus	1	Tongue_dorsum	#ff0000	2.0	0.0	#7effb5	#8000ff
117	Actinomyces johnsonii	2	Subgingival_plaque	#e4cf74	2.0	0.0	#7effb5	#8000ff
118	Actinomyces odontolyticus	1	Tongue_dorsum	#ff0000	2.0	0.0	#7effb5	#8000ff
119	Actinomyces meyeri	2	Subgingival_plaque	#e4cf74	2.0	0.0	#7effb5	#8000ff
120	Actinomyces oris	2	Supragingival_plaque	#ff964f	2.0	0.0	#7effb5	#8000ff
121	[Eubacterium] infirmum	2	Subgingival_plaque	#e4cf74	1.0	0.0	#01b3ec	#8000ff
122	Actinomyces oris	2	Supragingival_plaque	#ff964f	2.0	0.0	#7effb5	#8000ff
123	[Pasteurella] pneumotropica	2	Buccal_mucosa	#1996f3	2.0	0.0	#7effb5	#8000ff
124	Actinomyces oris	2	Supragingival_plaque	#ff964f	2.0	0.0	#7effb5	#8000ff
125	Abiotrophia defectiva	1	Buccal_mucosa	#1996f3	2.0	0.0	#7effb5	#8000ff
126	Actinomyces oris	2	Supragingival_plaque	#ff964f	2.0	0.0	#7effb5	#8000ff
127	Acidovorax temperans	1	Anterior_nares	#8000ff	2.0	0.0	#7effb5	#8000ff
128	Actinomyces oris	2	Supragingival_plaque	#ff964f	2.0	0.0	#7effb5	#8000ff
