	source	target	weight	edge_sample	edcolor
14707	Leptotrichia sp. oral taxon 879	Streptococcus pseudopneumoniae	1.0	Intertype	#cccccc
14708	Streptococcus pseudopneumoniae	Mogibacterium sp. CM50	1.0	Intertype	#cccccc
14709	Mogibacterium sp. CM50	Streptococcus pseudopneumoniae	1.0	Intertype	#cccccc
14710	Streptococcus pseudopneumoniae	Mogibacterium timidum	1.0	Intertype	#cccccc
14711	Mogibacterium timidum	Streptococcus pseudopneumoniae	1.0	Intertype	#cccccc
14712	Streptococcus pseudopneumoniae	Neisseria bacilliformis	1.0	Intertype	#cccccc
14713	Neisseria bacilliformis	Streptococcus pseudopneumoniae	1.0	Intertype	#cccccc
14714	Streptococcus pseudopneumoniae	Neisseria cinerea	1.0	Attached	#4e4dfc
14715	Neisseria cinerea	Streptococcus pseudopneumoniae	1.0	Attached	#4e4dfc
14716	Streptococcus pseudopneumoniae	Neisseria elongata	1.0	Intertype	#cccccc
14717	Neisseria elongata	Streptococcus pseudopneumoniae	1.0	Intertype	#cccccc
14718	Streptococcus pseudopneumoniae	Neisseria macacae	1.0	Intertype	#cccccc
14719	Neisseria macacae	Streptococcus pseudopneumoniae	1.0	Intertype	#cccccc
14720	Streptococcus pseudopneumoniae	Parvimonas micra	1.0	Intertype	#cccccc
14721	Parvimonas micra	Streptococcus pseudopneumoniae	1.0	Intertype	#cccccc
14722	Streptococcus pseudopneumoniae	Parvimonas sp. oral taxon 110	1.0	Intertype	#cccccc
14723	Parvimonas sp. oral taxon 110	Streptococcus pseudopneumoniae	1.0	Intertype	#cccccc
14724	Streptococcus pseudopneumoniae	Parvimonas sp. oral taxon 393	1.0	Intertype	#cccccc
14725	Parvimonas sp. oral taxon 393	Streptococcus pseudopneumoniae	1.0	Intertype	#cccccc
14726	Streptococcus pseudopneumoniae	Peptostreptococcaceae bacterium ACC19a	1.0	Intertype	#cccccc
14727	Peptostreptococcaceae bacterium ACC19a	Streptococcus pseudopneumoniae	1.0	Intertype	#cccccc
14728	Streptococcus pseudopneumoniae	Peptostreptococcaceae bacterium AS15	1.0	Intertype	#cccccc
