TAXA	Acholeplasmataceae	Acidaminococcaceae	Actinomycetaceae	Aerococcaceae	Akkermansiaceae	Alcaligenaceae	Alteromonadaceae	Atopobiaceae	Aurantimonadaceae	Bacillaceae	Bacteroidaceae	Bifidobacteriaceae	Bradyrhizobiaceae	Brevibacteriaceae	Burkholderiaceae	Campylobacteraceae	Cardiobacteriaceae	Carnobacteriaceae	Catabacteriaceae	Caulobacteraceae	Cellulomonadaceae	Cellvibrionaceae	Chlamydiaceae	Chromatiaceae	Chromobacteriaceae	Clostridiaceae	Clostridiales Family XIII. Incertae Sedis	Comamonadaceae	Coriobacteriaceae	Corynebacteriaceae	Cyclobacteriaceae	Cytophagaceae	Dermabacteraceae	Dermacoccaceae	Desulfovibrionaceae	Eggerthellaceae	Enterobacteriaceae	Enterococcaceae	Erysipelotrichaceae	Erythrobacteraceae	Eubacteriaceae	Flavobacteriaceae	Fusobacteriaceae	Geodermatophilaceae	Halomonadaceae	Helicobacteraceae	Hydrogenophilaceae	Intrasporangiaceae	Lachnospiraceae	Lactobacillaceae	Leptotrichiaceae	Leuconostocaceae	Listeriaceae	Methylobacteriaceae	Microbacteriaceae	Micrococcaceae	Moraxellaceae	Moritellaceae	Mycobacteriaceae	Mycoplasmataceae	Neisseriaceae	Nocardiaceae	Oscillospiraceae	Oxalobacteraceae	Paenibacillaceae	Pasteurellaceae	Peptococcaceae	Peptoniphilaceae	Peptostreptococcaceae	Planococcaceae	Porphyromonadaceae	Prevotellaceae	Prolixibacteraceae	Promicromonosporaceae	Propionibacteriaceae	Pseudomonadaceae	Rhizobiaceae	Rhodobacteraceae	Rhodocyclaceae	Rikenellaceae	Rivulariaceae	Ruminococcaceae	Sanguibacteraceae	Selenomonadaceae	Sphingobacteriaceae	Sphingomonadaceae	Spirochaetaceae	Staphylococcaceae	Streptococcaceae	Streptomycetaceae	Sutterellaceae	Synergistaceae	Thermaceae	Thermoactinomycetaceae	Veillonellaceae	Vibrionaceae	Xanthomonadaceae
Lactobacillaceae	0.0	0.0	0.0	0.18939336792730438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023850241598155873	0.02384817403820063	0.26255093643053623	0.0	0.0	0.0	0.0	0.0	0.18143725011383174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3084441300946478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.354280419662352	0.22123441597933033	0.0	0.478299561149756	0.0	0.3953553335097881	0.18143725011383174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3620275428171152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21880661839186452	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Leptotrichiaceae	0.0	0.0	0.5202444804797247	0.0	0.0	0.0	0.07672192247989858	0.13788527987824098	0.0	0.0	0.0	0.036112213589617075	0.0	0.0	0.3570138658737018	0.6047871544327603	0.5692117422463485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42815293198234844	0.24416079221191908	0.0	0.6044359605546389	0.0	0.0	0.0	0.4037334189605619	0.0	0.0	0.0	0.0	0.07047416923505576	0.04903352736232148	0.0	0.6185320980214469	0.27630583995427427	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015616397296025352	0.03025272951307038	0.0	0.0	0.1359438654872074	0.0	0.07672192247989858	0.0	0.039400318620709314	0.09538589095247793	0.0	0.0	0.0	0.0	0.05815842269354835	0.0	0.0	0.0	0.0	0.0	0.23935322815131402	0.0	0.2631368302806607	0.029639157093461637	0.0	0.0	0.0	0.040003468532928424	0.0	0.0	0.0	0.334883677281649	0.6400853906725436	0.0	0.0	0.06799051489923745	0.0	0.14602492891602614	0.0	0.0	0.0	0.17608577112690094	0.0	0.24070648542465717	0.0	0.0
Leuconostocaceae	0.0	0.0	0.08546264760583508	0.0	0.0	0.0	0.0	0.19962769849323814	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39585086969295885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026009334533719737	0.02714385314546371	0.039735857423426654	0.0	0.0	0.0	0.0	0.22282538464606413	0.0	0.0541888395341749	0.0	0.0	0.023895731583509796	0.0	0.061367993090554816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24023622704874223	0.0	0.015616397296025352	0.0	0.9903696947746841	0.0	0.0	0.0641748374484635	0.0	0.0	0.0	0.06138026892069634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016234798115496555	0.0	0.0	0.1745999549794078	0.0	0.265338960485259	0.0	0.01631250428210919	0.0	0.0	0.09700922532041022	0.0	0.0	0.0	0.2950986322890055	0.3461884214014841	0.0	0.0	0.0	0.0	0.0475229220468609	0.0	0.0	0.0	0.0	0.0	0.3671496783637801	0.0	0.0
Listeriaceae	0.0	0.0	0.0912023890822016	0.0	0.0	0.0	0.0	0.2090600290171109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4169427016037795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.036012029605313266	0.017350639819919272	0.0	0.0	0.0	0.0	0.0	0.2491292099355205	0.0	0.0	0.0	0.0	0.029407350812432932	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1628010463683462	0.0	0.03025272951307038	0.9903696947746841	0.0	0.0	0.0	0.05338567717342411	0.0	0.0	0.0	0.07075373776056675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029075942489051997	0.0	0.0	0.19928916637696809	0.0	0.27261786082711376	0.0	0.02028904233834795	0.0	0.0	0.04306945737376079	0.0	0.0	0.0	0.3172448037292075	0.34826664737816837	0.0	0.0	0.0	0.0	0.04971964489715048	0.0	0.0	0.0	0.0	0.0	0.3697827887439103	0.0	0.0
Methylobacteriaceae	0.0	0.0	0.0	0.0	0.0	0.9657028635723626	0.0	0.0	0.23844515149934847	0.7208028532314529	0.0	0.0	0.8072101521876274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9657028635723626	0.23844515149934847	0.0	0.0	0.32538357391997214	0.0	0.018328261357772744	0.0	0.9514384702859057	0.030657233764201958	0.0	0.0	0.0	0.022472918536974796	0.0	0.0	0.0	0.0	0.0	0.0	0.96570286357236	0.0	0.23844515149934847	0.9657028635723626	0.9646483317025567	0.0	0.0	0.0	0.0	0.0	0.0	0.23449912834174144	0.0	0.1903756477742869	0.0	0.7192393624216062	0.0	0.0	0.015052818474711068	0.0	0.010750902715794616	0.0	0.0	0.0	0.0	0.0	0.9657028635723605	0.0	0.0	0.0	0.0	0.9477357102579815	0.4481595403961444	0.0	0.0	0.0	0.0	0.0	0.060030085379373994	0.0	0.0	0.0	0.8599604395745488	0.0	0.25712441092828253	0.14705018489135283	0.2384451514993485	0.0	0.0	0.0	0.23844515149934756	0.0	0.9651796456731968	0.991601564226842
Microbacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.995533704972402	0.4141136543178174	0.0	0.0	0.05308893910882247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.995533704972402	0.0	0.0	0.0	0.0	0.1511116013555338	0.0	0.0	0.0	0.0	0.0	0.0	0.07205742464391418	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.995533704972402	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23449912834174144	0.0	0.0	0.5439584463313261	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012523579797863916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33557273822285005	0.035743023860853165	0.0	0.0	0.0	0.0	0.029084249538347255	0.0	0.0	0.0	0.0	0.06639844742260231	0.0	0.7745654836179235	0.0	0.9955337049724025	0.0	0.0	0.0	0.9955337049723979	0.0	0.0	0.12549595256411267
Micrococcaceae	0.0	0.0	0.3826815196124365	0.1717846194497092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31473634356713825	0.1294687009397379	0.08127950899274458	0.0	0.0	0.0	0.0	0.30782527561666584	0.0	0.0	0.0	0.0	0.05149942907333105	0.26241892266076366	0.0	0.20063300020457076	0.0	0.0	0.0	0.1970000616816186	0.0	0.0	0.0	0.0	0.0	0.34485723309931876	0.0	0.1774278187501843	0.18726710043435785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1359438654872074	0.0641748374484635	0.05338567717342411	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10342272876490995	0.0	0.0	0.0	0.0	0.14606763043225726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29646895021703695	0.0	0.0	0.0	0.0	0.4194249946140837	0.0	0.0	0.0	0.08974506385442506	0.06432230389120615	0.0	0.0	0.026129200250365716	0.0	0.31965464609503386	0.0	0.0	0.09618580047652231	0.09254782067179299	0.0	0.09239782108022156	0.0	0.0
Moraxellaceae	0.0	0.0	0.0	0.0	0.0	0.052871336329038544	0.0	0.0	0.5493604125055846	0.3218374878856772	0.0	0.0	0.06967957186248405	0.0	0.0	0.0	0.0	0.189794718673342	0.0	0.0	0.0	0.0	0.0	0.052871336329038544	0.5493604125055846	0.0	0.0	0.0	0.0	0.09186183712757261	0.0	0.04158235305411126	0.0	0.0	0.0	0.0	0.0860457872099661	0.0	0.0	0.0	0.0	0.0	0.0	0.05287133632903843	0.0	0.5493604125055846	0.052871336329038544	0.0518956741699424	0.0	0.0	0.0	0.0	0.0	0.1903756477742869	0.5439584463313261	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03264262831841075	0.0	0.052871336329038454	0.0	0.0	0.0	0.0	0.2538997621916306	0.03838880008610685	0.0	0.043506049242375264	0.0	0.0	0.0	0.0	0.0	0.0	0.07246567291336264	0.07268476500046656	0.0	0.44770499751692405	0.0	0.5493604125055849	0.0	0.0	0.0	0.5493604125055824	0.0	0.05150290100780215	0.16413025837940073
Moritellaceae	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0770082293061831	0.0	0.0	0.0	0.0	0.0	0.0	0.09298373752104912	0.0	0.0	0.0	0.0	0.05311489726631333	0.0	0.0	0.0	0.6368765368491077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07672192247989858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16380541518012726	0.0	0.0	0.026540871374259978	0.0	0.07368831146608687	0.25184771047292054	0.0	0.2821233267444147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06824426800241905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26719348502699625	0.0	0.0
Mycobacteriaceae	0.0	0.0	0.0	0.0	0.0	0.7225335725749922	0.0	0.0	0.0	0.4288267453299878	0.0	0.0	0.732342727545196	0.024092403707518775	0.0	0.0	0.0	0.0	0.0	0.3560103368178974	0.0	0.0	0.0	0.7225335725749922	0.0	0.0	0.0	0.20580618978140738	0.0	0.0	0.0	0.7042477990871208	0.518821564988646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7225335725749903	0.0	0.0	0.7225335725749922	0.7215932997771541	0.0	0.354280419662352	0.0	0.0	0.0	0.7192393624216062	0.0	0.0	0.0	0.0	0.0	0.11710918764636033	0.0	0.644243239635663	0.0	0.5953922022755331	0.3560103368178974	0.0	0.0	0.0	0.0	0.7225335725749906	0.0	0.0	0.0	0.0	0.614750815589794	0.8705671092819539	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9513615188021078	0.0	0.0	0.02889452392122682	0.0	0.0	0.0	0.0	0.0	0.0	0.7211845556482762	0.7275940090408214
Mycoplasmataceae	0.0	0.0	0.34618919876115517	0.0	0.0	0.0	0.0	0.011706930481053422	0.0	0.0	0.0	0.0	0.0	0.0	0.05925417363022473	0.3436631095516072	0.37874181375539123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18817727586843666	0.0	0.09660455266810179	0.0	0.0	0.0	0.06386266984545973	0.0	0.0	0.0	0.0	0.0	0.0	0.10979576663659335	0.20900317825405917	0.014200856940562437	0.0	0.0	0.0	0.0	0.0	0.0	0.22123441597933033	0.039400318620709314	0.06138026892069634	0.07075373776056675	0.0	0.0	0.0	0.0	0.0	0.11710918764636033	0.0	0.0	0.16875986360462786	0.0	0.049666175000251694	0.0	0.0	0.0	0.0	0.04119019450045473	0.0	0.0	0.02412313042584822	0.0	0.0	0.0	0.04967228264027473	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24584890928919303	0.0	0.023522030638209266	0.5568075374135993	0.0	0.0	0.0	0.0	0.5995326749832246	0.2067600752627118	0.0	0.0	0.0	0.0
Neisseriaceae	0.0	0.0	0.15438348054035575	0.1008853635594245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3296459359197897	0.08743403493078755	0.03930408303491111	0.18992612944785864	0.0	0.0	0.0	0.0	0.0	0.018059512354033518	0.22657172131688377	0.0	0.0	0.0	0.26109012146771926	0.0	0.0	0.0	0.04673576720751635	0.0	0.0	0.2397681980397888	0.0	0.0	0.0	0.1138194062958281	0.24261047981037268	0.1200110563820641	0.0	0.10990334592182804	0.08477781381103087	0.0	0.30918474102434096	0.0	0.0	0.0	0.0	0.0	0.09538589095247793	0.0	0.0	0.0	0.0	0.10342272876490995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24246825092041502	0.0	0.0	0.3013708584150634	0.0	0.0	0.34200623249914985	0.03323518916769852	0.2062642854909748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06954710802482687	0.04945836258405937	0.0	0.0	0.0	0.19765270748208488	0.3271674539343859	0.0	0.0	0.0	0.08557578879033888	0.0	0.26659877023231593	0.0	0.0
Nocardiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2351272169230315	0.0	0.0	0.0	0.0	0.0	0.0	0.6265977635668885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9041242505732952	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.478299561149756	0.0	0.0	0.0	0.015052818474711068	0.0	0.0	0.0	0.0	0.644243239635663	0.16875986360462786	0.0	0.0	0.0	0.9201766654533516	0.6265977635668885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.866619927662122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45049672825275955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Oscillospiraceae	0.14756682310390723	0.05551559760213626	0.0	0.0	0.3074998091757521	0.0	0.0	0.0	0.0	0.0	0.3227840242945471	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27825300433813205	0.0	0.16034564856177927	0.0	0.0	0.0	0.0	0.34368009663442406	0.0	0.0	0.17348731183211027	0.0	0.0	0.0	0.0	0.0	0.2227397304052626	0.310235817422018	0.0842004954803566	0.4169987285940732	0.051612823155919786	0.0	0.17921563236545285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3289469985312182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33971392316581656	0.0	0.0	0.0	0.7400270999031291	0.0	0.0	0.0	0.0	0.0	0.15676679240249877	0.0	0.0	0.4816363087370783	0.0	0.38945826310347853	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Oxalobacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22579229793448946	0.0	0.0	0.0	0.0	0.0	0.0	0.6121372460988332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8866240250878553	0.0	0.0	0.0	0.0	0.030368107738921513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3953553335097881	0.0	0.0	0.0	0.010750902715794616	0.0	0.0	0.0	0.0	0.5953922022755331	0.049666175000251694	0.0	0.9201766654533516	0.0	0.0	0.6121372460988332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8565127632681973	0.0	0.0	0.0	0.0	0.0	0.12533655085954565	0.0	0.0	0.0	0.4467088180867051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Paenibacillaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17639447676819586	0.0	0.0	0.0	0.0	0.4565632685768019	0.0	0.4830508474576276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7011894655987553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18143725011383174	0.0	0.0	0.0	0.0	0.012523579797863916	0.0	0.0	0.0	0.3560103368178974	0.0	0.0	0.6265977635668885	0.0	0.6121372460988332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5773418541158412	0.0	0.0	0.0	0.0	0.6610035966031992	0.0	0.0	0.0	0.0	0.27289374062017085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pasteurellaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.16380541518012726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14837485261074865	0.03271890042232819	0.0	0.0	0.0	0.0	0.0	0.18878140989774742	0.2095016266845561	0.0	0.0	0.0	0.03591571225975501	0.0	0.0	0.0	0.8068165267793277	0.03521109565389235	0.0	0.010423363168598746	0.0	0.0	0.0	0.2063740760728708	0.0	0.29780736384054374	0.0	0.0490774493185082	0.27236419545697915	0.0	0.08122582570915411	0.0	0.0	0.0	0.0	0.0	0.05815842269354835	0.0	0.0	0.0	0.0	0.14606763043225726	0.0	0.16380541518012726	0.0	0.0	0.24246825092041502	0.0	0.0	0.0	0.0	0.0	0.4423573122906301	0.0	0.0	0.0	0.0	0.2868173222313672	0.5674636881885914	0.15238956321558117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03326551734186849	0.0	0.0	0.07454830971223148	0.7128147929531206	0.0	0.0	0.0	0.2514379515592901	0.0	0.20541139468640704	0.0	0.0
Peptococcaceae	0.0	0.033232138650944425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09227533380821511	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43204937989385783	0.0	0.0	0.0	0.048557022469852086	0.0	0.0	0.4730100049675809	0.0	0.0	0.23253613890721053	0.0	0.6161663873899279	0.0440154954706617	0.0	0.0	0.26607976906598335	0.46412576796873434	0.0	0.56651866361702	0.0	0.0	0.19947857406213088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20432862261056126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33971392316581656	0.0	0.0	0.4423573122906301	0.0	0.0	0.0	0.0	0.15718530758267915	0.030161350070910656	0.4320493798938582	0.0	0.0	0.0	0.0	0.0	0.0	0.22275895785885713	0.0	0.18576218265912206	0.0	0.0	0.0	0.0	0.0	0.0	0.15410726399698957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Peptoniphilaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44978743857653736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17098756924076808	0.0	0.1500192966090558	0.0	0.0	0.0	0.0	0.0	0.0	0.3007550183172106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03264262831841075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14896841568459662	0.0	0.0	0.9802980346798679	0.0	0.0	0.0	0.0	0.0	0.0	0.6986761734521804	0.0	0.0	0.13464789955080972	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Peptostreptococcaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.026540871374259978	0.018528380158065794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2854106275265327	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03792239437417187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05994049557813537	0.0	0.0	0.846661365707857	0.0	0.16272970570939577	0.0	0.19720833857884232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016234798115496555	0.029075942489051997	0.0	0.0	0.0	0.0	0.026540871374259978	0.0	0.04119019450045473	0.3013708584150634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.482562212347224	0.0	0.017232868152864126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04052702922977456	0.019246602344446587	0.0	0.0	0.15195373621199662	0.0	0.0	0.0	0.0	0.03509942549142225	0.0	0.0	0.0	0.0	0.0
Planococcaceae	0.0	0.0	0.0	0.0	0.0	0.999999999999999	0.0	0.0	0.0	0.6334028856690603	0.0	0.0	0.8016283528685393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.999999999999999	0.0	0.0	0.0	0.35178056552652953	0.0	0.0	0.0	0.9874813778424121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999963	0.0	0.0	0.999999999999999	0.9991321101744777	0.0	0.0	0.0	0.0	0.0	0.9657028635723605	0.0	0.0	0.052871336329038454	0.0	0.7225335725749906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8887302677564423	0.4066927120420039	0.0	0.0	0.0	0.0	0.0	0.07217505606653145	0.0	0.0	0.0	0.8465000398327746	0.0	0.061835744050287036	0.1702493198862445	0.0	0.0	0.0	0.0	0.0	0.0	0.9997414904170563	0.9879077552047635
Porphyromonadaceae	0.13458390578124768	0.11363900657891587	0.0	0.0	0.23310487842509361	0.0	0.07368831146608687	0.0	0.0	0.0	0.462755049976992	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07373163623122822	0.0	0.0	0.0	0.0	0.04054682628485274	0.0	0.0	0.03453067298191245	0.0	0.0	0.0	0.0	0.0	0.14830625526224261	0.1506230255367541	0.03484532061608771	0.11211774161551227	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027287642001265728	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07368831146608687	0.0	0.0	0.0	0.0	0.7400270999031291	0.0	0.0	0.0	0.15718530758267915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08498646574601826	0.0	0.0	0.43578378996372	0.0	0.07606872077015624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0399851736715175	0.05112387085450443	0.0	0.0	0.0	0.0	0.0
Prevotellaceae	0.0	0.0	0.24590540990401094	0.0	0.2819791432753379	0.0	0.25184771047292054	0.08477035606316785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5207436709760567	0.010046744213824916	0.0	0.0	0.0	0.37067761746340827	0.0	0.1168899916848174	0.0	0.0	0.0	0.5089239704374872	0.0	0.0	0.0	0.22085544150369615	0.0	0.0	0.42864677527536255	0.0	0.0	0.27410840174484796	0.0	0.5883375862440882	0.0	0.011430384149071486	0.0	0.43808150046458144	0.0	0.13748081349152777	0.0	0.0	0.0	0.0	0.0	0.23935322815131402	0.1745999549794078	0.19928916637696809	0.0	0.0	0.0	0.0	0.25184771047292054	0.0	0.02412313042584822	0.34200623249914985	0.0	0.0	0.0	0.0	0.2868173222313672	0.030161350070910656	0.0	0.482562212347224	0.0	0.0	0.0	0.1532290679877062	0.4513898420896287	0.0	0.0	0.34032404463419824	0.0	0.0	0.0	0.0	0.0	0.5096147655808164	0.2458836392078526	0.0	0.0	0.2214130119180995	0.03091450915265363	0.31941138925971196	0.0	0.0	0.02705098013417926	0.0	0.0	0.6354046958261313	0.0	0.0
Prolixibacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11238766846924114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7011894655987557	0.029659334670178464	0.0	0.0	0.0	0.0	0.0	0.32376195411908937	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03323518916769852	0.0	0.0	0.0	0.0	0.5674636881885914	0.4320493798938582	0.0	0.0	0.0	0.0	0.1532290679877062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28609407350682764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Promicromonosporaceae	0.0	0.0	0.3274516934198081	0.0	0.0	0.0	0.2821233267444147	0.13200307622502028	0.0	0.0	0.0	0.0	0.09598767050613526	0.0	0.0	0.3400582453329159	0.0	0.0	0.0	0.0	0.01456251542802559	0.0	0.0	0.0	0.0	0.0	0.4428022861117263	0.0	0.0	0.0	0.0	0.0	0.0	0.7591576929257939	0.0	0.0	0.0	0.0	0.1792129711297964	0.0	0.0	0.0	0.5308074971427106	0.0	0.0	0.0	0.0	0.0	0.07848165562310307	0.0	0.2631368302806607	0.265338960485259	0.27261786082711376	0.0	0.0	0.29646895021703695	0.0	0.2821233267444147	0.0	0.0	0.2062642854909748	0.0	0.0	0.0	0.0	0.15238956321558117	0.0	0.0	0.017232868152864126	0.0	0.0	0.4513898420896287	0.0	0.0	0.0	0.0	0.0	0.0	0.23103319448585402	0.0	0.0	0.0	0.7889860847348488	0.06713091612851858	0.0	0.0	0.0	0.0	0.44305510363789424	0.0	0.0	0.0	0.0	0.0	0.6448181164465275	0.0	0.0
