TAXA	Acholeplasmataceae	Acidaminococcaceae	Actinomycetaceae	Aerococcaceae	Akkermansiaceae	Alcaligenaceae	Alteromonadaceae	Atopobiaceae	Aurantimonadaceae	Bacillaceae	Bacteroidaceae	Bifidobacteriaceae	Bradyrhizobiaceae	Brevibacteriaceae	Burkholderiaceae	Campylobacteraceae	Cardiobacteriaceae	Carnobacteriaceae	Catabacteriaceae	Caulobacteraceae	Cellulomonadaceae	Cellvibrionaceae	Chlamydiaceae	Chromatiaceae	Chromobacteriaceae	Clostridiaceae	Clostridiales Family XIII. Incertae Sedis	Comamonadaceae	Coriobacteriaceae	Corynebacteriaceae	Cyclobacteriaceae	Cytophagaceae	Dermabacteraceae	Dermacoccaceae	Desulfovibrionaceae	Eggerthellaceae	Enterobacteriaceae	Enterococcaceae	Erysipelotrichaceae	Erythrobacteraceae	Eubacteriaceae	Flavobacteriaceae	Fusobacteriaceae	Geodermatophilaceae	Halomonadaceae	Helicobacteraceae	Hydrogenophilaceae	Intrasporangiaceae	Lachnospiraceae	Lactobacillaceae	Leptotrichiaceae	Leuconostocaceae	Listeriaceae	Methylobacteriaceae	Microbacteriaceae	Micrococcaceae	Moraxellaceae	Moritellaceae	Mycobacteriaceae	Mycoplasmataceae	Neisseriaceae	Nocardiaceae	Oscillospiraceae	Oxalobacteraceae	Paenibacillaceae	Pasteurellaceae	Peptococcaceae	Peptoniphilaceae	Peptostreptococcaceae	Planococcaceae	Porphyromonadaceae	Prevotellaceae	Prolixibacteraceae	Promicromonosporaceae	Propionibacteriaceae	Pseudomonadaceae	Rhizobiaceae	Rhodobacteraceae	Rhodocyclaceae	Rikenellaceae	Rivulariaceae	Ruminococcaceae	Sanguibacteraceae	Selenomonadaceae	Sphingobacteriaceae	Sphingomonadaceae	Spirochaetaceae	Staphylococcaceae	Streptococcaceae	Streptomycetaceae	Sutterellaceae	Synergistaceae	Thermaceae	Thermoactinomycetaceae	Veillonellaceae	Vibrionaceae	Xanthomonadaceae
Chromobacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000016	0.41993561480821595	0.0	0.0	0.05807861948332021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1586855050207625	0.0	0.0	0.0	0.0	0.0	0.0	0.07682148897567617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23844515149934847	0.995533704972402	0.0	0.5493604125055846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33980024613721854	0.04082227824409595	0.0	0.013391309289194795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07101657506624026	0.0	0.7790069740135075	0.0	1.0000000000000018	0.0	0.0	0.0	0.9999999999999972	0.0	0.0	0.1291574121427808
Clostridiaceae	0.0	0.16705559806739795	0.0	0.0	0.09157256422862001	0.0	0.0	0.0	0.0	0.0	0.08380941599324634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9741205037018615	0.0	0.07339765074245207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4687861939355901	0.0	0.0	0.0	0.016686794885352126	0.0	0.24142999963963793	0.36459425617901486	0.0704550107147072	0.39502350447499635	0.046653667436505515	0.0	0.46988320432256425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5980937925504626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34368009663442406	0.0	0.0	0.0	0.4730100049675809	0.0	0.0	0.0	0.04054682628485274	0.0	0.0	0.0	0.0	0.0	0.0873376478348623	0.0	0.0	0.09499763746488268	0.0	0.4393312387958765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridiales Family XIII. Incertae Sedis	0.0	0.0	0.23987446989545932	0.0	0.0	0.0	0.0770082293061831	0.07364815236673891	0.0	0.0	0.0	0.0	0.14613471094649286	0.0	0.0	0.3821620759413308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4467002977295342	0.0	0.0	0.0	0.0	0.2844328381934014	0.0	0.0	0.0	0.39725011503997554	0.0	0.0	0.0	0.0	0.0	0.042589190601006334	0.0	0.42815293198234844	0.026009334533719737	0.036012029605313266	0.0	0.0	0.05149942907333105	0.0	0.0770082293061831	0.0	0.0	0.26109012146771926	0.0	0.0	0.0	0.0	0.03591571225975501	0.0	0.0	0.03792239437417187	0.0	0.0	0.5089239704374872	0.0	0.4428022861117263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48827594618913456	0.21140432253872005	0.0	0.0	0.010453861812938989	0.0	0.16947211993283323	0.0	0.0	0.0	0.012964040973892157	0.0	0.5301547895281973	0.0	0.0
Comamonadaceae	0.0	0.0	0.2825490322520145	0.07138952659913164	0.0	0.3517805655265303	0.0	0.0	0.0	0.3338892744877843	0.0	0.0	0.26711690298894236	0.0	0.4131809777946416	0.2867976277865861	0.4712051532244915	0.0	0.0	0.0	0.0	0.0	0.0	0.3517805655265303	0.0	0.0	0.0	0.0	0.0	0.4630866630787459	0.0	0.3275018234648563	0.0	0.0	0.0	0.0	0.028782375855675224	0.0	0.0	0.0	0.033321700178446656	0.4448587114869159	0.0	0.3517805655265294	0.0	0.0	0.3517805655265303	0.34988616694826086	0.0	0.0	0.24416079221191908	0.02714385314546371	0.017350639819919272	0.32538357391997214	0.0	0.26241892266076366	0.0	0.0	0.20580618978140738	0.18817727586843666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17098756924076808	0.0	0.35178056552652953	0.0	0.0	0.0	0.0	0.39785065517569906	0.12421976143848033	0.0	0.21971151961556798	0.28709790249213	0.0	0.0	0.0	0.0	0.21709289292426348	0.2017624631841778	0.2549571191600089	0.34940546566581804	0.0	0.050363866701882705	0.0	0.0	0.4320854580578476	0.0	0.0	0.0	0.3517953566416897	0.3386625009460605
Coriobacteriaceae	0.031092649525170955	0.19378293221730256	0.0	0.0	0.4085451441254153	0.0	0.0	0.0	0.0	0.0	0.33570873192971296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3075107693368295	0.0	0.3934150263546207	0.0	0.0	0.0	0.0	0.4687861939355901	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32441046145092406	0.7006898184055744	0.38006844400524287	0.35294451621600276	0.030347512842575204	0.0	0.8397601071721638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7020380751559228	0.0	0.0	0.039735857423426654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17348731183211027	0.0	0.0	0.0	0.23253613890721053	0.0	0.0	0.0	0.03453067298191245	0.0	0.0	0.0	0.0	0.0	0.4244750596538745	0.0	0.0	0.1555057741048219	0.0	0.3658034408699806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Corynebacteriaceae	0.0	0.0	0.5271367756849373	0.0	0.0	0.0	0.0	0.0	0.15868550502076254	0.13376875848776537	0.0	0.0	0.0	0.0	0.3765410649896597	0.3376759235405686	0.5895789293305638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1586855050207625	0.0	0.0	0.4630866630787459	0.0	0.0	0.0	0.0	0.0	0.0368649855467694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6489327781149529	0.0	0.0	0.0	0.1586855050207625	0.0	0.0	0.0	0.0	0.6044359605546389	0.0	0.0	0.018328261357772744	0.1511116013555338	0.20063300020457076	0.09186183712757261	0.0	0.0	0.09660455266810179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1500192966090558	0.0	0.0	0.0	0.0	0.0	0.0	0.19937508047345237	0.0	0.0	0.16649872318822947	0.10799447855608221	0.0	0.0	0.0	0.0	0.5640881656760968	0.11250237594622547	0.0	0.23233116807295817	0.1254277914885703	0.0	0.15868550502076256	0.0	0.07245440802740387	0.0	0.15868550502076195	0.0	0.0	0.0
Cyclobacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16028145598746538	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0802429376032168	0.0	0.0	0.0	0.0	0.0	0.32090407678989213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04673576720751635	0.0	0.0	0.0	0.0	0.8068165267793277	0.6161663873899279	0.0	0.0	0.0	0.0	0.22085544150369615	0.7011894655987557	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4065490194184206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cytophagaceae	0.0	0.0	0.0	0.0	0.04998057742263907	0.9874813778424141	0.0	0.0	0.0	0.6184506027232712	0.0	0.0	0.7848779120898195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014108960341397256	0.0	0.015294164165327188	0.9874813778424141	0.0	0.0	0.0	0.3275018234648563	0.0	0.0	0.0802429376032168	0.0	0.0	0.0	0.0	0.0	0.04206127027689111	0.0	0.0	0.0	0.0	0.0	0.0	0.9874813778424115	0.029659334670178464	0.0	0.9874813778424141	0.9863287800245584	0.0	0.0	0.0	0.0	0.0	0.9514384702859057	0.0	0.0	0.04158235305411126	0.0	0.7042477990871208	0.0	0.0	0.0	0.0	0.0	0.0	0.03521109565389235	0.0440154954706617	0.0	0.0	0.9874813778424121	0.0	0.0	0.029659334670178464	0.0	0.8683120551251418	0.3902680077747769	0.025900736001482412	0.0	0.0	0.0	0.0	0.06273751942618658	0.0	0.0	0.0	0.826758880793164	0.0	0.09297102632370915	0.22457529059203374	0.0	0.0	0.0	0.0	0.0	0.0	0.9885338834031581	0.9737707862087507
Dermabacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27676971753779683	0.0	0.0	0.0	0.0	0.0	0.0	0.7011894655987553	0.0	0.0	0.0	0.0	0.0	0.016686794885352126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3084441300946478	0.0	0.0	0.0	0.030657233764201958	0.0	0.0	0.0	0.0	0.518821564988646	0.0	0.0	0.9041242505732952	0.0	0.8866240250878553	0.7011894655987553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.839763837761982	0.0	0.013391309289194828	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3919062846248067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dermacoccaceae	0.0	0.0	0.42746658086982037	0.016137906124903876	0.0	0.0	0.09298373752104912	0.16342985085033193	0.0	0.0	0.0	0.0	0.13272697131720337	0.0	0.0	0.4315471359061391	0.0	0.0	0.0	0.0	0.04460637817067884	0.0	0.0	0.0	0.0	0.0	0.4467002977295342	0.0	0.0	0.0368649855467694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13622037929399725	0.0	0.0	0.0	0.302348058331191	0.0	0.0	0.0	0.0	0.0	0.07166039764062215	0.0	0.4037334189605619	0.22282538464606413	0.2491292099355205	0.0	0.0	0.1970000616816186	0.0	0.09298373752104912	0.0	0.06386266984545973	0.2397681980397888	0.0	0.0	0.0	0.0	0.010423363168598746	0.0	0.0	0.0	0.0	0.0	0.42864677527536255	0.0	0.7591576929257939	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8308200706009852	0.23030003048827108	0.0	0.0	0.04994709463307913	0.0	0.2393003317915145	0.0	0.0	0.0	0.09298373752104935	0.0	0.5559694459656976	0.0	0.0
Desulfovibrionaceae	0.49920658647234	0.6158905573085423	0.0	0.0	0.10913828971739607	0.0	0.0	0.0	0.0	0.0	0.49356034282069267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09624702937305533	0.0	0.03285341238425142	0.0	0.0	0.0	0.0	0.24142999963963793	0.0	0.0	0.32441046145092406	0.0	0.0	0.0	0.0	0.0	0.0	0.6177753703855929	0.032143024534081625	0.38860779908060405	0.0	0.0	0.23298526930646127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29161705383358894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2227397304052626	0.0	0.0	0.0	0.26607976906598335	0.0	0.0	0.0	0.14830625526224261	0.0	0.0	0.0	0.0	0.0	0.04943752951927511	0.0	0.0	0.7924600926427853	0.0	0.22256600825328413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034783132128526885	0.0	0.0	0.0	0.0	0.0	0.0
Eggerthellaceae	0.08612474884106741	0.19778561859289	0.0	0.0	0.06387890324046812	0.0	0.0	0.0	0.0	0.0	0.31940341155294416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20052525024365192	0.0	0.023906083808976807	0.0	0.0	0.0	0.0	0.36459425617901486	0.0	0.0	0.7006898184055744	0.0	0.0	0.0	0.0	0.0	0.6177753703855929	0.0	0.03069642280500328	0.48386002137651146	0.08652599874043743	0.0	0.6615103702331512	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5600557959324557	0.0	0.0	0.0541888395341749	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.310235817422018	0.0	0.0	0.0	0.46412576796873434	0.0	0.05994049557813537	0.0	0.1506230255367541	0.0	0.0	0.0	0.0	0.0	0.04070334967449583	0.0	0.0	0.4808742989570229	0.0	0.33913529233309164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Enterobacteriaceae	0.0	0.0	0.0	0.0	0.8502258086385984	0.0	0.0	0.0	0.07682148897567619	0.24781228367521008	0.022103984777849698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.86973384578288	0.0	0.0	0.0	0.07682148897567617	0.0704550107147072	0.0	0.028782375855675224	0.38006844400524287	0.0	0.0	0.04206127027689111	0.0	0.0	0.032143024534081625	0.03069642280500328	0.0	0.0	0.0	0.0	0.10196138350095997	0.0	0.0	0.0	0.0	0.07682148897567617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022472918536974796	0.07205742464391418	0.0	0.0860457872099661	0.0	0.0	0.0	0.0	0.0	0.0842004954803566	0.0	0.0	0.0	0.0	0.3007550183172106	0.0	0.0	0.03484532061608771	0.27410840174484796	0.0	0.0	0.09477454462797077	0.0	0.9102666784705221	0.3118833085456346	0.0	0.0	0.0	0.0	0.0	0.0	0.32785200115032703	0.0	0.0	0.12135016754528691	0.0	0.07682148897567619	0.0	0.0	0.0	0.07682148897567594	0.06107049380908193	0.0	0.014445467860654867
Enterococcaceae	0.2224398919489347	0.3310118306961152	0.0	0.0	0.03632138728673601	0.0	0.0	0.0	0.0	0.0	0.24563381836086132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32376195411908876	0.0	0.0	0.0	0.12517076799896498	0.0	0.0	0.39502350447499635	0.0	0.0	0.35294451621600276	0.0	0.32090407678989213	0.0	0.0	0.0	0.38860779908060405	0.48386002137651146	0.0	0.0	0.020491844373153205	0.0	0.30969734411285865	0.0	0.0	0.0	0.12626716210644448	0.0	0.0	0.0	0.3972378001905661	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1138194062958281	0.0	0.4169987285940732	0.030368107738921513	0.0	0.2063740760728708	0.56651866361702	0.0	0.0	0.0	0.11211774161551227	0.0	0.32376195411908937	0.0	0.0	0.0	0.0	0.0	0.0	0.4378857614656349	0.0	0.7198715898512416	0.0	0.0	0.0	0.0	0.0	0.014377994290630669	0.08144837011084252	0.0	0.0	0.0	0.0	0.0	0.028050657713438572	0.0	0.0
Erysipelotrichaceae	0.1931829191147785	0.0	0.0	0.0	0.07508047977824464	0.0	0.05311489726631333	0.027380842584677482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2826446071724082	0.0	0.0	0.048874048139029236	0.0	0.08037199153117992	0.0	0.0	0.0	0.0	0.046653667436505515	0.2844328381934014	0.0	0.030347512842575204	0.0	0.0	0.0	0.0	0.13622037929399725	0.0	0.08652599874043743	0.0	0.020491844373153205	0.0	0.0	0.21943291512247298	0.0	0.28827660767546276	0.0	0.0	0.0	0.0	0.0	0.21390704680462874	0.0	0.07047416923505576	0.023895731583509796	0.029407350812432932	0.0	0.0	0.0	0.0	0.05311489726631333	0.0	0.0	0.24261047981037268	0.0	0.051612823155919786	0.0	0.0	0.0	0.0	0.0	0.846661365707857	0.0	0.0	0.5883375862440882	0.0	0.1792129711297964	0.0	0.0	0.026500381276134303	0.0	0.0	0.03680252864736667	0.0	0.04285007385693602	0.2352579955577528	0.0	0.0	0.0	0.04258973223846513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16720317519362876	0.0	0.0
Erythrobacteraceae	0.0	0.0	0.0	0.10020990049218002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7182609319617055	0.0	0.015940226699230294	0.0	0.0	0.0	0.0	0.9237194385034664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1714052145109502	0.22172525845671415	0.0	0.0510906769083778	0.0	0.0	0.0	0.0	0.0	0.04903352736232148	0.0	0.0	0.0	0.0	0.34485723309931876	0.0	0.0	0.0	0.0	0.1200110563820641	0.0	0.0	0.0	0.0	0.29780736384054374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016667054300369126	0.13610855139921327	0.0	0.0	0.0	0.13419817801267198	0.0	0.0	0.0	0.0
Eubacteriaceae	0.027969162249415022	0.06957125200363314	0.0	0.0	0.13876402627303822	0.0	0.0	0.0	0.0	0.0	0.13811250922910345	0.0	0.0	0.0	0.0	0.0	0.06175495659948474	0.0	0.35213226613130205	0.0	0.12921199646971407	0.0	0.0	0.0	0.0	0.46988320432256425	0.0	0.033321700178446656	0.8397601071721638	0.0	0.0	0.0	0.0	0.0	0.23298526930646127	0.6615103702331512	0.10196138350095997	0.30969734411285865	0.21943291512247298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8041354449574174	0.0	0.0	0.061367993090554816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10979576663659335	0.0	0.0	0.17921563236545285	0.0	0.0	0.0	0.19947857406213088	0.0	0.16272970570939577	0.0	0.0	0.011430384149071486	0.0	0.0	0.0	0.0	0.14331382202544354	0.0	0.0	0.1067080636432254	0.0	0.37466881623382353	0.0	0.0	0.0	0.0	0.18894937777533055	0.0	0.0	0.0	0.0	0.2923843565600228	0.0	0.0	0.0	0.0	0.0
Flavobacteriaceae	0.0	0.0	0.5165656160048037	0.10513137819684623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47065437378110053	0.4330435467244871	0.7044700755614246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4448587114869159	0.0	0.6489327781149529	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1714052145109502	0.0	0.0	0.02857946264153504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6185320980214469	0.0	0.0	0.0	0.0	0.1774278187501843	0.0	0.0	0.0	0.20900317825405917	0.10990334592182804	0.0	0.0	0.0	0.0	0.0490774493185082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05459977656328012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49338859418419895	0.0	0.0	0.23298743019884266	0.0	0.07572491256164425	0.0	0.0	0.12902455877807503	0.0	0.0	0.0	0.0	0.0
Fusobacteriaceae	0.0	0.0	0.1947642795431399	0.0	0.0	0.0	0.6368765368491077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16716004129583517	0.30908116890673365	0.0	0.0	0.0	0.0	0.0	0.23567720382540147	0.0	0.0	0.0	0.0	0.39725011503997554	0.0	0.0	0.0	0.0	0.0	0.0	0.302348058331191	0.0	0.0	0.0	0.0	0.28827660767546276	0.22172525845671415	0.0	0.02857946264153504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27630583995427427	0.0	0.0	0.0	0.0	0.18726710043435785	0.0	0.6368765368491077	0.0	0.014200856940562437	0.08477781381103087	0.0	0.0	0.0	0.0	0.27236419545697915	0.0	0.0	0.19720833857884232	0.0	0.0	0.43808150046458144	0.0	0.5308074971427106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21931450910435124	0.03156788931238794	0.0	0.0	0.04715938380727289	0.0	0.2686360369434027	0.0	0.0	0.019716301589667473	0.0	0.0	0.5469326413949941	0.0	0.0
Geodermatophilaceae	0.0	0.0	0.0	0.0	0.0	0.9999999999999986	0.0	0.0	0.0	0.6334028856690601	0.0	0.0	0.801628352868539	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999986	0.0	0.0	0.0	0.3517805655265294	0.0	0.0	0.0	0.9874813778424115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999986	0.9991321101744772	0.0	0.0	0.0	0.0	0.0	0.96570286357236	0.0	0.0	0.05287133632903843	0.0	0.7225335725749903	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999963	0.0	0.0	0.0	0.0	0.8887302677564418	0.40669271204200375	0.0	0.0	0.0	0.0	0.0	0.07217505606653139	0.0	0.0	0.0	0.8465000398327742	0.0	0.061835744050287016	0.17024931988624445	0.0	0.0	0.0	0.0	0.0	0.0	0.9997414904170557	0.987907755204763
Halomonadaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02266356970149362	0.0	0.04112363515177676	0.0	0.0	0.0	0.0	0.4170831252080732	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029659334670178464	0.0	0.0	0.0	0.0	0.0	0.12626716210644448	0.0	0.0510906769083778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.30918474102434096	0.0	0.0	0.0	0.0	0.08122582570915411	0.0	0.0	0.0	0.0	0.0	0.13748081349152777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09815828527330656	0.0	0.0	0.0	0.3747925640270488	0.21950614426035092	0.0	0.0	0.0	0.0	0.0	0.3093886719842452	0.0	0.0
Helicobacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000016	0.41993561480821595	0.0	0.0	0.05807861948332021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000016	0.0	0.0	0.0	0.0	0.1586855050207625	0.0	0.0	0.0	0.0	0.0	0.0	0.07682148897567617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23844515149934847	0.995533704972402	0.0	0.5493604125055846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33980024613721854	0.04082227824409595	0.0	0.013391309289194795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07101657506624026	0.0	0.7790069740135075	0.0	1.0000000000000018	0.0	0.0	0.0	0.9999999999999972	0.0	0.0	0.1291574121427808
Hydrogenophilaceae	0.0	0.0	0.0	0.0	0.0	1.000000000000001	0.0	0.0	0.0	0.6334028856690616	0.0	0.0	0.8016283528685411	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.000000000000001	0.0	0.0	0.0	0.3517805655265303	0.0	0.0	0.0	0.9874813778424141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999986	0.0	0.0	0.0	0.9991321101744798	0.0	0.0	0.0	0.0	0.0	0.9657028635723626	0.0	0.0	0.052871336329038544	0.0	0.7225335725749922	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.999999999999999	0.0	0.0	0.0	0.0	0.8887302677564441	0.40669271204200474	0.0	0.0	0.0	0.0	0.0	0.07217505606653167	0.0	0.0	0.0	0.8465000398327762	0.0	0.061835744050287106	0.17024931988624484	0.0	0.0	0.0	0.0	0.0	0.0	0.9997414904170583	0.9879077552047656
Intrasporangiaceae	0.0	0.0	0.0	0.0	0.0	0.9991321101744798	0.0	0.0	0.0	0.6325779045206732	0.0	0.0	0.8221298350317675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9991321101744798	0.0	0.0	0.0	0.34988616694826086	0.0	0.0	0.0	0.9863287800245584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9991321101744772	0.0	0.0	0.9991321101744798	0.0	0.0	0.0	0.0	0.0	0.0	0.9646483317025567	0.0	0.0	0.0518956741699424	0.0	0.7215932997771541	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9991321101744777	0.0	0.0	0.0	0.0	0.8871725261748183	0.4055232142466244	0.0	0.0	0.0	0.0	0.0	0.07030035130176274	0.0	0.0	0.0	0.8470836126695295	0.0	0.060406005206766325	0.17359774009439272	0.0	0.0	0.0	0.0	0.0	0.0	0.9988366495237224	0.9871143870575504
Lachnospiraceae	0.1805207234888231	0.14388111205723095	0.0	0.0	0.04777534967586779	0.0	0.0	0.0	0.0	0.0	0.19498812394142812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5032339176101982	0.0	0.01017786859977137	0.0	0.0	0.0	0.0	0.5980937925504626	0.042589190601006334	0.0	0.7020380751559228	0.0	0.0	0.0	0.0	0.07166039764062215	0.29161705383358894	0.5600557959324557	0.0	0.3972378001905661	0.21390704680462874	0.0	0.8041354449574174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24023622704874223	0.1628010463683462	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3289469985312182	0.0	0.0	0.0	0.20432862261056126	0.0	0.0	0.0	0.027287642001265728	0.0	0.0	0.07848165562310307	0.0	0.0	0.0	0.0	0.0	0.20058946310418235	0.0	0.47178070825635837	0.11405293485277594	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013819239861096648	0.0	0.15883032626524857	0.0	0.0
