TAXA	Abiotrophia	Acidovorax	Acinetobacter	Actinomyces	Aggregatibacter	Akkermansia	Alicycliphilus	Alistipes	Anaeroglobus	Avibacterium	Bacillus	Bacteroides	Basfia	Bibersteinia	Bifidobacterium	Blautia	Brochothrix	Bulleidia	Butyrivibrio	Cardiobacterium	Cellulomonas	Centipeda	Chlamydia	Clostridium	Comamonas	Conchiformibius	Coprococcus	Cryptobacterium	Dechloromonas	Dehalobacter	Dialister	Dorea	Echinicola	Elizabethkingia	Enterococcus	Escherichia	Faecalibacterium	Filifactor	Gallibacterium	Intestinimonas	Isoptericola	Kytococcus	Lactobacillus	Leptotrichia	Leucobacter	Leuconostoc	Mangrovimonas	Mannheimia	Mogibacterium	Mycobacterium	Mycoplasma	Necropsobacter	Odoribacter	Olsenella	Oribacterium	Oscillibacter	Oxalobacter	Parabacteroides	Paracoccus	Parvimonas	Pasteurella	Porphyromonas	Proteiniphilum	Pseudomonas	Psychrobacter	Riemerella	Roseburia	Ruminococcus	Sanguibacter	Scardovia	Serratia	Slackia	Sneathia	Sphingomonas	Stenotrophomonas	Stomatobaculum	Streptobacillus	Subdoligranulum	Tannerella	Thermus	Trueperella	Veillonella	Vibrio	Xylanimonas
Cellulomonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8723298666030406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Centipeda	0.0	0.9872673851728522	0.0	0.8580779891224637	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0000000000000002	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.9938143736381273	0.0	0.9064183200369754	0.0	0.0	1.0	0.0	0.0	0.0	0.9686196045011367	0.0	0.0	0.0	0.0	0.9683296637314887	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.9921593040474268	0.8569608078115036	0.0	0.0	0.0	0.8757549764126292	1.0000000000000002	0.0	0.0	0.0	0.9747317349608244	0.0	1.0	1.0	0.0	0.0	1.0	0.9226386620921087	0.0	0.0	0.9072647087265548	0.0	0.0	0.0	0.0	0.0
Chlamydia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8563488385776754	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8123284888110235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium	0.0	0.0	0.0	0.0	0.0	0.9047619047619047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.927753785512912	0.8001322641986389	0.0	0.0	0.9047619047619047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9047619047619047	0.9047619047619047	0.0	0.0	0.0	0.9047619047619047	0.0	0.0	0.0	0.8737913609430518	0.9219130065880882	0.0	0.0	0.9047619047619047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9047619047619047	0.0	0.0	0.0	0.0	0.9047619047619047	0.9047619047619047	0.9130040298436484	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9379228369755694	0.8841753065545013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9047619047619047	0.0	0.0	0.0	0.0
Comamonas	0.0	0.9872673851728523	0.0	0.858077989122464	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	1.0000000000000004	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9938143736381274	0.0	0.9064183200369755	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.9686196045011369	0.0	0.0	0.0	0.0	0.9683296637314888	0.0	0.0	1.0000000000000002	0.0	0.0	1.0000000000000002	1.0000000000000002	0.0	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.0	0.9921593040474269	0.8569608078115039	0.0	0.0	0.0	0.8757549764126293	1.0000000000000004	0.0	0.0	0.0	0.9747317349608244	0.0	1.0000000000000002	1.0000000000000002	0.0	0.0	1.0000000000000002	0.9226386620921088	0.0	0.0	0.9072647087265551	0.0	0.0	0.0	0.0	0.0
Conchiformibius	0.9207830526398059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8359173188630293	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.88249750329277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9686196045011365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Coprococcus	0.0	0.0	0.0	0.0	0.9127101629292935	1.0000000000000002	0.0	0.9990352860356836	0.0	0.0	0.0	0.9244827508231278	0.0	0.0	0.88249750329277	0.0	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.0	0.9047619047619047	0.0	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.9860214439999576	0.9945045819099847	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.8924632198306471	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	0.0	0.9998586405930031	0.0	0.9368194550239903	1.0000000000000002	1.0000000000000002	0.9949880651765477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9860214439999576	0.8305889243390772	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.0
Cryptobacterium	0.0	0.0	0.0	0.0	0.9127101629292935	1.0000000000000002	0.0	0.9990352860356836	0.0	0.0	0.0	0.9244827508231278	0.0	0.0	0.88249750329277	0.0	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.0	0.9047619047619047	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.9860214439999576	0.9945045819099847	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.8924632198306471	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	0.0	0.9998586405930031	0.0	0.9368194550239903	1.0000000000000002	1.0000000000000002	0.9949880651765477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9860214439999576	0.8305889243390772	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.0
Dechloromonas	0.0	0.0	0.0	0.0	0.0	0.0	0.9938143736381274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9938143736381274	0.9938143736381276	0.0	0.0	0.0	0.9938143736381273	0.0	0.0	0.9938143736381274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9938143736381274	0.0	0.0	0.0	0.9580277123722536	0.0	0.0	0.8008595225446046	0.0	0.9721430615462379	0.0	0.0	0.9938143736381274	0.0	0.0	0.9938143736381274	0.9938143736381274	0.0	0.0	0.0	0.9938143736381274	0.0	0.0	0.0	0.0	0.9999016683599183	0.0	0.0	0.0	0.0	0.0	0.9938143736381276	0.0	0.0	0.0	0.0	0.0	0.9938143736381274	0.9938143736381274	0.0	0.0	0.9938143736381274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dehalobacter	0.0	0.0	0.9441175904999113	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	0.8703882797784894	0.0	1.0000000000000002	0.933256525257383	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	0.0	1.0000000000000002	0.0	0.0	0.0	0.9743547036924465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	0.8783100656536798	0.0	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8256462368368753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dialister	0.0	0.0	0.0	0.0	0.0	0.0	0.9064183200369755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9064183200369755	0.9064183200369758	0.0	0.0	0.0	0.9064183200369754	0.0	0.0	0.9064183200369755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9064183200369755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9064183200369755	0.0	0.0	0.9064183200369755	0.9064183200369755	0.0	0.0	0.0	0.9064183200369755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9064183200369758	0.0	0.0	0.0	0.0	0.0	0.9064183200369755	0.9064183200369755	0.0	0.0	0.9064183200369755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dorea	0.0	0.0	0.0	0.0	0.9127101629292935	1.0000000000000002	0.0	0.9990352860356836	0.0	0.0	0.0	0.9244827508231278	0.0	0.0	0.88249750329277	0.0	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.0	0.9047619047619047	0.0	0.0	1.0000000000000002	1.0000000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9860214439999576	0.9945045819099847	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.8924632198306471	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	0.0	0.9998586405930031	0.0	0.9368194550239903	1.0000000000000002	1.0000000000000002	0.9949880651765477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9860214439999576	0.8305889243390772	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.0
Echinicola	0.0	0.0	0.9441175904999113	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	0.8703882797784894	0.0	1.0000000000000002	0.933256525257383	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.9743547036924465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	0.8783100656536798	0.0	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8256462368368753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Elizabethkingia	0.0	0.9872673851728523	0.0	0.858077989122464	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	1.0000000000000004	0.0	0.0	0.0	1.0	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.9938143736381274	0.0	0.9064183200369755	0.0	0.0	0.0	0.0	0.0	0.0	0.9686196045011369	0.0	0.0	0.0	0.0	0.9683296637314888	0.0	0.0	1.0000000000000002	0.0	0.0	1.0000000000000002	1.0000000000000002	0.0	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.0	0.9921593040474269	0.8569608078115039	0.0	0.0	0.0	0.8757549764126293	1.0000000000000004	0.0	0.0	0.0	0.9747317349608244	0.0	1.0000000000000002	1.0000000000000002	0.0	0.0	1.0000000000000002	0.9226386620921088	0.0	0.0	0.9072647087265551	0.0	0.0	0.0	0.0	0.0
Enterococcus	0.0	0.0	0.9441175904999113	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	0.8703882797784894	0.0	1.0000000000000002	0.933256525257383	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.0	0.0	0.9743547036924465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	0.8783100656536798	0.0	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8256462368368753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Escherichia	0.0	0.0	0.0	0.0	0.0	0.9860214439999576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8571008777197459	0.0	0.0	0.0	0.9860214439999576	0.0	0.0	0.0	0.0	0.8737913609430518	0.0	0.0	0.9860214439999576	0.9860214439999576	0.0	0.0	0.0	0.9860214439999576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9860214439999576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9860214439999576	0.0	0.0	0.0	0.0	0.9860214439999576	0.9860214439999576	0.9767777674451026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9676113360323886	0.8344430725874186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9860214439999576	0.0	0.0	0.0	0.0
Faecalibacterium	0.0	0.0	0.0	0.0	0.0	0.9945045819099847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9210127781671381	0.0	0.0	0.0	0.9945045819099847	0.0	0.0	0.0	0.0	0.9219130065880882	0.0	0.0	0.9945045819099847	0.9945045819099847	0.0	0.0	0.0	0.9945045819099847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9945045819099847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9945045819099847	0.0	0.0	0.0	0.0	0.9945045819099847	0.9945045819099847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9945045819099847	0.0	0.0	0.0	0.0
Filifactor	0.0	0.939813046416867	0.0	0.0	0.0	0.0	0.9686196045011369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9686196045011369	0.968619604501137	0.0	0.0	0.0	0.9686196045011367	0.0	0.0	0.9686196045011369	0.0	0.0	0.0	0.9580277123722536	0.0	0.0	0.0	0.0	0.9686196045011369	0.0	0.0	0.0	0.0	0.0	0.0	0.8613907910671393	0.0	0.9086895100729545	0.0	0.0	0.9686196045011369	0.0	0.0	0.9686196045011369	0.9686196045011369	0.0	0.0	0.0	0.9686196045011369	0.0	0.0	0.0	0.0	0.9558477138861796	0.8240703464951702	0.0	0.0	0.0	0.8143085364345369	0.968619604501137	0.0	0.0	0.0	0.0	0.0	0.9686196045011369	0.9686196045011369	0.0	0.0	0.9686196045011369	0.0	0.0	0.0	0.973479300068547	0.0	0.0	0.0	0.0	0.0
Gallibacterium	0.0	0.0	0.8811725555574255	0.0	0.0	0.0	0.0	0.0	0.0	0.9743547036924465	0.8480669144409477	0.0	0.9743547036924465	0.9901515860371948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9743547036924465	0.0	0.0	0.9743547036924465	0.0	0.9743547036924465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9743547036924465	0.8557855437700843	0.0	0.0	0.0	0.9743547036924465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8228602326067878	0.0	0.8079621855688683	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9743547036924465	0.0	0.0	0.0	0.9743547036924461	0.8079621855688683	0.0	0.0	0.0	0.0	0.0	0.0
Intestinimonas	0.0	0.0	0.0	0.0	0.9127101629292935	1.0000000000000002	0.0	0.9990352860356836	0.0	0.0	0.0	0.9244827508231278	0.0	0.0	0.88249750329277	0.0	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.0	0.9047619047619047	0.0	0.0	1.0000000000000002	1.0000000000000002	0.0	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.9860214439999576	0.9945045819099847	0.0	0.0	0.0	0.0	0.0	0.0	0.8924632198306471	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	0.0	0.9998586405930031	0.0	0.9368194550239903	1.0000000000000002	1.0000000000000002	0.9949880651765477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9860214439999576	0.8305889243390772	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.0
Isoptericola	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8008595225446046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8613907910671393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8006548687368059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.82502864732539
Kytococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.88249750329277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.88249750329277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9717007084400586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lactobacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.9683296637314888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9683296637314887	0.968329663731489	0.0	0.0	0.0	0.9683296637314887	0.0	0.0	0.9683296637314888	0.0	0.0	0.0	0.9721430615462379	0.0	0.0	0.0	0.0	0.9683296637314888	0.0	0.0	0.0	0.9086895100729545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9683296637314888	0.0	0.0	0.9683296637314888	0.9683296637314888	0.0	0.0	0.0	0.9683296637314888	0.0	0.0	0.0	0.0	0.9717696751348542	0.0	0.0	0.0	0.0	0.0	0.968329663731489	0.0	0.0	0.0	0.0	0.0	0.9683296637314888	0.9683296637314888	0.0	0.0	0.9683296637314888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Leptotrichia	0.0	0.0	0.0	0.0	0.0	0.8924632198306471	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8924632198306471	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8924632198306471	0.8924632198306471	0.0	0.0	0.0	0.8924632198306471	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8924632198306471	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8924632198306471	0.0	0.0	0.0	0.0	0.8924632198306471	0.8924632198306471	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8924632198306471	0.0	0.0	0.0	0.0
Leucobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8703882797784894	0.0	0.0	0.0
Leuconostoc	0.0	0.9872673851728523	0.0	0.858077989122464	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	1.0000000000000004	0.0	0.0	0.0	1.0	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.9938143736381274	0.0	0.9064183200369755	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.9686196045011369	0.0	0.0	0.0	0.0	0.9683296637314888	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	1.0000000000000002	0.0	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.0	0.9921593040474269	0.8569608078115039	0.0	0.0	0.0	0.8757549764126293	1.0000000000000004	0.0	0.0	0.0	0.9747317349608244	0.0	1.0000000000000002	1.0000000000000002	0.0	0.0	1.0000000000000002	0.9226386620921088	0.0	0.0	0.9072647087265551	0.0	0.0	0.0	0.0	0.0
Mangrovimonas	0.0	0.0	0.9441175904999113	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	0.8703882797784894	0.0	1.0000000000000002	0.933256525257383	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	0.0	0.0	1.0000000000000002	0.0	1.0000000000000002	0.0	0.0	0.0	0.9743547036924465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8783100656536798	0.0	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8256462368368753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mannheimia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8783100656536798	0.0	0.0	0.8783100656536798	0.8196885999705371	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8783100656536798	0.0	0.0	0.8783100656536798	0.0	0.8783100656536798	0.0	0.0	0.0	0.8557855437700843	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8783100656536798	0.0	0.0	0.0	0.0	0.8783100656536798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8292279828967711	0.0	0.0	0.0	0.0	0.0	0.0	0.8783100656536798	0.0	0.0	0.0	0.8783100656536798	0.0	0.0	0.0	0.0	0.0	0.8292279828967711	0.0
Mogibacterium	0.0	0.9872673851728523	0.0	0.858077989122464	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	1.0000000000000004	0.0	0.0	0.0	1.0	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.9938143736381274	0.0	0.9064183200369755	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.9686196045011369	0.0	0.0	0.0	0.0	0.9683296637314888	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.0	0.9921593040474269	0.8569608078115039	0.0	0.0	0.0	0.8757549764126293	1.0000000000000004	0.0	0.0	0.0	0.9747317349608244	0.0	1.0000000000000002	1.0000000000000002	0.0	0.0	1.0000000000000002	0.9226386620921088	0.0	0.0	0.9072647087265551	0.0	0.0	0.0	0.0	0.0
Mycobacterium	0.0	0.9872673851728523	0.0	0.858077989122464	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	1.0000000000000004	0.0	0.0	0.0	1.0	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.9938143736381274	0.0	0.9064183200369755	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.9686196045011369	0.0	0.0	0.0	0.0	0.9683296637314888	0.0	0.0	1.0000000000000002	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.0	0.9921593040474269	0.8569608078115039	0.0	0.0	0.0	0.8757549764126293	1.0000000000000004	0.0	0.0	0.0	0.9747317349608244	0.0	1.0000000000000002	1.0000000000000002	0.0	0.0	1.0000000000000002	0.9226386620921088	0.0	0.0	0.9072647087265551	0.0	0.0	0.0	0.0	0.0
Mycoplasma	0.0	0.0	0.0	0.0	0.9127101629292935	1.0000000000000002	0.0	0.9990352860356835	0.0	0.0	0.0	0.0	0.0	0.0	0.8824975032927699	0.0	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.0	0.9047619047619047	0.0	0.0	1.0000000000000002	1.0000000000000002	0.0	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.9860214439999576	0.9945045819099847	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.8924632198306471	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9998586405930031	0.0	0.9368194550239903	1.0000000000000002	1.0000000000000002	0.9949880651765477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9860214439999576	0.8305889243390772	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	0.0
Necropsobacter	0.0	0.0	0.9441175904999113	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	0.8703882797784894	0.0	1.0000000000000002	0.933256525257383	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	0.0	0.0	1.0000000000000002	0.0	1.0000000000000002	0.0	0.0	0.0	0.9743547036924465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	0.8783100656536798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8256462368368753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000002	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
