	source	target	weight	source_freq	target_freq	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor	spect_cluster	commun_cluster	spect_color	comm_color
408	Staphylococcus pasteuri	Haemophilus influenzae	1.0	2	2	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc	2.0	1.0	#7effb5	#ff0000
409	Haemophilus influenzae	Staphylococcus pasteuri	1.0	2	2	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc	1.0	1.0	#01b3ec	#ff0000
410	Staphylococcus pasteuri	Haemophilus parainfluenzae	1.0	2	2	Attached	Tongue_dorsum	Intertype	#4e4dfc	#ff0000	#cccccc	2.0	1.0	#7effb5	#ff0000
411	Haemophilus parainfluenzae	Staphylococcus pasteuri	1.0	2	2	Tongue_dorsum	Attached	Intertype	#ff0000	#4e4dfc	#cccccc	2.0	1.0	#7effb5	#ff0000
412	Staphylococcus pasteuri	Haemophilus sp. oral taxon 851	1.0	2	2	Attached	Attached	Attached	#4e4dfc	#4e4dfc	#4e4dfc	2.0	1.0	#7effb5	#ff0000
413	Haemophilus sp. oral taxon 851	Staphylococcus pasteuri	1.0	2	2	Attached	Attached	Attached	#4e4dfc	#4e4dfc	#4e4dfc	1.0	1.0	#01b3ec	#ff0000
414	Staphylococcus pasteuri	Haemophilus sputorum	1.0	2	2	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc	2.0	1.0	#7effb5	#ff0000
415	Haemophilus sputorum	Staphylococcus pasteuri	1.0	2	2	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc	3.0	1.0	#feb562	#ff0000
416	Staphylococcus pasteuri	Leptotrichia shahii	1.0	2	2	Attached	Tongue_dorsum	Intertype	#4e4dfc	#ff0000	#cccccc	2.0	1.0	#7effb5	#ff0000
417	Leptotrichia shahii	Staphylococcus pasteuri	1.0	2	2	Tongue_dorsum	Attached	Intertype	#ff0000	#4e4dfc	#cccccc	1.0	1.0	#01b3ec	#ff0000
418	Staphylococcus pasteuri	Porphyromonas catoniae	1.0	2	2	Attached	Supragingival_plaque	Intertype	#4e4dfc	#ff964f	#cccccc	2.0	1.0	#7effb5	#ff0000
419	Porphyromonas catoniae	Staphylococcus pasteuri	1.0	2	2	Supragingival_plaque	Attached	Intertype	#ff964f	#4e4dfc	#cccccc	3.0	1.0	#feb562	#ff0000
420	Staphylococcus pasteuri	Rothia mucilaginosa	1.0	2	2	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc	2.0	1.0	#7effb5	#ff0000
421	Rothia mucilaginosa	Staphylococcus pasteuri	1.0	2	2	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc	4.0	1.0	#ff0000	#ff0000
422	Streptococcus dentisani	Alloprevotella tannerae	1.0	2	2	Buccal_mucosa	Subgingival_plaque	Intertype	#1996f3	#e4cf74	#cccccc	1.0	1.0	#01b3ec	#ff0000
423	Alloprevotella tannerae	Streptococcus dentisani	1.0	2	2	Subgingival_plaque	Buccal_mucosa	Intertype	#e4cf74	#1996f3	#cccccc	3.0	1.0	#feb562	#ff0000
424	Streptococcus dentisani	Candidatus Saccharibacteria oral taxon TM7x	1.0	2	2	Buccal_mucosa	Saliva	Intertype	#1996f3	#7effb5	#cccccc	1.0	1.0	#01b3ec	#ff0000
425	Candidatus Saccharibacteria oral taxon TM7x	Streptococcus dentisani	1.0	2	2	Saliva	Buccal_mucosa	Intertype	#7effb5	#1996f3	#cccccc	3.0	1.0	#feb562	#ff0000
426	Streptococcus dentisani	Capnocytophaga sp. oral taxon 329	1.0	2	2	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	1.0	1.0	#01b3ec	#ff0000
427	Capnocytophaga sp. oral taxon 329	Streptococcus dentisani	1.0	2	2	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	3.0	1.0	#feb562	#ff0000
428	Streptococcus dentisani	Chlamydia trachomatis	1.0	2	2	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc	1.0	1.0	#01b3ec	#ff0000
429	Chlamydia trachomatis	Streptococcus dentisani	1.0	2	2	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc	3.0	1.0	#feb562	#ff0000
430	Streptococcus dentisani	Gemella haemolysans	1.0	2	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	1.0	1.0	#01b3ec	#ff0000
431	Gemella haemolysans	Streptococcus dentisani	1.0	2	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	3.0	1.0	#feb562	#ff0000
432	Streptococcus dentisani	Gemella sanguinis	1.0	2	2	Buccal_mucosa	Tongue_dorsum	Intertype	#1996f3	#ff0000	#cccccc	1.0	1.0	#01b3ec	#ff0000
433	Gemella sanguinis	Streptococcus dentisani	1.0	2	2	Tongue_dorsum	Buccal_mucosa	Intertype	#ff0000	#1996f3	#cccccc	2.0	1.0	#7effb5	#ff0000
434	Streptococcus dentisani	Granulicatella elegans	1.0	2	2	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc	1.0	1.0	#01b3ec	#ff0000
435	Granulicatella elegans	Streptococcus dentisani	1.0	2	2	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc	2.0	1.0	#7effb5	#ff0000
436	Streptococcus dentisani	Haemophilus haemolyticus	1.0	2	2	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc	1.0	1.0	#01b3ec	#ff0000
437	Haemophilus haemolyticus	Streptococcus dentisani	1.0	2	2	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc	1.0	1.0	#01b3ec	#ff0000
438	Streptococcus dentisani	Haemophilus influenzae	1.0	2	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	1.0	1.0	#01b3ec	#ff0000
439	Haemophilus influenzae	Streptococcus dentisani	1.0	2	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	1.0	1.0	#01b3ec	#ff0000
440	Streptococcus dentisani	Haemophilus parainfluenzae	1.0	2	2	Buccal_mucosa	Tongue_dorsum	Intertype	#1996f3	#ff0000	#cccccc	1.0	1.0	#01b3ec	#ff0000
441	Haemophilus parainfluenzae	Streptococcus dentisani	1.0	2	2	Tongue_dorsum	Buccal_mucosa	Intertype	#ff0000	#1996f3	#cccccc	2.0	1.0	#7effb5	#ff0000
442	Streptococcus dentisani	Haemophilus sp. oral taxon 851	1.0	2	2	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc	1.0	1.0	#01b3ec	#ff0000
443	Haemophilus sp. oral taxon 851	Streptococcus dentisani	1.0	2	2	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc	1.0	1.0	#01b3ec	#ff0000
444	Streptococcus dentisani	Haemophilus sputorum	1.0	2	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	1.0	1.0	#01b3ec	#ff0000
445	Haemophilus sputorum	Streptococcus dentisani	1.0	2	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	3.0	1.0	#feb562	#ff0000
446	Streptococcus dentisani	Leptotrichia shahii	1.0	2	2	Buccal_mucosa	Tongue_dorsum	Intertype	#1996f3	#ff0000	#cccccc	1.0	1.0	#01b3ec	#ff0000
447	Leptotrichia shahii	Streptococcus dentisani	1.0	2	2	Tongue_dorsum	Buccal_mucosa	Intertype	#ff0000	#1996f3	#cccccc	1.0	1.0	#01b3ec	#ff0000
448	Streptococcus dentisani	Porphyromonas catoniae	1.0	2	2	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	1.0	1.0	#01b3ec	#ff0000
449	Porphyromonas catoniae	Streptococcus dentisani	1.0	2	2	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	3.0	1.0	#feb562	#ff0000
450	Streptococcus dentisani	Rothia mucilaginosa	1.0	2	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	1.0	1.0	#01b3ec	#ff0000
451	Rothia mucilaginosa	Streptococcus dentisani	1.0	2	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	4.0	1.0	#ff0000	#ff0000
452	Streptococcus dentisani	Staphylococcus pasteuri	1.0	2	2	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc	1.0	1.0	#01b3ec	#ff0000
453	Staphylococcus pasteuri	Streptococcus dentisani	1.0	2	2	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc	2.0	1.0	#7effb5	#ff0000
454	Streptococcus gordonii	Alloprevotella tannerae	1.0	2	2	Attached	Subgingival_plaque	Intertype	#4e4dfc	#e4cf74	#cccccc	2.0	1.0	#7effb5	#ff0000
455	Alloprevotella tannerae	Streptococcus gordonii	1.0	2	2	Subgingival_plaque	Attached	Intertype	#e4cf74	#4e4dfc	#cccccc	3.0	1.0	#feb562	#ff0000
456	Streptococcus gordonii	Candidatus Saccharibacteria oral taxon TM7x	1.0	2	2	Attached	Saliva	Intertype	#4e4dfc	#7effb5	#cccccc	2.0	1.0	#7effb5	#ff0000
457	Candidatus Saccharibacteria oral taxon TM7x	Streptococcus gordonii	1.0	2	2	Saliva	Attached	Intertype	#7effb5	#4e4dfc	#cccccc	3.0	1.0	#feb562	#ff0000
458	Streptococcus gordonii	Capnocytophaga sp. oral taxon 329	1.0	2	2	Attached	Supragingival_plaque	Intertype	#4e4dfc	#ff964f	#cccccc	2.0	1.0	#7effb5	#ff0000
459	Capnocytophaga sp. oral taxon 329	Streptococcus gordonii	1.0	2	2	Supragingival_plaque	Attached	Intertype	#ff964f	#4e4dfc	#cccccc	3.0	1.0	#feb562	#ff0000
460	Streptococcus gordonii	Chlamydia trachomatis	1.0	2	2	Attached	Attached	Attached	#4e4dfc	#4e4dfc	#4e4dfc	2.0	1.0	#7effb5	#ff0000
461	Chlamydia trachomatis	Streptococcus gordonii	1.0	2	2	Attached	Attached	Attached	#4e4dfc	#4e4dfc	#4e4dfc	3.0	1.0	#feb562	#ff0000
462	Streptococcus gordonii	Gemella haemolysans	1.0	2	2	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc	2.0	1.0	#7effb5	#ff0000
463	Gemella haemolysans	Streptococcus gordonii	1.0	2	2	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc	3.0	1.0	#feb562	#ff0000
464	Streptococcus gordonii	Gemella sanguinis	1.0	2	2	Attached	Tongue_dorsum	Intertype	#4e4dfc	#ff0000	#cccccc	2.0	1.0	#7effb5	#ff0000
465	Gemella sanguinis	Streptococcus gordonii	1.0	2	2	Tongue_dorsum	Attached	Intertype	#ff0000	#4e4dfc	#cccccc	2.0	1.0	#7effb5	#ff0000
466	Streptococcus gordonii	Granulicatella elegans	1.0	2	2	Attached	Attached	Attached	#4e4dfc	#4e4dfc	#4e4dfc	2.0	1.0	#7effb5	#ff0000
467	Granulicatella elegans	Streptococcus gordonii	1.0	2	2	Attached	Attached	Attached	#4e4dfc	#4e4dfc	#4e4dfc	2.0	1.0	#7effb5	#ff0000
468	Streptococcus gordonii	Haemophilus haemolyticus	1.0	2	2	Attached	Attached	Attached	#4e4dfc	#4e4dfc	#4e4dfc	2.0	1.0	#7effb5	#ff0000
469	Haemophilus haemolyticus	Streptococcus gordonii	1.0	2	2	Attached	Attached	Attached	#4e4dfc	#4e4dfc	#4e4dfc	1.0	1.0	#01b3ec	#ff0000
470	Streptococcus gordonii	Haemophilus influenzae	1.0	2	2	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc	2.0	1.0	#7effb5	#ff0000
471	Haemophilus influenzae	Streptococcus gordonii	1.0	2	2	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc	1.0	1.0	#01b3ec	#ff0000
472	Streptococcus gordonii	Haemophilus parainfluenzae	1.0	2	2	Attached	Tongue_dorsum	Intertype	#4e4dfc	#ff0000	#cccccc	2.0	1.0	#7effb5	#ff0000
473	Haemophilus parainfluenzae	Streptococcus gordonii	1.0	2	2	Tongue_dorsum	Attached	Intertype	#ff0000	#4e4dfc	#cccccc	2.0	1.0	#7effb5	#ff0000
474	Streptococcus gordonii	Haemophilus sp. oral taxon 851	1.0	2	2	Attached	Attached	Attached	#4e4dfc	#4e4dfc	#4e4dfc	2.0	1.0	#7effb5	#ff0000
475	Haemophilus sp. oral taxon 851	Streptococcus gordonii	1.0	2	2	Attached	Attached	Attached	#4e4dfc	#4e4dfc	#4e4dfc	1.0	1.0	#01b3ec	#ff0000
476	Streptococcus gordonii	Haemophilus sputorum	1.0	2	2	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc	2.0	1.0	#7effb5	#ff0000
477	Haemophilus sputorum	Streptococcus gordonii	1.0	2	2	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc	3.0	1.0	#feb562	#ff0000
478	Streptococcus gordonii	Leptotrichia shahii	1.0	2	2	Attached	Tongue_dorsum	Intertype	#4e4dfc	#ff0000	#cccccc	2.0	1.0	#7effb5	#ff0000
479	Leptotrichia shahii	Streptococcus gordonii	1.0	2	2	Tongue_dorsum	Attached	Intertype	#ff0000	#4e4dfc	#cccccc	1.0	1.0	#01b3ec	#ff0000
480	Streptococcus gordonii	Porphyromonas catoniae	1.0	2	2	Attached	Supragingival_plaque	Intertype	#4e4dfc	#ff964f	#cccccc	2.0	1.0	#7effb5	#ff0000
481	Porphyromonas catoniae	Streptococcus gordonii	1.0	2	2	Supragingival_plaque	Attached	Intertype	#ff964f	#4e4dfc	#cccccc	3.0	1.0	#feb562	#ff0000
482	Streptococcus gordonii	Rothia mucilaginosa	1.0	2	2	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc	2.0	1.0	#7effb5	#ff0000
483	Rothia mucilaginosa	Streptococcus gordonii	1.0	2	2	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc	4.0	1.0	#ff0000	#ff0000
484	Streptococcus gordonii	Staphylococcus pasteuri	1.0	2	2	Attached	Attached	Attached	#4e4dfc	#4e4dfc	#4e4dfc	2.0	1.0	#7effb5	#ff0000
485	Staphylococcus pasteuri	Streptococcus gordonii	1.0	2	2	Attached	Attached	Attached	#4e4dfc	#4e4dfc	#4e4dfc	2.0	1.0	#7effb5	#ff0000
486	Streptococcus gordonii	Streptococcus dentisani	1.0	2	2	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc	2.0	1.0	#7effb5	#ff0000
487	Streptococcus dentisani	Streptococcus gordonii	1.0	2	2	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc	1.0	1.0	#01b3ec	#ff0000
488	Streptococcus mitis	Alloprevotella tannerae	1.0	2	2	Attached	Subgingival_plaque	Intertype	#4e4dfc	#e4cf74	#cccccc	3.0	1.0	#feb562	#ff0000
489	Alloprevotella tannerae	Streptococcus mitis	1.0	2	2	Subgingival_plaque	Attached	Intertype	#e4cf74	#4e4dfc	#cccccc	3.0	1.0	#feb562	#ff0000
490	Streptococcus mitis	Candidatus Saccharibacteria oral taxon TM7x	1.0	2	2	Attached	Saliva	Intertype	#4e4dfc	#7effb5	#cccccc	3.0	1.0	#feb562	#ff0000
491	Candidatus Saccharibacteria oral taxon TM7x	Streptococcus mitis	1.0	2	2	Saliva	Attached	Intertype	#7effb5	#4e4dfc	#cccccc	3.0	1.0	#feb562	#ff0000
492	Streptococcus mitis	Capnocytophaga sp. oral taxon 329	1.0	2	2	Attached	Supragingival_plaque	Intertype	#4e4dfc	#ff964f	#cccccc	3.0	1.0	#feb562	#ff0000
493	Capnocytophaga sp. oral taxon 329	Streptococcus mitis	1.0	2	2	Supragingival_plaque	Attached	Intertype	#ff964f	#4e4dfc	#cccccc	3.0	1.0	#feb562	#ff0000
494	Streptococcus mitis	Chlamydia trachomatis	1.0	2	2	Attached	Attached	Attached	#4e4dfc	#4e4dfc	#4e4dfc	3.0	1.0	#feb562	#ff0000
495	Chlamydia trachomatis	Streptococcus mitis	1.0	2	2	Attached	Attached	Attached	#4e4dfc	#4e4dfc	#4e4dfc	3.0	1.0	#feb562	#ff0000
496	Streptococcus mitis	Gemella haemolysans	1.0	2	2	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc	3.0	1.0	#feb562	#ff0000
497	Gemella haemolysans	Streptococcus mitis	1.0	2	2	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc	3.0	1.0	#feb562	#ff0000
498	Streptococcus mitis	Gemella sanguinis	1.0	2	2	Attached	Tongue_dorsum	Intertype	#4e4dfc	#ff0000	#cccccc	3.0	1.0	#feb562	#ff0000
499	Gemella sanguinis	Streptococcus mitis	1.0	2	2	Tongue_dorsum	Attached	Intertype	#ff0000	#4e4dfc	#cccccc	2.0	1.0	#7effb5	#ff0000
500	Streptococcus mitis	Granulicatella elegans	1.0	2	2	Attached	Attached	Attached	#4e4dfc	#4e4dfc	#4e4dfc	3.0	1.0	#feb562	#ff0000
501	Granulicatella elegans	Streptococcus mitis	1.0	2	2	Attached	Attached	Attached	#4e4dfc	#4e4dfc	#4e4dfc	2.0	1.0	#7effb5	#ff0000
502	Streptococcus mitis	Haemophilus haemolyticus	1.0	2	2	Attached	Attached	Attached	#4e4dfc	#4e4dfc	#4e4dfc	3.0	1.0	#feb562	#ff0000
503	Haemophilus haemolyticus	Streptococcus mitis	1.0	2	2	Attached	Attached	Attached	#4e4dfc	#4e4dfc	#4e4dfc	1.0	1.0	#01b3ec	#ff0000
504	Streptococcus mitis	Haemophilus influenzae	1.0	2	2	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc	3.0	1.0	#feb562	#ff0000
505	Haemophilus influenzae	Streptococcus mitis	1.0	2	2	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc	1.0	1.0	#01b3ec	#ff0000
506	Streptococcus mitis	Haemophilus parainfluenzae	1.0	2	2	Attached	Tongue_dorsum	Intertype	#4e4dfc	#ff0000	#cccccc	3.0	1.0	#feb562	#ff0000
507	Haemophilus parainfluenzae	Streptococcus mitis	1.0	2	2	Tongue_dorsum	Attached	Intertype	#ff0000	#4e4dfc	#cccccc	2.0	1.0	#7effb5	#ff0000
508	Streptococcus mitis	Haemophilus sp. oral taxon 851	1.0	2	2	Attached	Attached	Attached	#4e4dfc	#4e4dfc	#4e4dfc	3.0	1.0	#feb562	#ff0000
509	Haemophilus sp. oral taxon 851	Streptococcus mitis	1.0	2	2	Attached	Attached	Attached	#4e4dfc	#4e4dfc	#4e4dfc	1.0	1.0	#01b3ec	#ff0000
510	Streptococcus mitis	Haemophilus sputorum	1.0	2	2	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc	3.0	1.0	#feb562	#ff0000
511	Haemophilus sputorum	Streptococcus mitis	1.0	2	2	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc	3.0	1.0	#feb562	#ff0000
512	Streptococcus mitis	Leptotrichia shahii	1.0	2	2	Attached	Tongue_dorsum	Intertype	#4e4dfc	#ff0000	#cccccc	3.0	1.0	#feb562	#ff0000
513	Leptotrichia shahii	Streptococcus mitis	1.0	2	2	Tongue_dorsum	Attached	Intertype	#ff0000	#4e4dfc	#cccccc	1.0	1.0	#01b3ec	#ff0000
514	Streptococcus mitis	Porphyromonas catoniae	1.0	2	2	Attached	Supragingival_plaque	Intertype	#4e4dfc	#ff964f	#cccccc	3.0	1.0	#feb562	#ff0000
515	Porphyromonas catoniae	Streptococcus mitis	1.0	2	2	Supragingival_plaque	Attached	Intertype	#ff964f	#4e4dfc	#cccccc	3.0	1.0	#feb562	#ff0000
516	Streptococcus mitis	Rothia mucilaginosa	1.0	2	2	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc	3.0	1.0	#feb562	#ff0000
517	Rothia mucilaginosa	Streptococcus mitis	1.0	2	2	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc	4.0	1.0	#ff0000	#ff0000
518	Streptococcus mitis	Staphylococcus pasteuri	1.0	2	2	Attached	Attached	Attached	#4e4dfc	#4e4dfc	#4e4dfc	3.0	1.0	#feb562	#ff0000
519	Staphylococcus pasteuri	Streptococcus mitis	1.0	2	2	Attached	Attached	Attached	#4e4dfc	#4e4dfc	#4e4dfc	2.0	1.0	#7effb5	#ff0000
520	Streptococcus mitis	Streptococcus dentisani	1.0	2	2	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc	3.0	1.0	#feb562	#ff0000
521	Streptococcus dentisani	Streptococcus mitis	1.0	2	2	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc	1.0	1.0	#01b3ec	#ff0000
522	Streptococcus mitis	Streptococcus gordonii	1.0	2	2	Attached	Attached	Attached	#4e4dfc	#4e4dfc	#4e4dfc	3.0	1.0	#feb562	#ff0000
523	Streptococcus gordonii	Streptococcus mitis	1.0	2	2	Attached	Attached	Attached	#4e4dfc	#4e4dfc	#4e4dfc	2.0	1.0	#7effb5	#ff0000
524	Streptococcus oligofermentans	Alloprevotella tannerae	1.0	2	2	Attached	Subgingival_plaque	Intertype	#4e4dfc	#e4cf74	#cccccc	3.0	1.0	#feb562	#ff0000
525	Alloprevotella tannerae	Streptococcus oligofermentans	1.0	2	2	Subgingival_plaque	Attached	Intertype	#e4cf74	#4e4dfc	#cccccc	3.0	1.0	#feb562	#ff0000
526	Streptococcus oligofermentans	Candidatus Saccharibacteria oral taxon TM7x	1.0	2	2	Attached	Saliva	Intertype	#4e4dfc	#7effb5	#cccccc	3.0	1.0	#feb562	#ff0000
527	Candidatus Saccharibacteria oral taxon TM7x	Streptococcus oligofermentans	1.0	2	2	Saliva	Attached	Intertype	#7effb5	#4e4dfc	#cccccc	3.0	1.0	#feb562	#ff0000
528	Streptococcus oligofermentans	Capnocytophaga sp. oral taxon 329	1.0	2	2	Attached	Supragingival_plaque	Intertype	#4e4dfc	#ff964f	#cccccc	3.0	1.0	#feb562	#ff0000
529	Capnocytophaga sp. oral taxon 329	Streptococcus oligofermentans	1.0	2	2	Supragingival_plaque	Attached	Intertype	#ff964f	#4e4dfc	#cccccc	3.0	1.0	#feb562	#ff0000
530	Streptococcus oligofermentans	Chlamydia trachomatis	1.0	2	2	Attached	Attached	Attached	#4e4dfc	#4e4dfc	#4e4dfc	3.0	1.0	#feb562	#ff0000
531	Chlamydia trachomatis	Streptococcus oligofermentans	1.0	2	2	Attached	Attached	Attached	#4e4dfc	#4e4dfc	#4e4dfc	3.0	1.0	#feb562	#ff0000
532	Streptococcus oligofermentans	Gemella haemolysans	1.0	2	2	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc	3.0	1.0	#feb562	#ff0000
533	Gemella haemolysans	Streptococcus oligofermentans	1.0	2	2	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc	3.0	1.0	#feb562	#ff0000
534	Streptococcus oligofermentans	Gemella sanguinis	1.0	2	2	Attached	Tongue_dorsum	Intertype	#4e4dfc	#ff0000	#cccccc	3.0	1.0	#feb562	#ff0000
535	Gemella sanguinis	Streptococcus oligofermentans	1.0	2	2	Tongue_dorsum	Attached	Intertype	#ff0000	#4e4dfc	#cccccc	2.0	1.0	#7effb5	#ff0000
536	Streptococcus oligofermentans	Granulicatella elegans	1.0	2	2	Attached	Attached	Attached	#4e4dfc	#4e4dfc	#4e4dfc	3.0	1.0	#feb562	#ff0000
537	Granulicatella elegans	Streptococcus oligofermentans	1.0	2	2	Attached	Attached	Attached	#4e4dfc	#4e4dfc	#4e4dfc	2.0	1.0	#7effb5	#ff0000
538	Streptococcus oligofermentans	Haemophilus haemolyticus	1.0	2	2	Attached	Attached	Attached	#4e4dfc	#4e4dfc	#4e4dfc	3.0	1.0	#feb562	#ff0000
539	Haemophilus haemolyticus	Streptococcus oligofermentans	1.0	2	2	Attached	Attached	Attached	#4e4dfc	#4e4dfc	#4e4dfc	1.0	1.0	#01b3ec	#ff0000
540	Streptococcus oligofermentans	Haemophilus influenzae	1.0	2	2	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc	3.0	1.0	#feb562	#ff0000
541	Haemophilus influenzae	Streptococcus oligofermentans	1.0	2	2	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc	1.0	1.0	#01b3ec	#ff0000
542	Streptococcus oligofermentans	Haemophilus parainfluenzae	1.0	2	2	Attached	Tongue_dorsum	Intertype	#4e4dfc	#ff0000	#cccccc	3.0	1.0	#feb562	#ff0000
543	Haemophilus parainfluenzae	Streptococcus oligofermentans	1.0	2	2	Tongue_dorsum	Attached	Intertype	#ff0000	#4e4dfc	#cccccc	2.0	1.0	#7effb5	#ff0000
544	Streptococcus oligofermentans	Haemophilus sp. oral taxon 851	1.0	2	2	Attached	Attached	Attached	#4e4dfc	#4e4dfc	#4e4dfc	3.0	1.0	#feb562	#ff0000
545	Haemophilus sp. oral taxon 851	Streptococcus oligofermentans	1.0	2	2	Attached	Attached	Attached	#4e4dfc	#4e4dfc	#4e4dfc	1.0	1.0	#01b3ec	#ff0000
546	Streptococcus oligofermentans	Haemophilus sputorum	1.0	2	2	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc	3.0	1.0	#feb562	#ff0000
547	Haemophilus sputorum	Streptococcus oligofermentans	1.0	2	2	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc	3.0	1.0	#feb562	#ff0000
548	Streptococcus oligofermentans	Leptotrichia shahii	1.0	2	2	Attached	Tongue_dorsum	Intertype	#4e4dfc	#ff0000	#cccccc	3.0	1.0	#feb562	#ff0000
549	Leptotrichia shahii	Streptococcus oligofermentans	1.0	2	2	Tongue_dorsum	Attached	Intertype	#ff0000	#4e4dfc	#cccccc	1.0	1.0	#01b3ec	#ff0000
550	Streptococcus oligofermentans	Porphyromonas catoniae	1.0	2	2	Attached	Supragingival_plaque	Intertype	#4e4dfc	#ff964f	#cccccc	3.0	1.0	#feb562	#ff0000
551	Porphyromonas catoniae	Streptococcus oligofermentans	1.0	2	2	Supragingival_plaque	Attached	Intertype	#ff964f	#4e4dfc	#cccccc	3.0	1.0	#feb562	#ff0000
552	Streptococcus oligofermentans	Rothia mucilaginosa	1.0	2	2	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc	3.0	1.0	#feb562	#ff0000
553	Rothia mucilaginosa	Streptococcus oligofermentans	1.0	2	2	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc	4.0	1.0	#ff0000	#ff0000
554	Streptococcus oligofermentans	Staphylococcus pasteuri	1.0	2	2	Attached	Attached	Attached	#4e4dfc	#4e4dfc	#4e4dfc	3.0	1.0	#feb562	#ff0000
555	Staphylococcus pasteuri	Streptococcus oligofermentans	1.0	2	2	Attached	Attached	Attached	#4e4dfc	#4e4dfc	#4e4dfc	2.0	1.0	#7effb5	#ff0000
556	Streptococcus oligofermentans	Streptococcus dentisani	1.0	2	2	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc	3.0	1.0	#feb562	#ff0000
