source	target	weight	edge_sample	edge_color
Actinobacillus	Acinetobacter	14.0	Mixed	#cccccc
Actinobaculum	Abiotrophia	3.0	Mixed	#cccccc
Actinobaculum	Acidovorax	2.0	Mixed	#cccccc
Actinomyces	Abiotrophia	13.0	Mixed	#cccccc
Actinomyces	Acinetobacter	16.0	Mixed	#cccccc
Actinomyces	Actinobacillus	58.0	Mixed	#cccccc
Actinomyces	Actinobaculum	12.0	Mixed	#cccccc
Aggregatibacter	Abiotrophia	13.0	Mixed	#cccccc
Aggregatibacter	Acinetobacter	10.0	Mixed	#cccccc
Aggregatibacter	Actinobacillus	52.0	Mixed	#cccccc
Aggregatibacter	Actinobaculum	14.0	Mixed	#cccccc
Aggregatibacter	Actinomyces	69.0	Mixed	#cccccc
Alistipes	Actinomyces	16.0	Mixed	#cccccc
Alistipes	Aggregatibacter	20.0	Mixed	#cccccc
Alloprevotella	Actinobacillus	20.0	Mixed	#cccccc
Alloprevotella	Actinomyces	37.0	Mixed	#cccccc
Alloprevotella	Aggregatibacter	35.0	Mixed	#cccccc
Anaeroglobus	Actinomyces	15.0	Mixed	#cccccc
Anaerostipes	Alloscardovia	2.0	Mixed	#cccccc
Arcanobacterium	Actinomyces	19.0	Mixed	#cccccc
Atopobium	Actinobacillus	47.0	Mixed	#cccccc
Atopobium	Actinobaculum	12.0	Mixed	#cccccc
Atopobium	Actinomyces	98.0	Mixed	#cccccc
Atopobium	Aggregatibacter	60.0	Mixed	#cccccc
Atopobium	Alistipes	15.0	Mixed	#cccccc
Atopobium	Alloprevotella	32.0	Mixed	#cccccc
Atopobium	Arcanobacterium	11.0	Mixed	#cccccc
Avibacterium	Alloprevotella	9.0	Mixed	#cccccc
Bacteroides	Actinobacillus	31.0	Mixed	#cccccc
Bacteroides	Actinobaculum	8.0	Mixed	#cccccc
Bacteroides	Actinomyces	37.0	Mixed	#cccccc
Bacteroides	Aggregatibacter	37.0	Mixed	#cccccc
Bacteroides	Alistipes	27.0	Stool	#ded579
Bacteroides	Alloprevotella	23.0	Mixed	#cccccc
Bacteroides	Atopobium	33.0	Mixed	#cccccc
Bergeyella	Acidovorax	2.0	Mixed	#cccccc
Bergeyella	Basfia	2.0	Mixed	#cccccc
Bifidobacterium	Actinomyces	9.0	Mixed	#cccccc
Bifidobacterium	Aggregatibacter	17.0	Mixed	#cccccc
Bifidobacterium	Alloprevotella	17.0	Mixed	#cccccc
Bifidobacterium	Atopobium	26.0	Posterior_fornix	#7effb5
Bifidobacterium	Bacteroides	14.0	Mixed	#cccccc
Blautia	Actinomyces	10.0	Mixed	#cccccc
Blautia	Anaeroglobus	4.0	Mixed	#cccccc
Blautia	Atopobium	10.0	Mixed	#cccccc
Burkholderia	Basfia	1.0	Mixed	#cccccc
Butyrivibrio	Alistipes	4.0	Stool	#ded579
Butyrivibrio	Bacteroides	6.0	Stool	#ded579
Butyrivibrio	Butyricimonas	2.0	Stool	#ded579
Campylobacter	Actinobacillus	47.0	Attached	#622ffe
Campylobacter	Actinobaculum	12.0	Mixed	#cccccc
Campylobacter	Actinomyces	100.0	Mixed	#cccccc
Campylobacter	Aggregatibacter	77.0	Mixed	#cccccc
Campylobacter	Alistipes	22.0	Mixed	#cccccc
Campylobacter	Alloprevotella	47.0	Mixed	#cccccc
Campylobacter	Atopobium	104.0	Mixed	#cccccc
Campylobacter	Bacteroides	46.0	Mixed	#cccccc
Campylobacter	Bifidobacterium	25.0	Mixed	#cccccc
Capnocytophaga	Acinetobacter	10.0	Mixed	#cccccc
Capnocytophaga	Actinobacillus	30.0	Mixed	#cccccc
Capnocytophaga	Actinomyces	29.0	Mixed	#cccccc
Capnocytophaga	Aggregatibacter	33.0	Mixed	#cccccc
Capnocytophaga	Alloprevotella	27.0	Mixed	#cccccc
Capnocytophaga	Atopobium	30.0	Mixed	#cccccc
Capnocytophaga	Bacteroides	12.0	Mixed	#cccccc
Capnocytophaga	Campylobacter	42.0	Mixed	#cccccc
Cardiobacterium	Actinobaculum	5.0	Subgingival_plaque	#feb562
Cardiobacterium	Aggregatibacter	10.0	Mixed	#cccccc
Cardiobacterium	Bergeyella	2.0	Mixed	#cccccc
Carnobacterium	Abiotrophia	13.0	Mixed	#cccccc
Carnobacterium	Acinetobacter	11.0	Mixed	#cccccc
Carnobacterium	Actinobacillus	59.0	Mixed	#cccccc
Carnobacterium	Actinomyces	80.0	Mixed	#cccccc
Carnobacterium	Aggregatibacter	81.0	Mixed	#cccccc
Carnobacterium	Alistipes	29.0	Mixed	#cccccc
Carnobacterium	Alloprevotella	51.0	Mixed	#cccccc
Carnobacterium	Atopobium	110.0	Mixed	#cccccc
Carnobacterium	Bacteroides	62.0	Mixed	#cccccc
Carnobacterium	Bifidobacterium	40.0	Mixed	#cccccc
Carnobacterium	Butyrivibrio	11.0	Mixed	#cccccc
Carnobacterium	Campylobacter	115.0	Mixed	#cccccc
