TAXA	sample_type	sample_color	frequency	spect_cluster	commun_cluster	spect_color	comm_color
Actinomyces	Tongue_dorsum	#ff3219	199	3.0	2.0	#b2f396	#1996f3
Akkermansia	Stool	#ded579	73	3.0	0.0	#b2f396	#8000ff
Alcaligenes	Anterior_nares	#8000ff	8	3.0	1.0	#b2f396	#4e4dfc
Alicycliphilus	L_Retroauricular_crease	#1fd3e1	10	3.0	3.0	#b2f396	#18cde4
Alistipes	Stool	#ded579	145	3.0	0.0	#b2f396	#8000ff
Alloiococcus	Anterior_nares	#8000ff	33	3.0	2.0	#b2f396	#1996f3
Alloprevotella	Keratinized_gingiva	#01b3ec	145	3.0	0.0	#b2f396	#8000ff
Alysiella	Keratinized_gingiva	#01b3ec	14	3.0	2.0	#b2f396	#1996f3
Anaerococcus	L_Retroauricular_crease	#1fd3e1	180	3.0	2.0	#b2f396	#1996f3
Anaerotruncus	Stool	#ded579	2	3.0	0.0	#b2f396	#8000ff
Anoxybacillus	Anterior_nares	#8000ff	5	3.0	4.0	#b2f396	#4df3ce
Aquabacterium	L_Retroauricular_crease	#1fd3e1	12	3.0	1.0	#b2f396	#4e4dfc
Arcanobacterium	L_Retroauricular_crease	#1fd3e1	62	3.0	2.0	#b2f396	#1996f3
Arcobacter	L_Retroauricular_crease	#1fd3e1	4	3.0	1.0	#b2f396	#4e4dfc
Arthrobacter	Anterior_nares	#8000ff	42	3.0	2.0	#b2f396	#1996f3
Asticcacaulis	R_Retroauricular_crease	#9efaa2	1	3.0	2.0	#b2f396	#1996f3
Atopobacter	Anterior_nares	#8000ff	4	3.0	1.0	#b2f396	#4e4dfc
Atopobium	Posterior_fornix	#7effb5	87	3.0	1.0	#b2f396	#4e4dfc
Aureimonas	R_Retroauricular_crease	#9efaa2	18	3.0	1.0	#b2f396	#4e4dfc
Azohydromonas	Anterior_nares	#8000ff	4	3.0	0.0	#b2f396	#8000ff
Azonexus	Buccal_mucosa	#425ffa	1	3.0	3.0	#b2f396	#18cde4
Azospira	Anterior_nares	#8000ff	7	3.0	1.0	#b2f396	#4e4dfc
Bacillus	Anterior_nares	#8000ff	158	3.0	2.0	#b2f396	#1996f3
Bacteroides	Stool	#ded579	199	3.0	0.0	#b2f396	#8000ff
Barnesiella	Stool	#ded579	58	3.0	0.0	#b2f396	#8000ff
Belnapia	L_Retroauricular_crease	#1fd3e1	2	3.0	1.0	#b2f396	#4e4dfc
Bergeyella	R_Retroauricular_crease	#9efaa2	22	3.0	2.0	#b2f396	#1996f3
Bifidobacterium	Posterior_fornix	#7effb5	80	3.0	0.0	#b2f396	#8000ff
Blastococcus	Anterior_nares	#8000ff	6	3.0	2.0	#b2f396	#1996f3
Blautia	Stool	#ded579	74	3.0	0.0	#b2f396	#8000ff
Bosea	R_Retroauricular_crease	#9efaa2	7	3.0	1.0	#b2f396	#4e4dfc
Brachybacterium	R_Retroauricular_crease	#9efaa2	30	3.0	2.0	#b2f396	#1996f3
Brachymonas	Anterior_nares	#8000ff	3	3.0	3.0	#b2f396	#18cde4
Bradyrhizobium	Anterior_nares	#8000ff	46	3.0	2.0	#b2f396	#1996f3
Brevibacterium	Anterior_nares	#8000ff	78	3.0	2.0	#b2f396	#1996f3
Brevundimonas	R_Retroauricular_crease	#9efaa2	47	3.0	2.0	#b2f396	#1996f3
