TAXA	sample_type	sample_color	frequency	spect_cluster	commun_cluster	spect_color	comm_color
Acidaminococcus	Stool	#ded579	79	0.0	0.0	#8000ff	#8000ff
Acinetobacter	Anterior_nares	#8000ff	91	0.0	2.0	#8000ff	#1996f3
Actinomyces	Tongue_dorsum	#ff3219	50	0.0	2.0	#8000ff	#1996f3
Adlercreutzia	Stool	#ded579	163	0.0	2.0	#8000ff	#1996f3
Akkermansia	Stool	#ded579	262	0.0	2.0	#8000ff	#1996f3
Alistipes	Stool	#ded579	355	0.0	0.0	#8000ff	#8000ff
Alloprevotella	Keratinized_gingiva	#01b3ec	43	0.0	1.0	#8000ff	#4e4dfc
Anaerofustis	Stool	#ded579	11	0.0	2.0	#8000ff	#1996f3
Anaerostipes	Stool	#ded579	212	0.0	2.0	#8000ff	#1996f3
Anaerotruncus	Stool	#ded579	276	0.0	2.0	#8000ff	#1996f3
Bacillus	Anterior_nares	#8000ff	38	0.0	1.0	#8000ff	#4e4dfc
Bacteroides	Stool	#ded579	359	0.0	1.0	#8000ff	#4e4dfc
Barnesiella	Stool	#ded579	312	0.0	0.0	#8000ff	#8000ff
Bifidobacterium	Posterior_fornix	#7effb5	330	0.0	0.0	#8000ff	#8000ff
Bilophila	Stool	#ded579	260	0.0	0.0	#8000ff	#8000ff
Blautia	Stool	#ded579	359	0.0	2.0	#8000ff	#1996f3
Brevibacillus	Anterior_nares	#8000ff	1	0.0	2.0	#8000ff	#1996f3
Butyricicoccus	Stool	#ded579	224	0.0	2.0	#8000ff	#1996f3
Butyricimonas	Stool	#ded579	256	0.0	0.0	#8000ff	#8000ff
Candidatus Hamiltonella	Stool	#ded579	3	0.0	5.0	#8000ff	#7effb5
Candidatus Soleaferrea	Stool	#ded579	8	0.0	2.0	#8000ff	#1996f3
Candidatus Stoquefichus	Stool	#ded579	10	0.0	1.0	#8000ff	#4e4dfc
Catabacter	Stool	#ded579	43	0.0	2.0	#8000ff	#1996f3
Catonella	Subgingival_plaque	#feb562	12	0.0	2.0	#8000ff	#1996f3
Cellulomonas	Stool	#ded579	69	0.0	1.0	#8000ff	#4e4dfc
Chthoniobacter	Stool	#ded579	2	0.0	2.0	#8000ff	#1996f3
Citrobacter	Anterior_nares	#8000ff	8	8.0	7.0	#ff0000	#e4cf74
Clostridium	Stool	#ded579	357	0.0	2.0	#8000ff	#1996f3
Collinsella	Stool	#ded579	295	0.0	0.0	#8000ff	#8000ff
Coprobacillus	Stool	#ded579	221	0.0	2.0	#8000ff	#1996f3
Coprobacter	Stool	#ded579	156	0.0	0.0	#8000ff	#8000ff
Coprococcus	Stool	#ded579	334	0.0	2.0	#8000ff	#1996f3
Dehalobacter	Stool	#ded579	12	0.0	2.0	#8000ff	#1996f3
Deinococcus	Anterior_nares	#8000ff	1	0.0	1.0	#8000ff	#4e4dfc
Desulfitobacterium	Stool	#ded579	4	0.0	2.0	#8000ff	#1996f3
Desulfovibrio	Stool	#ded579	101	0.0	2.0	#8000ff	#1996f3
Dialister	Stool	#ded579	182	0.0	1.0	#8000ff	#4e4dfc
Dielma	Stool	#ded579	114	0.0	0.0	#8000ff	#8000ff
Dorea	Stool	#ded579	357	0.0	1.0	#8000ff	#4e4dfc
Dysgonomonas	L_Retroauricular_crease	#1fd3e1	36	0.0	0.0	#8000ff	#8000ff
Eggerthella	Stool	#ded579	67	0.0	2.0	#8000ff	#1996f3
Enterobacter	Anterior_nares	#8000ff	11	8.0	1.0	#ff0000	#4e4dfc
Enterococcus	Anterior_nares	#8000ff	192	0.0	2.0	#8000ff	#1996f3
Enterorhabdus	Stool	#ded579	7	0.0	1.0	#8000ff	#4e4dfc
Erwinia	Anterior_nares	#8000ff	5	0.0	5.0	#8000ff	#7effb5
Erysipelatoclostridium	Stool	#ded579	242	0.0	2.0	#8000ff	#1996f3
Escherichia	Stool	#ded579	156	0.0	2.0	#8000ff	#1996f3
Ethanoligenens	Stool	#ded579	2	0.0	0.0	#8000ff	#8000ff
Eubacterium	Palatine_Tonsils	#5efac6	359	0.0	1.0	#8000ff	#4e4dfc
Faecalibacterium	Stool	#ded579	357	0.0	0.0	#8000ff	#8000ff
Faecalicoccus	Stool	#ded579	16	0.0	2.0	#8000ff	#1996f3
Faecalitalea	Stool	#ded579	76	0.0	1.0	#8000ff	#4e4dfc
Fenollaria	Anterior_nares	#8000ff	11	0.0	2.0	#8000ff	#1996f3
Fermentimonas	R_Retroauricular_crease	#9efaa2	2	0.0	5.0	#8000ff	#7effb5
Fibrella	L_Retroauricular_crease	#1fd3e1	4	0.0	1.0	#8000ff	#4e4dfc
Finegoldia	R_Retroauricular_crease	#9efaa2	4	0.0	0.0	#8000ff	#8000ff
Flavonifractor	Stool	#ded579	290	0.0	0.0	#8000ff	#8000ff
Fusobacterium	Throat	#ff6232	22	0.0	9.0	#8000ff	#ff5029
Gemella	Buccal_mucosa	#425ffa	8	0.0	1.0	#8000ff	#4e4dfc
Gordonibacter	Stool	#ded579	141	0.0	2.0	#8000ff	#1996f3
Granulicatella	Keratinized_gingiva	#01b3ec	3	7.0	5.0	#ff6232	#7effb5
Haemophilus	Buccal_mucosa	#425ffa	76	0.0	0.0	#8000ff	#8000ff
Haloferula	Stool	#ded579	5	0.0	2.0	#8000ff	#1996f3
Helicobacter	Anterior_nares	#8000ff	5	0.0	9.0	#8000ff	#ff5029
Holdemanella	L_Retroauricular_crease	#1fd3e1	124	0.0	1.0	#8000ff	#4e4dfc
Holdemania	Stool	#ded579	326	0.0	0.0	#8000ff	#8000ff
Hungatella	Stool	#ded579	317	0.0	2.0	#8000ff	#1996f3
Intestinibacter	Stool	#ded579	4	0.0	2.0	#8000ff	#1996f3
Intestinimonas	Stool	#ded579	353	0.0	0.0	#8000ff	#8000ff
Johnsonella	Subgingival_plaque	#feb562	10	0.0	1.0	#8000ff	#4e4dfc
Kandleria	Stool	#ded579	12	0.0	1.0	#8000ff	#4e4dfc
Klebsiella	Anterior_nares	#8000ff	11	0.0	2.0	#8000ff	#1996f3
Kluyvera	L_Retroauricular_crease	#1fd3e1	2	5.0	7.0	#beec8e	#e4cf74
Lachnoanaerobaculum	Tongue_dorsum	#ff3219	88	0.0	1.0	#8000ff	#4e4dfc
Lachnobacterium	Stool	#ded579	5	0.0	2.0	#8000ff	#1996f3
