source	Unnamed: 0	source	target	weight	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor	spect_cluster	commun_cluster	spect_color	comm_color
Actinomyces	0	Actinomyces	Actinobaculum	4.0	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	0.0	2.0	#8000ff	#d4dd80
Actinobaculum	1	Actinobaculum	Actinomyces	4.0	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	0.0	1.0	#8000ff	#2adddd
Aggregatibacter	2	Aggregatibacter	Abiotrophia	3.0	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	3.0	2.0	#b2f396	#d4dd80
Abiotrophia	3	Abiotrophia	Aggregatibacter	3.0	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	5.0	0.0	#ff0000	#8000ff
Aggregatibacter	4	Aggregatibacter	Actinomyces	2.0	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	3.0	2.0	#b2f396	#d4dd80
Actinomyces	5	Actinomyces	Aggregatibacter	2.0	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	0.0	2.0	#8000ff	#d4dd80
Alloprevotella	6	Alloprevotella	Abiotrophia	1.0	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	2.0	1.0	#4df3ce	#2adddd
Abiotrophia	7	Abiotrophia	Alloprevotella	1.0	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	5.0	0.0	#ff0000	#8000ff
Alloprevotella	8	Alloprevotella	Actinobaculum	2.0	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	2.0	1.0	#4df3ce	#2adddd
Actinobaculum	9	Actinobaculum	Alloprevotella	2.0	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	0.0	1.0	#8000ff	#2adddd
Alloprevotella	10	Alloprevotella	Aggregatibacter	2.0	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	2.0	1.0	#4df3ce	#2adddd
Aggregatibacter	11	Aggregatibacter	Alloprevotella	2.0	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	3.0	2.0	#b2f396	#d4dd80
Anaeroglobus	12	Anaeroglobus	Abiotrophia	1.0	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	0.0	1.0	#8000ff	#2adddd
Abiotrophia	13	Abiotrophia	Anaeroglobus	1.0	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	5.0	0.0	#ff0000	#8000ff
Anaeroglobus	14	Anaeroglobus	Actinobaculum	3.0	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	0.0	1.0	#8000ff	#2adddd
Actinobaculum	15	Actinobaculum	Anaeroglobus	3.0	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	0.0	1.0	#8000ff	#2adddd
Anaeroglobus	16	Anaeroglobus	Actinomyces	1.0	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	0.0	1.0	#8000ff	#2adddd
Actinomyces	17	Actinomyces	Anaeroglobus	1.0	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	0.0	2.0	#8000ff	#d4dd80
Anaeroglobus	18	Anaeroglobus	Aggregatibacter	1.0	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	0.0	1.0	#8000ff	#2adddd
Aggregatibacter	19	Aggregatibacter	Anaeroglobus	1.0	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	3.0	2.0	#b2f396	#d4dd80
Anaeroglobus	20	Anaeroglobus	Alloprevotella	3.0	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	0.0	1.0	#8000ff	#2adddd
Alloprevotella	21	Alloprevotella	Anaeroglobus	3.0	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	2.0	1.0	#4df3ce	#2adddd
Arcanobacterium	22	Arcanobacterium	Actinobaculum	1.0	Anterior_nares	Supragingival_plaque	Intertype	#8000ff	#ff964f	#cccccc	0.0	1.0	#8000ff	#2adddd
Actinobaculum	23	Actinobaculum	Arcanobacterium	1.0	Supragingival_plaque	Anterior_nares	Intertype	#ff964f	#8000ff	#cccccc	0.0	1.0	#8000ff	#2adddd
Arcanobacterium	24	Arcanobacterium	Actinomyces	1.0	Anterior_nares	Supragingival_plaque	Intertype	#8000ff	#ff964f	#cccccc	0.0	1.0	#8000ff	#2adddd
Actinomyces	25	Actinomyces	Arcanobacterium	1.0	Supragingival_plaque	Anterior_nares	Intertype	#ff964f	#8000ff	#cccccc	0.0	2.0	#8000ff	#d4dd80
Arcanobacterium	26	Arcanobacterium	Anaeroglobus	1.0	Anterior_nares	Supragingival_plaque	Intertype	#8000ff	#ff964f	#cccccc	0.0	1.0	#8000ff	#2adddd
Anaeroglobus	27	Anaeroglobus	Arcanobacterium	1.0	Supragingival_plaque	Anterior_nares	Intertype	#ff964f	#8000ff	#cccccc	0.0	1.0	#8000ff	#2adddd
Atopobium	28	Atopobium	Actinobaculum	4.0	Posterior_fornix	Supragingival_plaque	Intertype	#4df3ce	#ff964f	#cccccc	1.0	1.0	#1996f3	#2adddd
Actinobaculum	29	Actinobaculum	Atopobium	4.0	Supragingival_plaque	Posterior_fornix	Intertype	#ff964f	#4df3ce	#cccccc	0.0	1.0	#8000ff	#2adddd
Atopobium	30	Atopobium	Actinomyces	2.0	Posterior_fornix	Supragingival_plaque	Intertype	#4df3ce	#ff964f	#cccccc	1.0	1.0	#1996f3	#2adddd
Actinomyces	31	Actinomyces	Atopobium	2.0	Supragingival_plaque	Posterior_fornix	Intertype	#ff964f	#4df3ce	#cccccc	0.0	2.0	#8000ff	#d4dd80
Atopobium	32	Atopobium	Alloprevotella	2.0	Posterior_fornix	Buccal_mucosa	Intertype	#4df3ce	#1996f3	#cccccc	1.0	1.0	#1996f3	#2adddd
