source	Unnamed: 0	source	target	weight	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor	spect_cluster	commun_cluster	spect_color	comm_color
Actinobaculum	0	Actinobaculum	Abiotrophia	1.0	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	0.0	0.0	#8000ff	#8000ff
Abiotrophia	1	Abiotrophia	Actinobaculum	1.0	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	0.0	0.0	#8000ff	#8000ff
Actinomyces	2	Actinomyces	Abiotrophia	1.0	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	0.0	0.0	#8000ff	#8000ff
Abiotrophia	3	Abiotrophia	Actinomyces	1.0	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	0.0	0.0	#8000ff	#8000ff
Actinomyces	4	Actinomyces	Actinobaculum	1.0	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	0.0	0.0	#8000ff	#8000ff
Actinobaculum	5	Actinobaculum	Actinomyces	1.0	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	0.0	0.0	#8000ff	#8000ff
Aggregatibacter	6	Aggregatibacter	Abiotrophia	1.0	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	0.0	0.0	#8000ff	#8000ff
Abiotrophia	7	Abiotrophia	Aggregatibacter	1.0	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	0.0	0.0	#8000ff	#8000ff
Aggregatibacter	8	Aggregatibacter	Actinobaculum	1.0	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	0.0	0.0	#8000ff	#8000ff
Actinobaculum	9	Actinobaculum	Aggregatibacter	1.0	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	0.0	0.0	#8000ff	#8000ff
Aggregatibacter	10	Aggregatibacter	Actinomyces	1.0	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	0.0	0.0	#8000ff	#8000ff
Actinomyces	11	Actinomyces	Aggregatibacter	1.0	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	0.0	0.0	#8000ff	#8000ff
Alloprevotella	12	Alloprevotella	Abiotrophia	1.0	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	0.0	0.0	#8000ff	#8000ff
Abiotrophia	13	Abiotrophia	Alloprevotella	1.0	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	0.0	0.0	#8000ff	#8000ff
Alloprevotella	14	Alloprevotella	Actinobaculum	1.0	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	0.0	0.0	#8000ff	#8000ff
Actinobaculum	15	Actinobaculum	Alloprevotella	1.0	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	0.0	0.0	#8000ff	#8000ff
Alloprevotella	16	Alloprevotella	Actinomyces	1.0	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	0.0	0.0	#8000ff	#8000ff
Actinomyces	17	Actinomyces	Alloprevotella	1.0	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	0.0	0.0	#8000ff	#8000ff
Alloprevotella	18	Alloprevotella	Aggregatibacter	1.0	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	0.0	0.0	#8000ff	#8000ff
Aggregatibacter	19	Aggregatibacter	Alloprevotella	1.0	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	0.0	0.0	#8000ff	#8000ff
Anaeroglobus	20	Anaeroglobus	Abiotrophia	1.0	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	0.0	0.0	#8000ff	#8000ff
Abiotrophia	21	Abiotrophia	Anaeroglobus	1.0	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	0.0	0.0	#8000ff	#8000ff
Anaeroglobus	22	Anaeroglobus	Actinobaculum	1.0	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	0.0	0.0	#8000ff	#8000ff
Actinobaculum	23	Actinobaculum	Anaeroglobus	1.0	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	0.0	0.0	#8000ff	#8000ff
Anaeroglobus	24	Anaeroglobus	Actinomyces	1.0	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	0.0	0.0	#8000ff	#8000ff
Actinomyces	25	Actinomyces	Anaeroglobus	1.0	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	0.0	0.0	#8000ff	#8000ff
Anaeroglobus	26	Anaeroglobus	Aggregatibacter	1.0	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	0.0	0.0	#8000ff	#8000ff
Aggregatibacter	27	Aggregatibacter	Anaeroglobus	1.0	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	0.0	0.0	#8000ff	#8000ff
Anaeroglobus	28	Anaeroglobus	Alloprevotella	1.0	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	0.0	0.0	#8000ff	#8000ff
Alloprevotella	29	Alloprevotella	Anaeroglobus	1.0	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	0.0	0.0	#8000ff	#8000ff
Atopobium	30	Atopobium	Abiotrophia	1.0	Posterior_fornix	Buccal_mucosa	Intertype	#4df3ce	#1996f3	#cccccc	0.0	0.0	#8000ff	#8000ff
Abiotrophia	31	Abiotrophia	Atopobium	1.0	Buccal_mucosa	Posterior_fornix	Intertype	#1996f3	#4df3ce	#cccccc	0.0	0.0	#8000ff	#8000ff
Atopobium	32	Atopobium	Actinobaculum	1.0	Posterior_fornix	Supragingival_plaque	Intertype	#4df3ce	#ff964f	#cccccc	0.0	0.0	#8000ff	#8000ff
Actinobaculum	33	Actinobaculum	Atopobium	1.0	Supragingival_plaque	Posterior_fornix	Intertype	#ff964f	#4df3ce	#cccccc	0.0	0.0	#8000ff	#8000ff
Atopobium	34	Atopobium	Actinomyces	1.0	Posterior_fornix	Supragingival_plaque	Intertype	#4df3ce	#ff964f	#cccccc	0.0	0.0	#8000ff	#8000ff
Actinomyces	35	Actinomyces	Atopobium	1.0	Supragingival_plaque	Posterior_fornix	Intertype	#ff964f	#4df3ce	#cccccc	0.0	0.0	#8000ff	#8000ff
Atopobium	36	Atopobium	Aggregatibacter	1.0	Posterior_fornix	Buccal_mucosa	Intertype	#4df3ce	#1996f3	#cccccc	0.0	0.0	#8000ff	#8000ff
Aggregatibacter	37	Aggregatibacter	Atopobium	1.0	Buccal_mucosa	Posterior_fornix	Intertype	#1996f3	#4df3ce	#cccccc	0.0	0.0	#8000ff	#8000ff
Atopobium	38	Atopobium	Alloprevotella	1.0	Posterior_fornix	Buccal_mucosa	Intertype	#4df3ce	#1996f3	#cccccc	0.0	0.0	#8000ff	#8000ff
Alloprevotella	39	Alloprevotella	Atopobium	1.0	Buccal_mucosa	Posterior_fornix	Intertype	#1996f3	#4df3ce	#cccccc	0.0	0.0	#8000ff	#8000ff
Atopobium	40	Atopobium	Anaeroglobus	1.0	Posterior_fornix	Supragingival_plaque	Intertype	#4df3ce	#ff964f	#cccccc	0.0	0.0	#8000ff	#8000ff
Anaeroglobus	41	Anaeroglobus	Atopobium	1.0	Supragingival_plaque	Posterior_fornix	Intertype	#ff964f	#4df3ce	#cccccc	0.0	0.0	#8000ff	#8000ff
Bacteroides	42	Bacteroides	Abiotrophia	1.0	Stool	Buccal_mucosa	Intertype	#b2f396	#1996f3	#cccccc	0.0	0.0	#8000ff	#8000ff
Abiotrophia	43	Abiotrophia	Bacteroides	1.0	Buccal_mucosa	Stool	Intertype	#1996f3	#b2f396	#cccccc	0.0	0.0	#8000ff	#8000ff
Bacteroides	44	Bacteroides	Actinobaculum	1.0	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc	0.0	0.0	#8000ff	#8000ff
Actinobaculum	45	Actinobaculum	Bacteroides	1.0	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc	0.0	0.0	#8000ff	#8000ff
Bacteroides	46	Bacteroides	Actinomyces	1.0	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc	0.0	0.0	#8000ff	#8000ff
Actinomyces	47	Actinomyces	Bacteroides	1.0	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc	0.0	0.0	#8000ff	#8000ff
Bacteroides	48	Bacteroides	Aggregatibacter	1.0	Stool	Buccal_mucosa	Intertype	#b2f396	#1996f3	#cccccc	0.0	0.0	#8000ff	#8000ff
Aggregatibacter	49	Aggregatibacter	Bacteroides	1.0	Buccal_mucosa	Stool	Intertype	#1996f3	#b2f396	#cccccc	0.0	0.0	#8000ff	#8000ff
Bacteroides	50	Bacteroides	Alloprevotella	1.0	Stool	Buccal_mucosa	Intertype	#b2f396	#1996f3	#cccccc	0.0	0.0	#8000ff	#8000ff
Alloprevotella	51	Alloprevotella	Bacteroides	1.0	Buccal_mucosa	Stool	Intertype	#1996f3	#b2f396	#cccccc	0.0	0.0	#8000ff	#8000ff
Bacteroides	52	Bacteroides	Anaeroglobus	1.0	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc	0.0	0.0	#8000ff	#8000ff
Anaeroglobus	53	Anaeroglobus	Bacteroides	1.0	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc	0.0	0.0	#8000ff	#8000ff
Bacteroides	54	Bacteroides	Atopobium	1.0	Stool	Posterior_fornix	Intertype	#b2f396	#4df3ce	#cccccc	0.0	0.0	#8000ff	#8000ff
Atopobium	55	Atopobium	Bacteroides	1.0	Posterior_fornix	Stool	Intertype	#4df3ce	#b2f396	#cccccc	0.0	0.0	#8000ff	#8000ff
Bifidobacterium	56	Bifidobacterium	Abiotrophia	1.0	Stool	Buccal_mucosa	Intertype	#b2f396	#1996f3	#cccccc	0.0	0.0	#8000ff	#8000ff
Abiotrophia	57	Abiotrophia	Bifidobacterium	1.0	Buccal_mucosa	Stool	Intertype	#1996f3	#b2f396	#cccccc	0.0	0.0	#8000ff	#8000ff
Bifidobacterium	58	Bifidobacterium	Actinobaculum	1.0	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc	0.0	0.0	#8000ff	#8000ff
