	source	target	weight	source_freq	target_freq	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor	num_samps
23	Gemella	Johnsonella	3.0	8	5	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	8
24	Johnsonella	Haemophilus	4.0	5	8	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	8
25	Haemophilus	Johnsonella	4.0	8	5	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	8
26	Lachnoanaerobaculum	Centipeda	3.0	6	6	Tongue_dorsum	Subgingival_plaque	Intertype	#ff0000	#e4cf74	#cccccc	8
27	Centipeda	Lachnoanaerobaculum	3.0	6	6	Subgingival_plaque	Tongue_dorsum	Intertype	#e4cf74	#ff0000	#cccccc	8
28	Lautropia	Abiotrophia	5.0	8	8	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	8
29	Abiotrophia	Lautropia	5.0	8	8	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	8
30	Mycoplasma	Filifactor	2.0	3	3	Subgingival_plaque	Throat	Intertype	#e4cf74	#ff5029	#cccccc	8
31	Filifactor	Mycoplasma	2.0	3	3	Throat	Subgingival_plaque	Intertype	#ff5029	#e4cf74	#cccccc	8
32	Olsenella	Bacteroides	3.0	3	3	Subgingival_plaque	Stool	Intertype	#e4cf74	#b2f396	#cccccc	8
33	Bacteroides	Olsenella	3.0	3	3	Stool	Subgingival_plaque	Intertype	#b2f396	#e4cf74	#cccccc	8
34	Olsenella	Filifactor	2.0	3	3	Subgingival_plaque	Throat	Intertype	#e4cf74	#ff5029	#cccccc	8
35	Filifactor	Olsenella	2.0	3	3	Throat	Subgingival_plaque	Intertype	#ff5029	#e4cf74	#cccccc	8
36	Oribacterium	Centipeda	3.0	7	6	Tongue_dorsum	Subgingival_plaque	Intertype	#ff0000	#e4cf74	#cccccc	8
37	Centipeda	Oribacterium	3.0	6	7	Subgingival_plaque	Tongue_dorsum	Intertype	#e4cf74	#ff0000	#cccccc	8
38	Parvimonas	Centipeda	3.0	6	6	Throat	Subgingival_plaque	Intertype	#ff5029	#e4cf74	#cccccc	8
39	Centipeda	Parvimonas	3.0	6	6	Subgingival_plaque	Throat	Intertype	#e4cf74	#ff5029	#cccccc	8
40	Parvimonas	Lachnoanaerobaculum	5.0	6	6	Throat	Tongue_dorsum	Intertype	#ff5029	#ff0000	#cccccc	8
41	Lachnoanaerobaculum	Parvimonas	5.0	6	6	Tongue_dorsum	Throat	Intertype	#ff0000	#ff5029	#cccccc	8
42	Parvimonas	Oribacterium	4.0	6	7	Throat	Tongue_dorsum	Intertype	#ff5029	#ff0000	#cccccc	8
43	Oribacterium	Parvimonas	4.0	7	6	Tongue_dorsum	Throat	Intertype	#ff0000	#ff5029	#cccccc	8
44	Peptostreptococcus	Lachnoanaerobaculum	3.0	4	6	Throat	Tongue_dorsum	Intertype	#ff5029	#ff0000	#cccccc	8
45	Lachnoanaerobaculum	Peptostreptococcus	3.0	6	4	Tongue_dorsum	Throat	Intertype	#ff0000	#ff5029	#cccccc	8
46	Peptostreptococcus	Oribacterium	3.0	4	7	Throat	Tongue_dorsum	Intertype	#ff5029	#ff0000	#cccccc	8
47	Oribacterium	Peptostreptococcus	3.0	7	4	Tongue_dorsum	Throat	Intertype	#ff0000	#ff5029	#cccccc	8
48	Peptostreptococcus	Parvimonas	3.0	4	6	Throat	Throat	Throat	#ff5029	#ff5029	#ff5029	8
49	Parvimonas	Peptostreptococcus	3.0	6	4	Throat	Throat	Throat	#ff5029	#ff5029	#ff5029	8
50	Porphyrobacter	Chryseobacterium	4.0	5	5	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	8
51	Chryseobacterium	Porphyrobacter	4.0	5	5	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	8
52	Prevotella	Anaeroglobus	3.0	8	4	Tongue_dorsum	Supragingival_plaque	Intertype	#ff0000	#ff964f	#cccccc	8
53	Anaeroglobus	Prevotella	3.0	4	8	Supragingival_plaque	Tongue_dorsum	Intertype	#ff964f	#ff0000	#cccccc	8
54	Prevotella	Atopobium	4.0	8	5	Tongue_dorsum	Posterior_fornix	Intertype	#ff0000	#4df3ce	#cccccc	8
55	Atopobium	Prevotella	4.0	5	8	Posterior_fornix	Tongue_dorsum	Intertype	#4df3ce	#ff0000	#cccccc	8
56	Prevotella	Centipeda	3.0	8	6	Tongue_dorsum	Subgingival_plaque	Intertype	#ff0000	#e4cf74	#cccccc	8
57	Centipeda	Prevotella	3.0	6	8	Subgingival_plaque	Tongue_dorsum	Intertype	#e4cf74	#ff0000	#cccccc	8
58	Prevotella	Lachnoanaerobaculum	4.0	8	6	Tongue_dorsum	Tongue_dorsum	Tongue_dorsum	#ff0000	#ff0000	#ff0000	8
59	Lachnoanaerobaculum	Prevotella	4.0	6	8	Tongue_dorsum	Tongue_dorsum	Tongue_dorsum	#ff0000	#ff0000	#ff0000	8
60	Rothia	Kingella	6.0	8	8	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	8
61	Kingella	Rothia	6.0	8	8	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	8
62	Selenomonas	Catonella	4.0	8	6	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc	8
63	Catonella	Selenomonas	4.0	6	8	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc	8
64	Selenomonas	Johnsonella	3.0	8	5	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	8
65	Johnsonella	Selenomonas	3.0	5	8	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	8
66	Staphylococcus	Aggregatibacter	3.0	3	8	Anterior_nares	Buccal_mucosa	Intertype	#8000ff	#1996f3	#cccccc	8
67	Aggregatibacter	Staphylococcus	3.0	8	3	Buccal_mucosa	Anterior_nares	Intertype	#1996f3	#8000ff	#cccccc	8
68	Staphylococcus	Granulicatella	3.0	3	8	Anterior_nares	Attached	Intertype	#8000ff	#4e4dfc	#cccccc	8
69	Granulicatella	Staphylococcus	3.0	8	3	Attached	Anterior_nares	Intertype	#4e4dfc	#8000ff	#cccccc	8
70	Staphylococcus	Johnsonella	3.0	3	5	Anterior_nares	Supragingival_plaque	Intertype	#8000ff	#ff964f	#cccccc	8
71	Johnsonella	Staphylococcus	3.0	5	3	Supragingival_plaque	Anterior_nares	Intertype	#ff964f	#8000ff	#cccccc	8
72	Stomatobaculum	Filifactor	2.0	3	3	Tongue_dorsum	Throat	Intertype	#ff0000	#ff5029	#cccccc	8
73	Filifactor	Stomatobaculum	2.0	3	3	Throat	Tongue_dorsum	Intertype	#ff5029	#ff0000	#cccccc	8
74	Streptococcus	Granulicatella	5.0	8	8	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc	8
75	Granulicatella	Streptococcus	5.0	8	8	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc	8
76	Streptococcus	Staphylococcus	3.0	8	3	Buccal_mucosa	Anterior_nares	Intertype	#1996f3	#8000ff	#cccccc	8
77	Staphylococcus	Streptococcus	3.0	3	8	Anterior_nares	Buccal_mucosa	Intertype	#8000ff	#1996f3	#cccccc	8
78	Treponema	Catonella	4.0	8	6	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74	8
79	Catonella	Treponema	4.0	6	8	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74	8
80	Treponema	Selenomonas	4.0	8	8	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc	8
81	Selenomonas	Treponema	4.0	8	8	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc	8
82	Veillonella	Paraprevotella	6.0	8	8	Tongue_dorsum	Stool	Intertype	#ff0000	#b2f396	#cccccc	8
83	Paraprevotella	Veillonella	6.0	8	8	Stool	Tongue_dorsum	Intertype	#b2f396	#ff0000	#cccccc	8
