	source	target	weight	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor
0	Actinomyces	Abiotrophia	1.0	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc
1	Abiotrophia	Actinomyces	1.0	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc
2	Afipia	Actinobaculum	1.0	Throat	Supragingival_plaque	Intertype	#ff5029	#ff964f	#cccccc
3	Actinobaculum	Afipia	1.0	Supragingival_plaque	Throat	Intertype	#ff964f	#ff5029	#cccccc
4	Aggregatibacter	Actinobaculum	1.0	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc
5	Actinobaculum	Aggregatibacter	1.0	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc
6	Aggregatibacter	Afipia	1.0	Buccal_mucosa	Throat	Intertype	#1996f3	#ff5029	#cccccc
7	Afipia	Aggregatibacter	1.0	Throat	Buccal_mucosa	Intertype	#ff5029	#1996f3	#cccccc
8	Alistipes	Abiotrophia	1.0	Stool	Buccal_mucosa	Intertype	#b2f396	#1996f3	#cccccc
9	Abiotrophia	Alistipes	1.0	Buccal_mucosa	Stool	Intertype	#1996f3	#b2f396	#cccccc
10	Alistipes	Actinomyces	1.0	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc
11	Actinomyces	Alistipes	1.0	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc
12	Alloprevotella	Abiotrophia	1.0	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3
13	Abiotrophia	Alloprevotella	1.0	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3
14	Alloprevotella	Actinomyces	1.0	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc
15	Actinomyces	Alloprevotella	1.0	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc
16	Alloprevotella	Alistipes	1.0	Buccal_mucosa	Stool	Intertype	#1996f3	#b2f396	#cccccc
17	Alistipes	Alloprevotella	1.0	Stool	Buccal_mucosa	Intertype	#b2f396	#1996f3	#cccccc
18	Atopobium	Abiotrophia	2.0	Posterior_fornix	Buccal_mucosa	Intertype	#4df3ce	#1996f3	#cccccc
19	Abiotrophia	Atopobium	2.0	Buccal_mucosa	Posterior_fornix	Intertype	#1996f3	#4df3ce	#cccccc
20	Atopobium	Actinomyces	1.0	Posterior_fornix	Supragingival_plaque	Intertype	#4df3ce	#ff964f	#cccccc
21	Actinomyces	Atopobium	1.0	Supragingival_plaque	Posterior_fornix	Intertype	#ff964f	#4df3ce	#cccccc
22	Atopobium	Alistipes	1.0	Posterior_fornix	Stool	Intertype	#4df3ce	#b2f396	#cccccc
23	Alistipes	Atopobium	1.0	Stool	Posterior_fornix	Intertype	#b2f396	#4df3ce	#cccccc
24	Atopobium	Alloprevotella	1.0	Posterior_fornix	Buccal_mucosa	Intertype	#4df3ce	#1996f3	#cccccc
25	Alloprevotella	Atopobium	1.0	Buccal_mucosa	Posterior_fornix	Intertype	#1996f3	#4df3ce	#cccccc
26	Bacillus	Abiotrophia	1.0	Anterior_nares	Buccal_mucosa	Intertype	#8000ff	#1996f3	#cccccc
27	Abiotrophia	Bacillus	1.0	Buccal_mucosa	Anterior_nares	Intertype	#1996f3	#8000ff	#cccccc
28	Bacillus	Actinomyces	1.0	Anterior_nares	Supragingival_plaque	Intertype	#8000ff	#ff964f	#cccccc
29	Actinomyces	Bacillus	1.0	Supragingival_plaque	Anterior_nares	Intertype	#ff964f	#8000ff	#cccccc
30	Bacillus	Alistipes	1.0	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc
31	Alistipes	Bacillus	1.0	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc
32	Bacillus	Alloprevotella	1.0	Anterior_nares	Buccal_mucosa	Intertype	#8000ff	#1996f3	#cccccc
33	Alloprevotella	Bacillus	1.0	Buccal_mucosa	Anterior_nares	Intertype	#1996f3	#8000ff	#cccccc
34	Bacillus	Atopobium	1.0	Anterior_nares	Posterior_fornix	Intertype	#8000ff	#4df3ce	#cccccc
35	Atopobium	Bacillus	1.0	Posterior_fornix	Anterior_nares	Intertype	#4df3ce	#8000ff	#cccccc
36	Bacteroides	Abiotrophia	2.0	Stool	Buccal_mucosa	Intertype	#b2f396	#1996f3	#cccccc
37	Abiotrophia	Bacteroides	2.0	Buccal_mucosa	Stool	Intertype	#1996f3	#b2f396	#cccccc
38	Bacteroides	Actinomyces	1.0	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc
39	Actinomyces	Bacteroides	1.0	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc
40	Bacteroides	Alistipes	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
41	Alistipes	Bacteroides	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
