source	Unnamed: 0	source	target	weight	source_freq	target_freq	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor	num_samps	spect_cluster	commun_cluster	spect_color	comm_color
Catabacter	155	Catabacter	Mageeibacillus	1.0	1	1	Stool	Posterior_fornix	Intertype	#b2f396	#4df3ce	#cccccc	16	13.0	7.0	#ffac5c	#6efebe
Mageeibacillus	156	Mageeibacillus	Faecalicoccus	1.0	1	1	Posterior_fornix	Stool	Intertype	#4df3ce	#b2f396	#cccccc	16	13.0	7.0	#ffac5c	#6efebe
Faecalicoccus	157	Faecalicoccus	Mageeibacillus	1.0	1	1	Stool	Posterior_fornix	Intertype	#b2f396	#4df3ce	#cccccc	16	13.0	7.0	#ffac5c	#6efebe
Mageeibacillus	158	Mageeibacillus	Levyella	1.0	1	2	Posterior_fornix	Stool	Intertype	#4df3ce	#b2f396	#cccccc	16	13.0	7.0	#ffac5c	#6efebe
Levyella	159	Levyella	Mageeibacillus	1.0	2	1	Stool	Posterior_fornix	Intertype	#b2f396	#4df3ce	#cccccc	16	13.0	7.0	#ffac5c	#6efebe
Marvinbryantia	160	Marvinbryantia	Actinomyces	3.0	5	4	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc	16	6.0	3.0	#34e4d9	#1996f3
Actinomyces	161	Actinomyces	Marvinbryantia	3.0	4	5	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc	16	6.0	3.0	#34e4d9	#1996f3
Marvinbryantia	162	Marvinbryantia	Bacillus	2.0	5	3	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc	16	6.0	3.0	#34e4d9	#1996f3
Bacillus	163	Bacillus	Marvinbryantia	2.0	3	5	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc	16	6.0	3.0	#34e4d9	#1996f3
Megamonas	164	Megamonas	Aggregatibacter	1.0	1	1	Stool	Buccal_mucosa	Intertype	#b2f396	#1996f3	#cccccc	16	2.0	5.0	#445cfb	#2adddd
Aggregatibacter	165	Aggregatibacter	Megamonas	1.0	1	1	Buccal_mucosa	Stool	Intertype	#1996f3	#b2f396	#cccccc	16	2.0	5.0	#445cfb	#2adddd
Megasphaera	166	Megasphaera	Fusobacterium	1.0	4	1	Tongue_dorsum	Tongue_dorsum	Tongue_dorsum	#ff0000	#ff0000	#ff0000	16	3.0	14.0	#2686f5	#ff351b
Fusobacterium	167	Fusobacterium	Megasphaera	1.0	1	4	Tongue_dorsum	Tongue_dorsum	Tongue_dorsum	#ff0000	#ff0000	#ff0000	16	3.0	14.0	#2686f5	#ff351b
Odoribacter	168	Odoribacter	Alistipes	6.0	15	15	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	8.0	2.0	#70febc	#3c68f9
Alistipes	169	Alistipes	Odoribacter	6.0	15	15	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	8.0	2.0	#70febc	#3c68f9
Odoribacter	170	Odoribacter	Butyricimonas	4.0	15	11	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	8.0	2.0	#70febc	#3c68f9
Butyricimonas	171	Butyricimonas	Odoribacter	4.0	11	15	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	8.0	1.0	#70febc	#5e35fe
Oscillibacter	172	Oscillibacter	Intestinimonas	6.0	14	15	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	7.0	15.0	#52f5cb	#ff0000
Intestinimonas	173	Intestinimonas	Oscillibacter	6.0	15	14	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	5.0	15.0	#17cbe4	#ff0000
Oxalobacter	174	Oxalobacter	Butyricimonas	3.0	4	11	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	1.0	1.0	#622ffe	#5e35fe
Butyricimonas	175	Butyricimonas	Oxalobacter	3.0	11	4	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	8.0	1.0	#70febc	#5e35fe
Oxalobacter	176	Oxalobacter	Coprococcus	3.0	4	15	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	1.0	1.0	#622ffe	#5e35fe
Coprococcus	177	Coprococcus	Oxalobacter	3.0	15	4	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	10.0	0.0	#acf59a	#8000ff
Parabacteroides	178	Parabacteroides	Oscillibacter	5.0	16	14	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	7.0	15.0	#52f5cb	#ff0000
Oscillibacter	179	Oscillibacter	Parabacteroides	5.0	14	16	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	7.0	15.0	#52f5cb	#ff0000
Paraprevotella	180	Paraprevotella	Alloprevotella	1.0	9	2	Stool	Buccal_mucosa	Intertype	#b2f396	#1996f3	#cccccc	16	17.0	6.0	#ff0000	#4df3ce
Alloprevotella	181	Alloprevotella	Paraprevotella	1.0	2	9	Buccal_mucosa	Stool	Intertype	#1996f3	#b2f396	#cccccc	16	17.0	6.0	#ff0000	#4df3ce
Paraprevotella	182	Paraprevotella	Capnocytophaga	1.0	9	1	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc	16	17.0	6.0	#ff0000	#4df3ce
Capnocytophaga	183	Capnocytophaga	Paraprevotella	1.0	1	9	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc	16	17.0	6.0	#ff0000	#4df3ce
Paraprevotella	184	Paraprevotella	Cellulomonas	1.0	9	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	17.0	6.0	#ff0000	#4df3ce
Cellulomonas	185	Cellulomonas	Paraprevotella	1.0	2	9	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	17.0	6.0	#ff0000	#4df3ce
Paraprevotella	186	Paraprevotella	Enterorhabdus	1.0	9	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	17.0	6.0	#ff0000	#4df3ce
Enterorhabdus	187	Enterorhabdus	Paraprevotella	1.0	1	9	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	17.0	6.0	#ff0000	#4df3ce
Paraprevotella	188	Paraprevotella	Escherichia	1.0	9	4	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	17.0	6.0	#ff0000	#4df3ce
Escherichia	189	Escherichia	Paraprevotella	1.0	4	9	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	17.0	6.0	#ff0000	#4df3ce
Paraprevotella	190	Paraprevotella	Hallella	1.0	9	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	17.0	6.0	#ff0000	#4df3ce
Hallella	191	Hallella	Paraprevotella	1.0	1	9	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	17.0	6.0	#ff0000	#4df3ce
Pedobacter	192	Pedobacter	Aggregatibacter	1.0	1	1	Anterior_nares	Buccal_mucosa	Intertype	#8000ff	#1996f3	#cccccc	16	2.0	5.0	#445cfb	#2adddd
Aggregatibacter	193	Aggregatibacter	Pedobacter	1.0	1	1	Buccal_mucosa	Anterior_nares	Intertype	#1996f3	#8000ff	#cccccc	16	2.0	5.0	#445cfb	#2adddd
Pedobacter	194	Pedobacter	Megamonas	1.0	1	1	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc	16	2.0	5.0	#445cfb	#2adddd
Megamonas	195	Megamonas	Pedobacter	1.0	1	1	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc	16	2.0	5.0	#445cfb	#2adddd
Peptoclostridium	196	Peptoclostridium	Blautia	10.0	16	16	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	4.0	0.0	#08acee	#8000ff
Blautia	197	Blautia	Peptoclostridium	10.0	16	16	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	4.0	0.0	#08acee	#8000ff
Peptoclostridium	198	Peptoclostridium	Coprobacillus	7.0	16	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	4.0	0.0	#08acee	#8000ff
Coprobacillus	199	Coprobacillus	Peptoclostridium	7.0	10	16	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	4.0	0.0	#08acee	#8000ff
Peptostreptococcus	200	Peptostreptococcus	Holdemanella	2.0	3	5	Throat	Stool	Intertype	#ff5029	#b2f396	#cccccc	16	4.0	11.0	#08acee	#f6be68
Holdemanella	201	Holdemanella	Peptostreptococcus	2.0	5	3	Stool	Throat	Intertype	#b2f396	#ff5029	#cccccc	16	4.0	11.0	#08acee	#f6be68
Phascolarctobacterium	202	Phascolarctobacterium	Dorea	4.0	6	16	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	0.0	12.0	#8000ff	#ff964f
Dorea	203	Dorea	Phascolarctobacterium	4.0	16	6	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	0.0	12.0	#8000ff	#ff964f
Porphyromonas	204	Porphyromonas	Akkermansia	4.0	6	15	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc	16	14.0	0.0	#ff8646	#8000ff
Akkermansia	205	Akkermansia	Porphyromonas	4.0	15	6	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc	16	14.0	0.0	#ff8646	#8000ff
Prevotella	206	Prevotella	Capnocytophaga	1.0	16	1	Tongue_dorsum	Supragingival_plaque	Intertype	#ff0000	#ff964f	#cccccc	16	17.0	6.0	#ff0000	#4df3ce
Capnocytophaga	207	Capnocytophaga	Prevotella	1.0	1	16	Supragingival_plaque	Tongue_dorsum	Intertype	#ff964f	#ff0000	#cccccc	16	17.0	6.0	#ff0000	#4df3ce
Prevotella	208	Prevotella	Enterorhabdus	1.0	16	1	Tongue_dorsum	Stool	Intertype	#ff0000	#b2f396	#cccccc	16	17.0	6.0	#ff0000	#4df3ce
Enterorhabdus	209	Enterorhabdus	Prevotella	1.0	1	16	Stool	Tongue_dorsum	Intertype	#b2f396	#ff0000	#cccccc	16	17.0	6.0	#ff0000	#4df3ce
Prevotella	210	Prevotella	Escherichia	1.0	16	4	Tongue_dorsum	Stool	Intertype	#ff0000	#b2f396	#cccccc	16	17.0	6.0	#ff0000	#4df3ce
Escherichia	211	Escherichia	Prevotella	1.0	4	16	Stool	Tongue_dorsum	Intertype	#b2f396	#ff0000	#cccccc	16	17.0	6.0	#ff0000	#4df3ce
Prevotella	212	Prevotella	Hallella	1.0	16	1	Tongue_dorsum	Stool	Intertype	#ff0000	#b2f396	#cccccc	16	17.0	6.0	#ff0000	#4df3ce
Hallella	213	Hallella	Prevotella	1.0	1	16	Stool	Tongue_dorsum	Intertype	#b2f396	#ff0000	#cccccc	16	17.0	6.0	#ff0000	#4df3ce
Prevotella	214	Prevotella	Paraprevotella	1.0	16	9	Tongue_dorsum	Stool	Intertype	#ff0000	#b2f396	#cccccc	16	17.0	6.0	#ff0000	#4df3ce
Paraprevotella	215	Paraprevotella	Prevotella	1.0	9	16	Stool	Tongue_dorsum	Intertype	#b2f396	#ff0000	#cccccc	16	17.0	6.0	#ff0000	#4df3ce
Rikenella	216	Rikenella	Acholeplasma	3.0	6	3	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	1.0	1.0	#622ffe	#5e35fe
Acholeplasma	217	Acholeplasma	Rikenella	3.0	3	6	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	1.0	1.0	#622ffe	#5e35fe
Rikenella	218	Rikenella	Acidaminococcus	2.0	6	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	1.0	1.0	#622ffe	#5e35fe
Acidaminococcus	219	Acidaminococcus	Rikenella	2.0	2	6	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	1.0	1.0	#622ffe	#5e35fe
Rothia	220	Rothia	Adlercreutzia	2.0	2	6	Buccal_mucosa	Stool	Intertype	#1996f3	#b2f396	#cccccc	16	15.0	4.0	#ff5c2f	#08bee9
Adlercreutzia	221	Adlercreutzia	Rothia	2.0	6	2	Stool	Buccal_mucosa	Intertype	#b2f396	#1996f3	#cccccc	16	15.0	4.0	#ff5c2f	#08bee9
Rothia	222	Rothia	Anaerofustis	1.0	2	1	Buccal_mucosa	Stool	Intertype	#1996f3	#b2f396	#cccccc	16	15.0	4.0	#ff5c2f	#08bee9
Anaerofustis	223	Anaerofustis	Rothia	1.0	1	2	Stool	Buccal_mucosa	Intertype	#b2f396	#1996f3	#cccccc	16	15.0	4.0	#ff5c2f	#08bee9
Rothia	224	Rothia	Campylobacter	1.0	2	1	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	16	15.0	4.0	#ff5c2f	#08bee9
Campylobacter	225	Campylobacter	Rothia	1.0	1	2	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	16	15.0	4.0	#ff5c2f	#08bee9
Rothia	226	Rothia	Desulfotomaculum	1.0	2	1	Buccal_mucosa	Stool	Intertype	#1996f3	#b2f396	#cccccc	16	15.0	4.0	#ff5c2f	#08bee9
Desulfotomaculum	227	Desulfotomaculum	Rothia	1.0	1	2	Stool	Buccal_mucosa	Intertype	#b2f396	#1996f3	#cccccc	16	15.0	4.0	#ff5c2f	#08bee9
Rothia	228	Rothia	Desulfovibrio	1.0	2	4	Buccal_mucosa	Stool	Intertype	#1996f3	#b2f396	#cccccc	16	15.0	4.0	#ff5c2f	#08bee9
Desulfovibrio	229	Desulfovibrio	Rothia	1.0	4	2	Stool	Buccal_mucosa	Intertype	#b2f396	#1996f3	#cccccc	16	15.0	4.0	#ff5c2f	#08bee9
Rothia	230	Rothia	Enterobacter	1.0	2	1	Buccal_mucosa	Anterior_nares	Intertype	#1996f3	#8000ff	#cccccc	16	15.0	4.0	#ff5c2f	#08bee9
Enterobacter	231	Enterobacter	Rothia	1.0	1	2	Anterior_nares	Buccal_mucosa	Intertype	#8000ff	#1996f3	#cccccc	16	15.0	4.0	#ff5c2f	#08bee9
Ruminiclostridium	232	Ruminiclostridium	Eggerthella	2.0	15	3	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	12.0	13.0	#e8cb72	#ff6835
Eggerthella	233	Eggerthella	Ruminiclostridium	2.0	3	15	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	12.0	13.0	#e8cb72	#ff6835
Salmonella	234	Salmonella	Holdemanella	3.0	4	5	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc	16	4.0	11.0	#08acee	#f6be68
Holdemanella	235	Holdemanella	Salmonella	3.0	5	4	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc	16	4.0	11.0	#08acee	#f6be68
Salmonella	236	Salmonella	Peptostreptococcus	2.0	4	3	Anterior_nares	Throat	Intertype	#8000ff	#ff5029	#cccccc	16	4.0	11.0	#08acee	#f6be68
Peptostreptococcus	237	Peptostreptococcus	Salmonella	2.0	3	4	Throat	Anterior_nares	Intertype	#ff5029	#8000ff	#cccccc	16	4.0	11.0	#08acee	#f6be68
Sanguibacteroides	238	Sanguibacteroides	Aggregatibacter	1.0	2	1	Stool	Buccal_mucosa	Intertype	#b2f396	#1996f3	#cccccc	16	2.0	5.0	#445cfb	#2adddd
Aggregatibacter	239	Aggregatibacter	Sanguibacteroides	1.0	1	2	Buccal_mucosa	Stool	Intertype	#1996f3	#b2f396	#cccccc	16	2.0	5.0	#445cfb	#2adddd
Sanguibacteroides	240	Sanguibacteroides	Megamonas	1.0	2	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	2.0	5.0	#445cfb	#2adddd
Megamonas	241	Megamonas	Sanguibacteroides	1.0	1	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	2.0	5.0	#445cfb	#2adddd
Sanguibacteroides	242	Sanguibacteroides	Pedobacter	1.0	2	1	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc	16	2.0	5.0	#445cfb	#2adddd
Pedobacter	243	Pedobacter	Sanguibacteroides	1.0	1	2	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc	16	2.0	5.0	#445cfb	#2adddd
Senegalimassilia	244	Senegalimassilia	Bilophila	2.0	2	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	1.0	1.0	#622ffe	#5e35fe
Bilophila	245	Bilophila	Senegalimassilia	2.0	10	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	1.0	1.0	#622ffe	#5e35fe
Senegalimassilia	246	Senegalimassilia	Butyricimonas	2.0	2	11	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	1.0	1.0	#622ffe	#5e35fe
Butyricimonas	247	Butyricimonas	Senegalimassilia	2.0	11	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	8.0	1.0	#70febc	#5e35fe
Senegalimassilia	248	Senegalimassilia	Rikenella	2.0	2	6	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	1.0	1.0	#622ffe	#5e35fe
Rikenella	249	Rikenella	Senegalimassilia	2.0	6	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	1.0	1.0	#622ffe	#5e35fe
Sinorhizobium	250	Sinorhizobium	Capnocytophaga	1.0	2	1	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc	16	17.0	6.0	#ff0000	#4df3ce
Capnocytophaga	251	Capnocytophaga	Sinorhizobium	1.0	1	2	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc	16	17.0	6.0	#ff0000	#4df3ce
Sinorhizobium	252	Sinorhizobium	Enterorhabdus	1.0	2	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	17.0	6.0	#ff0000	#4df3ce
Enterorhabdus	253	Enterorhabdus	Sinorhizobium	1.0	1	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	17.0	6.0	#ff0000	#4df3ce
Sinorhizobium	254	Sinorhizobium	Escherichia	1.0	2	4	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	17.0	6.0	#ff0000	#4df3ce
Escherichia	255	Escherichia	Sinorhizobium	1.0	4	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	17.0	6.0	#ff0000	#4df3ce
Sinorhizobium	256	Sinorhizobium	Hallella	1.0	2	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	17.0	6.0	#ff0000	#4df3ce
Hallella	257	Hallella	Sinorhizobium	1.0	1	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	17.0	6.0	#ff0000	#4df3ce
Sinorhizobium	258	Sinorhizobium	Paraprevotella	1.0	2	9	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	17.0	6.0	#ff0000	#4df3ce
Paraprevotella	259	Paraprevotella	Sinorhizobium	1.0	9	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	17.0	6.0	#ff0000	#4df3ce
Slackia	260	Slackia	Holdemanella	2.0	2	5	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	4.0	11.0	#08acee	#f6be68
Holdemanella	261	Holdemanella	Slackia	2.0	5	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	4.0	11.0	#08acee	#f6be68
Solobacterium	262	Solobacterium	Anaerofustis	1.0	2	1	Tongue_dorsum	Stool	Intertype	#ff0000	#b2f396	#cccccc	16	15.0	4.0	#ff5c2f	#08bee9
Anaerofustis	263	Anaerofustis	Solobacterium	1.0	1	2	Stool	Tongue_dorsum	Intertype	#b2f396	#ff0000	#cccccc	16	15.0	4.0	#ff5c2f	#08bee9
Solobacterium	264	Solobacterium	Campylobacter	1.0	2	1	Tongue_dorsum	Supragingival_plaque	Intertype	#ff0000	#ff964f	#cccccc	16	15.0	4.0	#ff5c2f	#08bee9
Campylobacter	265	Campylobacter	Solobacterium	1.0	1	2	Supragingival_plaque	Tongue_dorsum	Intertype	#ff964f	#ff0000	#cccccc	16	15.0	4.0	#ff5c2f	#08bee9
Solobacterium	266	Solobacterium	Desulfotomaculum	1.0	2	1	Tongue_dorsum	Stool	Intertype	#ff0000	#b2f396	#cccccc	16	15.0	4.0	#ff5c2f	#08bee9
Desulfotomaculum	267	Desulfotomaculum	Solobacterium	1.0	1	2	Stool	Tongue_dorsum	Intertype	#b2f396	#ff0000	#cccccc	16	15.0	4.0	#ff5c2f	#08bee9
Solobacterium	268	Solobacterium	Desulfovibrio	1.0	2	4	Tongue_dorsum	Stool	Intertype	#ff0000	#b2f396	#cccccc	16	15.0	4.0	#ff5c2f	#08bee9
Desulfovibrio	269	Desulfovibrio	Solobacterium	1.0	4	2	Stool	Tongue_dorsum	Intertype	#b2f396	#ff0000	#cccccc	16	15.0	4.0	#ff5c2f	#08bee9
Solobacterium	270	Solobacterium	Enterobacter	1.0	2	1	Tongue_dorsum	Anterior_nares	Intertype	#ff0000	#8000ff	#cccccc	16	15.0	4.0	#ff5c2f	#08bee9
Enterobacter	271	Enterobacter	Solobacterium	1.0	1	2	Anterior_nares	Tongue_dorsum	Intertype	#8000ff	#ff0000	#cccccc	16	15.0	4.0	#ff5c2f	#08bee9
Stomatobaculum	272	Stomatobaculum	Anaerococcus	1.0	1	1	Tongue_dorsum	Anterior_nares	Intertype	#ff0000	#8000ff	#cccccc	16	13.0	7.0	#ffac5c	#6efebe
Anaerococcus	273	Anaerococcus	Stomatobaculum	1.0	1	1	Anterior_nares	Tongue_dorsum	Intertype	#8000ff	#ff0000	#cccccc	16	13.0	7.0	#ffac5c	#6efebe
Stomatobaculum	274	Stomatobaculum	Catabacter	1.0	1	1	Tongue_dorsum	Stool	Intertype	#ff0000	#b2f396	#cccccc	16	13.0	7.0	#ffac5c	#6efebe
Catabacter	275	Catabacter	Stomatobaculum	1.0	1	1	Stool	Tongue_dorsum	Intertype	#b2f396	#ff0000	#cccccc	16	13.0	7.0	#ffac5c	#6efebe
Stomatobaculum	276	Stomatobaculum	Faecalicoccus	1.0	1	1	Tongue_dorsum	Stool	Intertype	#ff0000	#b2f396	#cccccc	16	13.0	7.0	#ffac5c	#6efebe
Faecalicoccus	277	Faecalicoccus	Stomatobaculum	1.0	1	1	Stool	Tongue_dorsum	Intertype	#b2f396	#ff0000	#cccccc	16	13.0	7.0	#ffac5c	#6efebe
Stomatobaculum	278	Stomatobaculum	Levyella	1.0	1	2	Tongue_dorsum	Stool	Intertype	#ff0000	#b2f396	#cccccc	16	13.0	7.0	#ffac5c	#6efebe
Levyella	279	Levyella	Stomatobaculum	1.0	2	1	Stool	Tongue_dorsum	Intertype	#b2f396	#ff0000	#cccccc	16	13.0	7.0	#ffac5c	#6efebe
Stomatobaculum	280	Stomatobaculum	Mageeibacillus	1.0	1	1	Tongue_dorsum	Posterior_fornix	Intertype	#ff0000	#4df3ce	#cccccc	16	13.0	7.0	#ffac5c	#6efebe
Mageeibacillus	281	Mageeibacillus	Stomatobaculum	1.0	1	1	Posterior_fornix	Tongue_dorsum	Intertype	#4df3ce	#ff0000	#cccccc	16	13.0	7.0	#ffac5c	#6efebe
Streptococcus	282	Streptococcus	Anaerostipes	7.0	15	10	Buccal_mucosa	Stool	Intertype	#1996f3	#b2f396	#cccccc	16	4.0	0.0	#08acee	#8000ff
Anaerostipes	283	Anaerostipes	Streptococcus	7.0	10	15	Stool	Buccal_mucosa	Intertype	#b2f396	#1996f3	#cccccc	16	4.0	0.0	#08acee	#8000ff
Streptococcus	284	Streptococcus	Blautia	10.0	15	16	Buccal_mucosa	Stool	Intertype	#1996f3	#b2f396	#cccccc	16	4.0	0.0	#08acee	#8000ff
Blautia	285	Blautia	Streptococcus	10.0	16	15	Stool	Buccal_mucosa	Intertype	#b2f396	#1996f3	#cccccc	16	4.0	0.0	#08acee	#8000ff
Streptococcus	286	Streptococcus	Coprococcus	7.0	15	15	Buccal_mucosa	Stool	Intertype	#1996f3	#b2f396	#cccccc	16	4.0	0.0	#08acee	#8000ff
Coprococcus	287	Coprococcus	Streptococcus	7.0	15	15	Stool	Buccal_mucosa	Intertype	#b2f396	#1996f3	#cccccc	16	10.0	0.0	#acf59a	#8000ff
Streptococcus	288	Streptococcus	Holdemania	6.0	15	12	Buccal_mucosa	Stool	Intertype	#1996f3	#b2f396	#cccccc	16	4.0	0.0	#08acee	#8000ff
Holdemania	289	Holdemania	Streptococcus	6.0	12	15	Stool	Buccal_mucosa	Intertype	#b2f396	#1996f3	#cccccc	16	4.0	0.0	#08acee	#8000ff
Subdoligranulum	290	Subdoligranulum	Coprococcus	5.0	14	15	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	10.0	0.0	#acf59a	#8000ff
Coprococcus	291	Coprococcus	Subdoligranulum	5.0	15	14	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	10.0	0.0	#acf59a	#8000ff
Terrisporobacter	292	Terrisporobacter	Anaeroglobus	1.0	1	1	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc	16	9.0	8.0	#8efeac	#90feab
Anaeroglobus	293	Anaeroglobus	Terrisporobacter	1.0	1	1	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc	16	9.0	8.0	#8efeac	#90feab
Terrisporobacter	294	Terrisporobacter	Haemophilus	1.0	1	5	Stool	Buccal_mucosa	Intertype	#b2f396	#1996f3	#cccccc	16	9.0	8.0	#8efeac	#90feab
Haemophilus	295	Haemophilus	Terrisporobacter	1.0	5	1	Buccal_mucosa	Stool	Intertype	#1996f3	#b2f396	#cccccc	16	9.0	8.0	#8efeac	#90feab
Terrisporobacter	296	Terrisporobacter	Johnsonella	1.0	1	1	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc	16	9.0	8.0	#8efeac	#90feab
Johnsonella	297	Johnsonella	Terrisporobacter	1.0	1	1	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc	16	9.0	8.0	#8efeac	#90feab
Terrisporobacter	298	Terrisporobacter	Leuconostoc	1.0	1	1	Stool	Saliva	Intertype	#b2f396	#7effb5	#cccccc	16	9.0	8.0	#8efeac	#90feab
Leuconostoc	299	Leuconostoc	Terrisporobacter	1.0	1	1	Saliva	Stool	Intertype	#7effb5	#b2f396	#cccccc	16	9.0	8.0	#8efeac	#90feab
Turicibacter	300	Turicibacter	Anaeroglobus	1.0	1	1	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc	16	9.0	8.0	#8efeac	#90feab
Anaeroglobus	301	Anaeroglobus	Turicibacter	1.0	1	1	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc	16	9.0	8.0	#8efeac	#90feab
Turicibacter	302	Turicibacter	Haemophilus	1.0	1	5	Stool	Buccal_mucosa	Intertype	#b2f396	#1996f3	#cccccc	16	9.0	8.0	#8efeac	#90feab
Haemophilus	303	Haemophilus	Turicibacter	1.0	5	1	Buccal_mucosa	Stool	Intertype	#1996f3	#b2f396	#cccccc	16	9.0	8.0	#8efeac	#90feab
Turicibacter	304	Turicibacter	Johnsonella	1.0	1	1	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc	16	9.0	8.0	#8efeac	#90feab
Johnsonella	305	Johnsonella	Turicibacter	1.0	1	1	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc	16	9.0	8.0	#8efeac	#90feab
Turicibacter	306	Turicibacter	Leuconostoc	1.0	1	1	Stool	Saliva	Intertype	#b2f396	#7effb5	#cccccc	16	9.0	8.0	#8efeac	#90feab
Leuconostoc	307	Leuconostoc	Turicibacter	1.0	1	1	Saliva	Stool	Intertype	#7effb5	#b2f396	#cccccc	16	9.0	8.0	#8efeac	#90feab
Turicibacter	308	Turicibacter	Terrisporobacter	1.0	1	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	16	9.0	8.0	#8efeac	#90feab
