	source	target	weight	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor
0	Acidaminococcus	Acholeplasma	2.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
1	Acholeplasma	Acidaminococcus	2.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
2	Actinomyces	Acholeplasma	1.0	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc
3	Acholeplasma	Actinomyces	1.0	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc
4	Actinomyces	Acinetobacter	1.0	Supragingival_plaque	Anterior_nares	Intertype	#ff964f	#8000ff	#cccccc
5	Acinetobacter	Actinomyces	1.0	Anterior_nares	Supragingival_plaque	Intertype	#8000ff	#ff964f	#cccccc
6	Adlercreutzia	Acetivibrio	2.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
7	Acetivibrio	Adlercreutzia	2.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
8	Adlercreutzia	Acinetobacter	1.0	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc
9	Acinetobacter	Adlercreutzia	1.0	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc
10	Adlercreutzia	Actinomyces	1.0	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc
11	Actinomyces	Adlercreutzia	1.0	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc
12	Aggregatibacter	Actinomyces	1.0	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc
13	Actinomyces	Aggregatibacter	1.0	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc
14	Akkermansia	Acetivibrio	7.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
15	Acetivibrio	Akkermansia	7.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
16	Akkermansia	Adlercreutzia	2.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
17	Adlercreutzia	Akkermansia	2.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
18	Alistipes	Acetivibrio	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
19	Acetivibrio	Alistipes	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
20	Alistipes	Acholeplasma	2.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
21	Acholeplasma	Alistipes	2.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
22	Alistipes	Acidaminococcus	2.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
23	Acidaminococcus	Alistipes	2.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
24	Alistipes	Acinetobacter	2.0	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc
25	Acinetobacter	Alistipes	2.0	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc
26	Alistipes	Adlercreutzia	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
27	Adlercreutzia	Alistipes	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
28	Alistipes	Akkermansia	2.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
29	Akkermansia	Alistipes	2.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
30	Alloprevotella	Acetivibrio	1.0	Buccal_mucosa	Stool	Intertype	#1996f3	#b2f396	#cccccc
31	Acetivibrio	Alloprevotella	1.0	Stool	Buccal_mucosa	Intertype	#b2f396	#1996f3	#cccccc
32	Alloprevotella	Akkermansia	1.0	Buccal_mucosa	Stool	Intertype	#1996f3	#b2f396	#cccccc
33	Akkermansia	Alloprevotella	1.0	Stool	Buccal_mucosa	Intertype	#b2f396	#1996f3	#cccccc
34	Anaerococcus	Actinomyces	1.0	Anterior_nares	Supragingival_plaque	Intertype	#8000ff	#ff964f	#cccccc
35	Actinomyces	Anaerococcus	1.0	Supragingival_plaque	Anterior_nares	Intertype	#ff964f	#8000ff	#cccccc
36	Anaerofustis	Acinetobacter	1.0	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc
37	Acinetobacter	Anaerofustis	1.0	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc
38	Anaerofustis	Actinomyces	1.0	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc
39	Actinomyces	Anaerofustis	1.0	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc
40	Anaerofustis	Adlercreutzia	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
41	Adlercreutzia	Anaerofustis	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
42	Anaeroglobus	Adlercreutzia	1.0	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc
43	Adlercreutzia	Anaeroglobus	1.0	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc
44	Anaerostipes	Acetivibrio	5.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
45	Acetivibrio	Anaerostipes	5.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
46	Anaerostipes	Adlercreutzia	4.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
47	Adlercreutzia	Anaerostipes	4.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
48	Anaerostipes	Akkermansia	4.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
49	Akkermansia	Anaerostipes	4.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
50	Anaerostipes	Anaeroglobus	1.0	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc
51	Anaeroglobus	Anaerostipes	1.0	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc
52	Anaerotruncus	Acetivibrio	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
53	Acetivibrio	Anaerotruncus	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
54	Anaerotruncus	Acinetobacter	7.0	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc
55	Acinetobacter	Anaerotruncus	7.0	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc
