source	Unnamed: 0	source	target	weight	source_freq	target_freq	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor	num_samps	spect_cluster	commun_cluster	spect_color	comm_color
Basfia	12	Basfia	Bacillus	2.0	2	4	Buccal_mucosa	Anterior_nares	Intertype	#1996f3	#8000ff	#cccccc	8	3.0	5.0	#feb562	#37e6d8
Bacillus	13	Bacillus	Basfia	2.0	4	2	Anterior_nares	Buccal_mucosa	Intertype	#8000ff	#1996f3	#cccccc	8	3.0	5.0	#feb562	#37e6d8
Brochothrix	14	Brochothrix	Alicycliphilus	1.0	1	1	Saliva	Buccal_mucosa	Intertype	#7effb5	#1996f3	#cccccc	8	0.0	4.0	#8000ff	#10c6e6
Alicycliphilus	15	Alicycliphilus	Brochothrix	1.0	1	1	Buccal_mucosa	Saliva	Intertype	#1996f3	#7effb5	#cccccc	8	0.0	4.0	#8000ff	#10c6e6
Bulleidia	16	Bulleidia	Alicycliphilus	1.0	1	1	Throat	Buccal_mucosa	Intertype	#ff5029	#1996f3	#cccccc	8	0.0	4.0	#8000ff	#10c6e6
Alicycliphilus	17	Alicycliphilus	Bulleidia	1.0	1	1	Buccal_mucosa	Throat	Intertype	#1996f3	#ff5029	#cccccc	8	0.0	4.0	#8000ff	#10c6e6
Bulleidia	18	Bulleidia	Brochothrix	1.0	1	1	Throat	Saliva	Intertype	#ff5029	#7effb5	#cccccc	8	0.0	4.0	#8000ff	#10c6e6
Brochothrix	19	Brochothrix	Bulleidia	1.0	1	1	Saliva	Throat	Intertype	#7effb5	#ff5029	#cccccc	8	0.0	4.0	#8000ff	#10c6e6
Butyrivibrio	20	Butyrivibrio	Akkermansia	1.0	1	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	8	0.0	3.0	#8000ff	#149df1
Akkermansia	21	Akkermansia	Butyrivibrio	1.0	1	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	8	0.0	3.0	#8000ff	#149df1
Butyrivibrio	22	Butyrivibrio	Alistipes	1.0	1	4	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	8	0.0	3.0	#8000ff	#149df1
Alistipes	23	Alistipes	Butyrivibrio	1.0	4	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	8	0.0	3.0	#8000ff	#149df1
Campylobacter	24	Campylobacter	Aggregatibacter	6.0	8	8	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	8	0.0	0.0	#8000ff	#8000ff
Aggregatibacter	25	Aggregatibacter	Campylobacter	6.0	8	8	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	8	0.0	0.0	#8000ff	#8000ff
Centipeda	26	Centipeda	Alicycliphilus	1.0	1	1	Subgingival_plaque	Buccal_mucosa	Intertype	#e4cf74	#1996f3	#cccccc	8	0.0	4.0	#8000ff	#10c6e6
Alicycliphilus	27	Alicycliphilus	Centipeda	1.0	1	1	Buccal_mucosa	Subgingival_plaque	Intertype	#1996f3	#e4cf74	#cccccc	8	0.0	4.0	#8000ff	#10c6e6
Centipeda	28	Centipeda	Brochothrix	1.0	1	1	Subgingival_plaque	Saliva	Intertype	#e4cf74	#7effb5	#cccccc	8	0.0	4.0	#8000ff	#10c6e6
Brochothrix	29	Brochothrix	Centipeda	1.0	1	1	Saliva	Subgingival_plaque	Intertype	#7effb5	#e4cf74	#cccccc	8	0.0	4.0	#8000ff	#10c6e6
Centipeda	30	Centipeda	Bulleidia	1.0	1	1	Subgingival_plaque	Throat	Intertype	#e4cf74	#ff5029	#cccccc	8	0.0	4.0	#8000ff	#10c6e6
Bulleidia	31	Bulleidia	Centipeda	1.0	1	1	Throat	Subgingival_plaque	Intertype	#ff5029	#e4cf74	#cccccc	8	0.0	4.0	#8000ff	#10c6e6
Chlamydia	32	Chlamydia	Avibacterium	2.0	3	2	Posterior_fornix	Buccal_mucosa	Intertype	#4df3ce	#1996f3	#cccccc	8	3.0	5.0	#feb562	#37e6d8
Avibacterium	33	Avibacterium	Chlamydia	2.0	2	3	Buccal_mucosa	Posterior_fornix	Intertype	#1996f3	#4df3ce	#cccccc	8	3.0	5.0	#feb562	#37e6d8
Chlamydia	34	Chlamydia	Basfia	2.0	3	2	Posterior_fornix	Buccal_mucosa	Intertype	#4df3ce	#1996f3	#cccccc	8	3.0	5.0	#feb562	#37e6d8
Basfia	35	Basfia	Chlamydia	2.0	2	3	Buccal_mucosa	Posterior_fornix	Intertype	#1996f3	#4df3ce	#cccccc	8	3.0	5.0	#feb562	#37e6d8
Chryseobacterium	36	Chryseobacterium	Avibacterium	2.0	4	2	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	8	3.0	5.0	#feb562	#37e6d8
Avibacterium	37	Avibacterium	Chryseobacterium	2.0	2	4	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	8	3.0	5.0	#feb562	#37e6d8
Chryseobacterium	38	Chryseobacterium	Basfia	2.0	4	2	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	8	3.0	5.0	#feb562	#37e6d8
Basfia	39	Basfia	Chryseobacterium	2.0	2	4	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	8	3.0	5.0	#feb562	#37e6d8
Clostridium	40	Clostridium	Bifidobacterium	2.0	3	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	8	0.0	7.0	#8000ff	#7effb5
Bifidobacterium	41	Bifidobacterium	Clostridium	2.0	2	3	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	8	0.0	7.0	#8000ff	#7effb5
Comamonas	42	Comamonas	Alicycliphilus	1.0	1	1	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	8	0.0	4.0	#8000ff	#10c6e6
Alicycliphilus	43	Alicycliphilus	Comamonas	1.0	1	1	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	8	0.0	4.0	#8000ff	#10c6e6
Comamonas	44	Comamonas	Brochothrix	1.0	1	1	Buccal_mucosa	Saliva	Intertype	#1996f3	#7effb5	#cccccc	8	0.0	4.0	#8000ff	#10c6e6
Brochothrix	45	Brochothrix	Comamonas	1.0	1	1	Saliva	Buccal_mucosa	Intertype	#7effb5	#1996f3	#cccccc	8	0.0	4.0	#8000ff	#10c6e6
Comamonas	46	Comamonas	Bulleidia	1.0	1	1	Buccal_mucosa	Throat	Intertype	#1996f3	#ff5029	#cccccc	8	0.0	4.0	#8000ff	#10c6e6
Bulleidia	47	Bulleidia	Comamonas	1.0	1	1	Throat	Buccal_mucosa	Intertype	#ff5029	#1996f3	#cccccc	8	0.0	4.0	#8000ff	#10c6e6
Comamonas	48	Comamonas	Centipeda	1.0	1	1	Buccal_mucosa	Subgingival_plaque	Intertype	#1996f3	#e4cf74	#cccccc	8	0.0	4.0	#8000ff	#10c6e6
Centipeda	49	Centipeda	Comamonas	1.0	1	1	Subgingival_plaque	Buccal_mucosa	Intertype	#e4cf74	#1996f3	#cccccc	8	0.0	4.0	#8000ff	#10c6e6
Conchiformibius	50	Conchiformibius	Anaeroglobus	1.0	1	1	Throat	Supragingival_plaque	Intertype	#ff5029	#ff964f	#cccccc	8	0.0	6.0	#8000ff	#5af8c8
Anaeroglobus	51	Anaeroglobus	Conchiformibius	1.0	1	1	Supragingival_plaque	Throat	Intertype	#ff964f	#ff5029	#cccccc	8	0.0	6.0	#8000ff	#5af8c8
Coprococcus	52	Coprococcus	Akkermansia	1.0	1	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	8	0.0	3.0	#8000ff	#149df1
Akkermansia	53	Akkermansia	Coprococcus	1.0	1	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	8	0.0	3.0	#8000ff	#149df1
Coprococcus	54	Coprococcus	Alistipes	1.0	1	4	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	8	0.0	3.0	#8000ff	#149df1
Alistipes	55	Alistipes	Coprococcus	1.0	4	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	8	0.0	3.0	#8000ff	#149df1
Coprococcus	56	Coprococcus	Butyrivibrio	1.0	1	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	8	0.0	3.0	#8000ff	#149df1
Butyrivibrio	57	Butyrivibrio	Coprococcus	1.0	1	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	8	0.0	3.0	#8000ff	#149df1
Cryptobacterium	58	Cryptobacterium	Akkermansia	1.0	1	1	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc	8	0.0	3.0	#8000ff	#149df1
Akkermansia	59	Akkermansia	Cryptobacterium	1.0	1	1	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc	8	0.0	3.0	#8000ff	#149df1
Cryptobacterium	60	Cryptobacterium	Alistipes	1.0	1	4	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc	8	0.0	3.0	#8000ff	#149df1
Alistipes	61	Alistipes	Cryptobacterium	1.0	4	1	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc	8	0.0	3.0	#8000ff	#149df1
Cryptobacterium	62	Cryptobacterium	Butyrivibrio	1.0	1	1	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc	8	0.0	3.0	#8000ff	#149df1
Butyrivibrio	63	Butyrivibrio	Cryptobacterium	1.0	1	1	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc	8	0.0	3.0	#8000ff	#149df1
Cryptobacterium	64	Cryptobacterium	Coprococcus	1.0	1	1	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc	8	0.0	3.0	#8000ff	#149df1
Coprococcus	65	Coprococcus	Cryptobacterium	1.0	1	1	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc	8	0.0	3.0	#8000ff	#149df1
Dechloromonas	66	Dechloromonas	Corynebacterium	2.0	2	8	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	8	2.0	9.0	#7effb5	#c6e789
Corynebacterium	67	Corynebacterium	Dechloromonas	2.0	8	2	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	8	2.0	9.0	#7effb5	#c6e789
Dehalobacter	68	Dehalobacter	Alloprevotella	2.0	2	8	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	8	3.0	5.0	#feb562	#37e6d8
Alloprevotella	69	Alloprevotella	Dehalobacter	2.0	8	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	8	3.0	5.0	#feb562	#37e6d8
Dehalobacter	70	Dehalobacter	Bacillus	2.0	2	4	Buccal_mucosa	Anterior_nares	Intertype	#1996f3	#8000ff	#cccccc	8	3.0	5.0	#feb562	#37e6d8
Bacillus	71	Bacillus	Dehalobacter	2.0	4	2	Anterior_nares	Buccal_mucosa	Intertype	#8000ff	#1996f3	#cccccc	8	3.0	5.0	#feb562	#37e6d8
Dehalobacter	72	Dehalobacter	Chlamydia	2.0	2	3	Buccal_mucosa	Posterior_fornix	Intertype	#1996f3	#4df3ce	#cccccc	8	3.0	5.0	#feb562	#37e6d8
Chlamydia	73	Chlamydia	Dehalobacter	2.0	3	2	Posterior_fornix	Buccal_mucosa	Intertype	#4df3ce	#1996f3	#cccccc	8	3.0	5.0	#feb562	#37e6d8
Dehalobacter	74	Dehalobacter	Chryseobacterium	2.0	2	4	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	8	3.0	5.0	#feb562	#37e6d8
Chryseobacterium	75	Chryseobacterium	Dehalobacter	2.0	4	2	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	8	3.0	5.0	#feb562	#37e6d8
Dialister	76	Dialister	Actinomyces	4.0	7	8	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc	8	4.0	1.0	#ff0000	#5c38fd
Actinomyces	77	Actinomyces	Dialister	4.0	8	7	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc	8	4.0	1.0	#ff0000	#5c38fd
Dorea	78	Dorea	Akkermansia	1.0	1	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	8	0.0	3.0	#8000ff	#149df1
Akkermansia	79	Akkermansia	Dorea	1.0	1	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	8	0.0	3.0	#8000ff	#149df1
Dorea	80	Dorea	Alistipes	1.0	1	4	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	8	0.0	3.0	#8000ff	#149df1
Alistipes	81	Alistipes	Dorea	1.0	4	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	8	0.0	3.0	#8000ff	#149df1
Dorea	82	Dorea	Butyrivibrio	1.0	1	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	8	0.0	3.0	#8000ff	#149df1
Butyrivibrio	83	Butyrivibrio	Dorea	1.0	1	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	8	0.0	3.0	#8000ff	#149df1
Dorea	84	Dorea	Coprococcus	1.0	1	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	8	0.0	3.0	#8000ff	#149df1
Coprococcus	85	Coprococcus	Dorea	1.0	1	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	8	0.0	3.0	#8000ff	#149df1
Dorea	86	Dorea	Cryptobacterium	1.0	1	1	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc	8	0.0	3.0	#8000ff	#149df1
Cryptobacterium	87	Cryptobacterium	Dorea	1.0	1	1	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc	8	0.0	3.0	#8000ff	#149df1
Echinicola	88	Echinicola	Alloprevotella	2.0	2	8	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	8	3.0	5.0	#feb562	#37e6d8
Alloprevotella	89	Alloprevotella	Echinicola	2.0	8	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	8	3.0	5.0	#feb562	#37e6d8
Echinicola	90	Echinicola	Bacillus	2.0	2	4	Buccal_mucosa	Anterior_nares	Intertype	#1996f3	#8000ff	#cccccc	8	3.0	5.0	#feb562	#37e6d8
Bacillus	91	Bacillus	Echinicola	2.0	4	2	Anterior_nares	Buccal_mucosa	Intertype	#8000ff	#1996f3	#cccccc	8	3.0	5.0	#feb562	#37e6d8
Echinicola	92	Echinicola	Chlamydia	2.0	2	3	Buccal_mucosa	Posterior_fornix	Intertype	#1996f3	#4df3ce	#cccccc	8	3.0	5.0	#feb562	#37e6d8
Chlamydia	93	Chlamydia	Echinicola	2.0	3	2	Posterior_fornix	Buccal_mucosa	Intertype	#4df3ce	#1996f3	#cccccc	8	3.0	5.0	#feb562	#37e6d8
Echinicola	94	Echinicola	Chryseobacterium	2.0	2	4	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	8	3.0	5.0	#feb562	#37e6d8
Chryseobacterium	95	Chryseobacterium	Echinicola	2.0	4	2	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	8	3.0	5.0	#feb562	#37e6d8
Eikenella	96	Eikenella	Capnocytophaga	4.0	6	8	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	8	0.0	1.0	#8000ff	#5c38fd
Capnocytophaga	97	Capnocytophaga	Eikenella	4.0	8	6	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	8	0.0	1.0	#8000ff	#5c38fd
Elizabethkingia	98	Elizabethkingia	Alicycliphilus	1.0	1	1	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	8	0.0	4.0	#8000ff	#10c6e6
Alicycliphilus	99	Alicycliphilus	Elizabethkingia	1.0	1	1	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	8	0.0	4.0	#8000ff	#10c6e6
Elizabethkingia	100	Elizabethkingia	Brochothrix	1.0	1	1	Buccal_mucosa	Saliva	Intertype	#1996f3	#7effb5	#cccccc	8	0.0	4.0	#8000ff	#10c6e6
Brochothrix	101	Brochothrix	Elizabethkingia	1.0	1	1	Saliva	Buccal_mucosa	Intertype	#7effb5	#1996f3	#cccccc	8	0.0	4.0	#8000ff	#10c6e6
Elizabethkingia	102	Elizabethkingia	Bulleidia	1.0	1	1	Buccal_mucosa	Throat	Intertype	#1996f3	#ff5029	#cccccc	8	0.0	4.0	#8000ff	#10c6e6
Bulleidia	103	Bulleidia	Elizabethkingia	1.0	1	1	Throat	Buccal_mucosa	Intertype	#ff5029	#1996f3	#cccccc	8	0.0	4.0	#8000ff	#10c6e6
Elizabethkingia	104	Elizabethkingia	Centipeda	1.0	1	1	Buccal_mucosa	Subgingival_plaque	Intertype	#1996f3	#e4cf74	#cccccc	8	0.0	4.0	#8000ff	#10c6e6
Centipeda	105	Centipeda	Elizabethkingia	1.0	1	1	Subgingival_plaque	Buccal_mucosa	Intertype	#e4cf74	#1996f3	#cccccc	8	0.0	4.0	#8000ff	#10c6e6
Elizabethkingia	106	Elizabethkingia	Comamonas	1.0	1	1	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	8	0.0	4.0	#8000ff	#10c6e6
Comamonas	107	Comamonas	Elizabethkingia	1.0	1	1	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	8	0.0	4.0	#8000ff	#10c6e6
Enterococcus	108	Enterococcus	Alloprevotella	2.0	2	8	Stool	Buccal_mucosa	Intertype	#b2f396	#1996f3	#cccccc	8	3.0	5.0	#feb562	#37e6d8
Alloprevotella	109	Alloprevotella	Enterococcus	2.0	8	2	Buccal_mucosa	Stool	Intertype	#1996f3	#b2f396	#cccccc	8	3.0	5.0	#feb562	#37e6d8
Enterococcus	110	Enterococcus	Bacillus	2.0	2	4	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc	8	3.0	5.0	#feb562	#37e6d8
Bacillus	111	Bacillus	Enterococcus	2.0	4	2	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc	8	3.0	5.0	#feb562	#37e6d8
Enterococcus	112	Enterococcus	Chlamydia	2.0	2	3	Stool	Posterior_fornix	Intertype	#b2f396	#4df3ce	#cccccc	8	3.0	5.0	#feb562	#37e6d8
Chlamydia	113	Chlamydia	Enterococcus	2.0	3	2	Posterior_fornix	Stool	Intertype	#4df3ce	#b2f396	#cccccc	8	3.0	5.0	#feb562	#37e6d8
Enterococcus	114	Enterococcus	Chryseobacterium	2.0	2	4	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc	8	3.0	5.0	#feb562	#37e6d8
Chryseobacterium	115	Chryseobacterium	Enterococcus	2.0	4	2	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc	8	3.0	5.0	#feb562	#37e6d8
Eubacterium	116	Eubacterium	Acidovorax	4.0	6	5	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc	8	0.0	1.0	#8000ff	#5c38fd
Acidovorax	117	Acidovorax	Eubacterium	4.0	5	6	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc	8	0.0	1.0	#8000ff	#5c38fd
Eubacterium	118	Eubacterium	Actinomyces	4.0	6	8	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc	8	0.0	1.0	#8000ff	#5c38fd
Actinomyces	119	Actinomyces	Eubacterium	4.0	8	6	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc	8	4.0	1.0	#ff0000	#5c38fd
Granulicatella	120	Granulicatella	Actinobacillus	5.0	8	6	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc	8	0.0	2.0	#8000ff	#386df9
Actinobacillus	121	Actinobacillus	Granulicatella	5.0	6	8	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc	8	0.0	2.0	#8000ff	#386df9
Haemophilus	122	Haemophilus	Bacillus	4.0	8	4	Buccal_mucosa	Anterior_nares	Intertype	#1996f3	#8000ff	#cccccc	8	3.0	5.0	#feb562	#37e6d8
Bacillus	123	Bacillus	Haemophilus	4.0	4	8	Anterior_nares	Buccal_mucosa	Intertype	#8000ff	#1996f3	#cccccc	8	3.0	5.0	#feb562	#37e6d8
Intestinimonas	124	Intestinimonas	Akkermansia	1.0	1	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	8	0.0	3.0	#8000ff	#149df1
Akkermansia	125	Akkermansia	Intestinimonas	1.0	1	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	8	0.0	3.0	#8000ff	#149df1
Intestinimonas	126	Intestinimonas	Alistipes	1.0	1	4	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	8	0.0	3.0	#8000ff	#149df1
Alistipes	127	Alistipes	Intestinimonas	1.0	4	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	8	0.0	3.0	#8000ff	#149df1
Intestinimonas	128	Intestinimonas	Butyrivibrio	1.0	1	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	8	0.0	3.0	#8000ff	#149df1
Butyrivibrio	129	Butyrivibrio	Intestinimonas	1.0	1	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	8	0.0	3.0	#8000ff	#149df1
Intestinimonas	130	Intestinimonas	Coprococcus	1.0	1	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	8	0.0	3.0	#8000ff	#149df1
Coprococcus	131	Coprococcus	Intestinimonas	1.0	1	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	8	0.0	3.0	#8000ff	#149df1
Intestinimonas	132	Intestinimonas	Cryptobacterium	1.0	1	1	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc	8	0.0	3.0	#8000ff	#149df1
Cryptobacterium	133	Cryptobacterium	Intestinimonas	1.0	1	1	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc	8	0.0	3.0	#8000ff	#149df1
Intestinimonas	134	Intestinimonas	Dorea	1.0	1	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	8	0.0	3.0	#8000ff	#149df1
Dorea	135	Dorea	Intestinimonas	1.0	1	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	8	0.0	3.0	#8000ff	#149df1
Isoptericola	136	Isoptericola	Dechloromonas	2.0	4	2	Tongue_dorsum	Buccal_mucosa	Intertype	#ff0000	#1996f3	#cccccc	8	0.0	9.0	#8000ff	#c6e789
Dechloromonas	137	Dechloromonas	Isoptericola	2.0	2	4	Buccal_mucosa	Tongue_dorsum	Intertype	#1996f3	#ff0000	#cccccc	8	2.0	9.0	#7effb5	#c6e789
Johnsonella	138	Johnsonella	Avibacterium	2.0	3	2	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	8	3.0	5.0	#feb562	#37e6d8
Avibacterium	139	Avibacterium	Johnsonella	2.0	2	3	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	8	3.0	5.0	#feb562	#37e6d8
Johnsonella	140	Johnsonella	Basfia	2.0	3	2	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	8	3.0	5.0	#feb562	#37e6d8
Basfia	141	Basfia	Johnsonella	2.0	2	3	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	8	3.0	5.0	#feb562	#37e6d8
Johnsonella	142	Johnsonella	Chlamydia	2.0	3	3	Supragingival_plaque	Posterior_fornix	Intertype	#ff964f	#4df3ce	#cccccc	8	3.0	5.0	#feb562	#37e6d8
Chlamydia	143	Chlamydia	Johnsonella	2.0	3	3	Posterior_fornix	Supragingival_plaque	Intertype	#4df3ce	#ff964f	#cccccc	8	3.0	5.0	#feb562	#37e6d8
Johnsonella	144	Johnsonella	Chryseobacterium	3.0	3	4	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	8	3.0	5.0	#feb562	#37e6d8
Chryseobacterium	145	Chryseobacterium	Johnsonella	3.0	4	3	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	8	3.0	5.0	#feb562	#37e6d8
Johnsonella	146	Johnsonella	Dehalobacter	2.0	3	2	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	8	3.0	5.0	#feb562	#37e6d8
Dehalobacter	147	Dehalobacter	Johnsonella	2.0	2	3	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	8	3.0	5.0	#feb562	#37e6d8
Johnsonella	148	Johnsonella	Echinicola	2.0	3	2	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	8	3.0	5.0	#feb562	#37e6d8
