TAXA	sample_type	sample_color	frequency	spect_cluster	commun_cluster	spect_color	comm_color
Acidaminococcus	Stool	#b2f396	2	11.0	2.0	#56f7ca	#5c38fd
Aggregatibacter	Mixed	#cccccc	29	5.0	4.0	#1e91f3	#386df9
Alloprevotella	Attached	#4e4dfc	30	5.0	4.0	#1e91f3	#386df9
Anaerotruncus	Stool	#b2f396	13	0.0	1.0	#8000ff	#6e1cff
Arthrobacter	Anterior_nares	#8000ff	1	6.0	8.0	#0ca7ef	#10c6e6
Atopobacter	Anterior_nares	#8000ff	1	16.0	9.0	#b9ef92	#22d6e0
Azohydromonas	Anterior_nares	#8000ff	1	6.0	8.0	#0ca7ef	#10c6e6
Basfia	Buccal_mucosa	#1996f3	2	10.0	12.0	#44eed2	#5af8c8
Bibersteinia	Buccal_mucosa	#1996f3	2	10.0	12.0	#44eed2	#5af8c8
Bifidobacterium	Stool	#b2f396	19	25.0	1.0	#ff1f10	#6e1cff
Blautia	Stool	#b2f396	19	0.0	1.0	#8000ff	#6e1cff
Burkholderia	Posterior_fornix	#4df3ce	1	24.0	15.0	#ff3e1f	#90feab
Calothrix	Anterior_nares	#8000ff	1	16.0	9.0	#b9ef92	#22d6e0
Capnocytophaga	Supragingival_plaque	#ff964f	30	5.0	4.0	#1e91f3	#386df9
Cardiobacterium	Subgingival_plaque	#e4cf74	18	15.0	0.0	#a6f89d	#8000ff
Catonella	Subgingival_plaque	#e4cf74	23	5.0	4.0	#1e91f3	#386df9
Citrobacter	Throat	#ff5029	1	21.0	14.0	#ff934d	#7effb5
Clostridium	Stool	#b2f396	27	0.0	1.0	#8000ff	#6e1cff
Coprobacillus	Stool	#b2f396	10	22.0	17.0	#ff793e	#b4f295
Coprococcus	Stool	#b2f396	18	0.0	1.0	#8000ff	#6e1cff
Crocosphaera	Anterior_nares	#8000ff	1	1.0	11.0	#6e1cff	#48f1d0
Dehalobacter	Buccal_mucosa	#1996f3	2	10.0	12.0	#44eed2	#5af8c8
Delftia	Anterior_nares	#8000ff	1	6.0	8.0	#0ca7ef	#10c6e6
Desulfotomaculum	Stool	#b2f396	1	18.0	10.0	#e0d377	#37e6d8
Dorea	Stool	#b2f396	17	0.0	1.0	#8000ff	#6e1cff
Echinicola	Buccal_mucosa	#1996f3	2	10.0	12.0	#44eed2	#5af8c8
Eikenella	Subgingival_plaque	#e4cf74	17	15.0	0.0	#a6f89d	#8000ff
Elizabethkingia	Buccal_mucosa	#1996f3	1	16.0	6.0	#b9ef92	#149df1
Enhydrobacter	Posterior_fornix	#4df3ce	1	3.0	13.0	#4659fb	#6dfdbf
Faecalibacterium	Stool	#b2f396	26	0.0	1.0	#8000ff	#6e1cff
Faecalicoccus	Stool	#b2f396	1	9.0	18.0	#30e1da	#c6e789
Fenollaria	Posterior_fornix	#4df3ce	1	3.0	13.0	#4659fb	#6dfdbf
Flavobacterium	Throat	#ff5029	1	21.0	14.0	#ff934d	#7effb5
Flavonifractor	Stool	#b2f396	15	0.0	1.0	#8000ff	#6e1cff
