	source	target	weight	source_freq	target_freq	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor	num_samps
0	Actinomyces	Actinobaculum	5.0	37	24	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	57
1	Actinobaculum	Actinomyces	5.0	24	37	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	57
2	Aggregatibacter	Abiotrophia	10.0	29	28	Mixed	Buccal_mucosa	Intertype	#cccccc	#1996f3	#cccccc	57
3	Abiotrophia	Aggregatibacter	10.0	28	29	Buccal_mucosa	Mixed	Intertype	#1996f3	#cccccc	#cccccc	57
4	Alistipes	Acholeplasma	2.0	27	3	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	57
5	Acholeplasma	Alistipes	2.0	3	27	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	57
6	Alistipes	Acidaminococcus	2.0	27	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	57
7	Acidaminococcus	Alistipes	2.0	2	27	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	57
8	Aliterella	Acidovorax	1.0	1	10	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
9	Acidovorax	Aliterella	1.0	10	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
10	Alysiella	Alloprevotella	2.0	2	30	Attached	Attached	Attached	#4e4dfc	#4e4dfc	#4e4dfc	57
11	Alloprevotella	Alysiella	2.0	30	2	Attached	Attached	Attached	#4e4dfc	#4e4dfc	#4e4dfc	57
12	Anaerococcus	Acidovorax	2.0	11	10	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
13	Acidovorax	Anaerococcus	2.0	10	11	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
14	Anaerofustis	Adlercreutzia	1.0	1	6	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	57
15	Adlercreutzia	Anaerofustis	1.0	6	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	57
16	Anaeroglobus	Actinobaculum	3.0	8	24	Saliva	Supragingival_plaque	Intertype	#7effb5	#ff964f	#cccccc	57
17	Actinobaculum	Anaeroglobus	3.0	24	8	Supragingival_plaque	Saliva	Intertype	#ff964f	#7effb5	#cccccc	57
18	Anaerostipes	Akkermansia	3.0	9	20	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	57
19	Akkermansia	Anaerostipes	3.0	20	9	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	57
20	Arthrobacter	Acidovorax	1.0	1	10	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
21	Acidovorax	Arthrobacter	1.0	10	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
22	Arthrobacter	Aliterella	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
23	Aliterella	Arthrobacter	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
24	Atopobacter	Amphibacillus	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
25	Amphibacillus	Atopobacter	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
26	Avibacterium	Actinobacillus	2.0	3	10	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	57
27	Actinobacillus	Avibacterium	2.0	10	3	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	57
28	Azohydromonas	Acidovorax	1.0	1	10	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
29	Acidovorax	Azohydromonas	1.0	10	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
30	Azohydromonas	Aliterella	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
31	Aliterella	Azohydromonas	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
32	Azohydromonas	Arthrobacter	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
33	Arthrobacter	Azohydromonas	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
34	Bacteroides	Anaerotruncus	5.0	43	12	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	57
35	Anaerotruncus	Bacteroides	5.0	12	43	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	57
36	Basfia	Alloprevotella	2.0	2	30	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc	57
37	Alloprevotella	Basfia	2.0	30	2	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc	57
38	Bifidobacterium	Adlercreutzia	2.0	19	6	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	57
39	Adlercreutzia	Bifidobacterium	2.0	6	19	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	57
40	Bifidobacterium	Anaerostipes	3.0	19	9	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	57
41	Anaerostipes	Bifidobacterium	3.0	9	19	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	57
42	Bifidobacterium	Bacteroides	3.0	19	43	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	57
43	Bacteroides	Bifidobacterium	3.0	43	19	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	57
