	source	target	weight	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor
0	Acidaminococcaceae	Acholeplasmataceae	2.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
1	Acholeplasmataceae	Acidaminococcaceae	2.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
2	Aerococcaceae	Actinomycetaceae	2.0	Posterior_fornix	Supragingival_plaque	Intertype	#4df3ce	#ff964f	#cccccc
3	Actinomycetaceae	Aerococcaceae	2.0	Supragingival_plaque	Posterior_fornix	Intertype	#ff964f	#4df3ce	#cccccc
4	Akkermansiaceae	Acidaminococcaceae	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
5	Acidaminococcaceae	Akkermansiaceae	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
6	Atopobiaceae	Actinomycetaceae	1.0	Posterior_fornix	Supragingival_plaque	Intertype	#4df3ce	#ff964f	#cccccc
7	Actinomycetaceae	Atopobiaceae	1.0	Supragingival_plaque	Posterior_fornix	Intertype	#ff964f	#4df3ce	#cccccc
8	Bacillaceae	Alcaligenaceae	1.0	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
9	Alcaligenaceae	Bacillaceae	1.0	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
10	Bacillaceae	Atopobiaceae	1.0	Anterior_nares	Posterior_fornix	Intertype	#8000ff	#4df3ce	#cccccc
11	Atopobiaceae	Bacillaceae	1.0	Posterior_fornix	Anterior_nares	Intertype	#4df3ce	#8000ff	#cccccc
12	Bacteroidaceae	Acidaminococcaceae	2.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
13	Acidaminococcaceae	Bacteroidaceae	2.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
14	Bacteroidaceae	Akkermansiaceae	2.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
15	Akkermansiaceae	Bacteroidaceae	2.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
16	Bifidobacteriaceae	Atopobiaceae	2.0	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce
17	Atopobiaceae	Bifidobacteriaceae	2.0	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce
18	Bradyrhizobiaceae	Alcaligenaceae	1.0	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
19	Alcaligenaceae	Bradyrhizobiaceae	1.0	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
20	Bradyrhizobiaceae	Bacillaceae	1.0	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
21	Bacillaceae	Bradyrhizobiaceae	1.0	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
22	Brevibacteriaceae	Aerococcaceae	1.0	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce
23	Aerococcaceae	Brevibacteriaceae	1.0	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce
24	Burkholderiaceae	Aerococcaceae	1.0	Supragingival_plaque	Posterior_fornix	Intertype	#ff964f	#4df3ce	#cccccc
25	Aerococcaceae	Burkholderiaceae	1.0	Posterior_fornix	Supragingival_plaque	Intertype	#4df3ce	#ff964f	#cccccc
26	Campylobacteraceae	Actinomycetaceae	8.0	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f
27	Actinomycetaceae	Campylobacteraceae	8.0	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f
28	Campylobacteraceae	Aerococcaceae	2.0	Supragingival_plaque	Posterior_fornix	Intertype	#ff964f	#4df3ce	#cccccc
29	Aerococcaceae	Campylobacteraceae	2.0	Posterior_fornix	Supragingival_plaque	Intertype	#4df3ce	#ff964f	#cccccc
30	Campylobacteraceae	Atopobiaceae	1.0	Supragingival_plaque	Posterior_fornix	Intertype	#ff964f	#4df3ce	#cccccc
31	Atopobiaceae	Campylobacteraceae	1.0	Posterior_fornix	Supragingival_plaque	Intertype	#4df3ce	#ff964f	#cccccc
32	Campylobacteraceae	Burkholderiaceae	3.0	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f
33	Burkholderiaceae	Campylobacteraceae	3.0	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f
34	Cardiobacteriaceae	Actinomycetaceae	2.0	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f
35	Actinomycetaceae	Cardiobacteriaceae	2.0	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f
36	Cardiobacteriaceae	Aerococcaceae	1.0	Supragingival_plaque	Posterior_fornix	Intertype	#ff964f	#4df3ce	#cccccc
37	Aerococcaceae	Cardiobacteriaceae	1.0	Posterior_fornix	Supragingival_plaque	Intertype	#4df3ce	#ff964f	#cccccc
38	Cardiobacteriaceae	Burkholderiaceae	4.0	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f
39	Burkholderiaceae	Cardiobacteriaceae	4.0	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f
40	Cardiobacteriaceae	Campylobacteraceae	3.0	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f
41	Campylobacteraceae	Cardiobacteriaceae	3.0	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f
42	Carnobacteriaceae	Campylobacteraceae	2.0	Anterior_nares	Supragingival_plaque	Intertype	#8000ff	#ff964f	#cccccc
43	Campylobacteraceae	Carnobacteriaceae	2.0	Supragingival_plaque	Anterior_nares	Intertype	#ff964f	#8000ff	#cccccc
44	Caulobacteraceae	Carnobacteriaceae	1.0	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
45	Carnobacteriaceae	Caulobacteraceae	1.0	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
46	Cellulomonadaceae	Actinomycetaceae	1.0	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc
47	Actinomycetaceae	Cellulomonadaceae	1.0	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc
48	Cellulomonadaceae	Aerococcaceae	1.0	Stool	Posterior_fornix	Intertype	#b2f396	#4df3ce	#cccccc
49	Aerococcaceae	Cellulomonadaceae	1.0	Posterior_fornix	Stool	Intertype	#4df3ce	#b2f396	#cccccc
50	Cellulomonadaceae	Akkermansiaceae	2.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
51	Akkermansiaceae	Cellulomonadaceae	2.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
52	Cellulomonadaceae	Atopobiaceae	2.0	Stool	Posterior_fornix	Intertype	#b2f396	#4df3ce	#cccccc
