	source	target	weight	source_freq	target_freq	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor	num_samps
88	Leptotrichiaceae	Burkholderiaceae	5.0	1	1	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	61
89	Burkholderiaceae	Leptotrichiaceae	5.0	37	31	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f	61
90	Leptotrichiaceae	Campylobacteraceae	10.0	1	37	Supragingival_plaque	Saliva	Intertype	#ff964f	#7effb5	#cccccc	61
91	Campylobacteraceae	Leptotrichiaceae	10.0	37	31	Saliva	Supragingival_plaque	Intertype	#7effb5	#ff964f	#cccccc	61
92	Leptotrichiaceae	Clostridiales Family XIII. Incertae Sedis	5.0	1	1	Supragingival_plaque	Tongue_dorsum	Intertype	#ff964f	#ff0000	#cccccc	61
93	Clostridiales Family XIII. Incertae Sedis	Leptotrichiaceae	5.0	27	31	Tongue_dorsum	Supragingival_plaque	Intertype	#ff0000	#ff964f	#cccccc	61
94	Listeriaceae	Campylobacteraceae	2.0	1	37	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5	61
95	Campylobacteraceae	Listeriaceae	2.0	37	4	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5	61
96	Listeriaceae	Leuconostocaceae	2.0	1	1	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5	61
97	Leuconostocaceae	Listeriaceae	2.0	3	4	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5	61
98	Microbacteriaceae	Aurantimonadaceae	1.0	2	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61
99	Aurantimonadaceae	Microbacteriaceae	1.0	1	4	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61
100	Microbacteriaceae	Chromobacteriaceae	1.0	2	8	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61
101	Chromobacteriaceae	Microbacteriaceae	1.0	1	4	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61
102	Microbacteriaceae	Helicobacteraceae	1.0	2	41	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61
103	Helicobacteraceae	Microbacteriaceae	1.0	1	4	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61
104	Micrococcaceae	Aerococcaceae	4.0	53	33	Buccal_mucosa	Posterior_fornix	Intertype	#1996f3	#4df3ce	#cccccc	61
105	Aerococcaceae	Micrococcaceae	4.0	33	40	Posterior_fornix	Buccal_mucosa	Intertype	#4df3ce	#1996f3	#cccccc	61
106	Micrococcaceae	Atopobiaceae	5.0	53	24	Buccal_mucosa	Saliva	Intertype	#1996f3	#7effb5	#cccccc	61
107	Atopobiaceae	Micrococcaceae	5.0	24	40	Saliva	Buccal_mucosa	Intertype	#7effb5	#1996f3	#cccccc	61
108	Micrococcaceae	Cellulomonadaceae	4.0	53	2	Buccal_mucosa	Stool	Intertype	#1996f3	#b2f396	#cccccc	61
109	Cellulomonadaceae	Micrococcaceae	4.0	6	40	Stool	Buccal_mucosa	Intertype	#b2f396	#1996f3	#cccccc	61
110	Micrococcaceae	Erysipelotrichaceae	5.0	53	12	Buccal_mucosa	Throat	Intertype	#1996f3	#ff5029	#cccccc	61
111	Erysipelotrichaceae	Micrococcaceae	5.0	41	40	Throat	Buccal_mucosa	Intertype	#ff5029	#1996f3	#cccccc	61
112	Micrococcaceae	Leptotrichiaceae	8.0	53	1	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	61
113	Leptotrichiaceae	Micrococcaceae	8.0	31	40	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	61
114	Moritellaceae	Alteromonadaceae	1.0	32	1	Tongue_dorsum	Tongue_dorsum	Tongue_dorsum	#ff0000	#ff0000	#ff0000	61
115	Alteromonadaceae	Moritellaceae	1.0	1	1	Tongue_dorsum	Tongue_dorsum	Tongue_dorsum	#ff0000	#ff0000	#ff0000	61
116	Mycobacteriaceae	Alcaligenaceae	1.0	31	1	Mid_vagina	Anterior_nares	Intertype	#18cde4	#8000ff	#cccccc	61
117	Alcaligenaceae	Mycobacteriaceae	1.0	1	10	Anterior_nares	Mid_vagina	Intertype	#8000ff	#18cde4	#cccccc	61
118	Mycobacteriaceae	Chromatiaceae	1.0	31	1	Mid_vagina	Anterior_nares	Intertype	#18cde4	#8000ff	#cccccc	61
119	Chromatiaceae	Mycobacteriaceae	1.0	1	10	Anterior_nares	Mid_vagina	Intertype	#8000ff	#18cde4	#cccccc	61
120	Mycobacteriaceae	Geodermatophilaceae	1.0	31	41	Mid_vagina	Anterior_nares	Intertype	#18cde4	#8000ff	#cccccc	61
121	Geodermatophilaceae	Mycobacteriaceae	1.0	1	10	Anterior_nares	Mid_vagina	Intertype	#8000ff	#18cde4	#cccccc	61
122	Mycobacteriaceae	Hydrogenophilaceae	1.0	31	35	Mid_vagina	Anterior_nares	Intertype	#18cde4	#8000ff	#cccccc	61
123	Hydrogenophilaceae	Mycobacteriaceae	1.0	1	10	Anterior_nares	Mid_vagina	Intertype	#8000ff	#18cde4	#cccccc	61
124	Mycobacteriaceae	Intrasporangiaceae	1.0	31	29	Mid_vagina	Anterior_nares	Intertype	#18cde4	#8000ff	#cccccc	61
125	Intrasporangiaceae	Mycobacteriaceae	1.0	2	10	Anterior_nares	Mid_vagina	Intertype	#8000ff	#18cde4	#cccccc	61
126	Neisseriaceae	Aerococcaceae	6.0	4	33	Throat	Posterior_fornix	Intertype	#ff5029	#4df3ce	#cccccc	61
127	Aerococcaceae	Neisseriaceae	6.0	33	36	Posterior_fornix	Throat	Intertype	#4df3ce	#ff5029	#cccccc	61
128	Neisseriaceae	Leptotrichiaceae	8.0	4	1	Throat	Supragingival_plaque	Intertype	#ff5029	#ff964f	#cccccc	61
129	Leptotrichiaceae	Neisseriaceae	8.0	31	36	Supragingival_plaque	Throat	Intertype	#ff964f	#ff5029	#cccccc	61
130	Nocardiaceae	Caulobacteraceae	1.0	3	1	Mid_vagina	Anterior_nares	Intertype	#18cde4	#8000ff	#cccccc	61
131	Caulobacteraceae	Nocardiaceae	1.0	2	3	Anterior_nares	Mid_vagina	Intertype	#8000ff	#18cde4	#cccccc	61
132	Oscillospiraceae	Akkermansiaceae	5.0	4	21	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61
133	Akkermansiaceae	Oscillospiraceae	5.0	21	20	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61
134	Oscillospiraceae	Coriobacteriaceae	5.0	4	33	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61
135	Coriobacteriaceae	Oscillospiraceae	5.0	17	20	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61
136	Oxalobacteraceae	Dermabacteraceae	1.0	40	39	Mid_vagina	Posterior_fornix	Intertype	#18cde4	#4df3ce	#cccccc	61
137	Dermabacteraceae	Oxalobacteraceae	1.0	1	8	Posterior_fornix	Mid_vagina	Intertype	#4df3ce	#18cde4	#cccccc	61
138	Oxalobacteraceae	Nocardiaceae	2.0	40	3	Mid_vagina	Mid_vagina	Mid_vagina	#18cde4	#18cde4	#18cde4	61
139	Nocardiaceae	Oxalobacteraceae	2.0	3	8	Mid_vagina	Mid_vagina	Mid_vagina	#18cde4	#18cde4	#18cde4	61
140	Paenibacillaceae	Nocardiaceae	1.0	31	3	Anterior_nares	Mid_vagina	Intertype	#8000ff	#18cde4	#cccccc	61
141	Nocardiaceae	Paenibacillaceae	1.0	3	2	Mid_vagina	Anterior_nares	Intertype	#18cde4	#8000ff	#cccccc	61
142	Pasteurellaceae	Cyclobacteriaceae	2.0	1	25	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61
143	Cyclobacteriaceae	Pasteurellaceae	2.0	2	41	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61
144	Peptococcaceae	Catabacteriaceae	1.0	10	36	Buccal_mucosa	Stool	Intertype	#1996f3	#b2f396	#cccccc	61
145	Catabacteriaceae	Peptococcaceae	1.0	1	5	Stool	Buccal_mucosa	Intertype	#b2f396	#1996f3	#cccccc	61
146	Peptococcaceae	Cyclobacteriaceae	2.0	10	25	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61
147	Cyclobacteriaceae	Peptococcaceae	2.0	2	5	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61
148	Planococcaceae	Alcaligenaceae	1.0	3	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61
149	Alcaligenaceae	Planococcaceae	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61
150	Planococcaceae	Bacillaceae	1.0	3	22	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61
151	Bacillaceae	Planococcaceae	1.0	22	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61
152	Planococcaceae	Bradyrhizobiaceae	1.0	3	5	Anterior_nares	Throat	Intertype	#8000ff	#ff5029	#cccccc	61
153	Bradyrhizobiaceae	Planococcaceae	1.0	5	1	Throat	Anterior_nares	Intertype	#ff5029	#8000ff	#cccccc	61
154	Planococcaceae	Chromatiaceae	1.0	3	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61
155	Chromatiaceae	Planococcaceae	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61
156	Planococcaceae	Geodermatophilaceae	1.0	3	41	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61
157	Geodermatophilaceae	Planococcaceae	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61
158	Planococcaceae	Hydrogenophilaceae	1.0	3	35	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61
159	Hydrogenophilaceae	Planococcaceae	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61
160	Planococcaceae	Intrasporangiaceae	1.0	3	29	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61
161	Intrasporangiaceae	Planococcaceae	1.0	2	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61
162	Planococcaceae	Mycobacteriaceae	1.0	3	31	Anterior_nares	Mid_vagina	Intertype	#8000ff	#18cde4	#cccccc	61
163	Mycobacteriaceae	Planococcaceae	1.0	10	1	Mid_vagina	Anterior_nares	Intertype	#18cde4	#8000ff	#cccccc	61
164	Porphyromonadaceae	Aerococcaceae	4.0	20	33	Stool	Posterior_fornix	Intertype	#b2f396	#4df3ce	#cccccc	61
165	Aerococcaceae	Porphyromonadaceae	4.0	33	55	Posterior_fornix	Stool	Intertype	#4df3ce	#b2f396	#cccccc	61
166	Porphyromonadaceae	Fusobacteriaceae	7.0	20	17	Stool	Tongue_dorsum	Intertype	#b2f396	#ff0000	#cccccc	61
167	Fusobacteriaceae	Porphyromonadaceae	7.0	29	55	Tongue_dorsum	Stool	Intertype	#ff0000	#b2f396	#cccccc	61
168	Prevotellaceae	Cellulomonadaceae	4.0	8	2	Throat	Stool	Intertype	#ff5029	#b2f396	#cccccc	61
169	Cellulomonadaceae	Prevotellaceae	4.0	6	59	Stool	Throat	Intertype	#b2f396	#ff5029	#cccccc	61
170	Prolixibacteraceae	Peptococcaceae	1.0	2	10	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61
171	Peptococcaceae	Prolixibacteraceae	1.0	5	1	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61
172	Promicromonosporaceae	Neisseriaceae	7.0	41	4	Tongue_dorsum	Throat	Intertype	#ff0000	#ff5029	#cccccc	61
173	Neisseriaceae	Promicromonosporaceae	7.0	36	17	Throat	Tongue_dorsum	Intertype	#ff5029	#ff0000	#cccccc	61
174	Propionibacteriaceae	Burkholderiaceae	4.0	5	1	Anterior_nares	Supragingival_plaque	Intertype	#8000ff	#ff964f	#cccccc	61
175	Burkholderiaceae	Propionibacteriaceae	4.0	37	40	Supragingival_plaque	Anterior_nares	Intertype	#ff964f	#8000ff	#cccccc	61
176	Pseudomonadaceae	Nocardiaceae	2.0	46	3	Mid_vagina	Mid_vagina	Mid_vagina	#18cde4	#18cde4	#18cde4	61
177	Nocardiaceae	Pseudomonadaceae	2.0	3	19	Mid_vagina	Mid_vagina	Mid_vagina	#18cde4	#18cde4	#18cde4	61
178	Pseudomonadaceae	Oxalobacteraceae	2.0	46	40	Mid_vagina	Mid_vagina	Mid_vagina	#18cde4	#18cde4	#18cde4	61
179	Oxalobacteraceae	Pseudomonadaceae	2.0	8	19	Mid_vagina	Mid_vagina	Mid_vagina	#18cde4	#18cde4	#18cde4	61
180	Rhodobacteraceae	Listeriaceae	1.0	42	1	Anterior_nares	Saliva	Intertype	#8000ff	#7effb5	#cccccc	61
181	Listeriaceae	Rhodobacteraceae	1.0	4	7	Saliva	Anterior_nares	Intertype	#7effb5	#8000ff	#cccccc	61
182	Rhodobacteraceae	Peptoniphilaceae	1.0	42	17	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61
183	Peptoniphilaceae	Rhodobacteraceae	1.0	46	7	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61
184	Rikenellaceae	Acidaminococcaceae	4.0	1	7	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61
185	Acidaminococcaceae	Rikenellaceae	4.0	7	29	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61
186	Rikenellaceae	Bacteroidaceae	5.0	1	47	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61
187	Bacteroidaceae	Rikenellaceae	5.0	47	29	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61
188	Ruminococcaceae	Cytophagaceae	3.0	55	17	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc	61
189	Cytophagaceae	Ruminococcaceae	3.0	8	43	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc	61
190	Ruminococcaceae	Eubacteriaceae	5.0	55	19	Stool	Subgingival_plaque	Intertype	#b2f396	#e4cf74	#cccccc	61
