TAXA	Abiotrophia	Acetivibrio	Acholeplasma	Acidaminococcus	Acidovorax	Acinetobacter	Actinobacillus	Actinobaculum	Adlercreutzia	Aerococcus	Afipia	Aggregatibacter	Akkermansia	Alicycliphilus	Aliterella	Alysiella	Amphibacillus	Anaerococcus	Anaerofustis	Anaeroglobus	Anaerostipes	Anaerotruncus	Arcanobacterium	Arthrobacter	Atopobacter	Atopobium	Aureimonas	Avibacterium	Azohydromonas	Bacillus	Barnesiella	Basfia	Bergeyella	Bibersteinia	Bifidobacterium	Bilophila	Blautia	Bosea	Bradyrhizobium	Brevibacterium	Brevundimonas	Brochothrix	Bulleidia	Burkholderia	Butyricicoccus	Butyricimonas	Butyrivibrio	Calothrix	Campylobacter	Cardiobacterium	Carnobacterium	Catabacter	Catenibacterium	Catonella	Cellulomonas	Centipeda	Chlamydia	Chryseobacterium	Citrobacter	Clostridium	Collinsella	Comamonas	Conchiformibius	Coprobacillus	Coprobacter	Coprococcus	Crocosphaera	Cryptobacterium	Cupriavidus	Dechloromonas	Dehalobacter	Delftia	Desulfotomaculum	Desulfovibrio	Dialister	Dielma	Dorea	Dysgonomonas	Echinicola	Eggerthella	Eggerthia	Eikenella	Elizabethkingia	Enhydrobacter	Enterobacter	Enterococcus	Enterorhabdus	Erysipelatoclostridium	Escherichia	Eubacterium	Exiguobacterium	Facklamia	Faecalicoccus	Faecalitalea	Fenollaria	Filifactor	Finegoldia	Flavobacterium	Flavonifractor	Fusobacterium	Gallibacterium	Gordonibacter	Granulicatella	Gulbenkiania	Hallella	Helicobacter	Herbaspirillum	Histophilus	Holdemanella	Holdemania	Hungatella	Intestinimonas	Isoptericola	Janibacter	Johnsonella	Kandleria	Klebsiella	Kocuria	Kytococcus	Lachnoanaerobaculum	Lachnoclostridium	Lachnospira	Lactococcus	Lawsonella	Lelliottia	Leptotrichia	Leucobacter	Leuconostoc	Levyella	Mageeibacillus	Mangrovimonas	Mannheimia	Marvinbryantia	Megamonas	Megasphaera	Methylobacterium	Microbacterium	Micrococcus	Microvirga	Mitsuokella	Mobiluncus	Modestobacter	Mogibacterium	Moritella	Morococcus	Mycobacterium	Mycoplasma	Necropsobacter	Neisseria	Nocardia	Nosocomiicoccus	Novosphingobium	Odoribacter	Olsenella	Oribacterium	Oscillibacter	Ottowia	Oxalobacter	Paenibacillus	Paracoccus	Paraprevotella	Parasutterella	Parvimonas	Pasteurella	Pectobacterium	Pedobacter	Peptoclostridium	Peptoniphilus	Peptostreptococcus	Phascolarctobacterium	Photobacterium	Porphyrobacter	Porphyromonas	Propionibacterium	Proteiniphilum	Pseudoflavonifractor	Pseudomonas	Pseudoramibacter	Psychrobacter	Rheinheimera	Rhodopseudomonas	Riemerella	Rikenella	Risungbinella	Roseburia	Ruminiclostridium	Runella	Salmonella	Sanguibacter	Sanguibacteroides	Scardovia	Selenomonas	Senegalimassilia	Serratia	Shuttleworthia	Simonsiella	Sinorhizobium	Slackia	Sneathia	Solobacterium	Sphingobacterium	Sphingobium	Sphingomonas	Sphingopyxis	Staphylococcus	Stenotrophomonas	Stomatobaculum	Streptobacillus	Streptomyces	Subdoligranulum	Tannerella	Tepidiphilus	Terrisporobacter	Thauera	Thermus	Trueperella	Turicibacter	Tyzzerella	Ureaplasma	Varibaculum	Vibrio	Xanthomonas	Xenorhabdus	Xylanimonas
Granulicatella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9646044545395902	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6721061875484524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gulbenkiania	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1520685460183825	0.0	0.0	0.0	0.0	0.0	0.0	0.14444194396817372	0.0	0.0	0.0	0.0	0.9699113008357031	0.0	0.0	0.0	1.0000000000000016	0.0	0.0	0.4077499365207323	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9804596244970121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999972	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8661498237841875	0.0	0.0	0.0	0.0	0.6751414882515148	0.7182509479158063	0.0	0.0	0.9949996223999822	0.0	0.3915031063822357	0.0	0.0	0.0	0.0	0.0	0.0	0.9804596244970121	1.0000000000000016	0.8292085416561749	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013858407623892597	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12295820596987668	0.0	0.0	0.0	0.0	0.9999999999999972	0.0	0.0	0.0	0.5561391612758086	0.0	0.0	0.0	0.0	0.0	0.0	0.8142773600239761	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17739153238134345	0.0	0.7762752723804076	0.5083050428826843	0.0	0.0	1.0000000000000024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019303640533577644	0.0	0.0
Hallella	0.0	0.1048428861567929	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9297551250554092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07802520607373017	0.11719069984738112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06819628364414604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9514867124172477	0.0	0.0	0.0	0.0	0.0	0.3969454180124482	0.0	0.0	0.6410281315127664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6708541913168109	0.5569644241938445	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000013	0.0	0.999263112440293	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08107588415305653	0.0	0.0	0.19379255804998194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021811546290239237	0.07211508526133188	0.19641637192324338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09425814380425805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9980538772323411	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.376339171637986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9888847862077362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023348075292489532	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Helicobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15206854601838196	0.0	0.0	0.0	0.0	0.0	0.0	0.1444419439681732	0.0	0.0	0.0	0.0	0.969911300835699	0.0	0.0	0.0	0.9999999999999972	0.0	0.0	0.40774993652073077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999972	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.980459624497008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999972	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8661498237841838	0.0	0.0	0.0	0.0	0.6751414882515121	0.7182509479158032	0.0	0.0	0.9949996223999781	0.0	0.3915031063822341	0.0	0.0	0.0	0.0	0.0	0.0	0.980459624497008	0.9999999999999972	0.8292085416561713	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01385840762389254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12295820596987625	0.0	0.0	0.0	0.0	0.9999999999999931	0.0	0.0	0.0	0.5561391612758063	0.0	0.0	0.0	0.0	0.0	0.0	0.8142773600239728	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17739153238134278	0.0	0.7762752723804046	0.5083050428826822	0.0	0.0	0.9999999999999983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01930364053357755	0.0	0.0
Herbaspirillum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2093635208043964	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9089437085784903	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7354168468688902	0.0	0.0	0.0	0.0	0.0	0.0	0.6837300468441959	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.900961985327898	0.0	0.0	0.0	0.0	0.0	0.0	0.15652407908710045	0.0	0.0	0.0	0.9089437085784889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23358362100051674	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14783043262227524	0.0	0.0	0.0	0.0	0.0	0.0	0.15652407908710045	0.0	0.48909947542684834	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6254150067505266	0.0	0.0	0.0	0.9462647508468055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6319735532084712	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9089437085784903	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35773400603684713	0.11775233778100401	0.9731257269430411	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19778815904050104	0.6292794469058269	0.0	0.0	0.0	0.0
Histophilus	0.0	0.0	0.0	0.0	0.0	0.0	0.38831321096037247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5522689637013791	0.0	0.0	0.0	0.3231226801522661	0.0	0.4234278371086424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18558305586793508	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13542642269527555	0.0	0.0	0.3231226801522661	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3231226801522661	0.0	0.0	0.11232889024201695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46491228070175256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1331666041432571	0.0	0.0	0.0	0.0	0.0	0.0	0.17694996461832765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3231226801522661	0.6340887776738566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4873397172404479	0.6609812746727679	0.0	0.0	0.5522689637013791	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.616688665465658	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5888196666981171	0.0	0.0	0.48733971724044817	0.0	0.0	0.0	0.0	0.0	0.0	0.4036953366240806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0829366505619357	0.0	0.0	0.0	0.0	0.3231226801522662	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.195066188121125
Holdemanella	0.0	0.6867394831040284	0.0	0.0	0.0	0.0	0.0	0.0	0.6498578360162053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4320493798938581	0.0	0.5030183003059282	0.5940899992180205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3682067255354169	0.17042995701094243	0.6343762027815042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49929502192522507	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46232484316051065	0.0	0.0	0.3673281073952415	0.013589570805453564	0.7353749474435508	0.0	0.0	0.2502995984238343	0.0	0.0	0.0	0.4320493798938581	0.46492154568749494	0.0	0.10730265269346013	0.5894019268256429	0.0	0.0	0.05684868455085628	0.0	0.0	0.0	0.0	0.0	0.43160746524873966	0.0	0.06668410092334888	0.0	0.0	0.0	0.0	0.0	0.47093942015463025	0.0	0.0	0.0	0.0	0.31847599853217134	0.0	0.0	0.5537776113722387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6077302358275098	0.5276389627549342	0.6313222489435503	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.399227493592379	0.5746150893191128	0.27225347566175784	0.0	0.0	0.0	0.0	0.01049152263297086	0.017799445960413936	0.0	0.0	0.0	0.5642857142857152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6595239814339449	0.0	0.052801322711641	0.0	0.0	0.0	0.36482831744895944	0.0	0.0	0.0	0.0	0.3902415767326935	0.0	0.0	0.017799445960413968	0.0	0.0	0.0	0.0	0.0	0.5538355573842126	0.0	0.0	0.0	0.0	0.0	0.0	0.17901825134945765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5598971495592171	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.660588547645894	0.0	0.0	0.4320493798938577	0.0	0.0	0.0	0.43204937989385767	0.062316667079967934	0.0	0.0	0.0	0.0	0.0	0.0
Holdemania	0.0	0.8641598928946697	0.1686410498400404	0.2118204152697679	0.0	0.0	0.0	0.0	0.4928465437153979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3069196156555095	0.0	0.3066295605505655	0.8245459877067197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6969564776907424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8361708022244461	0.0	0.0	0.0	0.0	0.0	0.0	0.3069196156555093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5029581698558094	0.18203320802305883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3069196156555095	0.30817125520703664	0.0	0.10332537555681295	0.0	0.0	0.0	0.3548856025061674	0.0	0.0	0.0	0.0	0.0	0.47137650085763294	0.021811546290239237	0.40436526726544497	0.0	0.0	0.0	0.0	0.30691961565550924	0.862114832558497	0.0	0.0	0.0	0.0	0.3650102144467441	0.0	0.0	0.5609952763407143	0.0	0.0	0.021811546290239237	0.0	0.0	0.0	0.6077302358275098	0.0	0.46643815240919395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6445936091947906	0.0	0.0	0.0	0.0	0.0	0.0	0.38459472421755814	0.0	0.0	0.0	0.7250452497056049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48595613776488683	0.0	0.0	0.2450688557036267	0.0	0.0	0.0	0.0	0.0	0.5804609907415784	0.0	0.0	0.0	0.0	0.0	0.0	0.22865718708831637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21182041526976791	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14852624378591472	0.0	0.0	0.0	0.14852624378591472	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hungatella	0.0	0.43582344393661854	0.03847567060228259	0.031147884773905277	0.0	0.0	0.0	0.0	0.7717112411227505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.977056383740674	0.0	0.2909778104423543	0.6094770572228693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02184056867914626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6038182507865267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.977056383740674	0.9773535682015559	0.0	0.04218873904663609	0.0	0.0	0.0	0.2462445984955909	0.0	0.0	0.0	0.0	0.07632732474473261	0.4385216505067921	0.07211508526133188	0.0	0.0	0.0	0.0	0.0	0.021840568679146216	0.4889117645744138	0.0	0.0	0.0	0.0	0.20469984805470567	0.0	0.0	0.9376703276894165	0.0	0.0	0.07211508526133188	0.0	0.0	0.0	0.5276389627549342	0.46643815240919395	0.0	0.0	0.0	0.0	0.0	0.021840568679146202	0.0	0.0	0.0	0.0	0.0	0.11037820764524506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5509115417340015	0.021840568679146213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4915655519251937	0.0	0.0	0.24087597267082234	0.0	0.0	0.0	0.0	0.0	0.8178375790634621	0.0	0.0	0.0	0.0	0.0	0.0	0.22015480149084443	0.0	0.0	0.0	0.0	0.0	0.0	0.019776408425633066	0.0	0.0	0.03114788477390528	0.0	0.0	0.0	0.0747400316635035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04697782697023901	0.0	0.0	0.0	0.04697782697023901	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Intestinimonas	0.0	0.6719134648402882	0.1869379771463776	0.15718898310989865	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38112447090553303	0.0	0.35575061410296127	0.7518396358514543	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18410249865775744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49481836291348624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38112447090553303	0.0	0.0	0.2462079233278323	0.0	0.5171978171372392	0.0	0.2596305212477601	0.0	0.0	0.0	0.0	0.0	0.49076526540637266	0.19641637192324338	0.0	0.0	0.0	0.0	0.0	0.18410249865775735	0.39844038019698935	0.0	0.0	0.0	0.0	0.692668842493106	0.0	0.0	0.4861446939330424	0.0	0.0	0.19641637192324338	0.0	0.0	0.0	0.6313222489435503	0.0	0.0	0.0	0.0	0.0	0.0	0.09790538579935543	0.0	0.0	0.0	0.0	0.0	0.18910995003066655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41471405281401297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6704158801159292	0.0	0.0	0.0	0.0	0.0	0.0	0.3935320806781457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1571889831098987	0.0	0.0	0.0	0.20927893126088512	0.47149596796040566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04864989273741167	0.0	0.0	0.0	0.04864989273741169	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Isoptericola	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22188858764976715	0.0	0.0	0.26087459737497665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09131079526451967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2608745973749756	0.0	0.0	0.2902073410519205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2608745973749756	0.0	0.0	0.12306432419172812	0.2464762754492883	0.0	0.0	0.0	0.0	0.019362568159582212	0.0	0.26259812514462827	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26087459737497665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2608745973749756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1331666041432571	0.0	0.0	0.0	0.0	0.0	0.2608745973749756	0.0	0.0	0.0	0.0	0.7511425408615243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28373811944449334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2608745973749763	0.0	0.0	0.31190640999520686	0.2608745973749756	0.0	0.0	0.0	0.09131079526451967	0.0	0.0	0.0	0.2608745973749756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1741548504657197	0.2608745973749763	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2603755134785939	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8073240236455184	0.0	0.0	0.0	0.0	0.2886162393305877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7633099838305334	0.0	0.0	0.0	0.056185391026920856	0.0	0.0	0.2608745973749763	0.9683880035349584
