TAXA	Abiotrophia	Acetivibrio	Acholeplasma	Acidaminococcus	Acidovorax	Acinetobacter	Actinobacillus	Actinobaculum	Adlercreutzia	Aerococcus	Afipia	Aggregatibacter	Akkermansia	Alicycliphilus	Aliterella	Alysiella	Amphibacillus	Anaerococcus	Anaerofustis	Anaeroglobus	Anaerostipes	Anaerotruncus	Arcanobacterium	Arthrobacter	Atopobacter	Atopobium	Aureimonas	Avibacterium	Azohydromonas	Bacillus	Barnesiella	Basfia	Bergeyella	Bibersteinia	Bifidobacterium	Bilophila	Blautia	Bosea	Bradyrhizobium	Brevibacterium	Brevundimonas	Brochothrix	Bulleidia	Burkholderia	Butyricicoccus	Butyricimonas	Butyrivibrio	Calothrix	Campylobacter	Cardiobacterium	Carnobacterium	Catabacter	Catenibacterium	Catonella	Cellulomonas	Centipeda	Chlamydia	Chryseobacterium	Citrobacter	Clostridium	Collinsella	Comamonas	Conchiformibius	Coprobacillus	Coprobacter	Coprococcus	Crocosphaera	Cryptobacterium	Cupriavidus	Dechloromonas	Dehalobacter	Delftia	Desulfotomaculum	Desulfovibrio	Dialister	Dielma	Dorea	Dysgonomonas	Echinicola	Eggerthella	Eggerthia	Eikenella	Elizabethkingia	Enhydrobacter	Enterobacter	Enterococcus	Enterorhabdus	Erysipelatoclostridium	Escherichia	Eubacterium	Exiguobacterium	Facklamia	Faecalicoccus	Faecalitalea	Fenollaria	Filifactor	Finegoldia	Flavobacterium	Flavonifractor	Fusobacterium	Gallibacterium	Gordonibacter	Granulicatella	Gulbenkiania	Hallella	Helicobacter	Herbaspirillum	Histophilus	Holdemanella	Holdemania	Hungatella	Intestinimonas	Isoptericola	Janibacter	Johnsonella	Kandleria	Klebsiella	Kocuria	Kytococcus	Lachnoanaerobaculum	Lachnoclostridium	Lachnospira	Lactococcus	Lawsonella	Lelliottia	Leptotrichia	Leucobacter	Leuconostoc	Levyella	Mageeibacillus	Mangrovimonas	Mannheimia	Marvinbryantia	Megamonas	Megasphaera	Methylobacterium	Microbacterium	Micrococcus	Microvirga	Mitsuokella	Mobiluncus	Modestobacter	Mogibacterium	Moritella	Morococcus	Mycobacterium	Mycoplasma	Necropsobacter	Neisseria	Nocardia	Nosocomiicoccus	Novosphingobium	Odoribacter	Olsenella	Oribacterium	Oscillibacter	Ottowia	Oxalobacter	Paenibacillus	Paracoccus	Paraprevotella	Parasutterella	Parvimonas	Pasteurella	Pectobacterium	Pedobacter	Peptoclostridium	Peptoniphilus	Peptostreptococcus	Phascolarctobacterium	Photobacterium	Porphyrobacter	Porphyromonas	Propionibacterium	Proteiniphilum	Pseudoflavonifractor	Pseudomonas	Pseudoramibacter	Psychrobacter	Rheinheimera	Rhodopseudomonas	Riemerella	Rikenella	Risungbinella	Roseburia	Ruminiclostridium	Runella	Salmonella	Sanguibacter	Sanguibacteroides	Scardovia	Selenomonas	Senegalimassilia	Serratia	Shuttleworthia	Simonsiella	Sinorhizobium	Slackia	Sneathia	Solobacterium	Sphingobacterium	Sphingobium	Sphingomonas	Sphingopyxis	Staphylococcus	Stenotrophomonas	Stomatobaculum	Streptobacillus	Streptomyces	Subdoligranulum	Tannerella	Tepidiphilus	Terrisporobacter	Thauera	Thermus	Trueperella	Turicibacter	Tyzzerella	Ureaplasma	Varibaculum	Vibrio	Xanthomonas	Xenorhabdus	Xylanimonas
Conchiformibius	0.3459693496866558	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8417945435904677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.892946584966651	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33604337245429866	0.0	0.0	0.0	0.04460958969997601	0.0	0.0	0.0	0.892946584966651	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025735297013376648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08402925029176211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.892946584966651	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2464762754492883	0.892946584966651	0.0	0.0	0.0	0.0	0.43954058281001385	0.21458945777291527	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31562703943944276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.892946584966651	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1279206744338378	0.0	0.1096313277524786	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14523432954250223	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17587492582874645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32668846085997644
Coprobacillus	0.0	0.6541603325486124	0.21889012235007727	0.17720196171712108	0.0	0.0	0.0	0.0	0.6111327858683806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46876947062167196	0.0	0.48044073000908455	0.6625182875086704	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4998639655905622	0.33002983077805836	0.7022297606470455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34426431798274454	0.0	0.0	0.0	0.0	0.0	0.0	0.29651080973057564	0.0	0.0	0.6322685895385267	0.0	0.0	0.0	0.0	0.0	0.7931719548694512	0.0	0.0	0.0	0.061045365272668094	0.6693314142651645	0.0	0.0	0.0	0.0	0.0	0.0	0.46876947062167196	0.46974874005774464	0.0	0.33983795478350853	0.6293153718773286	0.0	0.0	0.38192392506455236	0.0	0.0	0.0	0.0	0.0	0.5228991942161267	0.6410281315127664	0.4096114315795741	0.6525244699147239	0.0	0.0	0.0	0.29651080973057553	0.4396619447118908	0.0	0.0	0.0	0.0	0.32929724104832636	0.0	0.0	0.7122711165986357	0.0	0.0	0.6410281315127664	0.0	0.0	0.0	0.3673281073952415	0.5029581698558094	0.6038182507865267	0.49481836291348624	0.0	0.0	0.0	0.12425214883947905	0.0	0.0	0.0	0.0	0.5785632280979475	0.38852048069499207	0.180840649411952	0.0	0.0	0.0	0.0	0.0	0.22447029729274937	0.0	0.0	0.0	0.6065489033145625	0.12425214883947903	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13189411566615272	0.0	0.0	0.6326010189219932	0.0	0.0	0.0	0.0	0.0	0.5594432293817675	0.0	0.0	0.3689841562358385	0.0	0.0	0.0	0.0	0.0	0.851785297241478	0.0	0.0	0.0	0.0	0.0	0.0	0.2812755576200645	0.0	0.0	0.0	0.0	0.0	0.0	0.10321230445802348	0.0	0.0	0.1772019617171211	0.0	0.0	0.0	0.6539685470980386	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6801903867572126	0.0	0.0	0.29651080973057553	0.0	0.0	0.0	0.2965108097305755	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Coprobacter	0.0	0.06547436141954821	0.2397777485511642	0.19411148828098695	0.0	0.0	0.0	0.0	0.10216402363046846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12494032198847875	0.21557475177957763	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9244575293899595	0.0	0.0	0.0	0.0	0.4836268136925734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07264336072298025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14071273386938887	0.0	0.0	0.061045365272668094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7031749960373247	0.22589737973150573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029749831050821938	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011341532194150395	0.0	0.0	0.0	0.0	0.28821220257547797	0.0	0.0	0.05549890273805599	0.0	0.0	0.0	0.0	0.0	0.0	0.013589570805453564	0.18203320802305883	0.0	0.0	0.0	0.0	0.0	0.136108930734324	0.0	0.0	0.0	0.0	0.0	0.08890384228390724	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08894991799933209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.056246225405583807	0.0	0.0	0.21717839123187774	0.0	0.0	0.0	0.0	0.0	0.2185639807823751	0.0	0.0	0.0	0.0	0.0	0.0	0.2159835018522496	0.0	0.0	0.0	0.0	0.0	0.0	0.27651356971680785	0.0	0.0	0.19411148828098698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13610893073432417	0.0	0.0	0.0	0.13610893073432417	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Coprococcus	0.0	0.8115197127299321	0.14483650819603244	0.15096074558226172	0.0	0.0	0.0	0.0	0.9448441453610085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6322944815826366	0.0	0.7226177945785749	0.7219951197890757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1552732075106548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6693314142651645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6322944815826366	0.0	0.0	0.0	0.0	0.0	0.0	0.28885999570649085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15527320751065474	0.6037648311323213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8246664497776567	0.0	0.0	0.0	0.0	0.0	0.0	0.7353749474435508	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.721366757303643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8248957346506355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7313584737333748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15096074558226175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.589319592026602	0.0	0.0	0.0	0.589319592026602	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Crocosphaera	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1520685460183825	0.0	0.0	0.0	0.0	0.0	0.0	0.14444194396817372	0.0	0.0	0.0	0.0	0.9699113008357031	0.0	0.0	0.0	1.0000000000000016	0.0	0.0	0.4077499365207323	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9804596244970121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000016	0.0	0.9999999999999972	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8661498237841875	0.0	0.0	0.0	0.0	0.6751414882515148	0.7182509479158063	0.0	0.0	0.9949996223999822	0.0	0.3915031063822357	0.0	0.0	0.0	0.0	0.0	0.0	0.9804596244970121	1.0000000000000016	0.8292085416561749	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013858407623892597	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12295820596987668	0.0	0.0	0.0	0.0	0.9999999999999972	0.0	0.0	0.0	0.5561391612758086	0.0	0.0	0.0	0.0	0.0	0.0	0.8142773600239761	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17739153238134345	0.0	0.7762752723804076	0.5083050428826843	0.0	0.0	1.0000000000000024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019303640533577644	0.0	0.0
Cryptobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018720710105679217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17392827151562412	0.0	0.0	0.0	0.0	0.17392827151562418	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24413718638604182	0.0	0.0	0.0	0.19384584236337868	0.01801366672107152	0.18568715917641573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06245285288129467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0346823765439121	0.0	0.0	0.0	0.0	0.0	0.0	0.13542642269527555	0.0	0.0	0.0	0.0	0.019362568159582212	0.0	0.03872497969924569	0.0	0.0	0.0	0.22593915864958508	0.3777018073235551	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03203583610836442	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36057812433358616	0.0	0.0	0.3261338406715705	0.17392827151562412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09028561664229466	0.09868598683336588	0.0	0.0	0.10856210911958326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7533507240541004	0.0	0.0	0.0	0.10730265269346001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3895673369672049	0.3876153509027115	0.0	0.0	0.27192749566711066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36057812433358616	0.3605781243335863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07019824569568753
Cupriavidus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5099341108375368	0.13482827794952001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6817634352857117	0.0	0.50250666997352	0.0	0.0	0.0	0.5025066699735203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02460326898926539	0.0	0.0	0.0	0.48625553862052967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07038822416352396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.673507833923569	0.0	0.0	0.0	0.0	0.0	0.0	0.09944522697096811	0.43793932597785884	0.0	0.0	0.6817634352857107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6837300468441959	0.0	0.2502995984238343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14840385161551445	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07642507005570427	0.0	0.0	0.0	0.0	0.0	0.0	0.09944522697096811	0.0	0.3515478971732137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.420115890737665	0.0	0.0	0.0	0.6564611982449274	0.5025066699735203	0.0	0.0	0.0	0.0	0.0	0.0	0.031049383373448307	0.4610022262460856	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6041159314135668	0.0	0.0	0.0	0.6817634352857117	0.0	0.05543608606630324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4156838654705004	0.0	0.0	0.0	0.2012566320637175	0.04929150927469166	0.7122250386460095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05458471270676454	0.44539512447988283	0.0	0.0	0.0	0.0
Dechloromonas	0.0	0.0	0.0	0.0	0.20014900047497405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9938629170524556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16012158191749143	0.0	0.2395714572978741	0.0	0.0	0.0	0.6538964592008158	0.025735297013376648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9938629170524556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26259812514462827	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10234922062356755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09010924957250985	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13623152479055256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0777608331801429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09159526723786234	0.0	0.0	0.0	0.1356679437299745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14122477155229876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16201911774927788
Dehalobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.9888727887877163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8095475474846536	0.0	0.0	0.0	1.0	0.0	0.9470794367208376	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.172950664236753	0.3537837936093176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20608052639445082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8809665524906093	0.0	0.0	0.0	0.0	0.0	0.0	0.3231226801522661	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.8352116482572297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08969703559013288	0.0	0.0	0.8095475474846536	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7453741171141391	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7011894655987557	0.0	0.0	0.0	0.0	0.0	0.0	0.6161663873899277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Delftia	0.0	0.0	0.0	0.0	0.47366491114342507	0.9961686862975294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000022	0.0	0.0	0.0	0.0	1.000000000000002	0.6510817786894221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17126961927976098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999999	0.0	0.0	1.0000000000000029	0.0	0.0	0.0	0.715585825996512	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999999	0.0	0.0	0.8946647616023526	0.0	0.0	0.4010578754006824	0.0	0.0	1.0000000000000022	0.0	0.0	0.0	0.0	0.0	0.40547074112929143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9099141705897312	0.9307441793932509	0.0	0.0	0.8075966221861951	0.0	0.0	0.0	0.0	0.0	1.0000000000000022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9996529926434795	0.9993530673749683	0.0	0.0
Desulfotomaculum	0.0	0.2647282875459019	0.0	0.0	0.0	0.0	0.0	0.0	0.714709200593775	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000022	0.0	0.19411148828098718	0.46590448963714964	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.145838592899115	0.013817547666460967	0.7360251445442251	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0415801122228459	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28317719327278057	0.0	0.0	0.46876947062167196	0.0	0.6322944815826366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9976807932110923	0.0	0.0	0.35712700938417663	0.0	0.0	0.21788373224820134	0.0	0.0	0.0	0.0	0.09182120938790488	0.3543727119000485	0.0	0.09570377672873273	0.0	0.0	0.0	0.0	0.0	0.3605781243335864	0.0	0.0	0.0	0.0	0.08107588415305657	0.0	0.0	0.8757932911874168	0.0	0.0	0.0	0.0	0.0	0.0	0.4320493798938581	0.3069196156555095	0.977056383740674	0.38112447090553303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4071695327598912	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4320493798938581	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42150907809040344	0.0	0.0	0.17827373594191168	0.0	0.0	0.0	0.0	0.0	0.718976327905407	0.0	0.0	0.0	0.0	0.0	0.0	0.1540606300721784	0.0	0.0	0.1492900926831031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6072834383576537	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
