TAXA	Acholeplasmataceae	Acidaminococcaceae	Aerococcaceae	Akkermansiaceae	Alcaligenaceae	Alteromonadaceae	Aurantimonadaceae	Bacillaceae	Bradyrhizobiaceae	Brevibacteriaceae	Cardiobacteriaceae	Catabacteriaceae	Caulobacteraceae	Cellulomonadaceae	Cellvibrionaceae	Chlamydiaceae	Chromatiaceae	Chromobacteriaceae	Clostridiaceae	Clostridiales Family XIII. Incertae Sedis	Comamonadaceae	Coriobacteriaceae	Cyclobacteriaceae	Cytophagaceae	Dermabacteraceae	Dermacoccaceae	Desulfovibrionaceae	Eggerthellaceae	Enterobacteriaceae	Enterococcaceae	Erythrobacteraceae	Eubacteriaceae	Fusobacteriaceae	Geodermatophilaceae	Halomonadaceae	Helicobacteraceae	Hydrogenophilaceae	Intrasporangiaceae	Leuconostocaceae	Listeriaceae	Methylobacteriaceae	Microbacteriaceae	Moritellaceae	Mycobacteriaceae	Mycoplasmataceae	Nocardiaceae	Oscillospiraceae	Oxalobacteraceae	Paenibacillaceae	Peptococcaceae	Planococcaceae	Prolixibacteraceae	Promicromonosporaceae	Propionibacteriaceae	Pseudomonadaceae	Rhizobiaceae	Rhodobacteraceae	Rhodocyclaceae	Rivulariaceae	Sanguibacteraceae	Selenomonadaceae	Sphingobacteriaceae	Sphingomonadaceae	Spirochaetaceae	Staphylococcaceae	Streptomycetaceae	Synergistaceae	Thermaceae	Thermoactinomycetaceae	Vibrionaceae	Xanthomonadaceae
Cardiobacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42231300050394854	0.0	0.0	0.0	0.0
Catabacteriaceae	0.0	0.1300340368001862	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9741205037018615	0.0	0.0	0.3075107693368295	0.0	0.0	0.0	0.0	0.09624702937305533	0.20052525024365192	0.0	0.32376195411908876	0.0	0.35213226613130205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27825300433813205	0.0	0.0	0.43204937989385783	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Caulobacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17639447676819586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7011894655987553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3560103368178974	0.0	0.6265977635668885	0.0	0.6121372460988332	0.4830508474576276	0.0	0.0	0.0	0.0	0.0	0.5746796836493611	0.0	0.0	0.0	0.20018966068554084	0.0	0.0	0.0	0.27289374062017085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cellulomonadaceae	0.11037742490183215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3934150263546207	0.0	0.0	0.0	0.04460637817067884	0.0	0.0	0.86973384578288	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.979020675879705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cellvibrionaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9237194385034664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chlamydiaceae	0.019065601056451047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16028145598746538	0.0	0.0	0.0	0.0	0.0	0.0	0.12517076799896498	0.0	0.0	0.0	0.0	0.4170831252080732	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.048557022469852086	0.0	0.11238766846924114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chromatiaceae	0.0	0.0	0.0	0.0	1.000000000000001	0.0	0.0	0.6334028856690616	0.8016283528685411	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3517805655265303	0.0	0.0	0.9874813778424141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999986	0.0	0.0	1.000000000000001	0.9991321101744798	0.0	0.0	0.9657028635723626	0.0	0.0	0.7225335725749922	0.0	0.0	0.0	0.0	0.0	0.0	0.999999999999999	0.0	0.0	0.8887302677564441	0.40669271204200474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8465000398327762	0.0	0.0	0.0	0.0	0.0	0.0	0.9997414904170583	0.9879077552047656
Chromobacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000016	0.41993561480821595	0.05807861948332021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07682148897567617	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000016	0.0	0.0	0.0	0.0	0.23844515149934847	0.995533704972402	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04082227824409595	0.0	0.013391309289194795	0.0	0.0	0.0	0.0	0.0	0.07101657506624026	0.0	0.7790069740135075	1.0000000000000018	0.0	0.0	0.9999999999999972	0.0	0.1291574121427808
Clostridiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9741205037018615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridiales Family XIII. Incertae Sedis	0.0	0.0	0.0	0.0	0.0	0.0770082293061831	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0770082293061831	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Comamonadaceae	0.0	0.0	0.0	0.0	0.3517805655265303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3517805655265303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3517805655265294	0.0	0.0	0.3517805655265303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35178056552652953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4320854580578476	0.0	0.0	0.0	0.0
Coriobacteriaceae	0.031092649525170955	0.19378293221730256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3075107693368295	0.0	0.3934150263546207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7006898184055744	0.0	0.35294451621600276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23253613890721053	0.0	0.0	0.0	0.0	0.0	0.4244750596538745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cyclobacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16028145598746538	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0802429376032168	0.0	0.0	0.0	0.0	0.0	0.32090407678989213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6161663873899279	0.0	0.7011894655987557	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cytophagaceae	0.0	0.0	0.0	0.0	0.9874813778424141	0.0	0.0	0.6184506027232712	0.7848779120898195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9874813778424141	0.0	0.0	0.0	0.0	0.0	0.0802429376032168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9874813778424115	0.029659334670178464	0.0	0.9874813778424141	0.9863287800245584	0.0	0.0	0.9514384702859057	0.0	0.0	0.7042477990871208	0.0	0.0	0.0	0.0	0.0	0.0440154954706617	0.9874813778424121	0.029659334670178464	0.0	0.0	0.0	0.025900736001482412	0.0	0.0	0.0	0.0	0.0	0.0	0.826758880793164	0.0	0.0	0.0	0.0	0.0	0.0	0.9885338834031581	0.9737707862087507
Dermabacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27676971753779683	0.0	0.0	0.0	0.7011894655987553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.030657233764201958	0.0	0.0	0.518821564988646	0.0	0.9041242505732952	0.0	0.8866240250878553	0.7011894655987553	0.0	0.0	0.0	0.0	0.0	0.839763837761982	0.0	0.013391309289194828	0.0	0.0	0.0	0.0	0.0	0.3919062846248067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dermacoccaceae	0.0	0.0	0.0	0.0	0.0	0.09298373752104912	0.0	0.0	0.13272697131720337	0.0	0.0	0.0	0.0	0.04460637817067884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22282538464606413	0.2491292099355205	0.0	0.0	0.09298373752104912	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7591576929257939	0.0	0.0	0.0	0.0	0.0	0.0	0.8308200706009852	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09298373752104935	0.0	0.0	0.0
Desulfovibrionaceae	0.49920658647234	0.6158905573085423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09624702937305533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6177753703855929	0.0	0.38860779908060405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26607976906598335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Eggerthellaceae	0.08612474884106741	0.19778561859289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20052525024365192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7006898184055744	0.0	0.0	0.0	0.0	0.6177753703855929	0.0	0.0	0.48386002137651146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0541888395341749	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46412576796873434	0.0	0.0	0.0	0.0	0.0	0.04070334967449583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Enterobacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.07682148897567619	0.0	0.0	0.0	0.0	0.0	0.0	0.86973384578288	0.0	0.0	0.0	0.07682148897567617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07682148897567617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9102666784705221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07682148897567619	0.0	0.0	0.07682148897567594	0.0	0.0
Enterococcaceae	0.2224398919489347	0.3310118306961152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32376195411908876	0.0	0.0	0.0	0.12517076799896498	0.0	0.0	0.0	0.0	0.0	0.35294451621600276	0.32090407678989213	0.0	0.0	0.0	0.38860779908060405	0.48386002137651146	0.0	0.0	0.0	0.0	0.0	0.0	0.12626716210644448	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.56651866361702	0.0	0.32376195411908937	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Erythrobacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9237194385034664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0510906769083778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13419817801267198	0.0	0.0	0.0
Eubacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35213226613130205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2923843565600228	0.0	0.0	0.0	0.0
Fusobacteriaceae	0.0	0.0	0.0	0.0	0.0	0.6368765368491077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6368765368491077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Geodermatophilaceae	0.0	0.0	0.0	0.0	0.9999999999999986	0.0	0.0	0.6334028856690601	0.801628352868539	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999986	0.0	0.0	0.0	0.3517805655265294	0.0	0.0	0.9874813778424115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999986	0.9991321101744772	0.0	0.0	0.96570286357236	0.0	0.0	0.7225335725749903	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999963	0.0	0.0	0.8887302677564418	0.40669271204200375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8465000398327742	0.0	0.0	0.0	0.0	0.0	0.0	0.9997414904170557	0.987907755204763
Halomonadaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4170831252080732	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029659334670178464	0.0	0.0	0.0	0.0	0.0	0.12626716210644448	0.0510906769083778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3747925640270488	0.0	0.0	0.0	0.0	0.0	0.0
Helicobacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000016	0.41993561480821595	0.05807861948332021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07682148897567617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23844515149934847	0.995533704972402	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04082227824409595	0.0	0.013391309289194795	0.0	0.0	0.0	0.0	0.0	0.07101657506624026	0.0	0.7790069740135075	1.0000000000000018	0.0	0.0	0.9999999999999972	0.0	0.1291574121427808
Hydrogenophilaceae	0.0	0.0	0.0	0.0	1.000000000000001	0.0	0.0	0.6334028856690616	0.8016283528685411	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.000000000000001	0.0	0.0	0.0	0.3517805655265303	0.0	0.0	0.9874813778424141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999986	0.0	0.0	0.0	0.9991321101744798	0.0	0.0	0.9657028635723626	0.0	0.0	0.7225335725749922	0.0	0.0	0.0	0.0	0.0	0.0	0.999999999999999	0.0	0.0	0.8887302677564441	0.40669271204200474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8465000398327762	0.0	0.0	0.0	0.0	0.0	0.0	0.9997414904170583	0.9879077552047656
Intrasporangiaceae	0.0	0.0	0.0	0.0	0.9991321101744798	0.0	0.0	0.6325779045206732	0.8221298350317675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9991321101744798	0.0	0.0	0.0	0.0	0.0	0.0	0.9863287800245584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9991321101744772	0.0	0.0	0.9991321101744798	0.0	0.0	0.0	0.9646483317025567	0.0	0.0	0.7215932997771541	0.0	0.0	0.0	0.0	0.0	0.0	0.9991321101744777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8470836126695295	0.0	0.0	0.0	0.0	0.0	0.0	0.9988366495237224	0.9871143870575504
Leuconostocaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22282538464606413	0.0	0.0541888395341749	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9903696947746841	0.0	0.0	0.0	0.0	0.06138026892069634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.265338960485259	0.0	0.0	0.0	0.0	0.09700922532041022	0.0	0.2950986322890055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Listeriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2491292099355205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9903696947746841	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Methylobacteriaceae	0.0	0.0	0.0	0.0	0.9657028635723626	0.0	0.23844515149934847	0.7208028532314529	0.8072101521876274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9657028635723626	0.23844515149934847	0.0	0.0	0.0	0.0	0.0	0.9514384702859057	0.030657233764201958	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.96570286357236	0.0	0.23844515149934847	0.9657028635723626	0.9646483317025567	0.0	0.0	0.0	0.23449912834174144	0.0	0.7192393624216062	0.0	0.015052818474711068	0.0	0.0	0.0	0.0	0.9657028635723605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8599604395745488	0.0	0.0	0.2384451514993485	0.0	0.0	0.23844515149934756	0.9651796456731968	0.991601564226842
Microbacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.995533704972402	0.4141136543178174	0.05308893910882247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.995533704972402	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.995533704972402	0.0	0.0	0.0	0.0	0.23449912834174144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012523579797863916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029084249538347255	0.0	0.0	0.0	0.0	0.0	0.0	0.9955337049724025	0.0	0.0	0.9955337049723979	0.0	0.0
Moritellaceae	0.0	0.0	0.0	0.0	0.0	1.0000000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0770082293061831	0.0	0.0	0.0	0.0	0.0	0.09298373752104912	0.0	0.0	0.0	0.0	0.0	0.0	0.6368765368491077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2821233267444147	0.0	0.0	0.0	0.0	0.0	0.0	0.06824426800241905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mycobacteriaceae	0.0	0.0	0.0	0.0	0.7225335725749922	0.0	0.0	0.0	0.732342727545196	0.024092403707518775	0.0	0.0	0.3560103368178974	0.0	0.0	0.0	0.7225335725749922	0.0	0.0	0.0	0.0	0.0	0.0	0.7042477990871208	0.518821564988646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7225335725749903	0.0	0.0	0.7225335725749922	0.7215932997771541	0.0	0.0	0.7192393624216062	0.0	0.0	0.0	0.0	0.644243239635663	0.0	0.5953922022755331	0.3560103368178974	0.0	0.7225335725749906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9513615188021078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mycoplasmataceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06138026892069634	0.0	0.0	0.0	0.0	0.0	0.0	0.16875986360462786	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5995326749832246	0.2067600752627118	0.0	0.0	0.0
Nocardiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2351272169230315	0.0	0.0	0.0	0.6265977635668885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9041242505732952	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015052818474711068	0.0	0.0	0.644243239635663	0.16875986360462786	0.0	0.0	0.9201766654533516	0.6265977635668885	0.0	0.0	0.0	0.0	0.0	0.866619927662122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45049672825275955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Oscillospiraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27825300433813205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Oxalobacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22579229793448946	0.0	0.0	0.0	0.6121372460988332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8866240250878553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5953922022755331	0.0	0.9201766654533516	0.0	0.0	0.6121372460988332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4467088180867051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
