TAXA	sample_type	sample_color	frequency	spect_cluster	commun_cluster	spect_color	comm_color
Acidaminococcus	Stool	#b2f396	2	5.0	2.0	#1e91f3	#5e35fe
Aggregatibacter	Mixed	#cccccc	28	26.0	4.0	#ff0000	#3c68f9
Akkermansia	Stool	#b2f396	20	4.0	1.0	#3176f8	#7019ff
Anaerotruncus	Stool	#b2f396	13	4.0	1.0	#3176f8	#7019ff
Arthrobacter	Anterior_nares	#8000ff	1	23.0	9.0	#ff5c2f	#18cde4
Atopobacter	Anterior_nares	#8000ff	1	17.0	10.0	#cce385	#2adddd
Azohydromonas	Anterior_nares	#8000ff	1	23.0	9.0	#ff5c2f	#18cde4
Basfia	Buccal_mucosa	#1996f3	2	11.0	14.0	#56f7ca	#6efebe
Bibersteinia	Buccal_mucosa	#1996f3	2	11.0	14.0	#56f7ca	#6efebe
Bilophila	Stool	#b2f396	10	22.0	12.0	#ff793e	#4df3ce
Blautia	Stool	#b2f396	18	22.0	1.0	#ff793e	#7019ff
Burkholderia	Posterior_fornix	#4df3ce	1	19.0	17.0	#f4c069	#a0faa1
Capnocytophaga	Supragingival_plaque	#ff964f	32	26.0	4.0	#ff0000	#3c68f9
Citrobacter	Throat	#ff5029	1	13.0	16.0	#7effb5	#90feab
Clostridium	Stool	#b2f396	27	4.0	1.0	#3176f8	#7019ff
Coprobacillus	Stool	#b2f396	9	14.0	1.0	#92fda9	#7019ff
Coprococcus	Stool	#b2f396	17	4.0	1.0	#3176f8	#7019ff
Crocosphaera	Anterior_nares	#8000ff	1	2.0	13.0	#5a3bfd	#5df9c7
Dehalobacter	Buccal_mucosa	#1996f3	2	11.0	14.0	#56f7ca	#6efebe
Delftia	Anterior_nares	#8000ff	1	23.0	9.0	#ff5c2f	#18cde4
Desulfotomaculum	Stool	#b2f396	1	15.0	11.0	#a6f89d	#3ae8d6
Dolosigranulum	Anterior_nares	#8000ff	5	13.0	18.0	#7effb5	#b2f396
Dorea	Stool	#b2f396	16	14.0	1.0	#92fda9	#7019ff
Echinicola	Buccal_mucosa	#1996f3	2	11.0	14.0	#56f7ca	#6efebe
Eikenella	Subgingival_plaque	#e4cf74	16	1.0	19.0	#6e1cff	#c2ea8c
Elizabethkingia	Buccal_mucosa	#1996f3	1	8.0	7.0	#1dd1e2	#09a9ee
Erysipelatoclostridium	Stool	#b2f396	10	4.0	12.0	#3176f8	#4df3ce
Exiguobacterium	Anterior_nares	#8000ff	2	25.0	6.0	#ff1f10	#1996f3
Facklamia	Posterior_fornix	#4df3ce	3	13.0	18.0	#7effb5	#b2f396
Faecalibacterium	Stool	#b2f396	28	14.0	1.0	#92fda9	#7019ff
Faecalicoccus	Stool	#b2f396	1	0.0	20.0	#8000ff	#d4dd80
Fenollaria	Posterior_fornix	#4df3ce	1	17.0	15.0	#cce385	#7effb5
Flavobacterium	Throat	#ff5029	1	13.0	16.0	#7effb5	#90feab
Flavonifractor	Stool	#b2f396	14	4.0	1.0	#3176f8	#7019ff
Fusobacterium	Tongue_dorsum	#ff0000	27	26.0	4.0	#ff0000	#3c68f9
Gemella	Buccal_mucosa	#1996f3	36	26.0	4.0	#ff0000	#3c68f9
Gordonibacter	Stool	#b2f396	6	3.0	5.0	#4659fb	#2c7ef7
Gulbenkiania	Anterior_nares	#8000ff	1	2.0	13.0	#5a3bfd	#5df9c7
Haemophilus	Buccal_mucosa	#1996f3	38	26.0	4.0	#ff0000	#3c68f9
Hallella	Stool	#b2f396	1	10.0	23.0	#44eed2	#ffac5c
Helicobacter	Anterior_nares	#8000ff	1	2.0	13.0	#5a3bfd	#5df9c7
Holdemania	Stool	#b2f396	12	4.0	1.0	#3176f8	#7019ff
Hungatella	Stool	#b2f396	14	7.0	1.0	#08bee9	#7019ff
Intestinimonas	Stool	#b2f396	16	14.0	1.0	#92fda9	#7019ff
Janibacter	Throat	#ff5029	1	13.0	16.0	#7effb5	#90feab
Lachnoclostridium	Stool	#b2f396	16	24.0	1.0	#ff3e1f	#7019ff
Lautropia	Supragingival_plaque	#ff964f	30	21.0	0.0	#ff934d	#8000ff
Leptotrichia	Supragingival_plaque	#ff964f	28	26.0	4.0	#ff0000	#3c68f9
Mangrovimonas	Buccal_mucosa	#1996f3	2	11.0	14.0	#56f7ca	#6efebe
Mannheimia	Buccal_mucosa	#1996f3	10	9.0	3.0	#30e1da	#4e4dfc
Marvinbryantia	Stool	#b2f396	5	20.0	24.0	#ffa95b	#ff964f
Methylobacterium	Anterior_nares	#8000ff	2	25.0	6.0	#ff1f10	#1996f3
Microbacterium	Anterior_nares	#8000ff	1	2.0	13.0	#5a3bfd	#5df9c7
Micrococcus	Anterior_nares	#8000ff	2	25.0	6.0	#ff1f10	#1996f3
Microvirga	Anterior_nares	#8000ff	1	23.0	9.0	#ff5c2f	#18cde4
Modestobacter	Anterior_nares	#8000ff	1	23.0	9.0	#ff5c2f	#18cde4
Necropsobacter	Buccal_mucosa	#1996f3	3	11.0	14.0	#56f7ca	#6efebe
Neisseria	Throat	#ff5029	33	26.0	4.0	#ff0000	#3c68f9
Nosocomiicoccus	Posterior_fornix	#4df3ce	1	19.0	17.0	#f4c069	#a0faa1
Novosphingobium	Throat	#ff5029	1	13.0	16.0	#7effb5	#90feab
Odoribacter	Stool	#b2f396	20	12.0	8.0	#6afdc0	#08bee9
Oscillibacter	Stool	#b2f396	17	4.0	1.0	#3176f8	#7019ff
Parabacteroides	Stool	#b2f396	27	4.0	1.0	#3176f8	#7019ff
Pasteurella	Buccal_mucosa	#1996f3	14	9.0	3.0	#30e1da	#4e4dfc
Pectobacterium	Saliva	#7effb5	1	6.0	28.0	#0ca7ef	#ff351b
Pedobacter	Anterior_nares	#8000ff	1	8.0	26.0	#1dd1e2	#ff6835
Photobacterium	Anterior_nares	#8000ff	1	23.0	9.0	#ff5c2f	#18cde4
Pseudoflavonifractor	Stool	#b2f396	12	4.0	1.0	#3176f8	#7019ff
Rheinheimera	Anterior_nares	#8000ff	1	23.0	9.0	#ff5c2f	#18cde4
Rhodopseudomonas	Posterior_fornix	#4df3ce	1	17.0	15.0	#cce385	#7effb5
Rikenella	Stool	#b2f396	6	3.0	21.0	#4659fb	#e4cf74
Risungbinella	Anterior_nares	#8000ff	1	2.0	13.0	#5a3bfd	#5df9c7
Roseburia	Stool	#b2f396	23	22.0	1.0	#ff793e	#7019ff
Rothia	Buccal_mucosa	#1996f3	37	26.0	4.0	#ff0000	#3c68f9
Ruminiclostridium	Stool	#b2f396	19	14.0	1.0	#92fda9	#7019ff
Ruminococcus	Stool	#b2f396	27	4.0	1.0	#3176f8	#7019ff
Sanguibacter	Saliva	#7effb5	17	26.0	4.0	#ff0000	#3c68f9
Selenomonas	Saliva	#7effb5	26	26.0	4.0	#ff0000	#3c68f9
Senegalimassilia	Stool	#b2f396	2	5.0	2.0	#1e91f3	#5e35fe
Serratia	Saliva	#7effb5	2	16.0	27.0	#b9ef92	#ff5029
Sneathia	Posterior_fornix	#4df3ce	3	11.0	14.0	#56f7ca	#6efebe
Solobacterium	Tongue_dorsum	#ff0000	23	26.0	4.0	#ff0000	#3c68f9
Sphingobacterium	Anterior_nares	#8000ff	3	20.0	22.0	#ffa95b	#f6be68
Sphingobium	Mid_vagina	#18cde4	7	3.0	29.0	#4659fb	#ff1c0e
Streptobacillus	Buccal_mucosa	#1996f3	2	11.0	14.0	#56f7ca	#6efebe
Streptomyces	Anterior_nares	#8000ff	1	2.0	13.0	#5a3bfd	#5df9c7
Subdoligranulum	Stool	#b2f396	15	22.0	1.0	#ff793e	#7019ff
Tepidiphilus	Anterior_nares	#8000ff	1	23.0	9.0	#ff5c2f	#18cde4
Trueperella	Saliva	#7effb5	12	18.0	25.0	#e0d377	#ff8143
Turicibacter	Stool	#b2f396	1	17.0	30.0	#cce385	#ff0000
Tyzzerella	Stool	#b2f396	14	14.0	1.0	#92fda9	#7019ff
Veillonella	Attached	#4e4dfc	42	26.0	4.0	#ff0000	#3c68f9
Xenorhabdus	Saliva	#7effb5	1	6.0	28.0	#0ca7ef	#ff351b
Xylanimonas	Tongue_dorsum	#ff0000	12	18.0	25.0	#e0d377	#ff8143
Acholeplasma	Stool	#b2f396	3	5.0	2.0	#1e91f3	#5e35fe
Actinomyces	Supragingival_plaque	#ff964f	36	26.0	4.0	#ff0000	#3c68f9
Acetivibrio	Stool	#b2f396	13	22.0	1.0	#ff793e	#7019ff
Aliterella	Anterior_nares	#8000ff	1	23.0	9.0	#ff5c2f	#18cde4
Amphibacillus	Anterior_nares	#8000ff	1	17.0	10.0	#cce385	#2adddd
Avibacterium	Buccal_mucosa	#1996f3	3	11.0	14.0	#56f7ca	#6efebe
Anaerostipes	Stool	#b2f396	9	4.0	12.0	#3176f8	#4df3ce
Bacteroides	Stool	#b2f396	45	22.0	1.0	#ff793e	#7019ff
Brevibacterium	Posterior_fornix	#4df3ce	1	19.0	17.0	#f4c069	#a0faa1
Bradyrhizobium	Throat	#ff5029	1	13.0	16.0	#7effb5	#90feab
Butyrivibrio	Stool	#b2f396	14	22.0	1.0	#ff793e	#7019ff
Aureimonas	Anterior_nares	#8000ff	1	2.0	13.0	#5a3bfd	#5df9c7
Anaerofustis	Stool	#b2f396	1	15.0	11.0	#a6f89d	#3ae8d6
Calothrix	Anterior_nares	#8000ff	2	13.0	18.0	#7effb5	#b2f396
Cardiobacterium	Subgingival_plaque	#e4cf74	18	1.0	19.0	#6e1cff	#c2ea8c
Alicycliphilus	Buccal_mucosa	#1996f3	1	8.0	7.0	#1dd1e2	#09a9ee
Afipia	Throat	#ff5029	3	25.0	6.0	#ff1f10	#1996f3
Catabacter	Stool	#b2f396	1	0.0	20.0	#8000ff	#d4dd80
Bosea	Posterior_fornix	#4df3ce	1	17.0	15.0	#cce385	#7effb5
Alloprevotella	Attached	#4e4dfc	30	26.0	4.0	#ff0000	#3c68f9
Catonella	Subgingival_plaque	#e4cf74	23	26.0	4.0	#ff0000	#3c68f9
Adlercreutzia	Stool	#b2f396	6	3.0	5.0	#4659fb	#2c7ef7
Enterorhabdus	Stool	#b2f396	1	10.0	23.0	#44eed2	#ffac5c
Butyricicoccus	Stool	#b2f396	10	4.0	1.0	#3176f8	#7019ff
Butyricimonas	Stool	#b2f396	11	4.0	1.0	#3176f8	#7019ff
Collinsella	Stool	#b2f396	10	14.0	1.0	#92fda9	#7019ff
Abiotrophia	Buccal_mucosa	#1996f3	27	21.0	0.0	#ff934d	#8000ff
Actinobacillus	Buccal_mucosa	#1996f3	10	9.0	3.0	#30e1da	#4e4dfc
Faecalitalea	Stool	#b2f396	4	20.0	24.0	#ffa95b	#ff964f
Alistipes	Stool	#b2f396	28	12.0	8.0	#6afdc0	#08bee9
Mitsuokella	Saliva	#7effb5	1	6.0	28.0	#0ca7ef	#ff351b
Lelliottia	Anterior_nares	#8000ff	1	8.0	26.0	#1dd1e2	#ff6835
Desulfovibrio	Stool	#b2f396	4	3.0	21.0	#4659fb	#e4cf74
Carnobacterium	Saliva	#7effb5	21	26.0	4.0	#ff0000	#3c68f9
Leuconostoc	Saliva	#7effb5	3	16.0	27.0	#b9ef92	#ff5029
Dysgonomonas	Stool	#b2f396	2	20.0	22.0	#ffa95b	#f6be68
Mycobacterium	Mid_vagina	#18cde4	10	3.0	29.0	#4659fb	#ff1c0e
Isoptericola	Tongue_dorsum	#ff0000	11	18.0	25.0	#e0d377	#ff8143
Terrisporobacter	Stool	#b2f396	1	17.0	30.0	#cce385	#ff0000
