	source	source_freq	first_sample	fscolor	spect_cluster	commun_cluster	spect_color	comm_color
0	Acidaminococcus	3	Stool	#b2f396	13.0	1.0	#bbee91	#6a22fe
1	Acholeplasma	13	Stool	#b2f396	13.0	1.0	#bbee91	#6a22fe
2	Aliterella	21	Anterior_nares	#8000ff	14.0	2.0	#d4dd80	#5444fd
3	Acinetobacter	11	Anterior_nares	#8000ff	14.0	2.0	#d4dd80	#5444fd
4	Anaerotruncus	1	Stool	#b2f396	2.0	0.0	#504afc	#8000ff
5	Acetivibrio	29	Stool	#b2f396	2.0	0.0	#504afc	#8000ff
6	Arthrobacter	1	Anterior_nares	#8000ff	14.0	2.0	#d4dd80	#5444fd
7	Acinetobacter	11	Anterior_nares	#8000ff	14.0	2.0	#d4dd80	#5444fd
8	Arthrobacter	1	Anterior_nares	#8000ff	14.0	2.0	#d4dd80	#5444fd
9	Aliterella	21	Anterior_nares	#8000ff	14.0	2.0	#d4dd80	#5444fd
10	Atopobacter	9	Anterior_nares	#8000ff	9.0	9.0	#5af8c8	#46efd1
11	Amphibacillus	1	Anterior_nares	#8000ff	9.0	9.0	#5af8c8	#46efd1
12	Aureimonas	13	Anterior_nares	#8000ff	12.0	11.0	#a2f9a0	#72febb
13	Arcanobacterium	12	Anterior_nares	#8000ff	12.0	11.0	#a2f9a0	#72febb
14	Avibacterium	2	Buccal_mucosa	#1996f3	19.0	3.0	#ff4d27	#3e65fa
15	Actinobacillus	23	Buccal_mucosa	#1996f3	19.0	3.0	#ff4d27	#3e65fa
16	Azohydromonas	1	Anterior_nares	#8000ff	14.0	2.0	#d4dd80	#5444fd
17	Acinetobacter	11	Anterior_nares	#8000ff	14.0	2.0	#d4dd80	#5444fd
18	Azohydromonas	1	Anterior_nares	#8000ff	14.0	2.0	#d4dd80	#5444fd
19	Aliterella	21	Anterior_nares	#8000ff	14.0	2.0	#d4dd80	#5444fd
20	Azohydromonas	1	Anterior_nares	#8000ff	14.0	2.0	#d4dd80	#5444fd
21	Arthrobacter	1	Anterior_nares	#8000ff	14.0	2.0	#d4dd80	#5444fd
22	Basfia	3	Buccal_mucosa	#1996f3	19.0	3.0	#ff4d27	#3e65fa
23	Actinobacillus	23	Buccal_mucosa	#1996f3	19.0	3.0	#ff4d27	#3e65fa
24	Basfia	3	Buccal_mucosa	#1996f3	19.0	3.0	#ff4d27	#3e65fa
25	Avibacterium	2	Buccal_mucosa	#1996f3	19.0	3.0	#ff4d27	#3e65fa
26	Bibersteinia	1	Buccal_mucosa	#1996f3	19.0	3.0	#ff4d27	#3e65fa
27	Actinobacillus	23	Buccal_mucosa	#1996f3	19.0	3.0	#ff4d27	#3e65fa
28	Bibersteinia	1	Buccal_mucosa	#1996f3	19.0	3.0	#ff4d27	#3e65fa
29	Basfia	3	Buccal_mucosa	#1996f3	19.0	3.0	#ff4d27	#3e65fa
30	Bradyrhizobium	2	Throat	#ff5029	16.0	6.0	#ffae5e	#04b9ea
31	Afipia	39	Throat	#ff5029	16.0	6.0	#ffae5e	#04b9ea
32	Brevibacterium	3	Posterior_fornix	#4df3ce	10.0	5.0	#72febb	#11a0f1
33	Aerococcus	25	Posterior_fornix	#4df3ce	10.0	5.0	#72febb	#11a0f1
34	Burkholderia	10	Posterior_fornix	#4df3ce	10.0	5.0	#72febb	#11a0f1
35	Aerococcus	25	Posterior_fornix	#4df3ce	10.0	5.0	#72febb	#11a0f1
36	Burkholderia	10	Posterior_fornix	#4df3ce	10.0	5.0	#72febb	#11a0f1
37	Brevibacterium	3	Posterior_fornix	#4df3ce	10.0	5.0	#72febb	#11a0f1
