TAXA	sample_type	sample_color	frequency	spect_cluster	commun_cluster	spect_color	comm_color
Actinomyces johnsonii	Subgingival_plaque	#ffac5c	2	26.0	2.0	#c2ea8c	#642cfe
Actinomyces naeslundii	Supragingival_plaque	#ff8646	7	15.0	4.0	#3ae8d6	#4659fb
Actinomyces sp. ICM39	Tongue_dorsum	#ff2f18	14	34.0	7.0	#ff8444	#1996f3
Actinomyces sp. oral taxon 171	Supragingival_plaque	#ff8646	6	15.0	4.0	#3ae8d6	#4659fb
Actinomyces sp. oral taxon 175	Supragingival_plaque	#ff8646	2	26.0	2.0	#c2ea8c	#642cfe
Actinomyces sp. oral taxon 181	Tongue_dorsum	#ff2f18	11	21.0	8.0	#84ffb2	#0ca7ef
Actinomyces sp. oral taxon 414	Subgingival_plaque	#ffac5c	4	20.0	4.0	#78ffb8	#4659fb
Actinomyces sp. oral taxon 448	Supragingival_plaque	#ff8646	2	26.0	2.0	#c2ea8c	#642cfe
Actinomyces sp. oral taxon 849	Supragingival_plaque	#ff8646	1	24.0	1.0	#abf69b	#7216ff
Actinomyces sp. ph3	Tongue_dorsum	#ff2f18	11	21.0	8.0	#84ffb2	#0ca7ef
Afipia birgiae	Throat	#ff5c2f	2	26.0	2.0	#c2ea8c	#642cfe
Afipia broomeae	Anterior_nares	#8000ff	1	24.0	1.0	#abf69b	#7216ff
Alistipes putredinis	Stool	#e8cb72	2	26.0	2.0	#c2ea8c	#642cfe
Bacillus thermoamylovorans	Anterior_nares	#8000ff	2	26.0	2.0	#c2ea8c	#642cfe
Bradyrhizobium sp. CCH5-F6	R_Retroauricular_crease	#acf59a	1	36.0	11.0	#ff6232	#20d5e1
Bulleidia extructa	Throat	#ff5c2f	6	3.0	19.0	#5c38fd	#94fda8
Campylobacter fetus	Keratinized_gingiva	#17cbe4	2	9.0	17.0	#11a0f1	#76ffb9
Campylobacter mucosalis	Attached	#622ffe	2	9.0	17.0	#11a0f1	#76ffb9
Campylobacter ureolyticus	R_Retroauricular_crease	#acf59a	1	27.0	11.0	#cee184	#20d5e1
Candidatus Alistipes marseilloanorexicus	Stool	#e8cb72	1	22.0	18.0	#90feab	#86ffb0
Capnocytophaga gingivalis	Supragingival_plaque	#ff8646	15	24.0	13.0	#abf69b	#3dead5
Capnocytophaga granulosa	Supragingival_plaque	#ff8646	7	13.0	3.0	#20d5e1	#5641fd
Capnocytophaga ochracea	Supragingival_plaque	#ff8646	7	13.0	3.0	#20d5e1	#5641fd
Capnocytophaga sp. oral taxon 324	Subgingival_plaque	#ffac5c	5	30.0	24.0	#f4c069	#dcd67a
Capnocytophaga sp. oral taxon 332	Supragingival_plaque	#ff8646	11	2.0	23.0	#6826fe	#cee184
Capnocytophaga sp. oral taxon 335	Supragingival_plaque	#ff8646	2	9.0	22.0	#11a0f1	#c0eb8d
Capnocytophaga sp. oral taxon 336	Subgingival_plaque	#ffac5c	4	30.0	24.0	#f4c069	#dcd67a
Capnocytophaga sp. oral taxon 380	Supragingival_plaque	#ff8646	7	13.0	3.0	#20d5e1	#5641fd
Capnocytophaga sp. oral taxon 412	Supragingival_plaque	#ff8646	2	9.0	22.0	#11a0f1	#c0eb8d
Capnocytophaga sp. oral taxon 863	Supragingival_plaque	#ff8646	12	2.0	23.0	#6826fe	#cee184
Cardiobacterium hominis	Subgingival_plaque	#ffac5c	3	20.0	4.0	#78ffb8	#4659fb
Cardiobacterium valvarum	Subgingival_plaque	#ffac5c	5	20.0	4.0	#78ffb8	#4659fb
Carnobacterium divergens	Saliva	#cbe486	1	22.0	18.0	#90feab	#86ffb0
Conchiformibius kuhniae	Throat	#ff5c2f	2	26.0	2.0	#c2ea8c	#642cfe
Conchiformibius steedae	R_Retroauricular_crease	#acf59a	1	24.0	1.0	#abf69b	#7216ff
Corynebacterium accolens	Anterior_nares	#8000ff	4	33.0	15.0	#ff934d	#5af8c8
Corynebacterium durum	Supragingival_plaque	#ff8646	11	16.0	3.0	#46efd1	#5641fd
Corynebacterium pseudodiphtheriticum	Anterior_nares	#8000ff	1	22.0	18.0	#90feab	#86ffb0
Corynebacterium sp. KPL1818	Anterior_nares	#8000ff	3	33.0	15.0	#ff934d	#5af8c8
Corynebacterium sp. KPL1824	Anterior_nares	#8000ff	2	26.0	2.0	#c2ea8c	#642cfe
Corynebacterium vitaeruminis	Throat	#ff5c2f	4	7.0	10.0	#2981f6	#10c6e6
Dialister micraerophilus	Saliva	#cbe486	4	7.0	10.0	#2981f6	#10c6e6
Dolosigranulum pigrum	Anterior_nares	#8000ff	2	0.0	19.0	#8000ff	#94fda8
Eggerthia catenaformis	Subgingival_plaque	#ffac5c	8	13.0	3.0	#20d5e1	#5641fd
Enterococcus pallens	Throat	#ff5c2f	3	20.0	4.0	#78ffb8	#4659fb
[Eubacterium] nodatum	Subgingival_plaque	#ffac5c	4	7.0	10.0	#2981f6	#10c6e6
[Eubacterium] rectale	Stool	#e8cb72	3	33.0	15.0	#ff934d	#5af8c8
Eubacterium xylanophilum	Throat	#ff5c2f	1	24.0	1.0	#abf69b	#7216ff
Faecalibacterium prausnitzii	Stool	#e8cb72	3	33.0	15.0	#ff934d	#5af8c8
Flavobacterium saliperosum	Throat	#ff5c2f	1	24.0	1.0	#abf69b	#7216ff
Fusobacterium equinum	Attached	#622ffe	2	9.0	17.0	#11a0f1	#76ffb9
Fusobacterium hwasookii	Supragingival_plaque	#ff8646	14	34.0	7.0	#ff8444	#1996f3
Fusobacterium sp. CM1	Palatine_Tonsils	#70febc	4	7.0	10.0	#2981f6	#10c6e6
Fusobacterium sp. CM21	Palatine_Tonsils	#70febc	3	33.0	15.0	#ff934d	#5af8c8
