TAXA	sample_type	sample_color	frequency	spect_cluster	commun_cluster	spect_color	comm_color
Acinetobacter sp. P8-3-8	R_Retroauricular_crease	#acf59a	2	73.0	6.0	#c2ea8c	#6826fe
Acinetobacter sp. VT 511	Anterior_nares	#8000ff	1	100.0	13.0	#ff6835	#4c50fc
Acinetobacter tandoii	Anterior_nares	#8000ff	1	24.0	10.0	#169bf2	#583efd
Acinetobacter ursingii	R_Retroauricular_crease	#acf59a	4	73.0	6.0	#c2ea8c	#6826fe
Actinomyces europaeus	Anterior_nares	#8000ff	2	79.0	11.0	#ded579	#5444fd
Actinomyces sp. S4-C9	Anterior_nares	#8000ff	1	105.0	15.0	#ff4724	#445cfb
Actinomyces vaccimaxillae	Anterior_nares	#8000ff	2	89.0	6.0	#ffa759	#6826fe
Advenella kashmirensis	Anterior_nares	#8000ff	2	79.0	11.0	#ded579	#5444fd
Aeromonas hydrophila	L_Retroauricular_crease	#34e4d9	1	82.0	3.0	#ebca70	#7413ff
Aeromonas rivuli	Anterior_nares	#8000ff	1	25.0	27.0	#11a0f1	#11a0f1
Aeromonas salmonicida	Anterior_nares	#8000ff	1	82.0	3.0	#ebca70	#7413ff
Aeromonas sanarellii	Anterior_nares	#8000ff	1	81.0	17.0	#e6cd73	#3c68f9
Agrobacterium albertimagni	Anterior_nares	#8000ff	1	40.0	19.0	#30e1da	#3473f8
Agrobacterium sp. LC34	Anterior_nares	#8000ff	2	88.0	28.0	#ffac5c	#0ea5ef
Aliivibrio salmonicida	Anterior_nares	#8000ff	1	43.0	25.0	#3febd5	#1996f3
Anaerofustis stercorihominis	Stool	#e8cb72	1	113.0	8.0	#ff1008	#6032fe
Anaeroglobus geminatus	Subgingival_plaque	#ffac5c	1	96.0	24.0	#ff8143	#208ef4
Anoxybacillus tepidamans	Anterior_nares	#8000ff	1	35.0	16.0	#1acfe3	#4062fa
Arthrobacter sp. AK-YN10	Anterior_nares	#8000ff	2	57.0	38.0	#7dffb6	#1acfe3
Arthrobacter sp. L77	Anterior_nares	#8000ff	1	1.0	19.0	#7c06ff	#3473f8
Atopobium sp. BS2	Saliva	#cbe486	14	115.0	21.0	#ff0000	#2c7ef7
Atopococcus tabaci	Anterior_nares	#8000ff	2	73.0	6.0	#c2ea8c	#6826fe
Aurantimonas coralicida	Anterior_nares	#8000ff	1	24.0	10.0	#169bf2	#583efd
Bacillus nealsonii	Anterior_nares	#8000ff	1	38.0	47.0	#28dbde	#3febd5
Bacillus smithii	L_Retroauricular_crease	#34e4d9	1	25.0	27.0	#11a0f1	#11a0f1
Bacillus velezensis	Anterior_nares	#8000ff	1	35.0	16.0	#1acfe3	#4062fa
Bacteroidaceae bacterium MS4	Stool	#e8cb72	1	113.0	8.0	#ff1008	#6032fe
Bacteroides stercorirosoris	Stool	#e8cb72	2	88.0	28.0	#ffac5c	#0ea5ef
Bdellovibrio bacteriovorus	Anterior_nares	#8000ff	1	6.0	37.0	#6629fe	#17cbe4
Belnapia moabensis	L_Retroauricular_crease	#34e4d9	2	57.0	38.0	#7dffb6	#1acfe3
Bifidobacterium kashiwanohense	L_Retroauricular_crease	#34e4d9	5	15.0	40.0	#3e65fa	#22d6e0
Bilophila wadsworthia	Stool	#e8cb72	1	85.0	30.0	#f9bb66	#06aeed
Bordetella petrii	Anterior_nares	#8000ff	1	63.0	39.0	#96fca7	#1fd3e1
Bosea sp. Root483D1	L_Retroauricular_crease	#34e4d9	1	20.0	48.0	#2884f6	#42edd3
Brachybacterium faecium	Anterior_nares	#8000ff	1	20.0	48.0	#2884f6	#42edd3
Brachymonas chironomi	Anterior_nares	#8000ff	3	51.0	20.0	#62fbc4	#3079f7
Bradyrhizobium lablabi	Anterior_nares	#8000ff	2	57.0	38.0	#7dffb6	#1acfe3
Bradyrhizobium sp. URHA0002	Anterior_nares	#8000ff	4	57.0	38.0	#7dffb6	#1acfe3
Brevibacillus borstelensis	Anterior_nares	#8000ff	1	96.0	24.0	#ff8143	#208ef4
Brevibacterium senegalense	Anterior_nares	#8000ff	2	57.0	38.0	#7dffb6	#1acfe3
Brevundimonas abyssalis	R_Retroauricular_crease	#acf59a	2	101.0	28.0	#ff6232	#0ea5ef
Brevundimonas nasdae	R_Retroauricular_crease	#acf59a	1	1.0	19.0	#7c06ff	#3473f8
Brevundimonas sp. BAL3	R_Retroauricular_crease	#acf59a	1	40.0	19.0	#30e1da	#3473f8
Brevundimonas sp. EAKA	R_Retroauricular_crease	#acf59a	4	2.0	11.0	#780dff	#5444fd
Burkholderia ambifaria	Anterior_nares	#8000ff	2	73.0	6.0	#c2ea8c	#6826fe
Burkholderia contaminans	Anterior_nares	#8000ff	1	85.0	30.0	#f9bb66	#06aeed
Burkholderia vietnamiensis	Buccal_mucosa	#445cfb	1	10.0	45.0	#5444fd	#37e6d8
Candidatus Saccharibacteria bacterium RAAC3_TM7_1	Attached	#622ffe	2	75.0	64.0	#cce385	#84ffb2
Capnocytophaga canimorsus	R_Retroauricular_crease	#acf59a	5	99.0	22.0	#ff6d38	#2884f6
Capnocytophaga sp. oral taxon 324	Subgingival_plaque	#ffac5c	3	75.0	64.0	#cce385	#84ffb2
Capnocytophaga sp. oral taxon 335	Supragingival_plaque	#ff8646	3	75.0	64.0	#cce385	#84ffb2
Capnocytophaga sp. oral taxon 336	Subgingival_plaque	#ffac5c	2	75.0	64.0	#cce385	#84ffb2
Carnobacterium sp. WN1374	R_Retroauricular_crease	#acf59a	2	8.0	33.0	#5e35fe	#07bbea
Carnobacterium sp. ZWU0011	Buccal_mucosa	#445cfb	1	20.0	48.0	#2884f6	#42edd3
Cellulomonas carbonis	Stool	#e8cb72	2	60.0	28.0	#8bfeae	#0ea5ef
Cellulomonas flavigena	Throat	#ff5c2f	3	79.0	11.0	#ded579	#5444fd
Cellulomonas gilvus	Anterior_nares	#8000ff	1	37.0	26.0	#24d8df	#169bf2
Cellulomonas sp. Leaf334	Anterior_nares	#8000ff	1	76.0	53.0	#d0e082	#58f8c9
Cellulomonas sp. Root485	Anterior_nares	#8000ff	1	68.0	26.0	#acf59a	#169bf2
Chryseobacterium hispalense	R_Retroauricular_crease	#acf59a	1	52.0	18.0	#66fcc2	#386df9
Chryseobacterium oranimense	Anterior_nares	#8000ff	1	72.0	49.0	#beec8e	#46efd1
Chryseobacterium sp. FF12	R_Retroauricular_crease	#acf59a	3	79.0	11.0	#ded579	#5444fd
Chryseobacterium sp. Hurlbut01	Buccal_mucosa	#445cfb	1	107.0	34.0	#ff381c	#0ac0e8
Chryseobacterium sp. UNC8MFCol	Anterior_nares	#8000ff	2	31.0	7.0	#08bee9	#642cfe
Chryseobacterium vrystaatense	Anterior_nares	#8000ff	2	73.0	6.0	#c2ea8c	#6826fe
Clostridiales bacterium SIT13	L_Retroauricular_crease	#34e4d9	1	27.0	63.0	#09a9ee	#80ffb4
Clostridiales bacterium VE202-13	Stool	#e8cb72	2	18.0	74.0	#3176f8	#acf59a
Clostridiales bacterium VE202-27	Stool	#e8cb72	3	88.0	28.0	#ffac5c	#0ea5ef
Clostridiales bacterium VE202-28	Stool	#e8cb72	1	29.0	43.0	#00b5eb	#2fe0db
[Clostridium] asparagiforme	Stool	#e8cb72	2	60.0	28.0	#8bfeae	#0ea5ef
Clostridium baratii	R_Retroauricular_crease	#acf59a	2	66.0	42.0	#a4f89f	#2adddd
[Clostridium] bolteae	Stool	#e8cb72	2	18.0	74.0	#3176f8	#acf59a
Clostridium sp. ATCC 29733	Stool	#e8cb72	1	96.0	24.0	#ff8143	#208ef4
Collinsella sp. MS5	L_Retroauricular_crease	#34e4d9	1	58.0	0.0	#80ffb4	#8000ff
Collinsella stercoris	Stool	#e8cb72	2	18.0	74.0	#3176f8	#acf59a
Collinsella tanakaei	Stool	#e8cb72	1	115.0	32.0	#ff0000	#02b7eb
Comamonas granuli	Anterior_nares	#8000ff	4	66.0	42.0	#a4f89f	#2adddd
Comamonas sp. E6	Anterior_nares	#8000ff	1	26.0	60.0	#0ea5ef	#74feba
Coprococcus sp. HPP0048	Stool	#e8cb72	1	55.0	65.0	#72febb	#88ffaf
Corynebacterium amycolatum	L_Retroauricular_crease	#34e4d9	4	12.0	6.0	#4c50fc	#6826fe
Corynebacterium capitovis	Anterior_nares	#8000ff	1	17.0	26.0	#3670f8	#169bf2
Corynebacterium freneyi	L_Retroauricular_crease	#34e4d9	3	57.0	38.0	#7dffb6	#1acfe3
Corynebacterium glyciniphilum	Anterior_nares	#8000ff	3	57.0	38.0	#7dffb6	#1acfe3
Corynebacterium humireducens	Anterior_nares	#8000ff	1	82.0	3.0	#ebca70	#7413ff
Corynebacterium marinum	Anterior_nares	#8000ff	1	7.0	68.0	#622ffe	#94fda8
Corynebacterium pilosum	R_Retroauricular_crease	#acf59a	1	1.0	19.0	#7c06ff	#3473f8
Corynebacterium sp. ATCC 6931	L_Retroauricular_crease	#34e4d9	5	12.0	6.0	#4c50fc	#6826fe
Corynebacterium sp. KPL1818	Anterior_nares	#8000ff	156	98.0	79.0	#ff733b	#c2ea8c
Corynebacterium terpenotabidum	Anterior_nares	#8000ff	1	84.0	71.0	#f4c069	#a0faa1
Corynebacterium ulceribovis	Anterior_nares	#8000ff	1	115.0	32.0	#ff0000	#02b7eb
Corynebacterium uterequi	Anterior_nares	#8000ff	2	79.0	11.0	#ded579	#5444fd
Corynebacterium xerosis	R_Retroauricular_crease	#acf59a	1	100.0	13.0	#ff6835	#4c50fc
Cronobacter dublinensis	Anterior_nares	#8000ff	2	66.0	42.0	#a4f89f	#2adddd
Cronobacter malonaticus	Anterior_nares	#8000ff	3	66.0	42.0	#a4f89f	#2adddd
Cronobacter turicensis	Anterior_nares	#8000ff	2	66.0	42.0	#a4f89f	#2adddd
