TAXA	sample_type	sample_color	frequency	spect_cluster	commun_cluster	spect_color	comm_color
Acidovorax sp. JS42	Buccal_mucosa	#445cfb	4	54.0	5.0	#ffb05f	#5e35fe
Acidovorax sp. NO-1	R_Retroauricular_crease	#acf59a	2	64.0	0.0	#ff5029	#8000ff
Acidovorax sp. SD340	R_Retroauricular_crease	#acf59a	1	12.0	3.0	#2981f6	#6c1fff
Acinetobacter bereziniae	R_Retroauricular_crease	#acf59a	3	58.0	1.0	#ff8c49	#7a09ff
Acinetobacter parvus	R_Retroauricular_crease	#acf59a	3	18.0	1.0	#00b5eb	#7a09ff
Acinetobacter soli	R_Retroauricular_crease	#acf59a	2	18.0	1.0	#00b5eb	#7a09ff
Acinetobacter sp. Ag2	R_Retroauricular_crease	#acf59a	3	58.0	1.0	#ff8c49	#7a09ff
Acinetobacter sp. MDS7A	Anterior_nares	#8000ff	3	64.0	0.0	#ff5029	#8000ff
Acinetobacter sp. NIPH 284	L_Retroauricular_crease	#34e4d9	1	69.0	8.0	#ff190d	#4856fb
Acinetobacter ursingii	R_Retroauricular_crease	#acf59a	3	18.0	1.0	#00b5eb	#7a09ff
[Actinobacillus] muris	Attached	#622ffe	2	64.0	0.0	#ff5029	#8000ff
Actinobacillus ureae	Keratinized_gingiva	#17cbe4	1	23.0	12.0	#24d8df	#2981f6
Actinomyces israelii	Subgingival_plaque	#ffac5c	2	47.0	19.0	#d0e082	#08bee9
Actinomyces sp. oral taxon 848	Supragingival_plaque	#ff8646	3	20.0	19.0	#0fc4e7	#08bee9
Actinomyces sp. oral taxon 849	Supragingival_plaque	#ff8646	2	47.0	19.0	#d0e082	#08bee9
Actinomyces sp. ph3	Tongue_dorsum	#ff2f18	1	43.0	4.0	#b4f295	#642cfe
Actinomyces viscosus	Attached	#622ffe	20	57.0	7.0	#ff964f	#4e4dfc
Aerococcus viridans	R_Retroauricular_crease	#acf59a	3	18.0	1.0	#00b5eb	#7a09ff
Aggregatibacter actinomycetemcomitans	Buccal_mucosa	#445cfb	1	8.0	3.0	#4856fb	#6c1fff
Aggregatibacter segnis	Supragingival_plaque	#ff8646	6	48.0	21.0	#d9da7d	#17cbe4
Agrobacterium larrymoorei	R_Retroauricular_crease	#acf59a	1	23.0	12.0	#24d8df	#2981f6
Agrobacterium sp. SUL3	Anterior_nares	#8000ff	4	18.0	1.0	#00b5eb	#7a09ff
Agrobacterium vitis	R_Retroauricular_crease	#acf59a	1	67.0	13.0	#ff2f18	#2489f5
Alcaligenes faecalis	Anterior_nares	#8000ff	1	23.0	12.0	#24d8df	#2981f6
Alicycliphilus sp. CRZ1	R_Retroauricular_crease	#acf59a	1	43.0	4.0	#b4f295	#642cfe
Aliihoeflea sp. 2WW	R_Retroauricular_crease	#acf59a	3	58.0	1.0	#ff8c49	#7a09ff
Alistipes finegoldii	Stool	#e8cb72	3	6.0	0.0	#5641fd	#8000ff
Alistipes onderdonkii	Stool	#e8cb72	3	60.0	0.0	#ff793e	#8000ff
Alistipes shahii	Stool	#e8cb72	15	44.0	26.0	#bced8f	#3ae8d6
Alistipes sp. HGB5	Stool	#e8cb72	2	64.0	0.0	#ff5029	#8000ff
Alkaliphilus oremlandii	Anterior_nares	#8000ff	2	64.0	0.0	#ff5029	#8000ff
alpha proteobacterium L41A	R_Retroauricular_crease	#acf59a	5	18.0	1.0	#00b5eb	#7a09ff
Altererythrobacter troitsensis	L_Retroauricular_crease	#34e4d9	1	43.0	4.0	#b4f295	#642cfe
Anaerococcus provenciensis	L_Retroauricular_crease	#34e4d9	36	52.0	28.0	#f4c069	#48f1d0
Anaerococcus senegalensis	L_Retroauricular_crease	#34e4d9	16	52.0	28.0	#f4c069	#48f1d0
Anaerococcus sp. MT16	L_Retroauricular_crease	#34e4d9	12	52.0	28.0	#f4c069	#48f1d0
Anaerococcus sp. PH9	L_Retroauricular_crease	#34e4d9	15	51.0	29.0	#eec66d	#50f4cc
Anaerococcus sp. SB3	L_Retroauricular_crease	#34e4d9	16	51.0	29.0	#eec66d	#50f4cc
Anaerococcus tetradius	L_Retroauricular_crease	#34e4d9	18	51.0	29.0	#eec66d	#50f4cc
Anaeroglobus geminatus	Subgingival_plaque	#ffac5c	2	47.0	19.0	#d0e082	#08bee9
Arcobacter butzleri	L_Retroauricular_crease	#34e4d9	2	64.0	0.0	#ff5029	#8000ff
Arthrobacter sp. YC-RL1	L_Retroauricular_crease	#34e4d9	2	20.0	19.0	#0fc4e7	#08bee9
Asticcacaulis excentricus	R_Retroauricular_crease	#acf59a	1	43.0	4.0	#b4f295	#642cfe
Aureimonas altamirensis	R_Retroauricular_crease	#acf59a	3	18.0	1.0	#00b5eb	#7a09ff
Azohydromonas australica	Anterior_nares	#8000ff	1	10.0	23.0	#396bf9	#24d8df
Azospira oryzae	Anterior_nares	#8000ff	1	55.0	2.0	#ffa759	#7216ff
Azotobacter vinelandii	R_Retroauricular_crease	#acf59a	1	8.0	3.0	#4856fb	#6c1fff
Bacillus coagulans	R_Retroauricular_crease	#acf59a	1	68.0	10.0	#ff2211	#396bf9
Bacillus smithii	L_Retroauricular_crease	#34e4d9	2	19.0	20.0	#08bee9	#0fc4e7
Bacillus sp. X1(2014)	R_Retroauricular_crease	#acf59a	1	8.0	3.0	#4856fb	#6c1fff
bacteria symbiont BFo1 of Frankliniella occidentalis	R_Retroauricular_crease	#acf59a	6	58.0	1.0	#ff8c49	#7a09ff
bacteria symbiont BFo2 of Frankliniella occidentalis	Anterior_nares	#8000ff	4	18.0	1.0	#00b5eb	#7a09ff
bacterium LF-3	Stool	#e8cb72	2	64.0	0.0	#ff5029	#8000ff
Bacteroides acidifaciens	Stool	#e8cb72	1	23.0	12.0	#24d8df	#2981f6
Bacteroides cellulosilyticus	Stool	#e8cb72	3	17.0	0.0	#06aeed	#8000ff
Bacteroides clarus	Stool	#e8cb72	2	26.0	24.0	#3ae8d6	#2ddedc
Bacteroides faecichinchillae	Stool	#e8cb72	2	64.0	0.0	#ff5029	#8000ff
Bacteroides fluxus	Stool	#e8cb72	2	64.0	0.0	#ff5029	#8000ff
Bacteroides helcogenes	Stool	#e8cb72	1	23.0	12.0	#24d8df	#2981f6
Bacteroides nordii	Stool	#e8cb72	1	55.0	2.0	#ffa759	#7216ff
[Bacteroides] pectinophilus	Stool	#e8cb72	2	26.0	24.0	#3ae8d6	#2ddedc
Bacteroides salyersiae	Stool	#e8cb72	5	7.0	24.0	#4e4dfc	#2ddedc
