TAXA	sample_type	sample_color	frequency	spect_cluster	commun_cluster	spect_color	comm_color
Butyrivibrio crossotus	Stool	#e8cb72	1	3.0	1.0	#b2f396	#386df9
Capnocytophaga sputigena	Supragingival_plaque	#ff8646	2	5.0	2.0	#ff0000	#10c6e6
Fusobacterium nucleatum	Subgingival_plaque	#ffac5c	2	2.0	3.0	#4df3ce	#5af8c8
Haemophilus sp. C1	Buccal_mucosa	#445cfb	2	0.0	0.0	#8000ff	#8000ff
Leptotrichia sp. oral taxon 225	Supragingival_plaque	#ff8646	1	1.0	4.0	#1996f3	#a2f9a0
Paraprevotella clara	Stool	#e8cb72	1	1.0	4.0	#1996f3	#a2f9a0
Porphyromonas gingivalis	Keratinized_gingiva	#17cbe4	1	3.0	1.0	#b2f396	#386df9
Prevotella aurantiaca	Tongue_dorsum	#ff2f18	1	3.0	1.0	#b2f396	#386df9
Prevotella fusca	Palatine_Tonsils	#70febc	1	3.0	1.0	#b2f396	#386df9
Prevotella oralis	Subgingival_plaque	#ffac5c	1	1.0	4.0	#1996f3	#a2f9a0
Prevotella sp. F0091	Palatine_Tonsils	#70febc	1	1.0	4.0	#1996f3	#a2f9a0
Roseburia inulinivorans	Stool	#e8cb72	1	3.0	1.0	#b2f396	#386df9
Stomatobaculum longum	Tongue_dorsum	#ff2f18	2	4.0	6.0	#ff964f	#ff703a
Streptococcus infantis	Tongue_dorsum	#ff2f18	2	0.0	5.0	#8000ff	#ecc86f
Streptococcus sp. CM6	Buccal_mucosa_NA	#2686f5	2	4.0	6.0	#ff964f	#ff703a
Streptococcus sp. SR1	Hard_palate	#08acee	1	3.0	1.0	#b2f396	#386df9
Streptococcus uberis	Buccal_mucosa_NA	#2686f5	1	1.0	4.0	#1996f3	#a2f9a0
Treponema socranskii	Subgingival_plaque	#ffac5c	1	3.0	1.0	#b2f396	#386df9
Veillonella sp. HPA0037	Tongue_dorsum	#ff2f18	1	3.0	1.0	#b2f396	#386df9
Veillonella sp. oral taxon 780	Keratinized_gingiva	#17cbe4	1	3.0	1.0	#b2f396	#386df9
Veillonella tobetsuensis	Tongue_dorsum	#ff2f18	2	0.0	7.0	#8000ff	#ff0000
Actinomyces sp. oral taxon 448	Supragingival_plaque	#ff8646	1	3.0	1.0	#b2f396	#386df9
Actinomyces viscosus	Attached	#622ffe	2	5.0	2.0	#ff0000	#10c6e6
Atopobium parvulum	Saliva	#cbe486	2	2.0	3.0	#4df3ce	#5af8c8
Actinomyces johnsonii	Subgingival_plaque	#ffac5c	2	0.0	0.0	#8000ff	#8000ff
Lactobacillus crispatus	Mid_vagina	#52f5cb	1	1.0	4.0	#1996f3	#a2f9a0
Odoribacter splanchnicus	Stool	#e8cb72	2	4.0	6.0	#ff964f	#ff703a
Leptotrichia wadei	Tongue_dorsum	#ff2f18	2	0.0	5.0	#8000ff	#ecc86f
Prevotella maculosa	Subgingival_plaque	#ffac5c	2	0.0	7.0	#8000ff	#ff0000
