	source	target	weight	edge_sample	edge_color
0	Carnobacterium maltaromaticum	Abiotrophia defectiva	1.0	Mixed	#cccccc
1	[Eubacterium] infirmum	Alloprevotella rava	1.0	Mixed	#cccccc
2	[Eubacterium] sulci	Abiotrophia defectiva	1.0	Mixed	#cccccc
3	Gemella cuniculi	Alloprevotella rava	1.0	Mixed	#cccccc
4	Gemella cuniculi	[Eubacterium] infirmum	1.0	Mixed	#cccccc
5	Gemella haemolysans	Fusobacterium periodonticum	1.0	Mixed	#cccccc
6	Granulicatella elegans	Carnobacterium maltaromaticum	1.0	Mixed	#cccccc
7	Granulicatella elegans	Fusobacterium periodonticum	1.0	Mixed	#cccccc
8	Granulicatella elegans	Gemella haemolysans	1.0	Mixed	#cccccc
9	Haemophilus influenzae	Carnobacterium maltaromaticum	1.0	Mixed	#cccccc
10	Haemophilus influenzae	Gemella sanguinis	1.0	Mixed	#cccccc
11	Haemophilus influenzae	Granulicatella elegans	1.0	Mixed	#cccccc
12	Haemophilus parahaemolyticus	Abiotrophia defectiva	1.0	Mixed	#cccccc
13	Haemophilus parahaemolyticus	[Eubacterium] sulci	1.0	Mixed	#cccccc
14	Haemophilus parahaemolyticus	Fusobacterium periodonticum	1.0	Mixed	#cccccc
15	Haemophilus parahaemolyticus	Granulicatella elegans	1.0	Mixed	#cccccc
16	Haemophilus parahaemolyticus	Haemophilus influenzae	1.0	Mixed	#cccccc
17	Haemophilus parainfluenzae	Carnobacterium maltaromaticum	1.0	Mixed	#cccccc
18	Haemophilus parainfluenzae	Gemella haemolysans	1.0	Mixed	#cccccc
19	Haemophilus parainfluenzae	Haemophilus parahaemolyticus	1.0	Mixed	#cccccc
20	Lautropia mirabilis	Alloprevotella rava	1.0	Mixed	#cccccc
21	Lautropia mirabilis	Gemella cuniculi	1.0	Mixed	#cccccc
22	Leptotrichia sp. oral taxon 212	Alloprevotella rava	1.0	Mixed	#cccccc
23	Leptotrichia sp. oral taxon 212	[Eubacterium] infirmum	1.0	Mixed	#cccccc
24	Leptotrichia sp. oral taxon 212	Gemella cuniculi	1.0	Mixed	#cccccc
25	Leptotrichia sp. oral taxon 212	Lautropia mirabilis	1.0	Supragingival_plaque	#ff8646
26	Megasphaera micronuciformis	Abiotrophia defectiva	1.0	Mixed	#cccccc
27	Megasphaera micronuciformis	Gemella haemolysans	1.0	Mixed	#cccccc
28	Megasphaera micronuciformis	Gemella sanguinis	1.0	Mixed	#cccccc
