TAXA	sample_type	sample_color	frequency	spect_cluster	commun_cluster	spect_color	comm_color
Acinetobacter parvus	R_Retroauricular_crease	#acf59a	3	73.0	1.0	#42edd3	#7e03ff
Acinetobacter soli	R_Retroauricular_crease	#acf59a	2	71.0	1.0	#3febd5	#7e03ff
Acinetobacter sp. Ag2	R_Retroauricular_crease	#acf59a	3	73.0	1.0	#42edd3	#7e03ff
Acinetobacter sp. MDS7A	Anterior_nares	#8000ff	15	106.0	15.0	#9cfba4	#5e35fe
Acinetobacter sp. VT 511	Anterior_nares	#8000ff	1	28.0	21.0	#3670f8	#504afc
Acinetobacter towneri	Anterior_nares	#8000ff	12	106.0	15.0	#9cfba4	#5e35fe
Acinetobacter ursingii	R_Retroauricular_crease	#acf59a	7	80.0	18.0	#56f7ca	#583efd
Actinomyces europaeus	Anterior_nares	#8000ff	3	0.0	19.0	#8000ff	#5444fd
Actinomyces sp. ph3	Tongue_dorsum	#ff2f18	405	88.0	32.0	#6dfdbf	#3670f8
Actinomyces sp. S4-C9	Anterior_nares	#8000ff	1	31.0	24.0	#2e7bf7	#4a53fb
Actinomyces vaccimaxillae	Anterior_nares	#8000ff	2	94.0	18.0	#7dffb6	#583efd
Advenella kashmirensis	Anterior_nares	#8000ff	2	0.0	19.0	#8000ff	#5444fd
Aeromonas hydrophila	L_Retroauricular_crease	#34e4d9	6	75.0	2.0	#48f1d0	#7c06ff
Aeromonas media	L_Retroauricular_crease	#34e4d9	1	58.0	12.0	#1acfe3	#6629fe
Aeromonas rivuli	Anterior_nares	#8000ff	1	70.0	37.0	#3ae8d6	#2c7ef7
Aeromonas sanarellii	Anterior_nares	#8000ff	1	93.0	26.0	#78ffb8	#445cfb
Afipia clevelandensis	Anterior_nares	#8000ff	3	93.0	26.0	#78ffb8	#445cfb
Afipia sp. P52-10	L_Retroauricular_crease	#34e4d9	1	58.0	12.0	#1acfe3	#6629fe
Agrobacterium albertimagni	Anterior_nares	#8000ff	1	59.0	19.0	#1fd3e1	#5444fd
Agrobacterium sp. LC34	Anterior_nares	#8000ff	2	93.0	26.0	#78ffb8	#445cfb
Agrobacterium sp. SUL3	Anterior_nares	#8000ff	9	93.0	26.0	#78ffb8	#445cfb
Agrobacterium tumefaciens	R_Retroauricular_crease	#acf59a	17	93.0	26.0	#78ffb8	#445cfb
Aliihoeflea sp. 2WW	R_Retroauricular_crease	#acf59a	4	184.0	1.0	#ff1c0e	#7e03ff
Aliivibrio salmonicida	Anterior_nares	#8000ff	1	129.0	34.0	#dbd87b	#3176f8
Alistipes onderdonkii	Stool	#e8cb72	363	18.0	42.0	#504afc	#208ef4
Alistipes sp. AL-1	Stool	#e8cb72	325	18.0	42.0	#504afc	#208ef4
Aliterella atlantica	Anterior_nares	#8000ff	23	106.0	15.0	#9cfba4	#5e35fe
alpha proteobacterium L41A	R_Retroauricular_crease	#acf59a	7	71.0	1.0	#3febd5	#7e03ff
Anaerococcus senegalensis	L_Retroauricular_crease	#34e4d9	44	110.0	51.0	#a6f89d	#09a9ee
Anaerococcus sp. MT16	L_Retroauricular_crease	#34e4d9	25	112.0	49.0	#acf59a	#10a2f0
Anoxybacillus tepidamans	Anterior_nares	#8000ff	1	169.0	25.0	#ff592d	#4856fb
Arcobacter cibarius	L_Retroauricular_crease	#34e4d9	1	145.0	58.0	#ffae5e	#07bbea
Arthrobacter castelli	Anterior_nares	#8000ff	3	7.0	35.0	#6e1cff	#3079f7
Arthrobacter sp. H14	Anterior_nares	#8000ff	1	12.0	38.0	#6032fe	#2884f6
Arthrobacter sp. JCM 19049	Anterior_nares	#8000ff	5	109.0	35.0	#a4f89f	#3079f7
Arthrobacter sp. L77	Anterior_nares	#8000ff	1	59.0	19.0	#1fd3e1	#5444fd
Asanoa ferruginea	Anterior_nares	#8000ff	2	70.0	37.0	#3ae8d6	#2c7ef7
Atopobium sp. ICM42b	Saliva	#cbe486	413	120.0	62.0	#c2ea8c	#0fc4e7
Atopococcus tabaci	Anterior_nares	#8000ff	2	155.0	18.0	#ff8c49	#583efd
Aurantimonas coralicida	Anterior_nares	#8000ff	1	60.0	18.0	#20d5e1	#583efd
Aureimonas altamirensis	R_Retroauricular_crease	#acf59a	11	114.0	1.0	#b2f396	#7e03ff
Azohydromonas australica	Anterior_nares	#8000ff	6	106.0	15.0	#9cfba4	#5e35fe
Bacillus ginsengihumi	L_Retroauricular_crease	#34e4d9	3	121.0	48.0	#c4e88a	#11a0f1
Bacillus mycoides	L_Retroauricular_crease	#34e4d9	1	121.0	48.0	#c4e88a	#11a0f1
Bacillus nealsonii	Anterior_nares	#8000ff	1	61.0	67.0	#22d6e0	#1acfe3
Bacillus smithii	L_Retroauricular_crease	#34e4d9	3	70.0	37.0	#3ae8d6	#2c7ef7
Bacillus sp. X1(2014)	R_Retroauricular_crease	#acf59a	1	181.0	66.0	#ff2914	#18cde4
Bacillus velezensis	Anterior_nares	#8000ff	1	169.0	25.0	#ff592d	#4856fb
bacteria symbiont BFo2 of Frankliniella occidentalis	Anterior_nares	#8000ff	12	46.0	13.0	#06aeed	#622ffe
Bacteroides sp. 3_1_23	Stool	#e8cb72	318	162.0	77.0	#ff733b	#32e3da
Bacteroides sp. D2	Stool	#e8cb72	295	87.0	73.0	#68fcc1	#28dbde
Bacteroides sp. D22	Stool	#e8cb72	269	162.0	77.0	#ff733b	#32e3da
Bdellovibrio bacteriovorus	Anterior_nares	#8000ff	1	147.0	57.0	#ffa759	#04b9ea
Bifidobacterium angulatum	Stool	#e8cb72	30	126.0	9.0	#d2de81	#6c1fff
Bifidobacterium dentium	Posterior_fornix	#8efeac	5	83.0	29.0	#5efac6	#3e65fa
Bifidobacterium minimum	L_Retroauricular_crease	#34e4d9	2	58.0	12.0	#1acfe3	#6629fe
Bifidobacterium moukalabense	Posterior_fornix	#8efeac	2	83.0	29.0	#5efac6	#3e65fa
Bifidobacterium ruminantium	Stool	#e8cb72	8	135.0	83.0	#ebca70	#40ecd4
Bifidobacterium sp. MSTE12	Posterior_fornix	#8efeac	2	83.0	29.0	#5efac6	#3e65fa
Bifidobacterium thermacidophilum	Anterior_nares	#8000ff	2	190.0	60.0	#ff0000	#0ac0e8
Blautia obeum	Stool	#e8cb72	398	29.0	76.0	#3473f8	#30e1da
Blautia producta	Stool	#e8cb72	143	29.0	76.0	#3473f8	#30e1da
Bordetella petrii	Anterior_nares	#8000ff	1	12.0	38.0	#6032fe	#2884f6
Bordetella trematum	Anterior_nares	#8000ff	3	164.0	59.0	#ff6b37	#08bee9
Brachybacterium faecium	Anterior_nares	#8000ff	1	37.0	68.0	#1e91f3	#1dd1e2
Brachybacterium sp. SW0106-09	L_Retroauricular_crease	#34e4d9	12	189.0	89.0	#ff0603	#4ef3cd
Bradyrhizobium elkanii	Anterior_nares	#8000ff	4	8.0	40.0	#6c1fff	#2489f5
Bradyrhizobium japonicum	Vaginal_introitus	#ff0000	10	93.0	26.0	#78ffb8	#445cfb
Bradyrhizobium lablabi	Anterior_nares	#8000ff	2	74.0	35.0	#46efd1	#3079f7
Bradyrhizobium sp. OHSU_III	Anterior_nares	#8000ff	5	93.0	26.0	#78ffb8	#445cfb
Bradyrhizobium sp. URHA0002	Anterior_nares	#8000ff	4	7.0	35.0	#6e1cff	#3079f7
Bradyrhizobium valentinum	Anterior_nares	#8000ff	1	30.0	35.0	#3079f7	#3079f7
Brevibacterium linens	R_Retroauricular_crease	#acf59a	23	12.0	38.0	#6032fe	#2884f6
Brevibacterium massiliense	Anterior_nares	#8000ff	27	0.0	19.0	#8000ff	#5444fd
Brevibacterium senegalense	Anterior_nares	#8000ff	2	141.0	35.0	#fbb965	#3079f7
Brevundimonas abyssalis	R_Retroauricular_crease	#acf59a	4	93.0	26.0	#78ffb8	#445cfb
Brevundimonas aveniformis	R_Retroauricular_crease	#acf59a	1	4.0	1.0	#7610ff	#7e03ff
Brevundimonas bacteroides	R_Retroauricular_crease	#acf59a	2	71.0	1.0	#3febd5	#7e03ff
Brevundimonas diminuta	R_Retroauricular_crease	#acf59a	42	34.0	1.0	#2686f5	#7e03ff
Brevundimonas naejangsanensis	R_Retroauricular_crease	#acf59a	11	116.0	1.0	#b6f193	#7e03ff
Brevundimonas nasdae	R_Retroauricular_crease	#acf59a	5	73.0	1.0	#42edd3	#7e03ff
Brevundimonas sp. AAP58	R_Retroauricular_crease	#acf59a	1	4.0	1.0	#7610ff	#7e03ff
Brevundimonas sp. BAL3	R_Retroauricular_crease	#acf59a	4	73.0	1.0	#42edd3	#7e03ff
Brevundimonas sp. DS20	R_Retroauricular_crease	#acf59a	13	184.0	1.0	#ff1c0e	#7e03ff
Brevundimonas sp. EAKA	R_Retroauricular_crease	#acf59a	8	71.0	1.0	#3febd5	#7e03ff
Brevundimonas sp. KM4	R_Retroauricular_crease	#acf59a	7	99.0	1.0	#88ffaf	#7e03ff
Brevundimonas sp. Leaf168	R_Retroauricular_crease	#acf59a	3	73.0	1.0	#42edd3	#7e03ff
Brevundimonas sp. Leaf280	R_Retroauricular_crease	#acf59a	3	73.0	1.0	#42edd3	#7e03ff
Brevundimonas sp. Leaf363	R_Retroauricular_crease	#acf59a	3	34.0	1.0	#2686f5	#7e03ff
Brevundimonas sp. Root1279	R_Retroauricular_crease	#acf59a	3	73.0	1.0	#42edd3	#7e03ff
Brevundimonas sp. Root1423	R_Retroauricular_crease	#acf59a	3	73.0	1.0	#42edd3	#7e03ff
Brevundimonas subvibrioides	R_Retroauricular_crease	#acf59a	3	73.0	1.0	#42edd3	#7e03ff
Burkholderia ambifaria	Anterior_nares	#8000ff	2	94.0	18.0	#7dffb6	#583efd
Burkholderia contaminans	Anterior_nares	#8000ff	1	8.0	40.0	#6c1fff	#2489f5
Campylobacter iguaniorum	Buccal_mucosa	#445cfb	2	179.0	105.0	#ff2f18	#72febb
