TAXA	sample_type	sample_color	frequency	spect_cluster	commun_cluster	spect_color	comm_color
Acinetobacter baumannii	Keratinized_gingiva	#17cbe4	6	1.0	0.0	#5247fc	#8000ff
Actinomyces georgiae	Subgingival_plaque	#ffac5c	2	2.0	0.0	#2489f5	#8000ff
Actinomyces gerencseriae	Subgingival_plaque	#ffac5c	8	2.0	0.0	#2489f5	#8000ff
Actinomyces graevenitzii	Tongue_dorsum	#ff2f18	12	9.0	1.0	#ff8c49	#386df9
Actinomyces israelii	Subgingival_plaque	#ffac5c	4	9.0	1.0	#ff8c49	#386df9
Actinomyces johnsonii	Subgingival_plaque	#ffac5c	8	0.0	2.0	#8000ff	#10c6e6
Actinomyces meyeri	Subgingival_plaque	#ffac5c	8	2.0	0.0	#2489f5	#8000ff
Actinomyces naeslundii	Supragingival_plaque	#ff8646	8	2.0	2.0	#2489f5	#10c6e6
Actinomyces odontolyticus	Throat	#ff5c2f	12	9.0	1.0	#ff8c49	#386df9
Actinomyces oris	Supragingival_plaque	#ff8646	12	2.0	2.0	#2489f5	#10c6e6
Actinomyces sp. ICM39	Tongue_dorsum	#ff2f18	12	2.0	0.0	#2489f5	#8000ff
Actinomyces sp. ICM47	Tongue_dorsum	#ff2f18	12	9.0	1.0	#ff8c49	#386df9
Actinomyces sp. ICM54	Tongue_dorsum	#ff2f18	9	9.0	1.0	#ff8c49	#386df9
Actinomyces sp. ICM58	Tongue_dorsum	#ff2f18	12	9.0	1.0	#ff8c49	#386df9
Actinomyces sp. oral taxon 170	Supragingival_plaque	#ff8646	8	2.0	2.0	#2489f5	#10c6e6
Actinomyces sp. oral taxon 171	Supragingival_plaque	#ff8646	8	2.0	0.0	#2489f5	#8000ff
Actinomyces sp. oral taxon 172	Tongue_dorsum	#ff2f18	12	9.0	1.0	#ff8c49	#386df9
Actinomyces sp. oral taxon 175	Supragingival_plaque	#ff8646	8	0.0	0.0	#8000ff	#8000ff
Actinomyces sp. oral taxon 181	Tongue_dorsum	#ff2f18	10	9.0	1.0	#ff8c49	#386df9
Actinomyces sp. oral taxon 414	Subgingival_plaque	#ffac5c	4	9.0	1.0	#ff8c49	#386df9
Actinomyces sp. oral taxon 448	Supragingival_plaque	#ff8646	4	3.0	2.0	#0ac0e8	#10c6e6
Actinomyces sp. oral taxon 848	Supragingival_plaque	#ff8646	8	3.0	2.0	#0ac0e8	#10c6e6
