	source	source_freq	source_type	target_type	fscolor	spect_cluster	commun_cluster	spect_color	comm_color
10842	Propionibacterium acidifaciens	1	Saliva	Saliva	#7effb5	1.0	4.0	#ff0000	#ff0000
10864	Propionibacterium acnes	6	Anterior_nares	Anterior_nares	#8000ff	0.0	2.0	#8000ff	#7effb5
10868	Propionibacterium avidum	3	Anterior_nares	Anterior_nares	#8000ff	0.0	2.0	#8000ff	#7effb5
10878	Propionibacterium freudenreichii	2	Saliva	Saliva	#7effb5	1.0	4.0	#ff0000	#ff0000
10900	Propionibacterium granulosum	7	Anterior_nares	Anterior_nares	#8000ff	0.0	2.0	#8000ff	#7effb5
10904	Propionibacterium humerusii	13	Anterior_nares	Stool	#8000ff	1.0	2.0	#ff0000	#7effb5
10934	Propionibacterium propionicum	27	Supragingival_plaque	Supragingival_plaque	#ff964f	1.0	3.0	#ff0000	#feb562
10960	Propionibacterium sp. HGH0353	4	Anterior_nares	Anterior_nares	#8000ff	0.0	2.0	#8000ff	#7effb5
10974	Propionibacterium sp. KPL1844	6	Anterior_nares	Anterior_nares	#8000ff	1.0	2.0	#ff0000	#7effb5
10978	Propionibacterium sp. oral taxon 192	5	Supragingival_plaque	Subgingival_plaque	#ff964f	1.0	3.0	#ff0000	#feb562
10990	Proteiniphilum acetatigenes	1	Buccal_mucosa	Buccal_mucosa	#1996f3	0.0	0.0	#8000ff	#8000ff
11022	Pseudoflavonifractor capillosus	12	Stool	Stool	#b2f396	1.0	1.0	#ff0000	#01b3ec
11082	Pseudomonas aeruginosa	2	Throat	Throat	#ff5029	0.0	2.0	#8000ff	#7effb5
11122	Pseudomonas fluorescens	7	Mid_vagina	Mid_vagina	#18cde4	1.0	2.0	#ff0000	#7effb5
11138	Pseudomonas fragi	2	Saliva	Saliva	#7effb5	0.0	4.0	#8000ff	#ff0000
11170	Pseudomonas frederiksbergensis	1	Posterior_fornix	Posterior_fornix	#4df3ce	0.0	2.0	#8000ff	#7effb5
11198	Pseudomonas libanensis	1	Posterior_fornix	Posterior_fornix	#4df3ce	0.0	2.0	#8000ff	#7effb5
11226	Pseudomonas mandelii	3	Mid_vagina	Throat	#18cde4	1.0	2.0	#ff0000	#7effb5
11254	Pseudomonas orientalis	2	Mid_vagina	Throat	#18cde4	0.0	2.0	#8000ff	#7effb5
11302	Pseudomonas putida	2	Buccal_mucosa	Buccal_mucosa	#1996f3	0.0	2.0	#8000ff	#7effb5
11374	Pseudomonas sp. 20_BN	1	Buccal_mucosa	Buccal_mucosa	#1996f3	1.0	2.0	#ff0000	#7effb5
11380	Pseudomonas sp. Ag1	3	Mid_vagina	Throat	#18cde4	1.0	2.0	#ff0000	#7effb5
11410	Pseudomonas sp. DSM 28140	1	Posterior_fornix	Posterior_fornix	#4df3ce	0.0	2.0	#8000ff	#7effb5
11446	Pseudomonas sp. DSM 28142	1	Posterior_fornix	Posterior_fornix	#4df3ce	0.0	2.0	#8000ff	#7effb5
11482	Pseudomonas sp. DSM 29164	1	Posterior_fornix	Posterior_fornix	#4df3ce	0.0	2.0	#8000ff	#7effb5
11518	Pseudomonas sp. DSM 29167	2	Mid_vagina	Throat	#18cde4	0.0	2.0	#8000ff	#7effb5
11576	Pseudomonas sp. Eur1 9.41	4	Mid_vagina	Throat	#18cde4	0.0	2.0	#8000ff	#7effb5
11612	Pseudomonas sp. FH1	3	Mid_vagina	Throat	#18cde4	0.0	2.0	#8000ff	#7effb5
11648	Pseudomonas sp. L10.10	2	Saliva	Saliva	#7effb5	0.0	4.0	#8000ff	#ff0000
11676	Pseudomonas sp. NBRC 111132	4	Mid_vagina	Throat	#18cde4	0.0	2.0	#8000ff	#7effb5
11712	Pseudomonas sp. NBRC 111134	2	Mid_vagina	Throat	#18cde4	0.0	2.0	#8000ff	#7effb5
11772	Pseudomonas sp. NBRC 111137	2	Saliva	Throat	#7effb5	0.0	2.0	#8000ff	#7effb5
11860	Pseudomonas sp. Root9	3	Mid_vagina	Throat	#18cde4	0.0	2.0	#8000ff	#7effb5
11896	Pseudomonas stutzeri	1	Anterior_nares	Anterior_nares	#8000ff	1.0	2.0	#ff0000	#7effb5
11908	Pseudomonas synxantha	2	Mid_vagina	Throat	#18cde4	0.0	2.0	#8000ff	#7effb5
11972	Pseudomonas thermotolerans	1	Buccal_mucosa	Buccal_mucosa	#1996f3	0.0	2.0	#8000ff	#7effb5
11978	Pseudomonas tolaasii	1	Posterior_fornix	Posterior_fornix	#4df3ce	0.0	2.0	#8000ff	#7effb5
12030	Pseudoramibacter alactolyticus	1	Supragingival_plaque	Supragingival_plaque	#ff964f	1.0	4.0	#ff0000	#ff0000
12036	Psychrobacter aquaticus	1	Saliva	Saliva	#7effb5	1.0	4.0	#ff0000	#ff0000
12066	Psychrobacter arcticus	1	Saliva	Saliva	#7effb5	0.0	4.0	#8000ff	#ff0000
12096	Psychrobacter cryohalolentis	1	Saliva	Saliva	#7effb5	0.0	4.0	#8000ff	#ff0000
12126	Psychrobacter glacincola	1	Saliva	Saliva	#7effb5	1.0	4.0	#ff0000	#ff0000
12156	Psychrobacter lutiphocae	1	Anterior_nares	Anterior_nares	#8000ff	0.0	2.0	#8000ff	#7effb5
12168	Psychrobacter phenylpyruvicus	1	Saliva	Saliva	#7effb5	1.0	4.0	#ff0000	#ff0000
12198	Psychrobacter piscatorii	1	Saliva	Saliva	#7effb5	0.0	4.0	#8000ff	#ff0000
12228	Psychrobacter sp. 1501(2011)	3	Saliva	Saliva	#7effb5	1.0	4.0	#ff0000	#ff0000
12258	Psychrobacter sp. ENNN9_III	2	Throat	Throat	#ff5029	1.0	4.0	#ff0000	#ff0000
12268	Psychrobacter sp. P11F6	2	Saliva	Saliva	#7effb5	1.0	4.0	#ff0000	#ff0000
12312	Psychrobacter sp. P11G3	1	Saliva	Saliva	#7effb5	1.0	4.0	#ff0000	#ff0000
12346	Psychrobacter sp. PAMC 21119	2	Saliva	Saliva	#7effb5	0.0	4.0	#8000ff	#ff0000
12400	Psychrobacter sp. PRwf-1	1	Saliva	Saliva	#7effb5	0.0	4.0	#8000ff	#ff0000
12436	Rhodopseudomonas sp. AAP120	1	Posterior_fornix	Posterior_fornix	#4df3ce	0.0	2.0	#8000ff	#7effb5
12488	Riemerella anatipestifer	3	Buccal_mucosa	Buccal_mucosa	#1996f3	1.0	0.0	#ff0000	#8000ff
12516	Rikenella microfusus	6	Stool	Stool	#b2f396	0.0	1.0	#8000ff	#01b3ec
12548	Risungbinella massiliensis	1	Anterior_nares	Throat	#8000ff	0.0	2.0	#8000ff	#7effb5
12558	Roseburia faecis	18	Stool	Stool	#b2f396	1.0	1.0	#ff0000	#01b3ec
12592	Roseburia hominis	15	Stool	Stool	#b2f396	0.0	1.0	#8000ff	#01b3ec
12632	Roseburia intestinalis	17	Stool	Stool	#b2f396	0.0	1.0	#8000ff	#01b3ec
12690	Roseburia inulinivorans	16	Stool	Stool	#b2f396	0.0	1.0	#8000ff	#01b3ec
12762	Rothia aeria	20	Supragingival_plaque	Subgingival_plaque	#ff964f	0.0	3.0	#8000ff	#feb562
12804	Rothia dentocariosa	35	Supragingival_plaque	Supragingival_plaque	#ff964f	1.0	3.0	#ff0000	#feb562
12848	Rothia mucilaginosa	35	Buccal_mucosa	Tongue_dorsum	#1996f3	1.0	3.0	#ff0000	#feb562
12888	Ruminococcaceae bacterium 585-1	14	Stool	Stool	#b2f396	1.0	1.0	#ff0000	#01b3ec
12950	Ruminococcaceae bacterium 668	12	Stool	Stool	#b2f396	0.0	1.0	#8000ff	#01b3ec
13020	Ruminococcaceae bacterium AM2	11	Stool	Stool	#b2f396	0.0	1.0	#8000ff	#01b3ec
13056	Ruminococcaceae bacterium cv2	11	Stool	Stool	#b2f396	0.0	1.0	#8000ff	#01b3ec
13104	Ruminococcaceae bacterium D16	15	Stool	Stool	#b2f396	0.0	1.0	#8000ff	#01b3ec
13156	Ruminococcaceae bacterium GD6	1	Stool	Stool	#b2f396	1.0	4.0	#ff0000	#ff0000
13176	Ruminococcus albus	10	Stool	Stool	#b2f396	1.0	1.0	#ff0000	#01b3ec
13178	Ruminococcus bicirculans	19	Stool	Stool	#b2f396	1.0	1.0	#ff0000	#01b3ec
13188	Ruminococcus callidus	13	Stool	Stool	#b2f396	1.0	1.0	#ff0000	#01b3ec
13256	Ruminococcus champanellensis	10	Stool	Stool	#b2f396	1.0	1.0	#ff0000	#01b3ec
13290	Ruminococcus faecis	17	Stool	Stool	#b2f396	1.0	1.0	#ff0000	#01b3ec
13356	Ruminococcus flavefaciens	13	Stool	Stool	#b2f396	1.0	1.0	#ff0000	#01b3ec
13366	Ruminococcus lactaris	16	Stool	Stool	#b2f396	0.0	1.0	#8000ff	#01b3ec
13410	Ruminococcus sp. 5_1_39BFAA	17	Stool	Stool	#b2f396	1.0	1.0	#ff0000	#01b3ec
13480	Ruminococcus sp. AT10	5	Stool	Stool	#b2f396	0.0	1.0	#8000ff	#01b3ec
13526	Ruminococcus sp. FC2018	2	Stool	Stool	#b2f396	0.0	1.0	#8000ff	#01b3ec
13550	Ruminococcus sp. HUN007	3	Stool	Stool	#b2f396	0.0	1.0	#8000ff	#01b3ec
13580	Ruminococcus sp. JC304	14	Stool	Stool	#b2f396	0.0	1.0	#8000ff	#01b3ec
13624	Ruminococcus sp. NK3A76	4	Stool	Stool	#b2f396	1.0	1.0	#ff0000	#01b3ec
13638	Salmonella enterica	8	Anterior_nares	Anterior_nares	#8000ff	1.0	2.0	#ff0000	#7effb5
13646	Sanguibacter keddieii	15	Saliva	Subgingival_plaque	#7effb5	1.0	3.0	#ff0000	#feb562
13680	Sanguibacteroides justesenii	2	Stool	Stool	#b2f396	0.0	4.0	#8000ff	#ff0000
13712	Scardovia wiggsiae	4	Supragingival_plaque	Tongue_dorsum	#ff964f	1.0	3.0	#ff0000	#feb562
13722	Selenomonas artemidis	13	Subgingival_plaque	Supragingival_plaque	#e4cf74	1.0	3.0	#ff0000	#feb562
13750	Selenomonas flueggei	15	Saliva	Tongue_dorsum	#7effb5	0.0	3.0	#8000ff	#feb562
13810	Selenomonas infelix	16	Attached	Subgingival_plaque	#4e4dfc	1.0	3.0	#ff0000	#feb562
13862	Selenomonas noxia	21	Supragingival_plaque	Buccal_mucosa	#ff964f	1.0	3.0	#ff0000	#feb562
13904	Selenomonas sp. CM52	16	Subgingival_plaque	Subgingival_plaque	#e4cf74	0.0	3.0	#8000ff	#feb562
13956	Selenomonas sp. F0473	3	Supragingival_plaque	Supragingival_plaque	#ff964f	0.0	0.0	#8000ff	#8000ff
13960	Selenomonas sp. FOBRC6	12	Attached	Supragingival_plaque	#4e4dfc	1.0	3.0	#ff0000	#feb562
13994	Selenomonas sp. FOBRC9	6	Subgingival_plaque	Attached	#e4cf74	1.0	0.0	#ff0000	#8000ff
14010	Selenomonas sp. oral taxon 137	6	Supragingival_plaque	Subgingival_plaque	#ff964f	0.0	3.0	#8000ff	#feb562
14068	Selenomonas sp. oral taxon 138	13	Attached	Subgingival_plaque	#4e4dfc	1.0	3.0	#ff0000	#feb562
14112	Selenomonas sp. oral taxon 149	15	Saliva	Tongue_dorsum	#7effb5	1.0	3.0	#ff0000	#feb562
14222	Selenomonas sp. oral taxon 478	9	Saliva	Tongue_dorsum	#7effb5	0.0	3.0	#8000ff	#feb562
14238	Selenomonas sp. oral taxon 892	16	Supragingival_plaque	Supragingival_plaque	#ff964f	1.0	3.0	#ff0000	#feb562
14300	Selenomonas sputigena	17	Subgingival_plaque	Buccal_mucosa	#e4cf74	1.0	3.0	#ff0000	#feb562
14348	Senegalimassilia anaerobia	2	Stool	Stool	#b2f396	0.0	1.0	#8000ff	#01b3ec
14376	Serratia grimesii	1	Saliva	Saliva	#7effb5	0.0	4.0	#8000ff	#ff0000
14412	Serratia liquefaciens	1	Saliva	Saliva	#7effb5	1.0	4.0	#ff0000	#ff0000
14448	Serratia marcescens	1	Saliva	Saliva	#7effb5	1.0	4.0	#ff0000	#ff0000
14484	Serratia plymuthica	1	Saliva	Saliva	#7effb5	1.0	4.0	#ff0000	#ff0000
14520	Serratia proteamaculans	1	Saliva	Saliva	#7effb5	1.0	4.0	#ff0000	#ff0000
14556	Serratia sp. S4	1	Saliva	Saliva	#7effb5	0.0	4.0	#8000ff	#ff0000
14592	Shuttleworthia sp. MSX8B	2	Subgingival_plaque	Throat	#e4cf74	1.0	2.0	#ff0000	#7effb5
14626	Simonsiella muelleri	7	Attached	Attached	#4e4dfc	1.0	0.0	#ff0000	#8000ff
14646	Sinorhizobium sp. GL28	2	Stool	Stool	#b2f396	1.0	4.0	#ff0000	#ff0000
14680	Slackia exigua	1	Throat	Subgingival_plaque	#ff5029	1.0	4.0	#ff0000	#ff0000
14706	Slackia piriformis	2	Stool	Stool	#b2f396	0.0	1.0	#8000ff	#01b3ec
14732	Slackia sp. CM382	1	Throat	Subgingival_plaque	#ff5029	1.0	4.0	#ff0000	#ff0000
14758	Sneathia amnii	3	Posterior_fornix	Posterior_fornix	#4df3ce	1.0	2.0	#ff0000	#7effb5
14770	Solobacterium moorei	22	Tongue_dorsum	Tongue_dorsum	#ff0000	0.0	3.0	#8000ff	#feb562
14806	Sphingobacterium sp. IITKGP-BTPF85	1	Anterior_nares	Anterior_nares	#8000ff	0.0	2.0	#8000ff	#7effb5
14816	Sphingobium yanoikuyae	5	Mid_vagina	Anterior_nares	#18cde4	0.0	2.0	#8000ff	#7effb5
14826	Sphingomonas sanxanigenens	1	Posterior_fornix	Posterior_fornix	#4df3ce	0.0	2.0	#8000ff	#7effb5
14878	Sphingomonas sp. Ag1	1	Anterior_nares	Throat	#8000ff	0.0	2.0	#8000ff	#7effb5
14890	Sphingomonas sp. MEA3-1	1	Posterior_fornix	Posterior_fornix	#4df3ce	0.0	2.0	#8000ff	#7effb5
14942	Sphingopyxis fribergensis	1	Posterior_fornix	Posterior_fornix	#4df3ce	0.0	2.0	#8000ff	#7effb5
14994	Sphingopyxis macrogoltabida	2	Mid_vagina	Throat	#18cde4	0.0	2.0	#8000ff	#7effb5
15070	Sphingopyxis sp. H050	1	Mid_vagina	Mid_vagina	#18cde4	1.0	2.0	#ff0000	#7effb5
15076	Sphingopyxis sp. H115	1	Posterior_fornix	Posterior_fornix	#4df3ce	0.0	2.0	#8000ff	#7effb5
15130	Sphingopyxis sp. LC363	1	Posterior_fornix	Posterior_fornix	#4df3ce	0.0	2.0	#8000ff	#7effb5
15184	Sphingopyxis sp. LC81	1	Mid_vagina	Mid_vagina	#18cde4	1.0	2.0	#ff0000	#7effb5
15190	Sphingopyxis sp. Root1497	1	Mid_vagina	Mid_vagina	#18cde4	1.0	2.0	#ff0000	#7effb5
15196	Staphylococcus aureus	6	Anterior_nares	Anterior_nares	#8000ff	0.0	2.0	#8000ff	#7effb5
15226	Staphylococcus auricularis	3	Anterior_nares	Anterior_nares	#8000ff	0.0	2.0	#8000ff	#7effb5
15238	Staphylococcus capitis	1	Anterior_nares	Anterior_nares	#8000ff	0.0	2.0	#8000ff	#7effb5
15248	Staphylococcus epidermidis	10	Anterior_nares	Anterior_nares	#8000ff	1.0	2.0	#ff0000	#7effb5
15264	Staphylococcus haemolyticus	1	Anterior_nares	Throat	#8000ff	0.0	2.0	#8000ff	#7effb5
15278	Staphylococcus pasteuri	19	Attached	Attached	#4e4dfc	1.0	0.0	#ff0000	#8000ff
15306	Stenotrophomonas maltophilia	6	Anterior_nares	Anterior_nares	#8000ff	0.0	2.0	#8000ff	#7effb5
15308	Stomatobaculum longum	20	Saliva	Tongue_dorsum	#7effb5	1.0	3.0	#ff0000	#feb562
15360	Streptobacillus moniliformis	2	Buccal_mucosa	Buccal_mucosa	#1996f3	1.0	0.0	#ff0000	#8000ff
15410	Streptococcus agalactiae	16	Buccal_mucosa	Buccal_mucosa	#1996f3	1.0	3.0	#ff0000	#feb562
15490	Streptococcus anginosus	15	Mixed	Tongue_dorsum	#cccccc	1.0	3.0	#ff0000	#feb562
15564	Streptococcus australis	12	Tongue_dorsum	Buccal_mucosa	#ff0000	1.0	3.0	#ff0000	#feb562
15606	Streptococcus constellatus	10	Subgingival_plaque	Tongue_dorsum	#e4cf74	0.0	3.0	#8000ff	#feb562
15674	Streptococcus cristatus	13	Attached	Subgingival_plaque	#4e4dfc	1.0	3.0	#ff0000	#feb562
15724	Streptococcus dentisani	10	Buccal_mucosa	Buccal_mucosa	#1996f3	0.0	3.0	#8000ff	#feb562
15810	Streptococcus equi	1	Anterior_nares	Anterior_nares	#8000ff	1.0	2.0	#ff0000	#7effb5
15820	Streptococcus equinus	1	Buccal_mucosa	Buccal_mucosa	#1996f3	1.0	2.0	#ff0000	#7effb5
15826	Streptococcus gordonii	15	Attached	Buccal_mucosa	#4e4dfc	1.0	3.0	#ff0000	#feb562
15850	Streptococcus infantis	18	Tongue_dorsum	Saliva	#ff0000	1.0	3.0	#ff0000	#feb562
15886	Streptococcus intermedius	13	Anterior_nares	Buccal_mucosa	#8000ff	1.0	3.0	#ff0000	#feb562
15934	Streptococcus macedonicus	3	Anterior_nares	Anterior_nares	#8000ff	0.0	2.0	#8000ff	#7effb5
15946	Streptococcus marimammalium	1	Buccal_mucosa	Buccal_mucosa	#1996f3	1.0	0.0	#ff0000	#8000ff
15978	Streptococcus massiliensis	1	Supragingival_plaque	Supragingival_plaque	#ff964f	1.0	4.0	#ff0000	#ff0000
15984	Streptococcus merionis	2	Buccal_mucosa	Buccal_mucosa	#1996f3	1.0	0.0	#ff0000	#8000ff
16005	Leucobacter chironomi	2	Buccal_mucosa	Buccal_mucosa	#1996f3	0.0	0.0	#8000ff	#8000ff
16014	Streptococcus mitis	31	Attached	Buccal_mucosa	#4e4dfc	0.0	0.0	#8000ff	#8000ff
16022	Streptococcus mutans	14	Buccal_mucosa	Supragingival_plaque	#1996f3	0.0	3.0	#8000ff	#feb562
16050	Streptococcus oligofermentans	23	Attached	Tongue_dorsum	#4e4dfc	1.0	3.0	#ff0000	#feb562
16144	Streptococcus oralis	27	Attached	Subgingival_plaque	#4e4dfc	1.0	3.0	#ff0000	#feb562
16230	Streptococcus parasanguinis	36	Tongue_dorsum	Buccal_mucosa	#ff0000	1.0	3.0	#ff0000	#feb562
16286	Streptococcus peroris	8	Tongue_dorsum	Tongue_dorsum	#ff0000	1.0	3.0	#ff0000	#feb562
16298	Streptococcus pneumoniae	29	Attached	Attached	#4e4dfc	0.0	0.0	#8000ff	#8000ff
16326	Streptococcus pseudopneumoniae	28	Attached	Buccal_mucosa	#4e4dfc	1.0	0.0	#ff0000	#8000ff
16394	Streptococcus pyogenes	1	Buccal_mucosa	Buccal_mucosa	#1996f3	0.0	0.0	#8000ff	#8000ff
16398	Streptococcus salivarius	19	Tongue_dorsum	Tongue_dorsum	#ff0000	1.0	3.0	#ff0000	#feb562
16424	Streptococcus sanguinis	30	Supragingival_plaque	Anterior_nares	#ff964f	1.0	3.0	#ff0000	#feb562
16474	Streptococcus sinensis	1	Buccal_mucosa	Supragingival_plaque	#1996f3	1.0	2.0	#ff0000	#7effb5
16476	Streptococcus sobrinus	4	Buccal_mucosa	Buccal_mucosa	#1996f3	0.0	0.0	#8000ff	#8000ff
16504	Streptococcus sp. 1171_SSPC	13	Tongue_dorsum	Tongue_dorsum	#ff0000	1.0	3.0	#ff0000	#feb562
16562	Streptococcus sp. 2_1_36FAA	5	Buccal_mucosa	Throat	#1996f3	0.0	2.0	#8000ff	#7effb5
16563	Neisseria bacilliformis	4	Throat	Buccal_mucosa	#ff5029	1.0	2.0	#ff0000	#7effb5
16564	Streptococcus sp. 263_SSPC	19	Tongue_dorsum	Tongue_dorsum	#ff0000	1.0	3.0	#ff0000	#feb562
16596	Streptococcus sp. 343_SSPC	13	Buccal_mucosa	Tongue_dorsum	#1996f3	0.0	3.0	#8000ff	#feb562
16640	Streptococcus sp. 400_SSPC	14	Buccal_mucosa	Tongue_dorsum	#1996f3	0.0	3.0	#8000ff	#feb562
16692	Streptococcus sp. 449_SSPC	5	Tongue_dorsum	Supragingival_plaque	#ff0000	0.0	3.0	#8000ff	#feb562
16714	Streptococcus sp. ACS2	8	Buccal_mucosa	Buccal_mucosa	#1996f3	1.0	0.0	#ff0000	#8000ff
16754	Streptococcus sp. AS14	3	Throat	Supragingival_plaque	#ff5029	1.0	4.0	#ff0000	#ff0000
16764	Streptococcus sp. AS20	1	Buccal_mucosa	Buccal_mucosa	#1996f3	0.0	0.0	#8000ff	#8000ff
16768	Streptococcus sp. C150	1	Buccal_mucosa	Buccal_mucosa	#1996f3	1.0	2.0	#ff0000	#7effb5
16772	Streptococcus sp. C300	4	Buccal_mucosa	Buccal_mucosa	#1996f3	1.0	0.0	#ff0000	#8000ff
16800	Streptococcus sp. CCH5-D3	6	Tongue_dorsum	Tongue_dorsum	#ff0000	1.0	4.0	#ff0000	#ff0000
16814	Streptococcus sp. CCH8-C6	1	Buccal_mucosa	Buccal_mucosa	#1996f3	1.0	4.0	#ff0000	#ff0000
16820	Streptococcus sp. CCH8-G7	2	Supragingival_plaque	Buccal_mucosa	#ff964f	1.0	2.0	#ff0000	#7effb5
16832	Streptococcus sp. CCH8-H5	6	Tongue_dorsum	Tongue_dorsum	#ff0000	0.0	4.0	#8000ff	#ff0000
16860	Streptococcus sp. F0441	5	Buccal_mucosa	Buccal_mucosa	#1996f3	1.0	3.0	#ff0000	#feb562
16898	Streptococcus sp. F0442	16	Tongue_dorsum	Tongue_dorsum	#ff0000	1.0	3.0	#ff0000	#feb562
16948	Streptococcus sp. HPH0090	9	Tongue_dorsum	Tongue_dorsum	#ff0000	1.0	3.0	#ff0000	#feb562
17004	Streptococcus sp. I-G2	10	Tongue_dorsum	Buccal_mucosa	#ff0000	1.0	3.0	#ff0000	#feb562
17048	Streptococcus sp. I-P16	7	Tongue_dorsum	Tongue_dorsum	#ff0000	1.0	3.0	#ff0000	#feb562
17098	Streptococcus sp. M143	4	Attached	Supragingival_plaque	#4e4dfc	0.0	0.0	#8000ff	#8000ff
17126	Streptococcus sp. M334	11	Buccal_mucosa	Supragingival_plaque	#1996f3	0.0	3.0	#8000ff	#feb562
17154	Streptococcus sp. oral taxon 056	5	Attached	Buccal_mucosa	#4e4dfc	0.0	0.0	#8000ff	#8000ff
17164	Streptococcus sp. oral taxon 058	9	Buccal_mucosa	Supragingival_plaque	#1996f3	1.0	3.0	#ff0000	#feb562
17178	Streptococcus sp. oral taxon 071	3	Buccal_mucosa	Buccal_mucosa	#1996f3	1.0	0.0	#ff0000	#8000ff
17218	Streptococcus sp. oral taxon 431	14	Tongue_dorsum	Anterior_nares	#ff0000	1.0	3.0	#ff0000	#feb562
17260	Streptococcus sp. SK140	6	Saliva	Tongue_dorsum	#7effb5	1.0	0.0	#ff0000	#8000ff
17274	Streptococcus sp. SK643	12	Attached	Buccal_mucosa	#4e4dfc	1.0	0.0	#ff0000	#8000ff
17328	Streptococcus sp. SR1	6	Attached	Buccal_mucosa	#4e4dfc	1.0	3.0	#ff0000	#feb562
17364	Streptococcus sp. SR4	1	Tongue_dorsum	Saliva	#ff0000	0.0	4.0	#8000ff	#ff0000
17372	Streptococcus sp. VT 162	1	Throat	Buccal_mucosa	#ff5029	1.0	2.0	#ff0000	#7effb5
17380	Streptococcus sp. X13SY08	2	Attached	Attached	#4e4dfc	1.0	0.0	#ff0000	#8000ff
17414	Streptococcus suis	21	Buccal_mucosa	Buccal_mucosa	#1996f3	1.0	3.0	#ff0000	#feb562
17510	Streptococcus thermophilus	32	Anterior_nares	Anterior_nares	#8000ff	1.0	2.0	#ff0000	#7effb5
17522	Streptococcus tigurinus	6	Buccal_mucosa	Buccal_mucosa	#1996f3	1.0	0.0	#ff0000	#8000ff
17532	Streptococcus urinalis	1	Tongue_dorsum	Saliva	#ff0000	1.0	4.0	#ff0000	#ff0000
17536	Streptococcus vestibularis	8	Buccal_mucosa	Buccal_mucosa	#1996f3	0.0	2.0	#8000ff	#7effb5
17570	Streptomyces sp. MUSC119T	1	Anterior_nares	Throat	#8000ff	0.0	2.0	#8000ff	#7effb5
17584	Subdoligranulum sp. 4_3_54A2FAA	14	Stool	Stool	#b2f396	0.0	1.0	#8000ff	#01b3ec
17638	Subdoligranulum variabile	12	Stool	Stool	#b2f396	0.0	1.0	#8000ff	#01b3ec
17722	Sutterella wadsworthensis	8	Stool	Stool	#b2f396	0.0	1.0	#8000ff	#01b3ec
17746	Tannerella forsythia	16	Subgingival_plaque	Subgingival_plaque	#e4cf74	1.0	0.0	#ff0000	#8000ff
17758	Tannerella sp. 6_1_58FAA_CT1	6	Stool	Stool	#b2f396	0.0	1.0	#8000ff	#01b3ec
17810	Tepidiphilus thermophilus	1	Anterior_nares	Anterior_nares	#8000ff	1.0	2.0	#ff0000	#7effb5
17822	Terrisporobacter othiniensis	1	Stool	Stool	#b2f396	1.0	1.0	#ff0000	#01b3ec
17836	Thauera sp. 28	1	Supragingival_plaque	Supragingival_plaque	#ff964f	0.0	4.0	#8000ff	#ff0000
17842	Thermus aquaticus	1	Buccal_mucosa	Buccal_mucosa	#1996f3	0.0	2.0	#8000ff	#7effb5
17852	Tissierellia bacterium GD9	2	Stool	Stool	#b2f396	0.0	1.0	#8000ff	#01b3ec
17900	Tissierellia bacterium S5-A11	1	Posterior_fornix	Posterior_fornix	#4df3ce	0.0	2.0	#8000ff	#7effb5
17954	Tissierellia bacterium S7-1-4	3	Posterior_fornix	Throat	#4df3ce	0.0	2.0	#8000ff	#7effb5
18004	Treponema denticola	13	Subgingival_plaque	Buccal_mucosa	#e4cf74	1.0	3.0	#ff0000	#feb562
18054	Treponema lecithinolyticum	12	Subgingival_plaque	Subgingival_plaque	#e4cf74	1.0	0.0	#ff0000	#8000ff
18058	Treponema maltophilum	14	Subgingival_plaque	Subgingival_plaque	#e4cf74	0.0	3.0	#8000ff	#feb562
18082	Treponema medium	12	Subgingival_plaque	Subgingival_plaque	#e4cf74	0.0	3.0	#8000ff	#feb562
18144	Treponema pedis	3	Subgingival_plaque	Supragingival_plaque	#e4cf74	1.0	3.0	#ff0000	#feb562
18170	Treponema phagedenis	1	Subgingival_plaque	Subgingival_plaque	#e4cf74	1.0	0.0	#ff0000	#8000ff
18182	Treponema putidum	3	Subgingival_plaque	Supragingival_plaque	#e4cf74	1.0	3.0	#ff0000	#feb562
18210	Treponema saccharophilum	1	Subgingival_plaque	Subgingival_plaque	#e4cf74	1.0	0.0	#ff0000	#8000ff
18224	Treponema socranskii	20	Subgingival_plaque	Subgingival_plaque	#e4cf74	0.0	3.0	#8000ff	#feb562
18292	Treponema sp. OMZ 838	14	Subgingival_plaque	Buccal_mucosa	#e4cf74	1.0	3.0	#ff0000	#feb562
18362	Treponema succinifaciens	2	Subgingival_plaque	Subgingival_plaque	#e4cf74	0.0	0.0	#8000ff	#8000ff
18380	Treponema vincentii	12	Subgingival_plaque	Supragingival_plaque	#e4cf74	0.0	3.0	#8000ff	#feb562
18412	Trueperella pyogenes	10	Saliva	Tongue_dorsum	#7effb5	0.0	3.0	#8000ff	#feb562
18476	Turicibacter sanguinis	1	Stool	Stool	#b2f396	1.0	1.0	#ff0000	#01b3ec
18490	Turicibacter sp. HGF1	1	Stool	Stool	#b2f396	1.0	1.0	#ff0000	#01b3ec
18504	Tyzzerella nexilis	15	Stool	Stool	#b2f396	0.0	1.0	#8000ff	#01b3ec
18550	Varibaculum cambriense	4	Posterior_fornix	Saliva	#4df3ce	1.0	3.0	#ff0000	#feb562
18556	Veillonella atypica	17	Saliva	Tongue_dorsum	#7effb5	1.0	3.0	#ff0000	#feb562
18634	Veillonella dispar	32	Saliva	Tongue_dorsum	#7effb5	1.0	3.0	#ff0000	#feb562
18658	Veillonella magna	2	Attached	Attached	#4e4dfc	1.0	0.0	#ff0000	#8000ff
