	source	target	weight	edge_sample	edcolor
0	[Clostridium] bolteae	[Clostridium] asparagiforme	5.0	Stool	#b2f396
1	[Clostridium] asparagiforme	[Clostridium] bolteae	5.0	Stool	#b2f396
2	[Clostridium] clostridioforme	[Bacteroides] pectinophilus	4.0	Stool	#b2f396
3	[Bacteroides] pectinophilus	[Clostridium] clostridioforme	4.0	Stool	#b2f396
4	[Clostridium] clostridioforme	[Clostridium] asparagiforme	5.0	Stool	#b2f396
5	[Clostridium] asparagiforme	[Clostridium] clostridioforme	5.0	Stool	#b2f396
6	[Clostridium] leptum	[Clostridium] asparagiforme	2.0	Intertype	#cccccc
7	[Clostridium] asparagiforme	[Clostridium] leptum	2.0	Intertype	#cccccc
8	[Clostridium] saccharogumia	[Clostridium] citroniae	1.0	Stool	#b2f396
9	[Clostridium] citroniae	[Clostridium] saccharogumia	1.0	Stool	#b2f396
10	[Clostridium] scindens	[Clostridium] aminophilum	1.0	Stool	#b2f396
11	[Clostridium] aminophilum	[Clostridium] scindens	1.0	Stool	#b2f396
12	[Clostridium] scindens	[Clostridium] citroniae	1.0	Stool	#b2f396
13	[Clostridium] citroniae	[Clostridium] scindens	1.0	Stool	#b2f396
14	[Clostridium] scindens	[Clostridium] innocuum	1.0	Stool	#b2f396
15	[Clostridium] innocuum	[Clostridium] scindens	1.0	Stool	#b2f396
16	[Clostridium] scindens	[Clostridium] methylpentosum	2.0	Stool	#b2f396
17	[Clostridium] methylpentosum	[Clostridium] scindens	2.0	Stool	#b2f396
18	[Clostridium] scindens	[Clostridium] saccharogumia	1.0	Stool	#b2f396
19	[Clostridium] saccharogumia	[Clostridium] scindens	1.0	Stool	#b2f396
20	[Clostridium] spiroforme	[Bacteroides] pectinophilus	4.0	Stool	#b2f396
21	[Bacteroides] pectinophilus	[Clostridium] spiroforme	4.0	Stool	#b2f396
22	[Clostridium] spiroforme	[Clostridium] bolteae	4.0	Stool	#b2f396
23	[Clostridium] bolteae	[Clostridium] spiroforme	4.0	Stool	#b2f396
24	[Clostridium] symbiosum	[Bacteroides] pectinophilus	4.0	Stool	#b2f396
25	[Bacteroides] pectinophilus	[Clostridium] symbiosum	4.0	Stool	#b2f396
26	[Clostridium] symbiosum	[Clostridium] bolteae	4.0	Stool	#b2f396
27	[Clostridium] bolteae	[Clostridium] symbiosum	4.0	Stool	#b2f396
28	[Clostridium] symbiosum	[Clostridium] citroniae	2.0	Stool	#b2f396
29	[Clostridium] citroniae	[Clostridium] symbiosum	2.0	Stool	#b2f396
30	[Clostridium] symbiosum	[Clostridium] scindens	2.0	Stool	#b2f396
31	[Clostridium] scindens	[Clostridium] symbiosum	2.0	Stool	#b2f396
32	[Eubacterium] cellulosolvens	[Clostridium] citroniae	1.0	Stool	#b2f396
33	[Clostridium] citroniae	[Eubacterium] cellulosolvens	1.0	Stool	#b2f396
34	[Eubacterium] cellulosolvens	[Clostridium] saccharogumia	1.0	Stool	#b2f396
35	[Clostridium] saccharogumia	[Eubacterium] cellulosolvens	1.0	Stool	#b2f396
36	[Eubacterium] cellulosolvens	[Clostridium] scindens	1.0	Stool	#b2f396
37	[Clostridium] scindens	[Eubacterium] cellulosolvens	1.0	Stool	#b2f396
38	[Eubacterium] eligens	[Clostridium] bolteae	3.0	Stool	#b2f396
39	[Clostridium] bolteae	[Eubacterium] eligens	3.0	Stool	#b2f396
40	[Eubacterium] eligens	[Clostridium] spiroforme	4.0	Stool	#b2f396
41	[Clostridium] spiroforme	[Eubacterium] eligens	4.0	Stool	#b2f396
42	[Eubacterium] eligens	[Clostridium] symbiosum	4.0	Stool	#b2f396
43	[Clostridium] symbiosum	[Eubacterium] eligens	4.0	Stool	#b2f396
