	source	source_freq	first_sample	fscolor	spect_cluster	commun_cluster	spect_color	comm_color
0	Arcanobacterium	4	Anterior_nares	#8000ff	0.0	0.0	#8000ff	#8000ff
1	Actinomyces	8	Supragingival_plaque	#ff964f	0.0	0.0	#8000ff	#8000ff
2	Arcanobacterium	4	Anterior_nares	#8000ff	0.0	0.0	#8000ff	#8000ff
3	Anaeroglobus	7	Saliva	#7effb5	0.0	0.0	#8000ff	#8000ff
4	Capnocytophaga	8	Supragingival_plaque	#ff964f	2.0	2.0	#2adddd	#2adddd
5	Bergeyella	3	Supragingival_plaque	#ff964f	2.0	2.0	#2adddd	#2adddd
6	Cardiobacterium	8	Subgingival_plaque	#e4cf74	2.0	2.0	#2adddd	#2adddd
7	Bergeyella	3	Supragingival_plaque	#ff964f	2.0	2.0	#2adddd	#2adddd
8	Cellulomonas	4	Stool	#b2f396	6.0	3.0	#ff0000	#7effb5
9	Bulleidia	3	Throat	#ff5029	6.0	3.0	#ff0000	#7effb5
10	Cryptobacterium	6	Supragingival_plaque	#ff964f	6.0	3.0	#ff0000	#7effb5
11	Bulleidia	3	Throat	#ff5029	6.0	3.0	#ff0000	#7effb5
12	Cryptobacterium	6	Supragingival_plaque	#ff964f	6.0	3.0	#ff0000	#7effb5
13	Cellulomonas	4	Stool	#b2f396	6.0	3.0	#ff0000	#7effb5
14	Dialister	5	Stool	#b2f396	0.0	0.0	#8000ff	#8000ff
15	Arcanobacterium	4	Anterior_nares	#8000ff	0.0	0.0	#8000ff	#8000ff
16	Filifactor	6	Throat	#ff5029	4.0	1.0	#d4dd80	#2c7ef7
17	Bacteroides	5	Stool	#b2f396	4.0	1.0	#d4dd80	#2c7ef7
18	Kytococcus	8	Tongue_dorsum	#ff0000	6.0	3.0	#ff0000	#7effb5
19	Bulleidia	3	Throat	#ff5029	6.0	3.0	#ff0000	#7effb5
20	Kytococcus	8	Tongue_dorsum	#ff0000	6.0	3.0	#ff0000	#7effb5
