	source	source_freq	first_sample	fscolor	spect_cluster	commun_cluster	spect_color	comm_color
0	Arcanobacterium	1	Anterior_nares	#8000ff	2.0	1.0	#4df3ce	#2c7ef7
1	Afipia	1	Throat	#ff5029	2.0	1.0	#4df3ce	#2c7ef7
2	Arthrobacter	1	Anterior_nares	#8000ff	1.0	2.0	#1996f3	#2adddd
3	Aliterella	1	Anterior_nares	#8000ff	1.0	2.0	#1996f3	#2adddd
4	Atopobacter	1	Anterior_nares	#8000ff	5.0	0.0	#ff0000	#8000ff
5	Amphibacillus	1	Anterior_nares	#8000ff	5.0	0.0	#ff0000	#8000ff
6	Aureimonas	1	Anterior_nares	#8000ff	2.0	1.0	#4df3ce	#2c7ef7
7	Afipia	1	Throat	#ff5029	2.0	1.0	#4df3ce	#2c7ef7
8	Aureimonas	1	Anterior_nares	#8000ff	2.0	1.0	#4df3ce	#2c7ef7
9	Arcanobacterium	1	Anterior_nares	#8000ff	2.0	1.0	#4df3ce	#2c7ef7
10	Azohydromonas	1	Anterior_nares	#8000ff	1.0	2.0	#1996f3	#2adddd
11	Aliterella	1	Anterior_nares	#8000ff	1.0	2.0	#1996f3	#2adddd
12	Azohydromonas	1	Anterior_nares	#8000ff	1.0	2.0	#1996f3	#2adddd
13	Arthrobacter	1	Anterior_nares	#8000ff	1.0	2.0	#1996f3	#2adddd
14	Blautia	1	Stool	#b2f396	3.0	3.0	#b2f396	#7effb5
15	Barnesiella	1	Stool	#b2f396	3.0	3.0	#b2f396	#7effb5
16	Calothrix	2	Anterior_nares	#8000ff	5.0	0.0	#ff0000	#8000ff
17	Aerococcus	2	Posterior_fornix	#4df3ce	5.0	0.0	#ff0000	#8000ff
18	Calothrix	2	Anterior_nares	#8000ff	5.0	0.0	#ff0000	#8000ff
19	Amphibacillus	1	Anterior_nares	#8000ff	5.0	0.0	#ff0000	#8000ff
20	Calothrix	2	Anterior_nares	#8000ff	5.0	0.0	#ff0000	#8000ff
21	Atopobacter	1	Anterior_nares	#8000ff	5.0	0.0	#ff0000	#8000ff
22	Capnocytophaga	4	Supragingival_plaque	#ff964f	1.0	2.0	#1996f3	#2adddd
