	source	target	weight	edge_sample	edcolor
0	Acidovorax	Abiotrophia	1.0	Intertype	#cccccc
1	Abiotrophia	Acidovorax	1.0	Intertype	#cccccc
2	Acinetobacter	Abiotrophia	1.0	Intertype	#cccccc
3	Abiotrophia	Acinetobacter	1.0	Intertype	#cccccc
4	Acinetobacter	Acidovorax	1.0	Anterior_nares	#8000ff
5	Acidovorax	Acinetobacter	1.0	Anterior_nares	#8000ff
6	Actinobaculum	Abiotrophia	1.0	Intertype	#cccccc
7	Abiotrophia	Actinobaculum	1.0	Intertype	#cccccc
8	Actinobaculum	Acidovorax	1.0	Intertype	#cccccc
9	Acidovorax	Actinobaculum	1.0	Intertype	#cccccc
10	Actinobaculum	Acinetobacter	1.0	Intertype	#cccccc
11	Acinetobacter	Actinobaculum	1.0	Intertype	#cccccc
12	Actinomyces	Abiotrophia	1.0	Intertype	#cccccc
13	Abiotrophia	Actinomyces	1.0	Intertype	#cccccc
14	Actinomyces	Acidovorax	1.0	Intertype	#cccccc
15	Acidovorax	Actinomyces	1.0	Intertype	#cccccc
16	Actinomyces	Acinetobacter	1.0	Intertype	#cccccc
17	Acinetobacter	Actinomyces	1.0	Intertype	#cccccc
18	Afipia	Abiotrophia	1.0	Intertype	#cccccc
19	Abiotrophia	Afipia	1.0	Intertype	#cccccc
20	Afipia	Acidovorax	1.0	Intertype	#cccccc
21	Acidovorax	Afipia	1.0	Intertype	#cccccc
22	Afipia	Acinetobacter	1.0	Intertype	#cccccc
23	Acinetobacter	Afipia	1.0	Intertype	#cccccc
24	Afipia	Actinobaculum	1.0	Intertype	#cccccc
25	Actinobaculum	Afipia	1.0	Intertype	#cccccc
26	Afipia	Actinomyces	1.0	Intertype	#cccccc
27	Actinomyces	Afipia	1.0	Intertype	#cccccc
28	Aggregatibacter	Abiotrophia	1.0	Intertype	#cccccc
29	Abiotrophia	Aggregatibacter	1.0	Intertype	#cccccc
30	Aggregatibacter	Acidovorax	1.0	Intertype	#cccccc
31	Acidovorax	Aggregatibacter	1.0	Intertype	#cccccc
32	Aggregatibacter	Acinetobacter	1.0	Intertype	#cccccc
33	Acinetobacter	Aggregatibacter	1.0	Intertype	#cccccc
34	Aggregatibacter	Afipia	1.0	Intertype	#cccccc
35	Afipia	Aggregatibacter	1.0	Intertype	#cccccc
