	source	target	weight	edge_sample	edcolor
0	Afipia	Actinobaculum	1.0	Intertype	#cccccc
1	Actinobaculum	Afipia	1.0	Intertype	#cccccc
2	Aggregatibacter	Afipia	1.0	Intertype	#cccccc
3	Afipia	Aggregatibacter	1.0	Intertype	#cccccc
4	Alistipes	Abiotrophia	1.0	Intertype	#cccccc
5	Abiotrophia	Alistipes	1.0	Intertype	#cccccc
6	Alistipes	Actinomyces	1.0	Intertype	#cccccc
7	Actinomyces	Alistipes	1.0	Intertype	#cccccc
8	Atopobium	Actinomyces	1.0	Intertype	#cccccc
9	Actinomyces	Atopobium	1.0	Intertype	#cccccc
10	Atopobium	Alistipes	1.0	Intertype	#cccccc
11	Alistipes	Atopobium	1.0	Intertype	#cccccc
12	Bacillus	Abiotrophia	1.0	Intertype	#cccccc
13	Abiotrophia	Bacillus	1.0	Intertype	#cccccc
14	Bacillus	Actinomyces	1.0	Intertype	#cccccc
15	Actinomyces	Bacillus	1.0	Intertype	#cccccc
16	Bacillus	Alistipes	1.0	Intertype	#cccccc
17	Alistipes	Bacillus	1.0	Intertype	#cccccc
18	Bacillus	Atopobium	1.0	Intertype	#cccccc
19	Atopobium	Bacillus	1.0	Intertype	#cccccc
20	Bulleidia	Actinobaculum	1.0	Intertype	#cccccc
21	Actinobaculum	Bulleidia	1.0	Intertype	#cccccc
22	Bulleidia	Afipia	1.0	Throat	#ff5029
23	Afipia	Bulleidia	1.0	Throat	#ff5029
24	Bulleidia	Aggregatibacter	1.0	Intertype	#cccccc
25	Aggregatibacter	Bulleidia	1.0	Intertype	#cccccc
26	Campylobacter	Abiotrophia	1.0	Intertype	#cccccc
27	Abiotrophia	Campylobacter	1.0	Intertype	#cccccc
28	Campylobacter	Actinomyces	1.0	Intertype	#cccccc
29	Actinomyces	Campylobacter	1.0	Intertype	#cccccc
30	Campylobacter	Alistipes	1.0	Intertype	#cccccc
31	Alistipes	Campylobacter	1.0	Intertype	#cccccc
32	Campylobacter	Atopobium	1.0	Saliva	#7effb5
33	Atopobium	Campylobacter	1.0	Saliva	#7effb5
34	Campylobacter	Bacillus	1.0	Intertype	#cccccc
35	Bacillus	Campylobacter	1.0	Intertype	#cccccc
36	Capnocytophaga	Afipia	1.0	Intertype	#cccccc
37	Afipia	Capnocytophaga	1.0	Intertype	#cccccc
38	Capnocytophaga	Aggregatibacter	1.0	Intertype	#cccccc
39	Aggregatibacter	Capnocytophaga	1.0	Intertype	#cccccc
40	Capnocytophaga	Bulleidia	1.0	Intertype	#cccccc
41	Bulleidia	Capnocytophaga	1.0	Intertype	#cccccc
42	Cardiobacterium	Afipia	1.0	Intertype	#cccccc
43	Afipia	Cardiobacterium	1.0	Intertype	#cccccc
44	Cardiobacterium	Aggregatibacter	1.0	Intertype	#cccccc
45	Aggregatibacter	Cardiobacterium	1.0	Intertype	#cccccc
46	Cardiobacterium	Bulleidia	1.0	Intertype	#cccccc
47	Bulleidia	Cardiobacterium	1.0	Intertype	#cccccc
48	Cardiobacterium	Capnocytophaga	1.0	Intertype	#cccccc
49	Capnocytophaga	Cardiobacterium	1.0	Intertype	#cccccc
50	Catonella	Abiotrophia	1.0	Intertype	#cccccc
51	Abiotrophia	Catonella	1.0	Intertype	#cccccc
52	Catonella	Actinomyces	1.0	Intertype	#cccccc
53	Actinomyces	Catonella	1.0	Intertype	#cccccc
54	Catonella	Alistipes	1.0	Intertype	#cccccc
55	Alistipes	Catonella	1.0	Intertype	#cccccc
56	Catonella	Atopobium	1.0	Intertype	#cccccc
57	Atopobium	Catonella	1.0	Intertype	#cccccc
58	Catonella	Bacillus	1.0	Intertype	#cccccc
59	Bacillus	Catonella	1.0	Intertype	#cccccc
60	Catonella	Campylobacter	1.0	Intertype	#cccccc
61	Campylobacter	Catonella	1.0	Intertype	#cccccc
62	Corynebacterium	Actinobaculum	1.0	Supragingival_plaque	#ff964f
63	Actinobaculum	Corynebacterium	1.0	Supragingival_plaque	#ff964f
64	Corynebacterium	Afipia	1.0	Intertype	#cccccc
65	Afipia	Corynebacterium	1.0	Intertype	#cccccc
66	Corynebacterium	Aggregatibacter	1.0	Intertype	#cccccc
67	Aggregatibacter	Corynebacterium	1.0	Intertype	#cccccc
68	Corynebacterium	Bulleidia	1.0	Intertype	#cccccc
69	Bulleidia	Corynebacterium	1.0	Intertype	#cccccc
70	Corynebacterium	Capnocytophaga	1.0	Supragingival_plaque	#ff964f
71	Capnocytophaga	Corynebacterium	1.0	Supragingival_plaque	#ff964f
72	Corynebacterium	Cardiobacterium	1.0	Intertype	#cccccc
73	Cardiobacterium	Corynebacterium	1.0	Intertype	#cccccc
74	Dialister	Actinomyces	1.0	Intertype	#cccccc
75	Actinomyces	Dialister	1.0	Intertype	#cccccc
76	Dialister	Alistipes	1.0	Stool	#b2f396
77	Alistipes	Dialister	1.0	Stool	#b2f396
78	Dialister	Atopobium	1.0	Intertype	#cccccc
79	Atopobium	Dialister	1.0	Intertype	#cccccc
80	Dialister	Bacillus	1.0	Intertype	#cccccc
81	Bacillus	Dialister	1.0	Intertype	#cccccc
82	Dialister	Campylobacter	1.0	Intertype	#cccccc
83	Campylobacter	Dialister	1.0	Intertype	#cccccc
84	Dialister	Catonella	1.0	Intertype	#cccccc
85	Catonella	Dialister	1.0	Intertype	#cccccc
86	Eggerthia	Actinobaculum	1.0	Intertype	#cccccc
87	Actinobaculum	Eggerthia	1.0	Intertype	#cccccc
88	Eggerthia	Afipia	1.0	Intertype	#cccccc
89	Afipia	Eggerthia	1.0	Intertype	#cccccc
90	Eggerthia	Aggregatibacter	1.0	Intertype	#cccccc
91	Aggregatibacter	Eggerthia	1.0	Intertype	#cccccc
92	Eggerthia	Bulleidia	1.0	Intertype	#cccccc
93	Bulleidia	Eggerthia	1.0	Intertype	#cccccc
94	Eggerthia	Capnocytophaga	1.0	Intertype	#cccccc
95	Capnocytophaga	Eggerthia	1.0	Intertype	#cccccc
96	Eggerthia	Cardiobacterium	1.0	Subgingival_plaque	#e4cf74
97	Cardiobacterium	Eggerthia	1.0	Subgingival_plaque	#e4cf74
98	Eggerthia	Corynebacterium	1.0	Intertype	#cccccc
99	Corynebacterium	Eggerthia	1.0	Intertype	#cccccc
100	Eikenella	Afipia	1.0	Intertype	#cccccc
101	Afipia	Eikenella	1.0	Intertype	#cccccc
102	Eikenella	Aggregatibacter	1.0	Intertype	#cccccc
103	Aggregatibacter	Eikenella	1.0	Intertype	#cccccc
