	source	source_freq	first_sample	fscolor	spect_cluster	commun_cluster	spect_color	comm_color
0	Actinobaculum	1	Supragingival_plaque	#ff964f	4.0	0.0	#d4dd80	#8000ff
1	Abiotrophia	3	Buccal_mucosa	#1996f3	4.0	0.0	#d4dd80	#8000ff
2	Aggregatibacter	4	Mixed	#cccccc	4.0	0.0	#d4dd80	#8000ff
3	Actinobaculum	1	Supragingival_plaque	#ff964f	4.0	0.0	#d4dd80	#8000ff
4	Avibacterium	1	Buccal_mucosa	#1996f3	5.0	1.0	#ff8143	#2c7ef7
5	Actinobacillus	2	Buccal_mucosa	#1996f3	5.0	1.0	#ff8143	#2c7ef7
6	Avibacterium	1	Buccal_mucosa	#1996f3	5.0	1.0	#ff8143	#2c7ef7
7	Alloprevotella	5	Attached	#4e4dfc	5.0	1.0	#ff8143	#2c7ef7
8	Bifidobacterium	2	Stool	#b2f396	1.0	2.0	#2c7ef7	#2adddd
9	Anaeroglobus	1	Saliva	#7effb5	1.0	2.0	#2c7ef7	#2adddd
10	Brochothrix	1	Saliva	#7effb5	1.0	2.0	#2c7ef7	#2adddd
11	Actinomyces	5	Supragingival_plaque	#ff964f	1.0	2.0	#2c7ef7	#2adddd
12	Brochothrix	1	Saliva	#7effb5	1.0	2.0	#2c7ef7	#2adddd
13	Atopobium	5	Saliva	#7effb5	1.0	2.0	#2c7ef7	#2adddd
14	Carnobacterium	5	Saliva	#7effb5	4.0	0.0	#d4dd80	#8000ff
15	Actinobaculum	1	Supragingival_plaque	#ff964f	4.0	0.0	#d4dd80	#8000ff
16	Cellulomonas	5	Stool	#b2f396	1.0	2.0	#2c7ef7	#2adddd
17	Actinomyces	5	Supragingival_plaque	#ff964f	1.0	2.0	#2c7ef7	#2adddd
18	Cellulomonas	5	Stool	#b2f396	1.0	2.0	#2c7ef7	#2adddd
19	Atopobium	5	Saliva	#7effb5	1.0	2.0	#2c7ef7	#2adddd
20	Cellulomonas	5	Stool	#b2f396	1.0	2.0	#2c7ef7	#2adddd
21	Brochothrix	1	Saliva	#7effb5	1.0	2.0	#2c7ef7	#2adddd
22	Centipeda	5	Subgingival_plaque	#e4cf74	1.0	2.0	#2c7ef7	#2adddd
23	Anaeroglobus	1	Saliva	#7effb5	1.0	2.0	#2c7ef7	#2adddd
24	Centipeda	5	Subgingival_plaque	#e4cf74	1.0	2.0	#2c7ef7	#2adddd
25	Bifidobacterium	2	Stool	#b2f396	1.0	2.0	#2c7ef7	#2adddd
26	Chryseobacterium	1	Attached	#4e4dfc	4.0	0.0	#d4dd80	#8000ff
27	Abiotrophia	3	Buccal_mucosa	#1996f3	4.0	0.0	#d4dd80	#8000ff
28	Chryseobacterium	1	Attached	#4e4dfc	4.0	0.0	#d4dd80	#8000ff
29	Actinobaculum	1	Supragingival_plaque	#ff964f	4.0	0.0	#d4dd80	#8000ff
30	Chryseobacterium	1	Attached	#4e4dfc	4.0	0.0	#d4dd80	#8000ff
31	Aggregatibacter	4	Mixed	#cccccc	4.0	0.0	#d4dd80	#8000ff
32	Chryseobacterium	1	Attached	#4e4dfc	4.0	0.0	#d4dd80	#8000ff
33	Carnobacterium	5	Saliva	#7effb5	4.0	0.0	#d4dd80	#8000ff
34	Clostridium	3	Stool	#b2f396	1.0	2.0	#2c7ef7	#2adddd
35	Actinomyces	5	Supragingival_plaque	#ff964f	1.0	2.0	#2c7ef7	#2adddd
36	Clostridium	3	Stool	#b2f396	1.0	2.0	#2c7ef7	#2adddd
37	Brochothrix	1	Saliva	#7effb5	1.0	2.0	#2c7ef7	#2adddd
38	Clostridium	3	Stool	#b2f396	1.0	2.0	#2c7ef7	#2adddd
39	Cellulomonas	5	Stool	#b2f396	1.0	2.0	#2c7ef7	#2adddd
40	Corynebacterium	1	Supragingival_plaque	#ff964f	4.0	0.0	#d4dd80	#8000ff
41	Actinobaculum	1	Supragingival_plaque	#ff964f	4.0	0.0	#d4dd80	#8000ff
42	Corynebacterium	1	Supragingival_plaque	#ff964f	4.0	0.0	#d4dd80	#8000ff
43	Chryseobacterium	1	Attached	#4e4dfc	4.0	0.0	#d4dd80	#8000ff
44	Cryptobacterium	2	Supragingival_plaque	#ff964f	5.0	1.0	#ff8143	#2c7ef7
45	Actinobacillus	2	Buccal_mucosa	#1996f3	5.0	1.0	#ff8143	#2c7ef7
46	Cryptobacterium	2	Supragingival_plaque	#ff964f	5.0	1.0	#ff8143	#2c7ef7
47	Alloprevotella	5	Attached	#4e4dfc	5.0	1.0	#ff8143	#2c7ef7
48	Cryptobacterium	2	Supragingival_plaque	#ff964f	5.0	1.0	#ff8143	#2c7ef7
49	Avibacterium	1	Buccal_mucosa	#1996f3	5.0	1.0	#ff8143	#2c7ef7
50	Eubacterium	1	Subgingival_plaque	#e4cf74	6.0	5.0	#ff0000	#ff8143
51	Dialister	5	Stool	#b2f396	6.0	5.0	#ff0000	#ff8143
52	Faecalibacterium	4	Stool	#b2f396	1.0	2.0	#2c7ef7	#2adddd
53	Bifidobacterium	2	Stool	#b2f396	1.0	2.0	#2c7ef7	#2adddd
54	Faecalibacterium	4	Stool	#b2f396	1.0	2.0	#2c7ef7	#2adddd
55	Clostridium	3	Stool	#b2f396	1.0	2.0	#2c7ef7	#2adddd
56	Gallibacterium	2	Attached	#4e4dfc	5.0	1.0	#ff8143	#2c7ef7
57	Actinobacillus	2	Buccal_mucosa	#1996f3	5.0	1.0	#ff8143	#2c7ef7
58	Gallibacterium	2	Attached	#4e4dfc	5.0	1.0	#ff8143	#2c7ef7
59	Alloprevotella	5	Attached	#4e4dfc	5.0	1.0	#ff8143	#2c7ef7
60	Gallibacterium	2	Attached	#4e4dfc	5.0	1.0	#ff8143	#2c7ef7
61	Avibacterium	1	Buccal_mucosa	#1996f3	5.0	1.0	#ff8143	#2c7ef7
62	Gallibacterium	2	Attached	#4e4dfc	5.0	1.0	#ff8143	#2c7ef7
63	Cryptobacterium	2	Supragingival_plaque	#ff964f	5.0	1.0	#ff8143	#2c7ef7
64	Gardnerella	5	Posterior_fornix	#4df3ce	1.0	2.0	#2c7ef7	#2adddd
65	Bifidobacterium	2	Stool	#b2f396	1.0	2.0	#2c7ef7	#2adddd
66	Gardnerella	5	Posterior_fornix	#4df3ce	1.0	2.0	#2c7ef7	#2adddd
67	Clostridium	3	Stool	#b2f396	1.0	2.0	#2c7ef7	#2adddd
68	Gardnerella	5	Posterior_fornix	#4df3ce	1.0	2.0	#2c7ef7	#2adddd
69	Faecalibacterium	4	Stool	#b2f396	1.0	2.0	#2c7ef7	#2adddd
70	Histophilus	5	Buccal_mucosa	#1996f3	5.0	1.0	#ff8143	#2c7ef7
71	Actinobacillus	2	Buccal_mucosa	#1996f3	5.0	1.0	#ff8143	#2c7ef7
72	Histophilus	5	Buccal_mucosa	#1996f3	5.0	1.0	#ff8143	#2c7ef7
73	Alloprevotella	5	Attached	#4e4dfc	5.0	1.0	#ff8143	#2c7ef7
74	Histophilus	5	Buccal_mucosa	#1996f3	5.0	1.0	#ff8143	#2c7ef7
75	Avibacterium	1	Buccal_mucosa	#1996f3	5.0	1.0	#ff8143	#2c7ef7
76	Histophilus	5	Buccal_mucosa	#1996f3	5.0	1.0	#ff8143	#2c7ef7
77	Cryptobacterium	2	Supragingival_plaque	#ff964f	5.0	1.0	#ff8143	#2c7ef7
78	Histophilus	5	Buccal_mucosa	#1996f3	5.0	1.0	#ff8143	#2c7ef7
79	Gallibacterium	2	Attached	#4e4dfc	5.0	1.0	#ff8143	#2c7ef7
80	Johnsonella	1	Subgingival_plaque	#e4cf74	4.0	0.0	#d4dd80	#8000ff
81	Actinobaculum	1	Supragingival_plaque	#ff964f	4.0	0.0	#d4dd80	#8000ff
82	Johnsonella	1	Subgingival_plaque	#e4cf74	4.0	0.0	#d4dd80	#8000ff
83	Chryseobacterium	1	Attached	#4e4dfc	4.0	0.0	#d4dd80	#8000ff
84	Kingella	5	Supragingival_plaque	#ff964f	4.0	0.0	#d4dd80	#8000ff
85	Actinobaculum	1	Supragingival_plaque	#ff964f	4.0	0.0	#d4dd80	#8000ff
86	Kingella	5	Supragingival_plaque	#ff964f	4.0	0.0	#d4dd80	#8000ff
87	Chryseobacterium	1	Attached	#4e4dfc	4.0	0.0	#d4dd80	#8000ff
88	Kytococcus	3	Tongue_dorsum	#ff0000	1.0	2.0	#2c7ef7	#2adddd
