	source	target	weight	edge_sample	edcolor
0	Alloprevotella	Actinomyces	1.0	Intertype	#cccccc
1	Actinomyces	Alloprevotella	1.0	Intertype	#cccccc
2	Capnocytophaga	Bacteroides	1.0	Intertype	#cccccc
3	Bacteroides	Capnocytophaga	1.0	Intertype	#cccccc
4	Chlamydia	Bacteroides	1.0	Intertype	#cccccc
5	Bacteroides	Chlamydia	1.0	Intertype	#cccccc
6	Chlamydia	Capnocytophaga	1.0	Intertype	#cccccc
7	Capnocytophaga	Chlamydia	1.0	Intertype	#cccccc
8	Clostridium	Bacteroides	1.0	Stool	#b2f396
9	Bacteroides	Clostridium	1.0	Stool	#b2f396
10	Clostridium	Capnocytophaga	1.0	Intertype	#cccccc
11	Capnocytophaga	Clostridium	1.0	Intertype	#cccccc
12	Clostridium	Chlamydia	1.0	Intertype	#cccccc
13	Chlamydia	Clostridium	1.0	Intertype	#cccccc
14	Corynebacterium	Actinomyces	1.0	Supragingival_plaque	#ff964f
15	Actinomyces	Corynebacterium	1.0	Supragingival_plaque	#ff964f
16	Corynebacterium	Alloprevotella	1.0	Intertype	#cccccc
17	Alloprevotella	Corynebacterium	1.0	Intertype	#cccccc
18	Gemella	Bacteroides	1.0	Intertype	#cccccc
19	Bacteroides	Gemella	1.0	Intertype	#cccccc
20	Gemella	Capnocytophaga	1.0	Intertype	#cccccc
21	Capnocytophaga	Gemella	1.0	Intertype	#cccccc
22	Gemella	Chlamydia	1.0	Intertype	#cccccc
23	Chlamydia	Gemella	1.0	Intertype	#cccccc
24	Gemella	Clostridium	1.0	Intertype	#cccccc
25	Clostridium	Gemella	1.0	Intertype	#cccccc
26	Granulicatella	Bacteroides	1.0	Intertype	#cccccc
27	Bacteroides	Granulicatella	1.0	Intertype	#cccccc
28	Granulicatella	Capnocytophaga	1.0	Intertype	#cccccc
29	Capnocytophaga	Granulicatella	1.0	Intertype	#cccccc
30	Granulicatella	Chlamydia	1.0	Attached	#4e4dfc
31	Chlamydia	Granulicatella	1.0	Attached	#4e4dfc
32	Granulicatella	Clostridium	1.0	Intertype	#cccccc
33	Clostridium	Granulicatella	1.0	Intertype	#cccccc
34	Granulicatella	Gemella	1.0	Intertype	#cccccc
35	Gemella	Granulicatella	1.0	Intertype	#cccccc
36	Haemophilus	Bacteroides	1.0	Intertype	#cccccc
37	Bacteroides	Haemophilus	1.0	Intertype	#cccccc
38	Haemophilus	Capnocytophaga	1.0	Intertype	#cccccc
39	Capnocytophaga	Haemophilus	1.0	Intertype	#cccccc
40	Haemophilus	Chlamydia	1.0	Intertype	#cccccc
41	Chlamydia	Haemophilus	1.0	Intertype	#cccccc
42	Haemophilus	Clostridium	1.0	Intertype	#cccccc
43	Clostridium	Haemophilus	1.0	Intertype	#cccccc
44	Haemophilus	Gemella	1.0	Buccal_mucosa	#1996f3
45	Gemella	Haemophilus	1.0	Buccal_mucosa	#1996f3
46	Haemophilus	Granulicatella	1.0	Intertype	#cccccc
47	Granulicatella	Haemophilus	1.0	Intertype	#cccccc
48	Kingella	Actinomyces	1.0	Supragingival_plaque	#ff964f
49	Actinomyces	Kingella	1.0	Supragingival_plaque	#ff964f
50	Kingella	Alloprevotella	1.0	Intertype	#cccccc
51	Alloprevotella	Kingella	1.0	Intertype	#cccccc
52	Kingella	Corynebacterium	1.0	Supragingival_plaque	#ff964f
53	Corynebacterium	Kingella	1.0	Supragingival_plaque	#ff964f
54	Neisseria	Actinomyces	1.0	Intertype	#cccccc
55	Actinomyces	Neisseria	1.0	Intertype	#cccccc
56	Neisseria	Alloprevotella	1.0	Intertype	#cccccc
57	Alloprevotella	Neisseria	1.0	Intertype	#cccccc
58	Neisseria	Corynebacterium	1.0	Intertype	#cccccc
59	Corynebacterium	Neisseria	1.0	Intertype	#cccccc
60	Neisseria	Kingella	1.0	Intertype	#cccccc
61	Kingella	Neisseria	1.0	Intertype	#cccccc
62	Porphyromonas	Actinomyces	1.0	Intertype	#cccccc
63	Actinomyces	Porphyromonas	1.0	Intertype	#cccccc
64	Porphyromonas	Alloprevotella	1.0	Intertype	#cccccc
65	Alloprevotella	Porphyromonas	1.0	Intertype	#cccccc
66	Porphyromonas	Corynebacterium	1.0	Intertype	#cccccc
67	Corynebacterium	Porphyromonas	1.0	Intertype	#cccccc
68	Porphyromonas	Kingella	1.0	Intertype	#cccccc
69	Kingella	Porphyromonas	1.0	Intertype	#cccccc
70	Porphyromonas	Neisseria	1.0	Intertype	#cccccc
71	Neisseria	Porphyromonas	1.0	Intertype	#cccccc
72	Prevotella	Actinomyces	1.0	Intertype	#cccccc
73	Actinomyces	Prevotella	1.0	Intertype	#cccccc
74	Prevotella	Alloprevotella	1.0	Intertype	#cccccc
75	Alloprevotella	Prevotella	1.0	Intertype	#cccccc
76	Prevotella	Corynebacterium	1.0	Intertype	#cccccc
77	Corynebacterium	Prevotella	1.0	Intertype	#cccccc
78	Prevotella	Kingella	1.0	Intertype	#cccccc
79	Kingella	Prevotella	1.0	Intertype	#cccccc
80	Prevotella	Neisseria	1.0	Throat	#ff5029
81	Neisseria	Prevotella	1.0	Throat	#ff5029
82	Prevotella	Porphyromonas	1.0	Intertype	#cccccc
83	Porphyromonas	Prevotella	1.0	Intertype	#cccccc
84	Propionibacterium	Actinomyces	1.0	Intertype	#cccccc
85	Actinomyces	Propionibacterium	1.0	Intertype	#cccccc
86	Propionibacterium	Alloprevotella	1.0	Intertype	#cccccc
87	Alloprevotella	Propionibacterium	1.0	Intertype	#cccccc
88	Propionibacterium	Corynebacterium	1.0	Intertype	#cccccc
89	Corynebacterium	Propionibacterium	1.0	Intertype	#cccccc
90	Propionibacterium	Kingella	1.0	Intertype	#cccccc
91	Kingella	Propionibacterium	1.0	Intertype	#cccccc
92	Propionibacterium	Neisseria	1.0	Intertype	#cccccc
93	Neisseria	Propionibacterium	1.0	Intertype	#cccccc
94	Propionibacterium	Porphyromonas	1.0	Intertype	#cccccc
95	Porphyromonas	Propionibacterium	1.0	Intertype	#cccccc
96	Propionibacterium	Prevotella	1.0	Intertype	#cccccc
97	Prevotella	Propionibacterium	1.0	Intertype	#cccccc
98	Runella	Actinomyces	1.0	Intertype	#cccccc
99	Actinomyces	Runella	1.0	Intertype	#cccccc
100	Runella	Alloprevotella	1.0	Attached	#4e4dfc
101	Alloprevotella	Runella	1.0	Attached	#4e4dfc
102	Runella	Corynebacterium	1.0	Intertype	#cccccc
103	Corynebacterium	Runella	1.0	Intertype	#cccccc
104	Runella	Kingella	1.0	Intertype	#cccccc
105	Kingella	Runella	1.0	Intertype	#cccccc
106	Runella	Neisseria	1.0	Intertype	#cccccc
107	Neisseria	Runella	1.0	Intertype	#cccccc
108	Runella	Porphyromonas	1.0	Intertype	#cccccc
109	Porphyromonas	Runella	1.0	Intertype	#cccccc
110	Runella	Prevotella	1.0	Intertype	#cccccc
111	Prevotella	Runella	1.0	Intertype	#cccccc
112	Runella	Propionibacterium	1.0	Intertype	#cccccc
113	Propionibacterium	Runella	1.0	Intertype	#cccccc
114	Selenomonas	Actinomyces	1.0	Intertype	#cccccc
115	Actinomyces	Selenomonas	1.0	Intertype	#cccccc
116	Selenomonas	Alloprevotella	1.0	Intertype	#cccccc
117	Alloprevotella	Selenomonas	1.0	Intertype	#cccccc
118	Selenomonas	Corynebacterium	1.0	Intertype	#cccccc
119	Corynebacterium	Selenomonas	1.0	Intertype	#cccccc
120	Selenomonas	Kingella	1.0	Intertype	#cccccc
121	Kingella	Selenomonas	1.0	Intertype	#cccccc
122	Selenomonas	Neisseria	1.0	Intertype	#cccccc
123	Neisseria	Selenomonas	1.0	Intertype	#cccccc
124	Selenomonas	Porphyromonas	1.0	Intertype	#cccccc
125	Porphyromonas	Selenomonas	1.0	Intertype	#cccccc
126	Selenomonas	Prevotella	1.0	Intertype	#cccccc
127	Prevotella	Selenomonas	1.0	Intertype	#cccccc
128	Selenomonas	Propionibacterium	1.0	Intertype	#cccccc
129	Propionibacterium	Selenomonas	1.0	Intertype	#cccccc
130	Selenomonas	Runella	1.0	Intertype	#cccccc
131	Runella	Selenomonas	1.0	Intertype	#cccccc
132	Simonsiella	Bacteroides	1.0	Intertype	#cccccc
133	Bacteroides	Simonsiella	1.0	Intertype	#cccccc
134	Simonsiella	Capnocytophaga	1.0	Intertype	#cccccc
135	Capnocytophaga	Simonsiella	1.0	Intertype	#cccccc
136	Simonsiella	Chlamydia	1.0	Attached	#4e4dfc
137	Chlamydia	Simonsiella	1.0	Attached	#4e4dfc
138	Simonsiella	Clostridium	1.0	Intertype	#cccccc
139	Clostridium	Simonsiella	1.0	Intertype	#cccccc
140	Simonsiella	Gemella	1.0	Intertype	#cccccc
141	Gemella	Simonsiella	1.0	Intertype	#cccccc
142	Simonsiella	Granulicatella	1.0	Attached	#4e4dfc
143	Granulicatella	Simonsiella	1.0	Attached	#4e4dfc
144	Simonsiella	Haemophilus	1.0	Intertype	#cccccc
145	Haemophilus	Simonsiella	1.0	Intertype	#cccccc
146	Staphylococcus	Bacteroides	1.0	Intertype	#cccccc
147	Bacteroides	Staphylococcus	1.0	Intertype	#cccccc
148	Staphylococcus	Capnocytophaga	1.0	Intertype	#cccccc
149	Capnocytophaga	Staphylococcus	1.0	Intertype	#cccccc
150	Staphylococcus	Chlamydia	1.0	Attached	#4e4dfc
151	Chlamydia	Staphylococcus	1.0	Attached	#4e4dfc
152	Staphylococcus	Clostridium	1.0	Intertype	#cccccc
153	Clostridium	Staphylococcus	1.0	Intertype	#cccccc
154	Staphylococcus	Gemella	1.0	Intertype	#cccccc
155	Gemella	Staphylococcus	1.0	Intertype	#cccccc
156	Staphylococcus	Granulicatella	1.0	Attached	#4e4dfc
157	Granulicatella	Staphylococcus	1.0	Attached	#4e4dfc
158	Staphylococcus	Haemophilus	1.0	Intertype	#cccccc
159	Haemophilus	Staphylococcus	1.0	Intertype	#cccccc
160	Staphylococcus	Simonsiella	1.0	Attached	#4e4dfc
161	Simonsiella	Staphylococcus	1.0	Attached	#4e4dfc
162	Streptococcus	Bacteroides	1.0	Intertype	#cccccc
163	Bacteroides	Streptococcus	1.0	Intertype	#cccccc
164	Streptococcus	Capnocytophaga	1.0	Intertype	#cccccc
165	Capnocytophaga	Streptococcus	1.0	Intertype	#cccccc
166	Streptococcus	Chlamydia	1.0	Attached	#4e4dfc
167	Chlamydia	Streptococcus	1.0	Attached	#4e4dfc
168	Streptococcus	Clostridium	1.0	Intertype	#cccccc
169	Clostridium	Streptococcus	1.0	Intertype	#cccccc
170	Streptococcus	Gemella	1.0	Intertype	#cccccc
171	Gemella	Streptococcus	1.0	Intertype	#cccccc
172	Streptococcus	Granulicatella	1.0	Attached	#4e4dfc
173	Granulicatella	Streptococcus	1.0	Attached	#4e4dfc
174	Streptococcus	Haemophilus	1.0	Intertype	#cccccc
175	Haemophilus	Streptococcus	1.0	Intertype	#cccccc
