	source	source_freq	first_sample	fscolor	spect_cluster	commun_cluster	spect_color	comm_color
0	Afipia	1	Throat	#ff5029	4.0	0.0	#ff0000	#8000ff
1	Acidovorax	1	Anterior_nares	#8000ff	4.0	0.0	#ff0000	#8000ff
2	Alistipes	2	Stool	#b2f396	3.0	2.0	#feb562	#7effb5
3	Akkermansia	1	Stool	#b2f396	3.0	2.0	#feb562	#7effb5
4	Alloprevotella	1	Attached	#4e4dfc	3.0	2.0	#feb562	#7effb5
5	Akkermansia	1	Stool	#b2f396	3.0	2.0	#feb562	#7effb5
6	Alloprevotella	1	Attached	#4e4dfc	3.0	2.0	#feb562	#7effb5
7	Alistipes	2	Stool	#b2f396	3.0	2.0	#feb562	#7effb5
8	Bacillus	1	Anterior_nares	#8000ff	4.0	0.0	#ff0000	#8000ff
9	Acidovorax	1	Anterior_nares	#8000ff	4.0	0.0	#ff0000	#8000ff
10	Bacillus	1	Anterior_nares	#8000ff	4.0	0.0	#ff0000	#8000ff
11	Afipia	1	Throat	#ff5029	4.0	0.0	#ff0000	#8000ff
12	Bosea	1	Posterior_fornix	#4df3ce	4.0	0.0	#ff0000	#8000ff
13	Acidovorax	1	Anterior_nares	#8000ff	4.0	0.0	#ff0000	#8000ff
14	Bosea	1	Posterior_fornix	#4df3ce	4.0	0.0	#ff0000	#8000ff
15	Afipia	1	Throat	#ff5029	4.0	0.0	#ff0000	#8000ff
16	Bosea	1	Posterior_fornix	#4df3ce	4.0	0.0	#ff0000	#8000ff
17	Bacillus	1	Anterior_nares	#8000ff	4.0	0.0	#ff0000	#8000ff
18	Burkholderia	1	Posterior_fornix	#4df3ce	2.0	3.0	#7effb5	#feb562
19	Brevibacterium	1	Posterior_fornix	#4df3ce	2.0	3.0	#7effb5	#feb562
20	Capnocytophaga	1	Supragingival_plaque	#ff964f	3.0	2.0	#feb562	#7effb5
21	Akkermansia	1	Stool	#b2f396	3.0	2.0	#feb562	#7effb5
22	Capnocytophaga	1	Supragingival_plaque	#ff964f	3.0	2.0	#feb562	#7effb5
23	Alistipes	2	Stool	#b2f396	3.0	2.0	#feb562	#7effb5
24	Capnocytophaga	1	Supragingival_plaque	#ff964f	3.0	2.0	#feb562	#7effb5
25	Alloprevotella	1	Attached	#4e4dfc	3.0	2.0	#feb562	#7effb5
26	Chlamydia	2	Attached	#4e4dfc	1.0	1.0	#01b3ec	#01b3ec
27	Actinomyces	1	Supragingival_plaque	#ff964f	1.0	1.0	#01b3ec	#01b3ec
28	Chryseobacterium	1	Attached	#4e4dfc	2.0	3.0	#7effb5	#feb562
29	Brevibacterium	1	Posterior_fornix	#4df3ce	2.0	3.0	#7effb5	#feb562
30	Chryseobacterium	1	Attached	#4e4dfc	2.0	3.0	#7effb5	#feb562
31	Burkholderia	1	Posterior_fornix	#4df3ce	2.0	3.0	#7effb5	#feb562
32	Comamonas	1	Mid_vagina	#18cde4	4.0	0.0	#ff0000	#8000ff
33	Acidovorax	1	Anterior_nares	#8000ff	4.0	0.0	#ff0000	#8000ff
34	Comamonas	1	Mid_vagina	#18cde4	4.0	0.0	#ff0000	#8000ff
35	Afipia	1	Throat	#ff5029	4.0	0.0	#ff0000	#8000ff
36	Comamonas	1	Mid_vagina	#18cde4	4.0	0.0	#ff0000	#8000ff
37	Bacillus	1	Anterior_nares	#8000ff	4.0	0.0	#ff0000	#8000ff
38	Comamonas	1	Mid_vagina	#18cde4	4.0	0.0	#ff0000	#8000ff
39	Bosea	1	Posterior_fornix	#4df3ce	4.0	0.0	#ff0000	#8000ff
40	Dolosigranulum	1	Anterior_nares	#8000ff	3.0	2.0	#feb562	#7effb5
41	Akkermansia	1	Stool	#b2f396	3.0	2.0	#feb562	#7effb5
