	source	target	weight	edge_sample	edcolor
0	Afipia	Acidovorax	1.0	Intertype	#cccccc
1	Acidovorax	Afipia	1.0	Intertype	#cccccc
2	Alistipes	Akkermansia	0.883883476483	Stool	#b2f396
3	Akkermansia	Alistipes	0.883883476483	Stool	#b2f396
4	Alloprevotella	Akkermansia	1.0	Intertype	#cccccc
5	Akkermansia	Alloprevotella	1.0	Intertype	#cccccc
6	Alloprevotella	Alistipes	0.883883476483	Intertype	#cccccc
7	Alistipes	Alloprevotella	0.883883476483	Intertype	#cccccc
8	Bacillus	Acidovorax	1.0	Anterior_nares	#8000ff
9	Acidovorax	Bacillus	1.0	Anterior_nares	#8000ff
10	Bacillus	Afipia	1.0	Intertype	#cccccc
11	Afipia	Bacillus	1.0	Intertype	#cccccc
12	Bosea	Acidovorax	1.0	Intertype	#cccccc
13	Acidovorax	Bosea	1.0	Intertype	#cccccc
14	Bosea	Afipia	1.0	Intertype	#cccccc
15	Afipia	Bosea	1.0	Intertype	#cccccc
16	Bosea	Bacillus	1.0	Intertype	#cccccc
17	Bacillus	Bosea	1.0	Intertype	#cccccc
18	Burkholderia	Brevibacterium	1.0	Posterior_fornix	#4df3ce
19	Brevibacterium	Burkholderia	1.0	Posterior_fornix	#4df3ce
20	Capnocytophaga	Akkermansia	1.0	Intertype	#cccccc
21	Akkermansia	Capnocytophaga	1.0	Intertype	#cccccc
22	Capnocytophaga	Alistipes	0.883883476483	Intertype	#cccccc
23	Alistipes	Capnocytophaga	0.883883476483	Intertype	#cccccc
24	Capnocytophaga	Alloprevotella	1.0	Intertype	#cccccc
25	Alloprevotella	Capnocytophaga	1.0	Intertype	#cccccc
26	Chlamydia	Actinomyces	0.979911869878	Intertype	#cccccc
27	Actinomyces	Chlamydia	0.979911869878	Intertype	#cccccc
28	Chryseobacterium	Brevibacterium	1.0	Intertype	#cccccc
29	Brevibacterium	Chryseobacterium	1.0	Intertype	#cccccc
30	Chryseobacterium	Burkholderia	1.0	Intertype	#cccccc
31	Burkholderia	Chryseobacterium	1.0	Intertype	#cccccc
32	Comamonas	Acidovorax	1.0	Intertype	#cccccc
33	Acidovorax	Comamonas	1.0	Intertype	#cccccc
34	Comamonas	Afipia	1.0	Intertype	#cccccc
35	Afipia	Comamonas	1.0	Intertype	#cccccc
36	Comamonas	Bacillus	1.0	Intertype	#cccccc
37	Bacillus	Comamonas	1.0	Intertype	#cccccc
38	Comamonas	Bosea	1.0	Intertype	#cccccc
39	Bosea	Comamonas	1.0	Intertype	#cccccc
40	Dolosigranulum	Akkermansia	1.0	Intertype	#cccccc
41	Akkermansia	Dolosigranulum	1.0	Intertype	#cccccc
42	Dolosigranulum	Alistipes	0.883883476483	Intertype	#cccccc
43	Alistipes	Dolosigranulum	0.883883476483	Intertype	#cccccc
44	Dolosigranulum	Alloprevotella	1.0	Intertype	#cccccc
45	Alloprevotella	Dolosigranulum	1.0	Intertype	#cccccc
46	Dolosigranulum	Capnocytophaga	1.0	Intertype	#cccccc
47	Capnocytophaga	Dolosigranulum	1.0	Intertype	#cccccc
48	Enhydrobacter	Acidovorax	1.0	Intertype	#cccccc
49	Acidovorax	Enhydrobacter	1.0	Intertype	#cccccc
50	Enhydrobacter	Afipia	1.0	Intertype	#cccccc
51	Afipia	Enhydrobacter	1.0	Intertype	#cccccc
52	Enhydrobacter	Bacillus	1.0	Intertype	#cccccc
53	Bacillus	Enhydrobacter	1.0	Intertype	#cccccc
54	Enhydrobacter	Bosea	1.0	Posterior_fornix	#4df3ce
55	Bosea	Enhydrobacter	1.0	Posterior_fornix	#4df3ce
56	Enhydrobacter	Comamonas	1.0	Intertype	#cccccc
57	Comamonas	Enhydrobacter	1.0	Intertype	#cccccc
58	Enterobacter	Akkermansia	1.0	Intertype	#cccccc
59	Akkermansia	Enterobacter	1.0	Intertype	#cccccc
60	Enterobacter	Alistipes	0.883883476483	Intertype	#cccccc
61	Alistipes	Enterobacter	0.883883476483	Intertype	#cccccc
62	Enterobacter	Alloprevotella	1.0	Intertype	#cccccc
63	Alloprevotella	Enterobacter	1.0	Intertype	#cccccc
64	Enterobacter	Capnocytophaga	1.0	Intertype	#cccccc
65	Capnocytophaga	Enterobacter	1.0	Intertype	#cccccc
66	Enterobacter	Dolosigranulum	1.0	Anterior_nares	#8000ff
67	Dolosigranulum	Enterobacter	1.0	Anterior_nares	#8000ff
68	Eubacterium	Akkermansia	1.0	Intertype	#cccccc
69	Akkermansia	Eubacterium	1.0	Intertype	#cccccc
70	Eubacterium	Alistipes	0.883883476483	Intertype	#cccccc
71	Alistipes	Eubacterium	0.883883476483	Intertype	#cccccc
72	Eubacterium	Alloprevotella	1.0	Intertype	#cccccc
73	Alloprevotella	Eubacterium	1.0	Intertype	#cccccc
74	Eubacterium	Capnocytophaga	1.0	Intertype	#cccccc
75	Capnocytophaga	Eubacterium	1.0	Intertype	#cccccc
76	Eubacterium	Dolosigranulum	1.0	Intertype	#cccccc
77	Dolosigranulum	Eubacterium	1.0	Intertype	#cccccc
78	Eubacterium	Enterobacter	1.0	Intertype	#cccccc
79	Enterobacter	Eubacterium	1.0	Intertype	#cccccc
80	Exiguobacterium	Acidovorax	1.0	Anterior_nares	#8000ff
81	Acidovorax	Exiguobacterium	1.0	Anterior_nares	#8000ff
82	Exiguobacterium	Afipia	1.0	Intertype	#cccccc
83	Afipia	Exiguobacterium	1.0	Intertype	#cccccc
84	Exiguobacterium	Bacillus	1.0	Anterior_nares	#8000ff
85	Bacillus	Exiguobacterium	1.0	Anterior_nares	#8000ff
86	Exiguobacterium	Bosea	1.0	Intertype	#cccccc
87	Bosea	Exiguobacterium	1.0	Intertype	#cccccc
88	Exiguobacterium	Comamonas	1.0	Intertype	#cccccc
89	Comamonas	Exiguobacterium	1.0	Intertype	#cccccc
90	Exiguobacterium	Enhydrobacter	1.0	Intertype	#cccccc
91	Enhydrobacter	Exiguobacterium	1.0	Intertype	#cccccc
92	Facklamia	Brevibacterium	1.0	Posterior_fornix	#4df3ce
93	Brevibacterium	Facklamia	1.0	Posterior_fornix	#4df3ce
94	Facklamia	Burkholderia	1.0	Posterior_fornix	#4df3ce
95	Burkholderia	Facklamia	1.0	Posterior_fornix	#4df3ce
96	Facklamia	Chryseobacterium	1.0	Intertype	#cccccc
97	Chryseobacterium	Facklamia	1.0	Intertype	#cccccc
98	Faecalibacterium	Akkermansia	1.0	Stool	#b2f396
99	Akkermansia	Faecalibacterium	1.0	Stool	#b2f396
100	Faecalibacterium	Alistipes	0.883883476483	Stool	#b2f396
101	Alistipes	Faecalibacterium	0.883883476483	Stool	#b2f396
102	Faecalibacterium	Alloprevotella	1.0	Intertype	#cccccc
103	Alloprevotella	Faecalibacterium	1.0	Intertype	#cccccc
104	Faecalibacterium	Capnocytophaga	1.0	Intertype	#cccccc
