	source	source_freq	first_sample	fscolor	spect_cluster	commun_cluster	spect_color	comm_color
0	Akkermansia	1	Stool	#b2f396	3.0	3.0	#feb562	#b2f396
1	Aggregatibacter	8	Mixed	#cccccc	3.0	3.0	#feb562	#b2f396
2	Alicycliphilus	1	Buccal_mucosa	#1996f3	4.0	1.0	#ff0000	#1996f3
3	Acidovorax	5	Anterior_nares	#8000ff	4.0	1.0	#ff0000	#1996f3
4	Alicycliphilus	1	Buccal_mucosa	#1996f3	4.0	1.0	#ff0000	#1996f3
5	Actinomyces	8	Supragingival_plaque	#ff964f	4.0	1.0	#ff0000	#1996f3
6	Alistipes	4	Stool	#b2f396	3.0	3.0	#feb562	#b2f396
7	Akkermansia	1	Stool	#b2f396	3.0	3.0	#feb562	#b2f396
8	Anaeroglobus	1	Saliva	#7effb5	0.0	0.0	#8000ff	#8000ff
9	Abiotrophia	8	Buccal_mucosa	#1996f3	0.0	0.0	#8000ff	#8000ff
10	Avibacterium	2	Buccal_mucosa	#1996f3	1.0	2.0	#01b3ec	#4df3ce
11	Acinetobacter	4	Anterior_nares	#8000ff	1.0	2.0	#01b3ec	#4df3ce
12	Bacillus	4	Anterior_nares	#8000ff	1.0	2.0	#01b3ec	#4df3ce
13	Acinetobacter	4	Anterior_nares	#8000ff	1.0	2.0	#01b3ec	#4df3ce
14	Bacillus	4	Anterior_nares	#8000ff	1.0	2.0	#01b3ec	#4df3ce
15	Avibacterium	2	Buccal_mucosa	#1996f3	1.0	2.0	#01b3ec	#4df3ce
16	Basfia	2	Buccal_mucosa	#1996f3	1.0	2.0	#01b3ec	#4df3ce
17	Acinetobacter	4	Anterior_nares	#8000ff	1.0	2.0	#01b3ec	#4df3ce
18	Basfia	2	Buccal_mucosa	#1996f3	1.0	2.0	#01b3ec	#4df3ce
19	Avibacterium	2	Buccal_mucosa	#1996f3	1.0	2.0	#01b3ec	#4df3ce
20	Basfia	2	Buccal_mucosa	#1996f3	1.0	2.0	#01b3ec	#4df3ce
21	Bacillus	4	Anterior_nares	#8000ff	1.0	2.0	#01b3ec	#4df3ce
22	Bibersteinia	2	Buccal_mucosa	#1996f3	1.0	2.0	#01b3ec	#4df3ce
23	Acinetobacter	4	Anterior_nares	#8000ff	1.0	2.0	#01b3ec	#4df3ce
24	Bibersteinia	2	Buccal_mucosa	#1996f3	1.0	2.0	#01b3ec	#4df3ce
25	Avibacterium	2	Buccal_mucosa	#1996f3	1.0	2.0	#01b3ec	#4df3ce
26	Bibersteinia	2	Buccal_mucosa	#1996f3	1.0	2.0	#01b3ec	#4df3ce
27	Bacillus	4	Anterior_nares	#8000ff	1.0	2.0	#01b3ec	#4df3ce
28	Bibersteinia	2	Buccal_mucosa	#1996f3	1.0	2.0	#01b3ec	#4df3ce
29	Basfia	2	Buccal_mucosa	#1996f3	1.0	2.0	#01b3ec	#4df3ce
30	Bifidobacterium	2	Stool	#b2f396	3.0	3.0	#feb562	#b2f396
31	Akkermansia	1	Stool	#b2f396	3.0	3.0	#feb562	#b2f396
32	Blautia	2	Stool	#b2f396	3.0	3.0	#feb562	#b2f396
33	Bifidobacterium	2	Stool	#b2f396	3.0	3.0	#feb562	#b2f396
34	Brochothrix	1	Saliva	#7effb5	4.0	1.0	#ff0000	#1996f3
35	Acidovorax	5	Anterior_nares	#8000ff	4.0	1.0	#ff0000	#1996f3
36	Brochothrix	1	Saliva	#7effb5	4.0	1.0	#ff0000	#1996f3
37	Actinomyces	8	Supragingival_plaque	#ff964f	4.0	1.0	#ff0000	#1996f3
38	Brochothrix	1	Saliva	#7effb5	4.0	1.0	#ff0000	#1996f3
39	Alicycliphilus	1	Buccal_mucosa	#1996f3	4.0	1.0	#ff0000	#1996f3
40	Bulleidia	1	Throat	#ff5029	4.0	1.0	#ff0000	#1996f3
41	Acidovorax	5	Anterior_nares	#8000ff	4.0	1.0	#ff0000	#1996f3
42	Bulleidia	1	Throat	#ff5029	4.0	1.0	#ff0000	#1996f3
43	Actinomyces	8	Supragingival_plaque	#ff964f	4.0	1.0	#ff0000	#1996f3
44	Bulleidia	1	Throat	#ff5029	4.0	1.0	#ff0000	#1996f3
45	Alicycliphilus	1	Buccal_mucosa	#1996f3	4.0	1.0	#ff0000	#1996f3
46	Bulleidia	1	Throat	#ff5029	4.0	1.0	#ff0000	#1996f3
47	Brochothrix	1	Saliva	#7effb5	4.0	1.0	#ff0000	#1996f3
48	Butyrivibrio	1	Stool	#b2f396	3.0	3.0	#feb562	#b2f396
