TAXA	sample_type	sample_color	frequency	spect_cluster	commun_cluster	spect_color	comm_color
Actinomyces oris	Supragingival_plaque	#ff8646	4	1.0	2.0	#7216ff	#5e35fe
Actinomyces sp. oral taxon 171	Supragingival_plaque	#ff8646	2	11.0	4.0	#20d5e1	#3c68f9
Akkermansia muciniphila	Stool	#e8cb72	2	19.0	4.0	#94fda8	#3c68f9
Alistipes obesi	Stool	#e8cb72	2	19.0	4.0	#94fda8	#3c68f9
Alistipes putredinis	Stool	#e8cb72	2	19.0	4.0	#94fda8	#3c68f9
Alistipes shahii	Stool	#e8cb72	2	11.0	4.0	#20d5e1	#3c68f9
Bacteroides caccae	Stool	#e8cb72	2	19.0	4.0	#94fda8	#3c68f9
Bacteroides coprocola	Stool	#e8cb72	2	10.0	4.0	#10c6e6	#3c68f9
Bacteroides eggerthii	Stool	#e8cb72	2	19.0	4.0	#94fda8	#3c68f9
Bacteroides finegoldii	Stool	#e8cb72	2	19.0	4.0	#94fda8	#3c68f9
Bacteroides fragilis	Stool	#e8cb72	2	19.0	4.0	#94fda8	#3c68f9
Bacteroides massiliensis	Stool	#e8cb72	2	10.0	4.0	#10c6e6	#3c68f9
Bacteroides plebeius	Stool	#e8cb72	2	11.0	4.0	#20d5e1	#3c68f9
Bacteroides stercoris	Stool	#e8cb72	2	10.0	4.0	#10c6e6	#3c68f9
Bacteroides uniformis	Stool	#e8cb72	2	11.0	4.0	#20d5e1	#3c68f9
Bacteroides vulgatus	Stool	#e8cb72	2	19.0	4.0	#94fda8	#3c68f9
Barnesiella intestinihominis	Stool	#e8cb72	2	10.0	4.0	#10c6e6	#3c68f9
Butyricimonas virosa	Stool	#e8cb72	1	34.0	10.0	#ff190d	#2adddd
Campylobacter curvus	Supragingival_plaque	#ff8646	2	4.0	11.0	#4659fb	#3ae8d6
Campylobacter gracilis	Subgingival_plaque	#ffac5c	7	0.0	14.0	#8000ff	#6efebe
Campylobacter hominis	R_Retroauricular_crease	#acf59a	2	4.0	11.0	#4659fb	#3ae8d6
Campylobacter sp. FOBRC14	Attached	#622ffe	2	4.0	11.0	#4659fb	#3ae8d6
Capnocytophaga sp. oral taxon 332	Supragingival_plaque	#ff8646	6	22.0	3.0	#c0eb8d	#4e4dfc
Capnocytophaga sp. oral taxon 338	Subgingival_plaque	#ffac5c	7	22.0	3.0	#c0eb8d	#4e4dfc
Capnocytophaga sp. oral taxon 863	Supragingival_plaque	#ff8646	6	22.0	3.0	#c0eb8d	#4e4dfc
Capnocytophaga sputigena	Supragingival_plaque	#ff8646	10	12.0	18.0	#2fe0db	#b2f396
Carnobacterium divergens	Saliva	#cbe486	2	9.0	13.0	#02b7eb	#5df9c7
Cellulomonas flavigena	Throat	#ff5c2f	2	4.0	11.0	#4659fb	#3ae8d6
