TAXA	Actinobaculum massiliense	Actinobaculum sp. oral taxon 183	Actinomyces massiliensis	Actinomyces naeslundii	Actinomyces neuii	Actinomyces sp. oral taxon 171	Actinomyces sp. oral taxon 448	Aerococcus christensenii	Alistipes putredinis	Anaerococcus hydrogenalis	Anaerococcus prevotii	Anaerococcus provenciensis	Anaerococcus senegalensis	Arcanobacterium haemolyticum	Atopobium vaginae	Bacteroides coprocola	Bacteroides dorei	Bacteroides gallinarum	Bacteroides massiliensis	Bacteroides plebeius	Bacteroides sp. 2_2_4	Bacteroides stercoris	Bacteroides uniformis	Barnesiella intestinihominis	Blautia obeum	Bradyrhizobium japonicum	Burkholderiales bacterium 1_1_47	Campylobacter hominis	Campylobacter ureolyticus	Capnocytophaga gingivalis	Comamonas testosteroni	Corynebacterium aurimucosum	Corynebacterium diphtheriae	Corynebacterium matruchotii	Corynebacterium pyruviciproducens	Cupriavidus basilensis	Dialister invisus	Dialister micraerophilus	[Eubacterium] rectale	Faecalibacterium prausnitzii	Finegoldia magna	Herbaspirillum chlorophenolicum	Herbaspirillum huttiense	Herbaspirillum rubrisubalbicans	Herbaspirillum seropedicae	Herbaspirillum sp. B39	Lachnospiraceae bacterium TF01-11	Lactobacillus acidophilus	Lactobacillus amylovorus	Lactobacillus coleohominis	Lactobacillus crispatus	Lactobacillus gasseri	Lactobacillus helveticus	Lactobacillus iners	Lactobacillus jensenii	Lactobacillus kefiranofaciens	Lactobacillus kitasatonis	Lactobacillus oris	Lactobacillus reuteri	Lactobacillus vaginalis	Lactococcus lactis	Lautropia mirabilis	Lawsonella clevelandensis	Levyella massiliensis	Limnohabitans sp. Rim47	Mobiluncus curtisii	Mycobacterium abscessus	Mycobacterium chelonae	Nocardia otitidiscaviarum	Oscillibacter sp. ER4	Parabacteroides merdae	Peptoniphilus grossensis	Peptoniphilus harei	Peptoniphilus sp. BV3AC2	Peptoniphilus sp. BV3C26	Peptoniphilus timonensis	Peptostreptococcus anaerobius	Porphyromonas uenonis	Prevotella bivia	Prevotella buccalis	Prevotella disiens	Prevotella oris	Prevotella sp. 109	Prevotella sp. C561	Prevotella sp. oral taxon 473	Prevotella sp. S7-1-8	Prevotella timonensis	Propionibacterium humerusii	Propionibacterium propionicum	Pseudomonas aeruginosa	Pseudomonas extremaustralis	Pseudomonas fluorescens	Pseudomonas frederiksbergensis	Pseudomonas libanensis	Pseudomonas mandelii	Pseudomonas orientalis	Pseudomonas putida	Pseudomonas sp. Ag1	Pseudomonas sp. DSM 28142	Pseudomonas sp. DSM 29164	Pseudomonas sp. DSM 29167	Pseudomonas sp. ES3-33	Pseudomonas sp. Eur1 9.41	Pseudomonas sp. FH1	Pseudomonas sp. NBRC 111132	Pseudomonas sp. NBRC 111134	Pseudomonas sp. Root9	Pseudomonas synxantha	Pseudomonas tolaasii	Roseburia intestinalis	Roseburia inulinivorans	Rothia dentocariosa	Rothia mucilaginosa	Ruminococcus bicirculans	Salinicoccus roseus	Sphingobium yanoikuyae	Sphingomonas sp. MEA3-1	Sphingopyxis fribergensis	Sphingopyxis macrogoltabida	Sphingopyxis sp. 113P3	Sphingopyxis sp. H050	Sphingopyxis sp. H115	Sphingopyxis sp. LC81	Sphingopyxis sp. Root1497	Stenotrophomonas maltophilia	Sutterellaceae bacterium ND3	Sutterella wadsworthensis	Tissierellia bacterium S5-A11	Ureaplasma parvum	Varibaculum cambriense	Veillonella dispar
Lactobacillus crispatus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9130693203383486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9130693203383486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9130693203383486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9130693203383486	0.0	0.0	0.0	0.0
Lactobacillus gasseri	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9814175272839751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9553817191227735	0.0	0.0	0.0	0.0	0.9965785205101867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lactobacillus helveticus	0.0	0.0	0.0	0.0	0.0	0.996683241277643	0.0	0.0	0.996683241277643	0.0	0.0	0.0	0.0	0.0	0.0	0.996683241277643	0.0	0.0	0.996683241277643	0.996683241277643	0.0	0.996683241277643	0.996683241277643	0.996683241277643	0.0	0.996683241277643	0.0	0.0	0.0	0.996683241277643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.996683241277643	0.996683241277643	0.0	0.0	0.0	0.0	0.0	0.0	0.9968595219268997	0.996683241277643	0.0	0.0	0.0	0.0	0.996683241277643	0.0	0.0	0.996683241277643	0.0	0.0	0.0	0.0	0.996683241277643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.996683241277643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.996683241277643	0.0	0.0	0.996683241277643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.996683241277643	0.0	0.0	0.0	0.0
Lactobacillus iners	0.0	0.960435464070237	0.0	0.9750251924794778	0.0	0.0	0.0	0.0	0.0	0.9750251924794778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9750251924794778	0.0	0.9750251924794778	0.0	0.0	0.0	0.9553256831734701	0.9750251924794778	0.0	0.937322488097304	0.0	0.0	0.9780103664817168	0.9750251924794778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9903914686923564	0.9750251924794778	0.0	0.0	0.0	0.0	0.9677937562569281	0.972181165441772	0.9696092650315395	0.0	0.0	0.0	0.9750251924794778	0.9771854965779468	0.9480205921864617	0.9750251924794778	0.0	0.9470281848974871	0.9750251924794778	0.9661206663047343	0.0	0.9533057684466708	0.0	0.0	0.0	0.0	0.960435464070237	0.9811895380507212	0.979698514567137	0.0	0.0	0.0	0.9680101748392437	0.9470281848974871	0.0	0.9750251924794778	0.9750251924794778	0.0	0.9470281848974871	0.9750251924794778	0.0	0.9470281848974871	0.0	0.9624898163778062	0.969037263630614	0.9678424300450386	0.9661206663047343	0.0	0.9470281848974871	0.0	0.0	0.0	0.0	0.9750251924794778	0.0	0.0	0.0	0.0	0.9750251924794778	0.0	0.9750251924794778	0.9470281848974871	0.0	0.9750251924794778	0.0	0.9707267504203436	0.0	0.0	0.9750251924794778	0.9736457644944997	0.9470281848974871	0.9750251924794778
Lactobacillus jensenii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9915615569803117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9743535797025409	0.0	0.9965785205101867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lactobacillus kefiranofaciens	0.0	0.0	0.0	0.0	0.0	0.9999813674967429	0.0	0.0	0.9999813674967429	0.0	0.0	0.0	0.0	0.0	0.0	0.9999813674967429	0.0	0.0	0.9999813674967429	0.9999813674967429	0.0	0.9999813674967429	0.9999813674967429	0.9999813674967429	0.0	0.9999813674967429	0.0	0.0	0.0	0.9999813674967429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999813674967429	0.9999813674967429	0.0	0.0	0.0	0.9968595219268997	0.0	0.0	0.0	0.9999813674967429	0.0	0.0	0.0	0.0	0.9999813674967429	0.0	0.0	0.9999813674967429	0.0	0.0	0.0	0.0	0.9999813674967429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999813674967429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999813674967429	0.0	0.0	0.9999813674967429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999813674967429	0.0	0.0	0.0	0.0
Lactobacillus kitasatonis	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9191450300180577	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.996683241277643	0.0	0.0	0.9999813674967429	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Lactobacillus oris	0.0	0.0	0.0	0.0	0.9999999999999997	0.0	0.0	0.0	0.0	0.0	0.9438798074485387	0.0	0.0	0.0	0.0	0.0	0.9999999999999997	0.0	0.0	0.0	0.9999999999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lactobacillus reuteri	0.0	0.0	0.0	0.0	0.9999999999999997	0.0	0.9999999999999997	0.0	0.0	0.0	0.9438798074485387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lactobacillus vaginalis	0.0	0.9867817527099316	0.0	0.9938837346736189	0.0	0.0	0.0	0.0	0.0	0.9938837346736189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9938837346736189	0.0	0.9938837346736189	0.0	0.0	0.9579008517648615	0.9647865090941528	0.9938837346736189	0.0	0.96596610819448	0.0	0.0	0.9936301887663938	0.9938837346736189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9903914686923564	0.0	0.0	0.0	0.0	0.0	0.0	0.9938837346736189	0.0	0.0	0.0	0.0	0.9919930555581637	0.994425618713239	0.9836178272662819	0.9546191623118206	0.0	0.0	0.9938837346736189	0.9954490315156961	0.0	0.9938837346736189	0.0	0.9546191623118206	0.9938837346736189	0.978727925324904	0.0	0.9776502322712626	0.0	0.0	0.0	0.0	0.9712418825885154	0.9971125713719791	0.0	0.0	0.0	0.0	0.9914237629037479	0.9760712783188278	0.0	0.9938837346736189	0.9938837346736189	0.0	0.9546191623118206	0.9938837346736189	0.0	0.9760712783188278	0.0	0.980218723646893	0.9927687775581862	0.9909773864748735	0.9908860361985053	0.0	0.9760712783188278	0.0	0.0	0.0	0.0	0.9938837346736189	0.0	0.0	0.0	0.0	0.9938837346736189	0.9371974928126209	0.9938837346736189	0.9546191623118206	0.0	0.9938837346736189	0.0	0.9937307955731898	0.0	0.0	0.9938837346736189	0.9948749153040375	0.9546191623118206	0.9938837346736189
Lactococcus lactis	0.0	0.9850365626224085	0.9258200997725512	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.9819805060619659	0.9797958971132714	1.0	0.0	0.9847835588179368	0.0	0.0	0.9994936384816955	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9750251924794778	0.0	0.0	0.0	0.0	0.0	0.9938837346736189	0.0	0.0	0.0	0.9258200997725512	0.0	0.9925833339709303	0.997083124559609	0.9944453461410923	0.9712858623572642	0.0	0.0	1.0	0.9973666315057157	0.0	1.0	0.0	0.9712858623572642	1.0	0.9908673886137243	0.0	0.978231976089037	0.0	0.0	0.0	0.0	0.9850365626224085	0.999283296742492	0.0	0.0	0.9258200997725512	0.0	0.999375585327815	0.9712858623572642	0.0	1.0	1.0	0.0	0.9712858623572642	1.0	0.0	0.9712858623572642	0.0	0.9941885287682286	0.9938586931957762	0.9994899934500774	0.9908673886137243	0.9561828874675149	0.9712858623572642	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.9258200997725512	1.0	0.9712858623572642	0.0	1.0	0.0	0.9955914553877286	0.9258200997725512	0.0	1.0	0.9985852386219168	0.9712858623572642	1.0
Lautropia mirabilis	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9191450300180577	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.9130693203383486	0.0	0.996683241277643	0.0	0.0	0.9999813674967429	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Lawsonella clevelandensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.956378951653243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.998133494010889	0.9819805060619657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Levyella massiliensis	0.0	0.0	1.0	0.9258200997725512	0.0	0.0	0.0	0.0	0.0	0.0	0.9869275424396533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8783100656536795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9258200997725512	0.0	0.9258200997725512	0.0	0.0	0.0	0.9827076298239904	0.9258200997725512	0.0	0.0	0.0	0.0	0.0	0.9258200997725512	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9258200997725512	0.0	0.0	0.0	0.0	0.0	0.0	0.9604598502436762	0.989159571394798	0.0	0.0	0.9258200997725512	0.0	0.0	0.9258200997725512	0.0	0.989159571394798	0.9258200997725512	0.9683296637314884	1.0	0.0	0.0	0.0	0.0	0.0	0.9771071235928814	0.0	0.9456108576893003	0.0	1.0	0.0	0.0	0.0	0.0	0.9258200997725512	0.0	0.0	0.989159571394798	0.9258200997725512	0.0	0.0	0.0	0.0	0.0	0.9213246736078018	0.0	0.9959100033104784	0.0	0.0	0.0	0.0	0.0	0.9258200997725512	0.0	0.0	0.0	0.0	0.9258200997725512	0.0	0.0	0.989159571394798	0.0	0.9258200997725512	0.0	0.0	0.0	0.0	0.0	0.0	0.989159571394798	0.9258200997725512
Limnohabitans sp. Rim47	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9191450300180577	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.996683241277643	0.0	0.0	0.9999813674967429	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Mobiluncus curtisii	0.0	0.9986822513126801	0.0	0.9925833339709303	0.0	0.0	0.0	0.0	0.0	0.9925833339709303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9925833339709303	0.0	0.9925833339709303	0.9099637547345424	0.0	0.9746974846014475	0.9482158512135361	0.9925833339709303	0.0	0.9774797480512656	0.0	0.0	0.9887139381661042	0.9925833339709303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9677937562569281	0.0	0.0	0.0	0.0	0.0	0.9919930555581637	0.9925833339709303	0.0	0.0	0.0	0.0	0.0	0.9989664178842311	0.9742745268655787	0.9351596947124812	0.0	0.0	0.9925833339709303	0.9974882519593347	0.9123280382981347	0.9925833339709303	0.0	0.9351596947124812	0.9925833339709303	0.9671264818447255	0.0	0.9855414075667792	0.0	0.0	0.0	0.0	0.9567794995093506	0.9945287461181844	0.0	0.0	0.0	0.0	0.9944434592497673	0.9930046242823254	0.0	0.9925833339709303	0.9925833339709303	0.0	0.9351596947124812	0.9925833339709303	0.0	0.9930046242823254	0.0	0.9744059140288723	0.9999396784862773	0.9933711235909604	0.9999104303818349	0.0	0.9930046242823254	0.0	0.0	0.0	0.0	0.9925833339709303	0.0	0.0	0.0	0.0	0.9925833339709303	0.9649012813540154	0.9925833339709303	0.9351596947124812	0.0	0.9925833339709303	0.0	0.9996098801316651	0.9649012813540154	0.0	0.9925833339709303	0.9976432767016219	0.9351596947124812	0.9925833339709303
Mycobacterium abscessus	0.0	0.9953173068837359	0.8942721104281388	0.997083124559609	0.0	0.0	0.0	0.0	0.0	0.997083124559609	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.997083124559609	0.0	0.997083124559609	0.0	0.0	0.979116191240891	0.9616732989849421	0.997083124559609	0.0	0.9819110678411201	0.0	0.0	0.9944644570030331	0.997083124559609	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.972181165441772	0.0	0.0	0.0	0.0	0.0	0.994425618713239	0.997083124559609	0.0	0.0	0.0	0.0	0.9989664178842311	0.0	0.9835113248895173	0.9502942535582598	0.0	0.0	0.997083124559609	0.9991779630830524	0.0	0.997083124559609	0.0	0.9502942535582598	0.997083124559609	0.9776857231979512	0.0	0.9845227695935682	0.0	0.0	0.0	0.0	0.9690093604462803	0.9980365394788141	0.0	0.0	0.0	0.0	0.9980175008072889	0.9866112314012506	0.0	0.997083124559609	0.997083124559609	0.0	0.9502942535582598	0.997083124559609	0.0	0.9866112314012506	0.0	0.983497788536064	0.9994054107094971	0.9973870305855128	0.9982685805284344	0.9310486534048232	0.9866112314012506	0.0	0.0	0.0	0.0	0.997083124559609	0.0	0.0	0.0	0.0	0.997083124559609	0.9519670852944704	0.997083124559609	0.9502942535582598	0.0	0.997083124559609	0.0	0.9998462427703656	0.9519670852944704	0.0	0.997083124559609	0.9997309375131469	0.9502942535582598	0.997083124559609
Mycobacterium chelonae	0.0	0.961424932414253	0.9604598502436762	0.9944453461410923	0.0	0.0	0.0	0.0	0.0	0.9944453461410923	0.9030330711105607	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9944453461410923	0.0	0.9944453461410923	0.0	0.0	0.9765259442545966	0.9954043166276361	0.9944453461410923	0.0	0.9793134270227599	0.0	0.0	0.9968568268571423	0.9944453461410923	0.0	0.0	0.0	0.8862371033924729	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9696092650315395	0.0	0.0	0.0	0.0	0.0	0.9836178272662819	0.9944453461410923	0.0	0.0	0.9604598502436762	0.0	0.9742745268655787	0.9835113248895173	0.0	0.9909323164795847	0.0	0.0	0.9944453461410923	0.9853167258326907	0.9140394975301722	0.9944453461410923	0.0	0.9909323164795847	0.9944453461410923	0.9995559411156348	0.9604598502436762	0.9601878885635601	0.0	0.0	0.0	0.0	0.9977051185430926	0.9914323169222794	0.9578282502624684	0.0	0.9604598502436762	0.0	0.9916772483950617	0.9408490947080532	0.0	0.9944453461410923	0.9944453461410923	0.0	0.9909323164795847	0.9944453461410923	0.0	0.9408490947080532	0.0	0.9994101435612986	0.9766910695690729	0.9928177913081854	0.9711709853841566	0.981686906564381	0.9408490947080532	0.0	0.0	0.0	0.0	0.9944453461410923	0.0	0.0	0.0	0.0	0.9944453461410923	0.0	0.9944453461410923	0.9909323164795847	0.0	0.9944453461410923	0.0	0.9801888834478261	0.0	0.0	0.9944453461410923	0.9874416082462605	0.9909323164795847	0.9944453461410923
