TAXA	Abiotrophia defectiva	Acetivibrio ethanolgignens	Acetobacter orientalis	Acidovorax caeni	Acidovorax temperans	Acinetobacter baumannii	Acinetobacter bohemicus	Acinetobacter bouvetii	Acinetobacter johnsonii	Acinetobacter junii	Acinetobacter radioresistens	Acinetobacter sp. MDS7A	Acinetobacter sp. NBRC 110496	Acinetobacter sp. NIPH 284	Acinetobacter sp. TTH0-4	Acinetobacter towneri	Actinobaculum sp. oral taxon 183	Actinomyces dentalis	Actinomyces georgiae	Actinomyces gerencseriae	Actinomyces israelii	Actinomyces johnsonii	Actinomyces massiliensis	Actinomyces meyeri	Actinomyces naeslundii	Actinomyces neuii	Actinomyces odontolyticus	Actinomyces oris	Actinomyces sp. ICM39	Actinomyces sp. ICM47	Actinomyces sp. ICM58	Actinomyces sp. oral taxon 170	Actinomyces sp. oral taxon 172	Actinomyces sp. oral taxon 178	Actinomyces sp. oral taxon 180	Actinomyces sp. oral taxon 414	Actinomyces sp. oral taxon 448	Actinomyces sp. oral taxon 848	Actinomyces sp. oral taxon 849	Actinomyces sp. oral taxon 877	Actinomyces sp. ph3	Actinomyces sp. S6-Spd3	Actinomyces sp. SD1	Actinomyces timonensis	Actinomyces viscosus	Actinomycetospora chiangmaiensis	Adlercreutzia equolifaciens	Aerococcus christensenii	Aerococcus viridans	Aeromonas caviae	Aeromonas hydrophila	Aeromonas media	Aestuariimicrobium kwangyangense	Afipia sp. P52-10	Aggregatibacter actinomycetemcomitans	Aggregatibacter aphrophilus	Aggregatibacter segnis	Aggregatibacter sp. oral taxon 458	Akkermansia muciniphila	Alicycliphilus denitrificans	Alistipes finegoldii	Alistipes indistinctus	Alistipes inops	Alistipes obesi	Alistipes onderdonkii	Alistipes putredinis	Alistipes senegalensis	Alistipes shahii	Alistipes sp. AL-1	Alistipes sp. HGB5	Alistipes timonensis	Aliterella atlantica	Alkanindiges illinoisensis	Alloprevotella tannerae	Altererythrobacter troitsensis	Aminiphilus circumscriptus	Anaerococcus hydrogenalis	Anaerococcus lactolyticus	Anaerococcus obesiensis	Anaerococcus prevotii	Anaerococcus sp. MT16	Anaerococcus sp. PH9	Anaerococcus sp. SB3	Anaerococcus tetradius	Anaerococcus vaginalis	Anaeroglobus geminatus	Anaerostipes hadrus	Anaerotruncus colihominis	Aquabacterium parvum	Arthrobacter sp. YC-RL1	Atopobium sp. BS2	Atopobium vaginae	Aureimonas ureilytica	Azohydromonas australica	Azospira oryzae	Bacillus flexus	Bacillus mycoides	Bacillus smithii	Bacillus thermoamylovorans	bacteria symbiont BFo2 of Frankliniella occidentalis	bacterium LF-3	bacterium SIT7	Bacteroides barnesiae	Bacteroides cellulosilyticus	Bacteroides clarus	Bacteroides coprocola	Bacteroides coprophilus	Bacteroides eggerthii	Bacteroides finegoldii	Bacteroides fluxus	Bacteroides gallinarum	Bacteroides graminisolvens	Bacteroides intestinalis	Bacteroides nordii	Bacteroides paurosaccharolyticus	[Bacteroides] pectinophilus	Bacteroides plebeius	Bacteroides propionicifaciens	Bacteroides pyogenes	Bacteroides salanitronis	Bacteroides salyersiae	Bacteroides sartorii	Bacteroides sp. 1_1_6	Bacteroides sp. 14(A)	Bacteroides sp. 2_2_4	Bacteroides sp. 3_1_19	Bacteroides sp. 3_1_23	Bacteroides sp. 3_1_33FAA	Bacteroides sp. 3_1_40A	Bacteroides sp. 9_1_42FAA	Bacteroides sp. D2	Bacteroides sp. D22	Bacteroides stercorirosoris	Bacteroides thetaiotaomicron	Bacteroides uniformis	Bacteroides vulgatus	Barnesiella intestinihominis	Basilea psittacipulmonis	Belnapia moabensis	Belnapia sp. F-4-1	Bergeyella zoohelcum	Bifidobacterium adolescentis	Bifidobacterium bifidum	Bifidobacterium breve	Bifidobacterium catenulatum	Bifidobacterium kashiwanohense	Bifidobacterium longum	Bifidobacterium minimum	Bifidobacterium pseudocatenulatum	Bilophila wadsworthia	Blautia hydrogenotrophica	Blautia sp. GD9	Blautia sp. KLE 1732	Blautia wexlerae	Bosea sp. Root483D1	Brachybacterium muris	Brachybacterium paraconglomeratum	Brachybacterium sp. SW0106-09	Bradyrhizobium sp. CCH5-F6	Brevibacterium massiliense	Brevundimonas nasdae	Brevundimonas sp. DS20	Brochothrix thermosphacta	Bulleidia extructa	Butyricimonas synergistica	Butyricimonas virosa	Butyrivibrio crossotus	Caldibacillus debilis	Caloramator mitchellensis	Calothrix sp. PCC 7103	Campylobacter concisus	Campylobacter curvus	Campylobacter gracilis	Campylobacter hominis	Campylobacter rectus	Campylobacter showae	Campylobacter ureolyticus	Candidatus Alistipes marseilloanorexicus	Candidatus Bacteroides timonensis	Candidatus Methylopumilus planktonicus	Candidatus Saccharibacteria oral taxon TM7x	Capnocytophaga canimorsus	Capnocytophaga gingivalis	Capnocytophaga granulosa	Capnocytophaga ochracea	Capnocytophaga sp. CM59	Capnocytophaga sp. oral taxon 323	Capnocytophaga sp. oral taxon 324	Capnocytophaga sp. oral taxon 326	Capnocytophaga sp. oral taxon 335	Capnocytophaga sp. oral taxon 336	Capnocytophaga sp. oral taxon 338	Capnocytophaga sp. oral taxon 380	Capnocytophaga sp. oral taxon 412	Capnocytophaga sp. oral taxon 863	Capnocytophaga sputigena	Cardiobacterium hominis	Cardiobacterium valvarum	Carnobacterium divergens	Carnobacterium inhibens	Casaltella massiliensis	Catabacter hongkongensis	Catenibacterium mitsuokai	Catonella morbi	Cellulomonas carbonis	Cellulomonas flavigena	Centipeda periodontii	Chlamydia trachomatis	Chroococcidiopsis thermalis	Chryseobacterium indologenes	Clostridia bacterium UC5.1-1D1	Clostridia bacterium UC5.1-1D10	Clostridia bacterium UC5.1-2F7	Clostridiales bacterium SIT13	Clostridiales bacterium VE202-01	Clostridiales bacterium VE202-03	Clostridiales bacterium VE202-13	Clostridiales bacterium VE202-21	Clostridiales bacterium VE202-27	[Clostridium] clariflavum	[Clostridium] clostridioforme	[Clostridium] leptum	Clostridium perfringens	Clostridium sp. 7_3_54FAA	Clostridium sp. ATCC BAA-442	Clostridium sp. GD3	[Clostridium] spiroforme	Clostridium sp. JCC	Clostridium sp. M62/1	Clostridium sp. SS2/1	[Clostridium] sticklandii	[Clostridium] symbiosum	Clostridium tetani	Collinsella aerofaciens	Collinsella sp. 4_8_47FAA	Collinsella sp. MS5	Collinsella stercoris	Conchiformibius steedae	Coprobacillus sp. 8_1_38FAA	Coprococcus comes	Coprococcus eutactus	Coprococcus sp. HPP0048	Corynebacterium accolens	Corynebacterium amycolatum	Corynebacterium argentoratense	Corynebacterium bovis	Corynebacterium diphtheriae	Corynebacterium falsenii	Corynebacterium freneyi	Corynebacterium kutscheri	Corynebacterium lactis	Corynebacterium lipophiloflavum	Corynebacterium lubricantis	Corynebacterium mastitidis	Corynebacterium matruchotii	Corynebacterium pseudotuberculosis	Corynebacterium resistens	Corynebacterium riegelii	Corynebacterium sp. ATCC 6931	Corynebacterium sp. HFH0082	Corynebacterium sp. KPL1818	Corynebacterium sp. L2-79-05	Corynebacterium striatum	Corynebacterium testudinoris	Corynebacterium ulcerans	Corynebacterium vitaeruminis	Crocosphaera watsonii	Cronobacter sakazakii	Cryptobacterium curtum	Curtobacterium citreum	Curtobacterium oceanosedimentum	Dechloromonas agitata	Dechloromonas aromatica	Defluviitalea phaphyphila	Delftia lacustris	Desmospora sp. 8437	Desulfobulbus propionicus	Desulfovibrio desulfuricans	Desulfovibrio piger	Devosia geojensis	Devosia limi	Dialister invisus	Dialister micraerophilus	Diaphorobacter sp. J5-51	Dietzia cinnamea	Dietzia sp. UCD-THP	Dolosigranulum pigrum	Dorea formicigenerans	Dorea longicatena	Dorea sp. AGR2135	Dysgonomonas capnocytophagoides	Eggerthella lenta	Eggerthia catenaformis	Eikenella corrodens	Elizabethkingia anophelis	Empedobacter brevis	Enhydrobacter aerosaccus	Ensifer sp. ZNC0028	Enterobacter aerogenes	Enterobacter sp. Bisph2	Enterobacter sp. GN03164	Enterococcus faecalis	Eremococcus coleocola	Erysipelotrichaceae bacterium 21_3	Erysipelotrichaceae bacterium 6_1_45	Eubacterium brachy	Eubacterium desmolans	[Eubacterium] dolichum	[Eubacterium] eligens	[Eubacterium] infirmum	[Eubacterium] nodatum	Eubacterium ramulus	Eubacterium saphenum	[Eubacterium] siraeum	[Eubacterium] sulci	Eubacterium ventriosum	[Eubacterium] yurii	Exiguobacterium alkaliphilum	Exiguobacterium mexicanum	Exiguobacterium sp. Leaf196	Facklamia hominis	Faecalitalea cylindroides	Fenollaria massiliensis	Filifactor alocis	Flavobacterium denitrificans	Flavobacterium sp. Leaf359	Flavonifractor plautii	Fusobacterium hwasookii	Fusobacterium mortiferum	Fusobacterium nucleatum	Fusobacterium sp. CM21	Fusobacterium sp. CM22	Fusobacterium sp. OBRC1	Fusobacterium sp. oral taxon 370	Gardnerella vaginalis	Gemella haemolysans	Gluconobacter oxydans	Gordonia aichiensis	Gordonia polyisoprenivorans	Gordonia sp. SGD-V-85	Gordonia sputi	Gordonibacter pamelaeae	Granulicatella adiacens	Haemophilus haemolyticus	Haemophilus parahaemolyticus	Haemophilus parainfluenzae	[Haemophilus] parasuis	Haemophilus sputorum	Helcobacillus massiliensis	Helcococcus kunzii	Helcococcus sueciensis	Helicobacter bilis	Helicobacter pylori	Holdemanella biformis	Holdemania filiformis	Hungatella hathewayi	Hymenobacter norwichensis	Hymenobacter sp. AT01-02	Hymenobacter sp. IS2118	Hymenobacter sp. MIMtkLc17	Hymenobacter swuensis	Intestinimonas butyriciproducens	Intestinimonas sp. GD2	Janibacter hoylei	Jeotgalicoccus marinus	Johnsonella ignava	Kandleria vitulina	Kingella denitrificans	Kingella oralis	Klebsiella oxytoca	Klebsiella pneumoniae	Kluyvera cryocrescens	Kocuria kristinae	Kocuria rhizophila	Lachnoanaerobaculum saburreum	Lachnoanaerobaculum sp. ICM7	Lachnospiraceae bacterium 1_4_56FAA	Lachnospiraceae bacterium 3-1	Lachnospiraceae bacterium 3_1_46FAA	Lachnospiraceae bacterium 5_1_63FAA	Lachnospiraceae bacterium 6_1_63FAA	Lachnospiraceae bacterium 7_1_58FAA	Lachnospiraceae bacterium oral taxon 500	Lachnospiraceae bacterium TF01-11	Lachnospira multipara	Lactobacillus algidus	Lactobacillus brevis	Lactobacillus crispatus	Lactobacillus curvatus	Lactobacillus fermentum	Lactobacillus jensenii	Lactobacillus johnsonii	Lactobacillus plantarum	Lactobacillus rhamnosus	Lactobacillus ruminis	Lactobacillus saerimneri	Lactobacillus vaginalis	Lactococcus lactis	Lactococcus piscium	Laribacter hongkongensis	Lautropia mirabilis	Lawsonella clevelandensis	Legionella jamestowniensis	Leptotrichia buccalis	Leptotrichia goodfellowii	Leptotrichia hofstadii	Leptotrichia shahii	Leptotrichia sp. oral taxon 212	Leptotrichia sp. oral taxon 225	Leptotrichia sp. oral taxon 879	Leptotrichia trevisanii	Leptotrichia wadei	Leucobacter sp. Ag1	Leucobacter sp. CBX130	Leucobacter sp. CBX151	Leucobacter sp. CBX152	Leuconostoc gelidum	Leuconostoc pseudomesenteroides	Levyella massiliensis	Listeria monocytogenes	Macrococcus caseolyticus	Mageeibacillus indolicus	Marinilabilia salmonicolor	Marmoricola sp. Leaf446	Massilia sp. LC238	Massilia sp. Leaf139	Massilia timonae	Megasphaera genomosp. type_1	Megasphaera sp. BV3C16-1	Megasphaera sp. UPII 135-E	Methylobacterium sp. MB200	Methylocaldum szegediense	Microbacterium paraoxydans	Microbacterium sp. KROCY2	Microbacterium sp. Leaf203	Micrococcus luteus	Micrococcus sp. 28	Micrococcus sp. MS-ASIII-49	Microcoleus vaginatus	Mogibacterium sp. CM50	Moraxella catarrhalis	Morococcus cerebrosus	Mycobacterium abscessus	Mycobacterium avium	Mycobacterium gordonae	Mycobacterium iranicum	Mycobacterium mucogenicum	Mycobacterium obuense	Mycobacterium tuberculosis	Mycoplasma hominis	Nakamurella multipartita	Neisseria cinerea	Neisseria flavescens	Neisseria macacae	Neisseria meningitidis	Neisseria mucosa	Neisseria sicca	Neisseria sp. GT4A_CT1	Neisseria sp. HMSC06F02	Neisseria subflava	Nitrosomonas sp. AL212	Nocardioides sp. Soil777	Novosphingobium lindaniclasticum	Ochrobactrum anthropi	Odoribacter laneus	Olsenella uli	Oribacterium parvum	Oribacterium sp. oral taxon 078	Oscillatoria nigro-viridis	Oscillospiraceae bacterium VE202-24	Ottowia sp. oral taxon 894	Oxalobacter formigenes	Paenibacillus polymyxa	Paenibacillus sophorae	Pantoea ananatis	Pantoea sp. 3.5.1	Pantoea sp. PSNIH1	Pantoea sp. PSNIH2	Parabacteroides distasonis	Parabacteroides merdae	Parabacteroides sp. D26	Paracoccus sanguinis	Paracoccus sp. 228	Paracoccus sphaerophysae	Paracoccus yeei	Paraprevotella clara	Paraprevotella xylaniphila	Parvimonas micra	Parvimonas sp. oral taxon 110	Pediococcus damnosus	Pedobacter agri	Peptoclostridium difficile	Peptoniphilaceae bacterium SIT14	Peptoniphilus duerdenii	Peptoniphilus grossensis	Peptoniphilus harei	Peptoniphilus indolicus	Peptoniphilus lacrimalis	Peptoniphilus obesi	Peptoniphilus senegalensis	Peptoniphilus sp. 1-1	Peptoniphilus sp. BV3AC2	Peptoniphilus sp. BV3C26	Peptoniphilus sp. oral taxon 375	Peptoniphilus timonensis	Peptostreptococcaceae bacterium ACC19a	Peptostreptococcaceae bacterium AS15	Peptostreptococcaceae bacterium OBRC8	Peptostreptococcaceae bacterium oral taxon 113	Peptostreptococcus anaerobius	Peptostreptococcus stomatis	Phascolarctobacterium succinatutens	Photobacterium iliopiscarium	Photobacterium phosphoreum	Porphyrobacter donghaensis	Porphyromonas asaccharolytica	Porphyromonas bennonis	Porphyromonas endodontalis	Porphyromonas gingivalis	Porphyromonas gulae	Porphyromonas levii	Porphyromonas sp. KLE 1280	Porphyromonas sp. oral taxon 279	Porphyromonas uenonis	Prevotella amnii	Prevotella aurantiaca	Prevotella bergensis	Prevotella bivia	Prevotella brevis	Prevotella conceptionensis	Prevotella copri	Prevotella denticola	Prevotella disiens	Prevotella fusca	Prevotella intermedia	Prevotella loescheii	Prevotella maculosa	Prevotella melaninogenica	Prevotella multiformis	Prevotella nigrescens	Prevotella oralis	Prevotella saccharolytica	Prevotella scopos	Prevotella sp. F0091	Prevotella sp. HUN102	Prevotella sp. ICM33	Prevotella sp. oral taxon 299	Prevotella sp. oral taxon 306	Prevotella sp. oral taxon 317	Prevotella sp. oral taxon 472	Prevotella sp. oral taxon 473	Prevotella sp. P5-60	Prevotella sp. S7-1-8	Prevotella stercorea	Prevotella veroralis	Propionibacterium acidifaciens	Propionibacterium acnes	Propionibacterium freudenreichii	Propionibacterium granulosum	Propionibacterium humerusii	Propionibacterium propionicum	Propionibacterium sp. KPL1844	Propionicicella superfundia	Pseudoclavibacter faecalis	Pseudoflavonifractor capillosus	Pseudoglutamicibacter albus	Pseudomonas aeruginosa	Pseudomonas alcaligenes	Pseudomonas fluorescens	Pseudomonas fragi	Pseudomonas luteola	Pseudomonas mendocina	Pseudomonas psychrotolerans	Pseudomonas sp. 313	Pseudomonas sp. CF150	Pseudomonas sp. HPB0071	Pseudonocardia sp. P2	Pseudorhodoferax sp. Leaf274	Psychrobacter piscatorii	Psychrobacter sp. P11G3	Ralstonia mannitolilytica	Ralstonia solanacearum	Ralstonia sp. A12	Ralstonia sp. MD27	Rheinheimera sp. IITR-13	Rhodococcus pyridinivorans	Rhodococcus sp. Leaf247	Riemerella anatipestifer	Roseburia hominis	Roseburia inulinivorans	Roseomonas aerilata	Roseovarius tolerans	Rouxiella chamberiensis	Ruminococcaceae bacterium 585-1	Ruminococcaceae bacterium AM2	Ruminococcaceae bacterium cv2	Ruminococcaceae bacterium D16	Ruminococcus albus	Ruminococcus callidus	Ruminococcus champanellensis	Ruminococcus flavefaciens	[Ruminococcus] gnavus	Ruminococcus lactaris	Ruminococcus sp. 5_1_39BFAA	Ruminococcus sp. AT10	Ruminococcus sp. JC304	Salinicoccus roseus	Salinicoccus sp. YB14-2	Sanguibacter keddieii	Scardovia wiggsiae	Selenomonas artemidis	Selenomonas flueggei	Selenomonas infelix	Selenomonas noxia	Selenomonas sp. oral taxon 478	Selenomonas sp. oral taxon 892	Selenomonas sputigena	Senegalimassilia anaerobia	Shewanella baltica	Shewanella putrefaciens	Shewanella sp. ANA-3	Simonsiella muelleri	Sinorhizobium sp. GL28	Slackia piriformis	Sneathia amnii	Solobacterium moorei	Sphingobacterium sp. Ag1	Sphingobacterium sp. IITKGP-BTPF85	Sphingobacterium spiritivorum	Sphingobacterium sp. T2	Sphingobium yanoikuyae	Sphingomonas phyllosphaerae	Sphingomonas sp. RIT328	Staphylococcus capitis	Staphylococcus caprae	Staphylococcus chromogenes	Staphylococcus cohnii	Staphylococcus gallinarum	Staphylococcus hominis	Staphylococcus pasteuri	Staphylococcus pettenkoferi	Staphylococcus schleiferi	Staphylococcus sp. EGD-HP3	Staphylococcus sp. TE8	Staphylococcus succinus	Staphylococcus warneri	Stenotrophomonas maltophilia	Stigmatella aurantiaca	Streptococcus australis	Streptococcus constellatus	Streptococcus cristatus	Streptococcus dentisani	Streptococcus gordonii	Streptococcus infantis	Streptococcus intermedius	Streptococcus mutans	Streptococcus oligofermentans	Streptococcus parasanguinis	Streptococcus peroris	Streptococcus pseudopneumoniae	Streptococcus pseudoporcinus	Streptococcus sinensis	Streptococcus sp. 1171_SSPC	Streptococcus sp. 2_1_36FAA	Streptococcus sp. 263_SSPC	Streptococcus sp. 343_SSPC	Streptococcus sp. 400_SSPC	Streptococcus sp. AS20	Streptococcus sp. C300	Streptococcus sp. CCH8-G7	Streptococcus sp. CM6	Streptococcus sp. CM7	Streptococcus sp. F0442	Streptococcus sp. I-G2	Streptococcus sp. I-P16	Streptococcus sp. M334	Streptococcus sp. oral taxon 058	Streptococcus sp. oral taxon 431	Streptococcus sp. VT 162	Streptococcus suis	Streptococcus thermophilus	Streptomyces sp. MUSC119T	Subdoligranulum sp. 4_3_54A2FAA	Subdoligranulum variabile	Tannerella forsythia	Tannerella sp. 6_1_58FAA_CT1	Tepidimonas taiwanensis	Tepidiphilus thermophilus	Tetrasphaera australiensis	Thermus aquaticus	Thermus scotoductus	Tolumonas auensis	Treponema denticola	Treponema endosymbiont of Eucomonympha sp.	Treponema lecithinolyticum	Treponema maltophilum	Treponema medium	Treponema socranskii	Treponema sp. OMZ 838	Treponema vincentii	Trueperella pyogenes	Turicella otitidis	Tyzzerella nexilis	Veillonella montpellierensis	Veillonella seminalis	Veillonella sp. 3_1_44	Veillonella sp. 6_1_27	Veillonella sp. ACP1	Veillonella sp. AS16	Veillonella sp. HPA0037	Veillonella sp. ICM51a	Veillonella tobetsuensis	Verminephrobacter eiseniae	Vogesella sp. EB	Weissella paramesenteroides	Williamsia sp. D3	Xanthomonas campestris	Xanthomonas sp. Mitacek01	Xylanimonas cellulosilytica
Abiotrophia defectiva	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8230769230769232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
