TAXA	sample_type	sample_color	frequency	spect_cluster	commun_cluster	spect_color	comm_color
Aggregatibacter segnis	Supragingival_plaque	#ff8646	13	21.0	7.0	#feb562	#04b9ea
Alistipes obesi	Stool	#e8cb72	3	14.0	4.0	#7effb5	#3670f8
Atopobium rimae	Subgingival_plaque	#ffac5c	17	19.0	10.0	#dbd87b	#3dead5
Atopobium sp. oral taxon 199	Subgingival_plaque	#ffac5c	4	13.0	0.0	#6dfdbf	#8000ff
Bacteroides coprocola	Stool	#e8cb72	2	3.0	8.0	#4a53fb	#17cbe4
Bacteroides dorei	Stool	#e8cb72	3	14.0	4.0	#7effb5	#3670f8
Bacteroides fragilis	Stool	#e8cb72	3	14.0	4.0	#7effb5	#3670f8
Bacteroides gallinarum	Stool	#e8cb72	3	14.0	4.0	#7effb5	#3670f8
Bacteroides plebeius	Stool	#e8cb72	2	3.0	8.0	#4a53fb	#17cbe4
Bacteroides pyogenes	Stool	#e8cb72	2	23.0	2.0	#ff8947	#5c38fd
Bacteroides thetaiotaomicron	Stool	#e8cb72	3	14.0	4.0	#7effb5	#3670f8
Bacteroides uniformis	Stool	#e8cb72	3	14.0	4.0	#7effb5	#3670f8
Bacteroides vulgatus	Stool	#e8cb72	3	14.0	4.0	#7effb5	#3670f8
Burkholderiales bacterium 1_1_47	Stool	#e8cb72	3	14.0	4.0	#7effb5	#3670f8
Campylobacter rectus	Subgingival_plaque	#ffac5c	19	19.0	10.0	#dbd87b	#3dead5
Candidatus Alistipes marseilloanorexicus	Stool	#e8cb72	3	14.0	4.0	#7effb5	#3670f8
Candidatus Saccharibacteria bacterium RAAC3_TM7_1	Attached	#622ffe	3	14.0	4.0	#7effb5	#3670f8
Capnocytophaga sp. oral taxon 323	Supragingival_plaque	#ff8646	15	12.0	11.0	#5af8c8	#4ef3cd
Capnocytophaga sp. oral taxon 324	Subgingival_plaque	#ffac5c	14	8.0	3.0	#10c6e6	#4856fb
Capnocytophaga sp. oral taxon 335	Supragingival_plaque	#ff8646	13	8.0	3.0	#10c6e6	#4856fb
Carnobacterium maltaromaticum	Hard_palate	#08acee	2	23.0	2.0	#ff8947	#5c38fd
