TAXA	sample_type	sample_color	frequency	spect_cluster	commun_cluster	spect_color	comm_color
Acidovorax temperans	L_Retroauricular_crease	#34e4d9	2	19.0	1.0	#ff2914	#6826fe
Actinobacillus ureae	Keratinized_gingiva	#17cbe4	4	6.0	2.0	#18cde4	#4e4dfc
Actinobaculum sp. oral taxon 183	Subgingival_plaque	#ffac5c	2	17.0	3.0	#ff763d	#3473f8
Actinomyces dentalis	Subgingival_plaque	#ffac5c	2	17.0	3.0	#ff763d	#3473f8
Actinomyces gerencseriae	Subgingival_plaque	#ffac5c	4	14.0	0.0	#e4cf74	#8000ff
Actinomyces graevenitzii	Tongue_dorsum	#ff2f18	4	14.0	0.0	#e4cf74	#8000ff
Actinomyces johnsonii	Subgingival_plaque	#ffac5c	4	14.0	0.0	#e4cf74	#8000ff
Actinomyces massiliensis	Supragingival_plaque	#ff8646	4	14.0	0.0	#e4cf74	#8000ff
Actinomyces naeslundii	Supragingival_plaque	#ff8646	4	14.0	0.0	#e4cf74	#8000ff
Actinomyces oris	Supragingival_plaque	#ff8646	5	14.0	0.0	#e4cf74	#8000ff
Actinomyces sp. HPA0247	Tongue_dorsum	#ff2f18	2	17.0	3.0	#ff763d	#3473f8
Actinomyces sp. ICM47	Tongue_dorsum	#ff2f18	6	0.0	7.0	#8000ff	#32e3da
Actinomyces sp. ICM54	Tongue_dorsum	#ff2f18	2	17.0	3.0	#ff763d	#3473f8
Actinomyces sp. ICM58	Tongue_dorsum	#ff2f18	2	17.0	3.0	#ff763d	#3473f8
Actinomyces sp. oral taxon 170	Supragingival_plaque	#ff8646	4	14.0	0.0	#e4cf74	#8000ff
Actinomyces sp. oral taxon 171	Supragingival_plaque	#ff8646	4	14.0	0.0	#e4cf74	#8000ff
Actinomyces sp. oral taxon 172	Tongue_dorsum	#ff2f18	2	17.0	3.0	#ff763d	#3473f8
Actinomyces sp. oral taxon 175	Supragingival_plaque	#ff8646	4	14.0	0.0	#e4cf74	#8000ff
Actinomyces sp. oral taxon 178	Supragingival_plaque	#ff8646	2	17.0	3.0	#ff763d	#3473f8
Actinomyces sp. oral taxon 181	Tongue_dorsum	#ff2f18	2	17.0	3.0	#ff763d	#3473f8
Actinomyces sp. oral taxon 414	Subgingival_plaque	#ffac5c	2	17.0	3.0	#ff763d	#3473f8
Actinomyces sp. oral taxon 448	Supragingival_plaque	#ff8646	2	17.0	3.0	#ff763d	#3473f8
Actinomyces sp. oral taxon 848	Supragingival_plaque	#ff8646	2	17.0	3.0	#ff763d	#3473f8
Actinomyces sp. oral taxon 849	Supragingival_plaque	#ff8646	4	14.0	0.0	#e4cf74	#8000ff
Actinomyces sp. oral taxon 877	Supragingival_plaque	#ff8646	2	17.0	3.0	#ff763d	#3473f8
Actinomyces sp. ph3	Tongue_dorsum	#ff2f18	2	17.0	3.0	#ff763d	#3473f8
Actinomyces timonensis	Subgingival_plaque	#ffac5c	4	14.0	0.0	#e4cf74	#8000ff
