TAXA	sample_type	sample_color	frequency	spect_cluster	commun_cluster	spect_color	comm_color
Butyrivibrio crossotus	Stool	#e8cb72	1	8.0	0.0	#ff592d	#8000ff
Leptotrichia sp. oral taxon 225	Supragingival_plaque	#ff8646	1	1.0	1.0	#4856fb	#ff0000
Paraprevotella clara	Stool	#e8cb72	1	1.0	1.0	#4856fb	#ff0000
Porphyromonas gingivalis	Keratinized_gingiva	#17cbe4	1	0.0	0.0	#8000ff	#8000ff
Prevotella aurantiaca	Tongue_dorsum	#ff2f18	1	4.0	0.0	#62fbc4	#8000ff
Prevotella fusca	Palatine_Tonsils	#70febc	1	5.0	0.0	#9bfba5	#8000ff
Prevotella oralis	Subgingival_plaque	#ffac5c	1	1.0	1.0	#4856fb	#ff0000
Prevotella sp. F0091	Palatine_Tonsils	#70febc	1	1.0	1.0	#4856fb	#ff0000
Roseburia inulinivorans	Stool	#e8cb72	1	3.0	0.0	#2adddd	#8000ff
Streptococcus sp. SR1	Hard_palate	#08acee	1	7.0	0.0	#ffa558	#8000ff
Streptococcus uberis	Buccal_mucosa_NA	#2686f5	1	1.0	1.0	#4856fb	#ff0000
Treponema socranskii	Subgingival_plaque	#ffac5c	1	9.0	0.0	#ff0000	#8000ff
Veillonella sp. HPA0037	Tongue_dorsum	#ff2f18	1	5.0	0.0	#9bfba5	#8000ff
Veillonella sp. oral taxon 780	Keratinized_gingiva	#17cbe4	1	2.0	0.0	#10a2f0	#8000ff
Actinomyces sp. oral taxon 448	Supragingival_plaque	#ff8646	1	6.0	0.0	#d4dd80	#8000ff
Lactobacillus crispatus	Mid_vagina	#52f5cb	1	1.0	1.0	#4856fb	#ff0000
