TAXA	sample_type	sample_color	frequency	spect_cluster	commun_cluster	spect_color	comm_color	Gender_type	Gender_color
Bacteroides	Stool	#e8cb72	17	3.0	0.0	#7effb5	#8000ff	Mixed	#cccccc
Bulleidia	Throat	#ff5c2f	14	0.0	4.0	#8000ff	#d4dd80	Mixed	#cccccc
Capnocytophaga	Supragingival_plaque	#ff8646	19	4.0	0.0	#d4dd80	#8000ff	Mixed	#cccccc
Catonella	Subgingival_plaque	#ffac5c	19	3.0	3.0	#7effb5	#7effb5	Mixed	#cccccc
Centipeda	Subgingival_plaque	#ffac5c	17	3.0	3.0	#7effb5	#7effb5	Mixed	#cccccc
Corynebacterium	Supragingival_plaque	#ff8646	19	4.0	0.0	#d4dd80	#8000ff	Mixed	#cccccc
Cryptobacterium	Saliva	#cbe486	4	3.0	3.0	#7effb5	#7effb5	Mixed	#cccccc
Dialister	Stool	#e8cb72	19	6.0	5.0	#ff0000	#ff8143	Mixed	#cccccc
Eggerthia	Subgingival_plaque	#ffac5c	5	6.0	5.0	#ff0000	#ff8143	Mixed	#cccccc
Eikenella	Subgingival_plaque	#ffac5c	19	2.0	2.0	#2adddd	#2adddd	Mixed	#cccccc
Eubacterium	Palatine_Tonsils	#70febc	19	6.0	4.0	#ff0000	#d4dd80	Mixed	#cccccc
Filifactor	Palatine_Tonsils	#70febc	10	6.0	5.0	#ff0000	#ff8143	Mixed	#cccccc
Gallibacterium	Keratinized_gingiva	#17cbe4	2	3.0	3.0	#7effb5	#7effb5	Mixed	#cccccc
Gemella	Buccal_mucosa	#445cfb	19	4.0	4.0	#d4dd80	#d4dd80	Mixed	#cccccc
Gordonia	L_Retroauricular_crease	#34e4d9	4	2.0	2.0	#2adddd	#2adddd	Mixed	#cccccc
Granulicatella	Keratinized_gingiva	#17cbe4	16	4.0	4.0	#d4dd80	#d4dd80	Mixed	#cccccc
Haemophilus	Buccal_mucosa_NA	#2686f5	19	2.0	2.0	#2adddd	#2adddd	Mixed	#cccccc
Johnsonella	Subgingival_plaque	#ffac5c	10	2.0	2.0	#2adddd	#2adddd	Mixed	#cccccc
Kineosphaera	Subgingival_plaque	#ffac5c	5	2.0	2.0	#2adddd	#2adddd	Mixed	#cccccc
Kingella	Supragingival_plaque	#ff8646	19	4.0	0.0	#d4dd80	#8000ff	Mixed	#cccccc
Kytococcus	Throat	#ff5c2f	7	3.0	3.0	#7effb5	#7effb5	Mixed	#cccccc
