TAXA	sample_type	sample_color	frequency	spect_cluster	commun_cluster	spect_color	comm_color	Gender_type	Gender_color
Atopobium	Posterior_fornix	#8efeac	12	4.0	2.0	#ff0000	#10c6e6	Mixed	#cccccc
Bulleidia	Throat	#ff5c2f	12	3.0	0.0	#feb562	#8000ff	Mixed	#cccccc
Campylobacter	Attached	#622ffe	12	4.0	2.0	#ff0000	#10c6e6	Mixed	#cccccc
Capnocytophaga	Supragingival_plaque	#ff8646	12	4.0	4.0	#ff0000	#a2f9a0	Mixed	#cccccc
Carnobacterium	Hard_palate	#08acee	12	4.0	2.0	#ff0000	#10c6e6	Mixed	#cccccc
Catonella	Subgingival_plaque	#ffac5c	12	4.0	2.0	#ff0000	#10c6e6	Mixed	#cccccc
Centipeda	Subgingival_plaque	#ffac5c	8	3.0	1.0	#feb562	#386df9	Mixed	#cccccc
Dialister	Stool	#e8cb72	10	4.0	4.0	#ff0000	#a2f9a0	Mixed	#cccccc
Eggerthia	Subgingival_plaque	#ffac5c	2	2.0	5.0	#7effb5	#ecc86f	Mixed	#cccccc
Eubacterium	Palatine_Tonsils	#70febc	12	3.0	0.0	#feb562	#8000ff	Mixed	#cccccc
Filifactor	Palatine_Tonsils	#70febc	10	3.0	0.0	#feb562	#8000ff	Mixed	#cccccc
Finegoldia	R_Retroauricular_crease	#acf59a	2	2.0	5.0	#7effb5	#ecc86f	Mixed	#cccccc
Fusobacterium	Throat	#ff5c2f	12	4.0	4.0	#ff0000	#a2f9a0	Mixed	#cccccc
Granulicatella	Keratinized_gingiva	#17cbe4	12	4.0	2.0	#ff0000	#10c6e6	Mixed	#cccccc
Haemophilus	Buccal_mucosa_NA	#2686f5	12	3.0	1.0	#feb562	#386df9	Mixed	#cccccc
Isoptericola	Tongue_dorsum	#ff2f18	12	4.0	2.0	#ff0000	#10c6e6	Mixed	#cccccc
Kingella	Supragingival_plaque	#ff8646	8	3.0	1.0	#feb562	#386df9	Mixed	#cccccc
Kytococcus	Throat	#ff5c2f	12	4.0	4.0	#ff0000	#a2f9a0	Mixed	#cccccc
Lachnoanaerobaculum	Tongue_dorsum	#ff2f18	12	4.0	4.0	#ff0000	#a2f9a0	Mixed	#cccccc
Lactobacillus	Mid_vagina	#52f5cb	6	1.0	3.0	#01b3ec	#5af8c8	Mixed	#cccccc
Lactococcus	Anterior_nares	#8000ff	2	2.0	5.0	#7effb5	#ecc86f	Mixed	#cccccc
Leptotrichia	Tongue_dorsum	#ff2f18	12	4.0	2.0	#ff0000	#10c6e6	Mixed	#cccccc
Mannheimia	Buccal_mucosa_NA	#2686f5	2	3.0	1.0	#feb562	#386df9	Mixed	#cccccc
Mogibacterium	Palatine_Tonsils	#70febc	10	3.0	0.0	#feb562	#8000ff	Mixed	#cccccc
Morococcus	Palatine_Tonsils	#70febc	8	3.0	0.0	#feb562	#8000ff	Mixed	#cccccc
Mycoplasma	Subgingival_plaque	#ffac5c	12	1.0	3.0	#01b3ec	#5af8c8	Mixed	#cccccc
Odoribacter	Stool	#e8cb72	2	1.0	3.0	#01b3ec	#5af8c8	Mixed	#cccccc
Olsenella	Palatine_Tonsils	#70febc	10	3.0	0.0	#feb562	#8000ff	Mixed	#cccccc
Oribacterium	Throat	#ff5c2f	12	3.0	0.0	#feb562	#8000ff	Mixed	#cccccc
Oscillibacter	Stool	#e8cb72	2	1.0	3.0	#01b3ec	#5af8c8	Mixed	#cccccc
Parabacteroides	Stool	#e8cb72	2	1.0	3.0	#01b3ec	#5af8c8	Mixed	#cccccc
Paraprevotella	Stool	#e8cb72	2	2.0	5.0	#7effb5	#ecc86f	Mixed	#cccccc
Parvimonas	Subgingival_plaque	#ffac5c	12	3.0	1.0	#feb562	#386df9	Mixed	#cccccc
Pasteurella	Buccal_mucosa	#445cfb	6	3.0	1.0	#feb562	#386df9	Mixed	#cccccc
Peptoniphilus	Anterior_nares	#8000ff	11	0.0	7.0	#8000ff	#ff0000	Mixed	#cccccc
Peptostreptococcus	Throat	#ff5c2f	12	4.0	2.0	#ff0000	#10c6e6	Mixed	#cccccc
Porphyrobacter	Saliva	#cbe486	2	3.0	0.0	#feb562	#8000ff	Mixed	#cccccc
Porphyromonas	Saliva	#cbe486	12	3.0	1.0	#feb562	#386df9	Mixed	#cccccc
Prevotella	Palatine_Tonsils	#70febc	12	4.0	6.0	#ff0000	#ff703a	Mixed	#cccccc
Propionibacterium	R_Retroauricular_crease	#acf59a	6	3.0	1.0	#feb562	#386df9	Mixed	#cccccc
Pseudomonas	Vaginal_introitus	#ff0000	2	3.0	0.0	#feb562	#8000ff	Mixed	#cccccc
Pseudoramibacter	Subgingival_plaque	#ffac5c	2	1.0	3.0	#01b3ec	#5af8c8	Mixed	#cccccc
Psychrobacter	Saliva	#cbe486	2	3.0	0.0	#feb562	#8000ff	Mixed	#cccccc
Roseburia	Stool	#e8cb72	3	1.0	3.0	#01b3ec	#5af8c8	Mixed	#cccccc
Rothia	Hard_palate	#08acee	12	4.0	2.0	#ff0000	#10c6e6	Mixed	#cccccc
Ruminiclostridium	L_Retroauricular_crease	#34e4d9	2	1.0	3.0	#01b3ec	#5af8c8	Mixed	#cccccc
Ruminococcus	Stool	#e8cb72	8	3.0	1.0	#feb562	#386df9	Mixed	#cccccc
Sanguibacter	Throat	#ff5c2f	12	4.0	6.0	#ff0000	#ff703a	Mixed	#cccccc
Selenomonas	Supragingival_plaque	#ff8646	12	4.0	6.0	#ff0000	#ff703a	Mixed	#cccccc
Simonsiella	Keratinized_gingiva	#17cbe4	6	4.0	2.0	#ff0000	#10c6e6	Mixed	#cccccc
Slackia	Palatine_Tonsils	#70febc	3	3.0	0.0	#feb562	#8000ff	Mixed	#cccccc
Solobacterium	Palatine_Tonsils	#70febc	12	4.0	4.0	#ff0000	#a2f9a0	Mixed	#cccccc
Staphylococcus	L_Retroauricular_crease	#34e4d9	12	4.0	0.0	#ff0000	#8000ff	Mixed	#cccccc
Stomatobaculum	Tongue_dorsum	#ff2f18	12	4.0	2.0	#ff0000	#10c6e6	Mixed	#cccccc
Streptococcus	Buccal_mucosa_NA	#2686f5	12	4.0	2.0	#ff0000	#10c6e6	Mixed	#cccccc
Sutterella	Stool	#e8cb72	2	1.0	3.0	#01b3ec	#5af8c8	Mixed	#cccccc
Tannerella	Subgingival_plaque	#ffac5c	12	1.0	3.0	#01b3ec	#5af8c8	Mixed	#cccccc
Treponema	Subgingival_plaque	#ffac5c	12	1.0	3.0	#01b3ec	#5af8c8	Mixed	#cccccc
Trueperella	Tongue_dorsum	#ff2f18	12	4.0	2.0	#ff0000	#10c6e6	Mixed	#cccccc
Varibaculum	R_Retroauricular_crease	#acf59a	2	2.0	5.0	#7effb5	#ecc86f	Mixed	#cccccc
Veillonella	Attached	#622ffe	12	4.0	4.0	#ff0000	#a2f9a0	Mixed	#cccccc
Xylanimonas	Throat	#ff5c2f	12	4.0	4.0	#ff0000	#a2f9a0	Mixed	#cccccc
Actinomyces	Tongue_dorsum	#ff2f18	12	4.0	2.0	#ff0000	#10c6e6	Mixed	#cccccc
