TAXA	sample_type	sample_color	frequency	spect_cluster	commun_cluster	spect_color	comm_color	Gender_type	Gender_color
Actinobacillus	Attached	#622ffe	88	0.0	1.0	#8000ff	#01b3ec	Mixed	#cccccc
Actinobaculum	Subgingival_plaque	#ffac5c	145	0.0	1.0	#8000ff	#01b3ec	Mixed	#cccccc
Actinomyces	Tongue_dorsum	#ff2f18	279	0.0	2.0	#8000ff	#7effb5	Mixed	#cccccc
Aggregatibacter	Saliva	#cbe486	265	0.0	1.0	#8000ff	#01b3ec	Mixed	#cccccc
Alistipes	Stool	#e8cb72	41	0.0	1.0	#8000ff	#01b3ec	Mixed	#cccccc
Alloprevotella	Keratinized_gingiva	#17cbe4	275	0.0	0.0	#8000ff	#8000ff	Mixed	#cccccc
Anaeroglobus	Subgingival_plaque	#ffac5c	36	0.0	2.0	#8000ff	#7effb5	Mixed	#cccccc
Anaerostipes	Stool	#e8cb72	2	4.0	1.0	#ff0000	#01b3ec	Mixed	#cccccc
Arcanobacterium	L_Retroauricular_crease	#34e4d9	33	0.0	2.0	#8000ff	#7effb5	Mixed	#cccccc
Atopobium	Posterior_fornix	#8efeac	279	0.0	2.0	#8000ff	#7effb5	Mixed	#cccccc
Avibacterium	Attached	#622ffe	23	0.0	2.0	#8000ff	#7effb5	Mixed	#cccccc
Bacteroides	Stool	#e8cb72	203	0.0	0.0	#8000ff	#8000ff	Mixed	#cccccc
Bergeyella	R_Retroauricular_crease	#acf59a	2	4.0	1.0	#ff0000	#01b3ec	Mixed	#cccccc
Bifidobacterium	Posterior_fornix	#8efeac	63	0.0	0.0	#8000ff	#8000ff	Mixed	#cccccc
Blautia	Stool	#e8cb72	16	0.0	2.0	#8000ff	#7effb5	Mixed	#cccccc
Burkholderia	Posterior_fornix	#8efeac	1	4.0	1.0	#ff0000	#01b3ec	Mixed	#cccccc
Butyrivibrio	Stool	#e8cb72	17	0.0	0.0	#8000ff	#8000ff	Mixed	#cccccc
Campylobacter	Attached	#622ffe	279	0.0	2.0	#8000ff	#7effb5	Mixed	#cccccc
Capnocytophaga	Supragingival_plaque	#ff8646	277	0.0	1.0	#8000ff	#01b3ec	Mixed	#cccccc
Cardiobacterium	Subgingival_plaque	#ffac5c	57	0.0	1.0	#8000ff	#01b3ec	Mixed	#cccccc
Carnobacterium	Hard_palate	#08acee	279	0.0	0.0	#8000ff	#8000ff	Mixed	#cccccc
Catonella	Subgingival_plaque	#ffac5c	277	0.0	2.0	#8000ff	#7effb5	Mixed	#cccccc
Cellulomonas	Stool	#e8cb72	91	0.0	2.0	#8000ff	#7effb5	Mixed	#cccccc
Centipeda	Subgingival_plaque	#ffac5c	111	0.0	0.0	#8000ff	#8000ff	Mixed	#cccccc
Chryseobacterium	R_Retroauricular_crease	#acf59a	16	4.0	1.0	#ff0000	#01b3ec	Mixed	#cccccc
Clostridium	Stool	#e8cb72	127	0.0	0.0	#8000ff	#8000ff	Mixed	#cccccc
Conchiformibius	R_Retroauricular_crease	#acf59a	4	4.0	1.0	#ff0000	#01b3ec	Mixed	#cccccc
Coprobacillus	Stool	#e8cb72	7	1.0	3.0	#01b3ec	#feb562	Mixed	#cccccc
Corynebacterium	Supragingival_plaque	#ff8646	271	0.0	1.0	#8000ff	#01b3ec	Mixed	#cccccc
Dialister	Stool	#e8cb72	169	0.0	1.0	#8000ff	#01b3ec	Mixed	#cccccc
Eggerthia	Subgingival_plaque	#ffac5c	22	0.0	2.0	#8000ff	#7effb5	Mixed	#cccccc
Eikenella	Subgingival_plaque	#ffac5c	71	0.0	0.0	#8000ff	#8000ff	Mixed	#cccccc
Enterococcus	Anterior_nares	#8000ff	11	4.0	1.0	#ff0000	#01b3ec	Mixed	#cccccc
Eubacterium	Palatine_Tonsils	#70febc	188	0.0	1.0	#8000ff	#01b3ec	Mixed	#cccccc
Faecalibacterium	Stool	#e8cb72	37	0.0	2.0	#8000ff	#7effb5	Mixed	#cccccc
Filifactor	Palatine_Tonsils	#70febc	103	0.0	2.0	#8000ff	#7effb5	Mixed	#cccccc
Flavobacterium	Anterior_nares	#8000ff	1	4.0	1.0	#ff0000	#01b3ec	Mixed	#cccccc
Fusobacterium	Throat	#ff5c2f	279	0.0	2.0	#8000ff	#7effb5	Mixed	#cccccc
Gallibacterium	Keratinized_gingiva	#17cbe4	13	0.0	1.0	#8000ff	#01b3ec	Mixed	#cccccc
Gardnerella	Vaginal_introitus	#ff0000	47	0.0	0.0	#8000ff	#8000ff	Mixed	#cccccc
Gemella	Buccal_mucosa	#445cfb	279	0.0	0.0	#8000ff	#8000ff	Mixed	#cccccc
Gordonibacter	Stool	#e8cb72	20	0.0	2.0	#8000ff	#7effb5	Mixed	#cccccc
Granulicatella	Keratinized_gingiva	#17cbe4	279	0.0	1.0	#8000ff	#01b3ec	Mixed	#cccccc
Gulbenkiania	L_Retroauricular_crease	#34e4d9	2	4.0	1.0	#ff0000	#01b3ec	Mixed	#cccccc
