	source	target	weight	edge_sample	edge_color
0	Aggregatibacter	Abiotrophia	7.0	Mixed	#cccccc
1	Alistipes	Acholeplasma	2.0	Stool	#b2f396
2	Aliterella	Acinetobacter	1.0	Anterior_nares	#8000ff
3	Alysiella	Alloprevotella	2.0	Attached	#4e4dfc
4	Anaeroglobus	Actinobaculum	3.0	Mixed	#cccccc
5	Anaerostipes	Akkermansia	4.0	Stool	#b2f396
6	Arthrobacter	Acinetobacter	1.0	Anterior_nares	#8000ff
7	Aureimonas	Arcanobacterium	1.0	Anterior_nares	#8000ff
8	Azohydromonas	Acinetobacter	1.0	Anterior_nares	#8000ff
9	Bacteroides	Anaerotruncus	6.0	Stool	#b2f396
10	Barnesiella	Alistipes	2.0	Stool	#b2f396
11	Barnesiella	Bacteroides	3.0	Stool	#b2f396
12	Basfia	Alloprevotella	2.0	Mixed	#cccccc
13	Bibersteinia	Basfia	1.0	Buccal_mucosa	#1996f3
14	Bifidobacterium	Adlercreutzia	2.0	Stool	#b2f396
15	Bilophila	Acidaminococcus	2.0	Stool	#b2f396
16	Blautia	Acetivibrio	10.0	Stool	#b2f396
17	Bradyrhizobium	Afipia	1.0	Throat	#ff5029
18	Butyricicoccus	Bifidobacterium	2.0	Stool	#b2f396
19	Butyricicoccus	Bilophila	2.0	Stool	#b2f396
20	Butyricimonas	Acetivibrio	3.0	Stool	#b2f396
21	Butyricimonas	Acholeplasma	2.0	Stool	#b2f396
22	Butyricimonas	Akkermansia	2.0	Stool	#b2f396
23	Calothrix	Amphibacillus	1.0	Anterior_nares	#8000ff
24	Calothrix	Atopobacter	1.0	Anterior_nares	#8000ff
25	Campylobacter	Brochothrix	2.0	Saliva	#7effb5
26	Carnobacterium	Alloprevotella	4.0	Mixed	#cccccc
27	Catenibacterium	Acholeplasma	1.0	Stool	#b2f396
28	Catenibacterium	Butyrivibrio	1.0	Stool	#b2f396
29	Catonella	Actinobaculum	4.0	Mixed	#cccccc
30	Catonella	Anaeroglobus	4.0	Mixed	#cccccc
31	Catonella	Campylobacter	7.0	Mixed	#cccccc
32	Cellulomonas	Atopobium	2.0	Mixed	#cccccc
33	Centipeda	Actinobaculum	3.0	Mixed	#cccccc
34	Centipeda	Anaeroglobus	4.0	Mixed	#cccccc
35	Centipeda	Catonella	5.0	Subgingival_plaque	#e4cf74
36	Chlamydia	Abiotrophia	3.0	Mixed	#cccccc
