	source	target	weight	edge_sample	edcolor
0	Acidaminococcus	Acholeplasma	2.0	Stool	#b2f396
1	Acholeplasma	Acidaminococcus	2.0	Stool	#b2f396
2	Actinomyces	Actinobaculum	6.0	Supragingival_plaque	#ff964f
3	Actinobaculum	Actinomyces	6.0	Supragingival_plaque	#ff964f
4	Aggregatibacter	Abiotrophia	7.0	Intertype	#cccccc
5	Abiotrophia	Aggregatibacter	7.0	Intertype	#cccccc
6	Aggregatibacter	Actinobaculum	4.0	Intertype	#cccccc
7	Actinobaculum	Aggregatibacter	4.0	Intertype	#cccccc
8	Anaeroglobus	Abiotrophia	3.0	Intertype	#cccccc
9	Abiotrophia	Anaeroglobus	3.0	Intertype	#cccccc
10	Anaeroglobus	Actinobaculum	3.0	Intertype	#cccccc
11	Actinobaculum	Anaeroglobus	3.0	Intertype	#cccccc
12	Anaeroglobus	Aggregatibacter	5.0	Intertype	#cccccc
13	Aggregatibacter	Anaeroglobus	5.0	Intertype	#cccccc
14	Anaerostipes	Adlercreutzia	4.0	Stool	#b2f396
15	Adlercreutzia	Anaerostipes	4.0	Stool	#b2f396
16	Anaerostipes	Akkermansia	4.0	Stool	#b2f396
17	Akkermansia	Anaerostipes	4.0	Stool	#b2f396
18	Avibacterium	Actinobacillus	2.0	Buccal_mucosa	#1996f3
19	Actinobacillus	Avibacterium	2.0	Buccal_mucosa	#1996f3
20	Bacillus	Aliterella	1.0	Anterior_nares	#8000ff
21	Aliterella	Bacillus	1.0	Anterior_nares	#8000ff
22	Bacillus	Arthrobacter	1.0	Anterior_nares	#8000ff
23	Arthrobacter	Bacillus	1.0	Anterior_nares	#8000ff
24	Bacillus	Azohydromonas	1.0	Anterior_nares	#8000ff
25	Azohydromonas	Bacillus	1.0	Anterior_nares	#8000ff
26	Bacteroides	Alistipes	7.0	Stool	#b2f396
27	Alistipes	Bacteroides	7.0	Stool	#b2f396
28	Bacteroides	Anaerotruncus	5.0	Stool	#b2f396
29	Anaerotruncus	Bacteroides	5.0	Stool	#b2f396
30	Barnesiella	Alistipes	2.0	Stool	#b2f396
31	Alistipes	Barnesiella	2.0	Stool	#b2f396
