	source	target	weight	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor
0	Acidaminococcales	Acholeplasmatales	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
1	Acholeplasmatales	Acidaminococcales	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
2	Campylobacterales	Actinomycetales	1.0	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f
3	Actinomycetales	Campylobacterales	1.0	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f
4	Eggerthellales	Clostridiales	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
5	Clostridiales	Eggerthellales	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
6	Erysipelotrichales	Coriobacteriales	1.0	Throat	Posterior_fornix	Intertype	#ff5029	#4df3ce	#cccccc
7	Coriobacteriales	Erysipelotrichales	1.0	Posterior_fornix	Throat	Intertype	#4df3ce	#ff5029	#cccccc
8	Flavobacteriales	Campylobacterales	1.0	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f
9	Campylobacterales	Flavobacteriales	1.0	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f
10	Flavobacteriales	Corynebacteriales	1.0	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f
11	Corynebacteriales	Flavobacteriales	1.0	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f
12	Fusobacteriales	Campylobacterales	1.0	Tongue_dorsum	Supragingival_plaque	Intertype	#ff0000	#ff964f	#cccccc
13	Campylobacterales	Fusobacteriales	1.0	Supragingival_plaque	Tongue_dorsum	Intertype	#ff964f	#ff0000	#cccccc
14	Geodermatophilales	Chromatiales	1.0	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
15	Chromatiales	Geodermatophilales	1.0	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
16	Hydrogenophilales	Chromatiales	1.0	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
17	Chromatiales	Hydrogenophilales	1.0	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
18	Hydrogenophilales	Geodermatophilales	1.0	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
19	Geodermatophilales	Hydrogenophilales	1.0	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
20	Lactobacillales	Bacteroidales	1.0	Posterior_fornix	Stool	Intertype	#4df3ce	#b2f396	#cccccc
21	Bacteroidales	Lactobacillales	1.0	Stool	Posterior_fornix	Intertype	#b2f396	#4df3ce	#cccccc
22	Micrococcales	Actinomycetales	1.0	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc
23	Actinomycetales	Micrococcales	1.0	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc
24	Micrococcales	Bacteroidales	1.0	Buccal_mucosa	Stool	Intertype	#1996f3	#b2f396	#cccccc
25	Bacteroidales	Micrococcales	1.0	Stool	Buccal_mucosa	Intertype	#b2f396	#1996f3	#cccccc
26	Micrococcales	Coriobacteriales	1.0	Buccal_mucosa	Posterior_fornix	Intertype	#1996f3	#4df3ce	#cccccc
27	Coriobacteriales	Micrococcales	1.0	Posterior_fornix	Buccal_mucosa	Intertype	#4df3ce	#1996f3	#cccccc
28	Micrococcales	Lactobacillales	1.0	Buccal_mucosa	Posterior_fornix	Intertype	#1996f3	#4df3ce	#cccccc
29	Lactobacillales	Micrococcales	1.0	Posterior_fornix	Buccal_mucosa	Intertype	#4df3ce	#1996f3	#cccccc
30	Neisseriales	Micrococcales	1.0	Throat	Buccal_mucosa	Intertype	#ff5029	#1996f3	#cccccc
31	Micrococcales	Neisseriales	1.0	Buccal_mucosa	Throat	Intertype	#1996f3	#ff5029	#cccccc
32	Pleurocapsales	Chromatiales	1.0	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
33	Chromatiales	Pleurocapsales	1.0	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
34	Pleurocapsales	Geodermatophilales	1.0	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
35	Geodermatophilales	Pleurocapsales	1.0	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
36	Pleurocapsales	Hydrogenophilales	1.0	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
37	Hydrogenophilales	Pleurocapsales	1.0	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
38	Propionibacteriales	Neisseriales	1.0	Anterior_nares	Throat	Intertype	#8000ff	#ff5029	#cccccc
39	Neisseriales	Propionibacteriales	1.0	Throat	Anterior_nares	Intertype	#ff5029	#8000ff	#cccccc
40	Pseudomonadales	Bacillales	1.0	Anterior_nares	Buccal_mucosa	Intertype	#8000ff	#1996f3	#cccccc
41	Bacillales	Pseudomonadales	1.0	Buccal_mucosa	Anterior_nares	Intertype	#1996f3	#8000ff	#cccccc
42	Selenomonadales	Cardiobacteriales	1.0	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f
43	Cardiobacteriales	Selenomonadales	1.0	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f
44	Spirochaetales	Propionibacteriales	1.0	Subgingival_plaque	Anterior_nares	Intertype	#e4cf74	#8000ff	#cccccc
45	Propionibacteriales	Spirochaetales	1.0	Anterior_nares	Subgingival_plaque	Intertype	#8000ff	#e4cf74	#cccccc
46	Streptomycetales	Chroococcales	1.0	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
47	Chroococcales	Streptomycetales	1.0	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
48	Thiotrichales	Pasteurellales	1.0	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3
49	Pasteurellales	Thiotrichales	1.0	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3
50	Veillonellales	Actinomycetales	1.0	Tongue_dorsum	Supragingival_plaque	Intertype	#ff0000	#ff964f	#cccccc
51	Actinomycetales	Veillonellales	1.0	Supragingival_plaque	Tongue_dorsum	Intertype	#ff964f	#ff0000	#cccccc
52	Veillonellales	Burkholderiales	1.0	Tongue_dorsum	Supragingival_plaque	Intertype	#ff0000	#ff964f	#cccccc
53	Burkholderiales	Veillonellales	1.0	Supragingival_plaque	Tongue_dorsum	Intertype	#ff964f	#ff0000	#cccccc
54	Veillonellales	Cytophagales	1.0	Tongue_dorsum	Anterior_nares	Intertype	#ff0000	#8000ff	#cccccc
55	Cytophagales	Veillonellales	1.0	Anterior_nares	Tongue_dorsum	Intertype	#8000ff	#ff0000	#cccccc
56	Veillonellales	Eggerthellales	1.0	Tongue_dorsum	Stool	Intertype	#ff0000	#b2f396	#cccccc
57	Eggerthellales	Veillonellales	1.0	Stool	Tongue_dorsum	Intertype	#b2f396	#ff0000	#cccccc
58	Veillonellales	Flavobacteriales	1.0	Tongue_dorsum	Supragingival_plaque	Intertype	#ff0000	#ff964f	#cccccc
59	Flavobacteriales	Veillonellales	1.0	Supragingival_plaque	Tongue_dorsum	Intertype	#ff964f	#ff0000	#cccccc
60	Veillonellales	Fusobacteriales	1.0	Tongue_dorsum	Tongue_dorsum	Tongue_dorsum	#ff0000	#ff0000	#ff0000
61	Fusobacteriales	Veillonellales	1.0	Tongue_dorsum	Tongue_dorsum	Tongue_dorsum	#ff0000	#ff0000	#ff0000
62	Veillonellales	Lactobacillales	1.0	Tongue_dorsum	Posterior_fornix	Intertype	#ff0000	#4df3ce	#cccccc
63	Lactobacillales	Veillonellales	1.0	Posterior_fornix	Tongue_dorsum	Intertype	#4df3ce	#ff0000	#cccccc
64	Veillonellales	Micrococcales	1.0	Tongue_dorsum	Buccal_mucosa	Intertype	#ff0000	#1996f3	#cccccc
65	Micrococcales	Veillonellales	1.0	Buccal_mucosa	Tongue_dorsum	Intertype	#1996f3	#ff0000	#cccccc
66	Veillonellales	Neisseriales	1.0	Tongue_dorsum	Throat	Intertype	#ff0000	#ff5029	#cccccc
67	Neisseriales	Veillonellales	1.0	Throat	Tongue_dorsum	Intertype	#ff5029	#ff0000	#cccccc
68	Veillonellales	Rhizobiales	1.0	Tongue_dorsum	Anterior_nares	Intertype	#ff0000	#8000ff	#cccccc
69	Rhizobiales	Veillonellales	1.0	Anterior_nares	Tongue_dorsum	Intertype	#8000ff	#ff0000	#cccccc
70	Veillonellales	Selenomonadales	1.0	Tongue_dorsum	Supragingival_plaque	Intertype	#ff0000	#ff964f	#cccccc
71	Selenomonadales	Veillonellales	1.0	Supragingival_plaque	Tongue_dorsum	Intertype	#ff964f	#ff0000	#cccccc
