	source	target	weight	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor
0	Bacteroidetes	Actinobacteria	1.0	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc
1	Actinobacteria	Bacteroidetes	1.0	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc
2	Firmicutes	Actinobacteria	1.0	Posterior_fornix	Supragingival_plaque	Intertype	#4df3ce	#ff964f	#cccccc
3	Actinobacteria	Firmicutes	1.0	Supragingival_plaque	Posterior_fornix	Intertype	#ff964f	#4df3ce	#cccccc
4	Firmicutes	Bacteroidetes	1.0	Posterior_fornix	Stool	Intertype	#4df3ce	#b2f396	#cccccc
5	Bacteroidetes	Firmicutes	1.0	Stool	Posterior_fornix	Intertype	#b2f396	#4df3ce	#cccccc
6	Firmicutes	Candidatus Saccharibacteria	1.0	Posterior_fornix	Tongue_dorsum	Intertype	#4df3ce	#ff0000	#cccccc
7	Candidatus Saccharibacteria	Firmicutes	1.0	Tongue_dorsum	Posterior_fornix	Intertype	#ff0000	#4df3ce	#cccccc
8	Firmicutes	Cyanobacteria	1.0	Posterior_fornix	Anterior_nares	Intertype	#4df3ce	#8000ff	#cccccc
9	Cyanobacteria	Firmicutes	1.0	Anterior_nares	Posterior_fornix	Intertype	#8000ff	#4df3ce	#cccccc
10	Fusobacteria	Firmicutes	1.0	Tongue_dorsum	Posterior_fornix	Intertype	#ff0000	#4df3ce	#cccccc
11	Firmicutes	Fusobacteria	1.0	Posterior_fornix	Tongue_dorsum	Intertype	#4df3ce	#ff0000	#cccccc
12	Proteobacteria	Bacteroidetes	1.0	Buccal_mucosa	Stool	Intertype	#1996f3	#b2f396	#cccccc
13	Bacteroidetes	Proteobacteria	1.0	Stool	Buccal_mucosa	Intertype	#b2f396	#1996f3	#cccccc
14	Proteobacteria	Firmicutes	1.0	Buccal_mucosa	Posterior_fornix	Intertype	#1996f3	#4df3ce	#cccccc
15	Firmicutes	Proteobacteria	1.0	Posterior_fornix	Buccal_mucosa	Intertype	#4df3ce	#1996f3	#cccccc
16	Proteobacteria	Fusobacteria	1.0	Buccal_mucosa	Tongue_dorsum	Intertype	#1996f3	#ff0000	#cccccc
17	Fusobacteria	Proteobacteria	1.0	Tongue_dorsum	Buccal_mucosa	Intertype	#ff0000	#1996f3	#cccccc
18	Spirochaetes	Firmicutes	1.0	Subgingival_plaque	Posterior_fornix	Intertype	#e4cf74	#4df3ce	#cccccc
19	Firmicutes	Spirochaetes	1.0	Posterior_fornix	Subgingival_plaque	Intertype	#4df3ce	#e4cf74	#cccccc
20	Tenericutes	Actinobacteria	1.0	Posterior_fornix	Supragingival_plaque	Intertype	#4df3ce	#ff964f	#cccccc
21	Actinobacteria	Tenericutes	1.0	Supragingival_plaque	Posterior_fornix	Intertype	#ff964f	#4df3ce	#cccccc
22	Tenericutes	Candidatus Saccharibacteria	1.0	Posterior_fornix	Tongue_dorsum	Intertype	#4df3ce	#ff0000	#cccccc
23	Candidatus Saccharibacteria	Tenericutes	1.0	Tongue_dorsum	Posterior_fornix	Intertype	#ff0000	#4df3ce	#cccccc
24	Tenericutes	Firmicutes	1.0	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce
25	Firmicutes	Tenericutes	1.0	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce
26	Tenericutes	Fusobacteria	1.0	Posterior_fornix	Tongue_dorsum	Intertype	#4df3ce	#ff0000	#cccccc
27	Fusobacteria	Tenericutes	1.0	Tongue_dorsum	Posterior_fornix	Intertype	#ff0000	#4df3ce	#cccccc
28	Tenericutes	Spirochaetes	1.0	Posterior_fornix	Subgingival_plaque	Intertype	#4df3ce	#e4cf74	#cccccc
29	Spirochaetes	Tenericutes	1.0	Subgingival_plaque	Posterior_fornix	Intertype	#e4cf74	#4df3ce	#cccccc
30	Verrucomicrobia	Firmicutes	1.0	Stool	Posterior_fornix	Intertype	#b2f396	#4df3ce	#cccccc
31	Firmicutes	Verrucomicrobia	1.0	Posterior_fornix	Stool	Intertype	#4df3ce	#b2f396	#cccccc
32	Verrucomicrobia	Tenericutes	1.0	Stool	Posterior_fornix	Intertype	#b2f396	#4df3ce	#cccccc
33	Tenericutes	Verrucomicrobia	1.0	Posterior_fornix	Stool	Intertype	#4df3ce	#b2f396	#cccccc
