	source	target	weight	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor
0	Acidaminococcaceae	Acholeplasmataceae	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
1	Acholeplasmataceae	Acidaminococcaceae	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
2	Campylobacteraceae	Actinomycetaceae	1.0	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f
3	Actinomycetaceae	Campylobacteraceae	1.0	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f
4	Dermabacteraceae	Caulobacteraceae	1.0	Posterior_fornix	Anterior_nares	Intertype	#4df3ce	#8000ff	#cccccc
5	Caulobacteraceae	Dermabacteraceae	1.0	Anterior_nares	Posterior_fornix	Intertype	#8000ff	#4df3ce	#cccccc
6	Dermacoccaceae	Actinomycetaceae	1.0	Tongue_dorsum	Supragingival_plaque	Intertype	#ff0000	#ff964f	#cccccc
7	Actinomycetaceae	Dermacoccaceae	1.0	Supragingival_plaque	Tongue_dorsum	Intertype	#ff964f	#ff0000	#cccccc
8	Erysipelotrichaceae	Atopobiaceae	1.0	Throat	Posterior_fornix	Intertype	#ff5029	#4df3ce	#cccccc
9	Atopobiaceae	Erysipelotrichaceae	1.0	Posterior_fornix	Throat	Intertype	#4df3ce	#ff5029	#cccccc
10	Erythrobacteraceae	Carnobacteriaceae	1.0	Buccal_mucosa	Anterior_nares	Intertype	#1996f3	#8000ff	#cccccc
11	Carnobacteriaceae	Erythrobacteraceae	1.0	Anterior_nares	Buccal_mucosa	Intertype	#8000ff	#1996f3	#cccccc
12	Eubacteriaceae	Eggerthellaceae	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
13	Eggerthellaceae	Eubacteriaceae	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
14	Flavobacteriaceae	Actinomycetaceae	1.0	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f
15	Actinomycetaceae	Flavobacteriaceae	1.0	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f
16	Flavobacteriaceae	Campylobacteraceae	1.0	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f
17	Campylobacteraceae	Flavobacteriaceae	1.0	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f
18	Flavobacteriaceae	Erythrobacteraceae	1.0	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc
19	Erythrobacteraceae	Flavobacteriaceae	1.0	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc
20	Fusobacteriaceae	Cellulomonadaceae	1.0	Tongue_dorsum	Stool	Intertype	#ff0000	#b2f396	#cccccc
21	Cellulomonadaceae	Fusobacteriaceae	1.0	Stool	Tongue_dorsum	Intertype	#b2f396	#ff0000	#cccccc
22	Lachnospiraceae	Atopobiaceae	1.0	Stool	Posterior_fornix	Intertype	#b2f396	#4df3ce	#cccccc
23	Atopobiaceae	Lachnospiraceae	1.0	Posterior_fornix	Stool	Intertype	#4df3ce	#b2f396	#cccccc
24	Lachnospiraceae	Coriobacteriaceae	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
25	Coriobacteriaceae	Lachnospiraceae	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
26	Lachnospiraceae	Dermacoccaceae	1.0	Stool	Tongue_dorsum	Intertype	#b2f396	#ff0000	#cccccc
27	Dermacoccaceae	Lachnospiraceae	1.0	Tongue_dorsum	Stool	Intertype	#ff0000	#b2f396	#cccccc
28	Lachnospiraceae	Erysipelotrichaceae	1.0	Stool	Throat	Intertype	#b2f396	#ff5029	#cccccc
29	Erysipelotrichaceae	Lachnospiraceae	1.0	Throat	Stool	Intertype	#ff5029	#b2f396	#cccccc
30	Leptotrichiaceae	Actinomycetaceae	1.0	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f
31	Actinomycetaceae	Leptotrichiaceae	1.0	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f
