	source	target	weight	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor
0	Bacteroidia	Actinobacteria	1.0	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc
1	Actinobacteria	Bacteroidia	1.0	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc
2	Coriobacteriia	Clostridia	1.0	Posterior_fornix	Stool	Intertype	#4df3ce	#b2f396	#cccccc
3	Clostridia	Coriobacteriia	1.0	Stool	Posterior_fornix	Intertype	#b2f396	#4df3ce	#cccccc
4	Deltaproteobacteria	Bacteroidia	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
5	Bacteroidia	Deltaproteobacteria	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
6	Epsilonproteobacteria	Actinobacteria	1.0	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f
7	Actinobacteria	Epsilonproteobacteria	1.0	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f
8	Epsilonproteobacteria	Bacilli	1.0	Supragingival_plaque	Posterior_fornix	Intertype	#ff964f	#4df3ce	#cccccc
9	Bacilli	Epsilonproteobacteria	1.0	Posterior_fornix	Supragingival_plaque	Intertype	#4df3ce	#ff964f	#cccccc
10	Epsilonproteobacteria	Betaproteobacteria	1.0	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f
11	Betaproteobacteria	Epsilonproteobacteria	1.0	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f
12	Flavobacteriia	Actinobacteria	1.0	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f
13	Actinobacteria	Flavobacteriia	1.0	Supragingival_plaque	Supragingival_plaque	Supragingival_plaque	#ff964f	#ff964f	#ff964f
14	Fusobacteriia	Epsilonproteobacteria	1.0	Tongue_dorsum	Supragingival_plaque	Intertype	#ff0000	#ff964f	#cccccc
15	Epsilonproteobacteria	Fusobacteriia	1.0	Supragingival_plaque	Tongue_dorsum	Intertype	#ff964f	#ff0000	#cccccc
16	Mollicutes	Coriobacteriia	1.0	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce
17	Coriobacteriia	Mollicutes	1.0	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce
18	Negativicutes	Betaproteobacteria	1.0	Tongue_dorsum	Supragingival_plaque	Intertype	#ff0000	#ff964f	#cccccc
19	Betaproteobacteria	Negativicutes	1.0	Supragingival_plaque	Tongue_dorsum	Intertype	#ff964f	#ff0000	#cccccc
20	Negativicutes	Fusobacteriia	1.0	Tongue_dorsum	Tongue_dorsum	Tongue_dorsum	#ff0000	#ff0000	#ff0000
21	Fusobacteriia	Negativicutes	1.0	Tongue_dorsum	Tongue_dorsum	Tongue_dorsum	#ff0000	#ff0000	#ff0000
22	Spirochaetia	Mollicutes	1.0	Subgingival_plaque	Posterior_fornix	Intertype	#e4cf74	#4df3ce	#cccccc
23	Mollicutes	Spirochaetia	1.0	Posterior_fornix	Subgingival_plaque	Intertype	#4df3ce	#e4cf74	#cccccc
