	source	target	weight	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor
0	[Clostridium] clostridioforme	[Clostridium] asparagiforme	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
1	[Clostridium] asparagiforme	[Clostridium] clostridioforme	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
2	[Clostridium] methylpentosum	[Clostridium] aminophilum	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
3	[Clostridium] aminophilum	[Clostridium] methylpentosum	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
4	[Clostridium] methylpentosum	[Clostridium] innocuum	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
5	[Clostridium] innocuum	[Clostridium] methylpentosum	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
6	[Clostridium] scindens	[Clostridium] methylpentosum	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
7	[Clostridium] methylpentosum	[Clostridium] scindens	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
8	[Clostridium] spiroforme	[Bacteroides] pectinophilus	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
9	[Bacteroides] pectinophilus	[Clostridium] spiroforme	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
10	[Clostridium] spiroforme	[Clostridium] bolteae	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
11	[Clostridium] bolteae	[Clostridium] spiroforme	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
12	[Clostridium] spiroforme	[Clostridium] clostridioforme	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
13	[Clostridium] clostridioforme	[Clostridium] spiroforme	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
14	[Clostridium] symbiosum	[Bacteroides] pectinophilus	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
15	[Bacteroides] pectinophilus	[Clostridium] symbiosum	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
16	[Clostridium] symbiosum	[Clostridium] asparagiforme	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
17	[Clostridium] asparagiforme	[Clostridium] symbiosum	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
18	[Clostridium] symbiosum	[Clostridium] citroniae	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
19	[Clostridium] citroniae	[Clostridium] symbiosum	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
20	[Clostridium] symbiosum	[Clostridium] scindens	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
21	[Clostridium] scindens	[Clostridium] symbiosum	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
22	[Eubacterium] cellulosolvens	[Clostridium] methylpentosum	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
23	[Clostridium] methylpentosum	[Eubacterium] cellulosolvens	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
24	[Eubacterium] eligens	[Bacteroides] pectinophilus	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
25	[Bacteroides] pectinophilus	[Eubacterium] eligens	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
26	[Eubacterium] eligens	[Clostridium] bolteae	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
27	[Clostridium] bolteae	[Eubacterium] eligens	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
28	[Eubacterium] eligens	[Clostridium] spiroforme	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
29	[Clostridium] spiroforme	[Eubacterium] eligens	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
30	[Eubacterium] hallii	[Bacteroides] pectinophilus	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
31	[Bacteroides] pectinophilus	[Eubacterium] hallii	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
32	[Eubacterium] hallii	[Clostridium] citroniae	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
33	[Clostridium] citroniae	[Eubacterium] hallii	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
34	[Eubacterium] hallii	[Clostridium] clostridioforme	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
35	[Clostridium] clostridioforme	[Eubacterium] hallii	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
36	[Eubacterium] hallii	[Eubacterium] eligens	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
37	[Eubacterium] eligens	[Eubacterium] hallii	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
38	[Eubacterium] rectale	[Clostridium] symbiosum	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
39	[Clostridium] symbiosum	[Eubacterium] rectale	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
40	[Eubacterium] siraeum	[Bacteroides] pectinophilus	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
41	[Bacteroides] pectinophilus	[Eubacterium] siraeum	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
42	[Eubacterium] siraeum	[Clostridium] aminophilum	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
43	[Clostridium] aminophilum	[Eubacterium] siraeum	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
44	[Eubacterium] siraeum	[Clostridium] innocuum	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
45	[Clostridium] innocuum	[Eubacterium] siraeum	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
46	[Eubacterium] siraeum	[Eubacterium] eligens	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
47	[Eubacterium] eligens	[Eubacterium] siraeum	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
48	[Haemophilus] parasuis	[Eubacterium] sulci	1.0	Buccal_mucosa	Tongue_dorsum	Intertype	#1996f3	#ff0000	#cccccc
49	[Eubacterium] sulci	[Haemophilus] parasuis	1.0	Tongue_dorsum	Buccal_mucosa	Intertype	#ff0000	#1996f3	#cccccc
50	[Ruminococcus] gnavus	[Clostridium] clostridioforme	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
51	[Clostridium] clostridioforme	[Ruminococcus] gnavus	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
52	[Ruminococcus] gnavus	[Eubacterium] cellulosolvens	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
53	[Eubacterium] cellulosolvens	[Ruminococcus] gnavus	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
54	[Ruminococcus] torques	[Clostridium] saccharogumia	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
55	[Clostridium] saccharogumia	[Ruminococcus] torques	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
56	[Ruminococcus] torques	[Clostridium] scindens	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
57	[Clostridium] scindens	[Ruminococcus] torques	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
58	Abiotrophia defectiva	[Haemophilus] parasuis	1.0	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3
59	[Haemophilus] parasuis	Abiotrophia defectiva	1.0	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3
60	Acetivibrio ethanolgignens	[Clostridium] glycyrrhizinilyticum	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
61	[Clostridium] glycyrrhizinilyticum	Acetivibrio ethanolgignens	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
62	Acetivibrio ethanolgignens	[Eubacterium] eligens	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
63	[Eubacterium] eligens	Acetivibrio ethanolgignens	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
64	Acetivibrio ethanolgignens	[Ruminococcus] torques	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
65	[Ruminococcus] torques	Acetivibrio ethanolgignens	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
66	Acidaminococcus intestini	[Clostridium] methylpentosum	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
67	[Clostridium] methylpentosum	Acidaminococcus intestini	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
68	Acidaminococcus sp. BV3L6	[Clostridium] methylpentosum	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
69	[Clostridium] methylpentosum	Acidaminococcus sp. BV3L6	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
70	Acidaminococcus sp. HPA0509	[Clostridium] methylpentosum	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
71	[Clostridium] methylpentosum	Acidaminococcus sp. HPA0509	1.0	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396
72	Acinetobacter johnsonii	[Clostridium] leptum	1.0	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
73	[Clostridium] leptum	Acinetobacter johnsonii	1.0	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
74	Acinetobacter junii	[Clostridium] leptum	1.0	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
75	[Clostridium] leptum	Acinetobacter junii	1.0	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
76	Acinetobacter lwoffii	Acinetobacter baumannii	1.0	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
77	Acinetobacter baumannii	Acinetobacter lwoffii	1.0	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
78	Acinetobacter sp. MDS7A	Acinetobacter baumannii	1.0	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
79	Acinetobacter baumannii	Acinetobacter sp. MDS7A	1.0	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
80	Acinetobacter towneri	[Clostridium] leptum	1.0	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
81	[Clostridium] leptum	Acinetobacter towneri	1.0	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff
82	Actinobacillus pleuropneumoniae	[Actinobacillus] muris	1.0	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3
83	[Actinobacillus] muris	Actinobacillus pleuropneumoniae	1.0	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3
84	Actinobacillus pleuropneumoniae	[Haemophilus] ducreyi	1.0	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3
85	[Haemophilus] ducreyi	Actinobacillus pleuropneumoniae	1.0	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3
86	Actinobacillus pleuropneumoniae	[Haemophilus] parasuis	1.0	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3
87	[Haemophilus] parasuis	Actinobacillus pleuropneumoniae	1.0	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3
88	Actinobacillus pleuropneumoniae	[Mannheimia] succiniciproducens	1.0	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3
89	[Mannheimia] succiniciproducens	Actinobacillus pleuropneumoniae	1.0	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3
90	Actinobacillus ureae	Actinobacillus minor	1.0	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3
91	Actinobacillus minor	Actinobacillus ureae	1.0	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3
92	Actinomyces dentalis	[Eubacterium] infirmum	1.0	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74
93	[Eubacterium] infirmum	Actinomyces dentalis	1.0	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74
94	Actinomyces dentalis	Abiotrophia defectiva	1.0	Subgingival_plaque	Buccal_mucosa	Intertype	#e4cf74	#1996f3	#cccccc
95	Abiotrophia defectiva	Actinomyces dentalis	1.0	Buccal_mucosa	Subgingival_plaque	Intertype	#1996f3	#e4cf74	#cccccc
