source	target	weight	edge_sample	edge_color
Acidovorax avenae	Abiotrophia defectiva	2.0	Mixed	#cccccc
Actinobaculum sp. oral taxon 183	Abiotrophia defectiva	3.0	Mixed	#cccccc
Actinobaculum sp. oral taxon 183	Acidovorax avenae	2.0	Mixed	#cccccc
Actinomyces dentalis	Abiotrophia defectiva	2.0	Mixed	#cccccc
Actinomyces dentalis	Acidovorax avenae	2.0	Mixed	#cccccc
Actinomyces dentalis	Actinobaculum sp. oral taxon 183	2.0	Subgingival_plaque	#feb562
Actinomyces georgiae	Actinobacillus capsulatus	2.0	Mixed	#cccccc
Actinomyces gerencseriae	Abiotrophia defectiva	4.0	Mixed	#cccccc
Actinomyces gerencseriae	Actinobaculum sp. oral taxon 183	3.0	Subgingival_plaque	#feb562
Actinomyces graevenitzii	Actinobaculum sp. oral taxon 183	14.0	Mixed	#cccccc
Actinomyces johnsonii	Abiotrophia defectiva	5.0	Mixed	#cccccc
Actinomyces johnsonii	Acidovorax avenae	2.0	Mixed	#cccccc
Actinomyces johnsonii	Actinomyces dentalis	2.0	Subgingival_plaque	#feb562
Actinomyces johnsonii	Actinomyces gerencseriae	2.0	Subgingival_plaque	#feb562
Actinomyces massiliensis	Acidovorax avenae	2.0	Supragingival_plaque	#ff8e4a
Actinomyces massiliensis	Actinobaculum sp. oral taxon 183	7.0	Mixed	#cccccc
Actinomyces massiliensis	Actinomyces dentalis	2.0	Mixed	#cccccc
Actinomyces massiliensis	Actinomyces johnsonii	3.0	Mixed	#cccccc
Actinomyces meyeri	Abiotrophia defectiva	11.0	Mixed	#cccccc
Actinomyces meyeri	Actinobaculum sp. oral taxon 183	12.0	Subgingival_plaque	#feb562
Actinomyces meyeri	Actinomyces graevenitzii	104.0	Mixed	#cccccc
Actinomyces naeslundii	Actinobaculum sp. oral taxon 183	10.0	Mixed	#cccccc
Actinomyces naeslundii	Actinomyces gerencseriae	2.0	Mixed	#cccccc
Actinomyces naeslundii	Actinomyces massiliensis	6.0	Supragingival_plaque	#ff8e4a
Actinomyces naeslundii	Actinomyces meyeri	10.0	Mixed	#cccccc
Actinomyces odontolyticus	Actinobaculum sp. oral taxon 183	11.0	Mixed	#cccccc
Actinomyces odontolyticus	Actinomyces graevenitzii	93.0	Mixed	#cccccc
Actinomyces odontolyticus	Actinomyces meyeri	129.0	Mixed	#cccccc
Actinomyces oris	Actinobaculum sp. oral taxon 183	9.0	Mixed	#cccccc
Actinomyces oris	Actinomyces georgiae	4.0	Mixed	#cccccc
Actinomyces oris	Actinomyces graevenitzii	19.0	Mixed	#cccccc
Actinomyces oris	Actinomyces johnsonii	6.0	Mixed	#cccccc
Actinomyces oris	Actinomyces meyeri	22.0	Mixed	#cccccc
Actinomyces oris	Actinomyces naeslundii	6.0	Supragingival_plaque	#ff8e4a
Actinomyces oris	Actinomyces odontolyticus	18.0	Mixed	#cccccc
Actinomyces sp. HPA0247	Actinomyces graevenitzii	55.0	Tongue_dorsum	#ff3219
Actinomyces sp. HPA0247	Actinomyces johnsonii	11.0	Mixed	#cccccc
Actinomyces sp. HPA0247	Actinomyces meyeri	50.0	Mixed	#cccccc
Actinomyces sp. HPA0247	Actinomyces odontolyticus	50.0	Mixed	#cccccc
Actinomyces sp. HPA0247	Actinomyces oris	20.0	Mixed	#cccccc
Actinomyces sp. ICM39	Actinomyces graevenitzii	62.0	Tongue_dorsum	#ff3219
Actinomyces sp. ICM39	Actinomyces massiliensis	8.0	Mixed	#cccccc
Actinomyces sp. ICM39	Actinomyces meyeri	60.0	Mixed	#cccccc
Actinomyces sp. ICM39	Actinomyces odontolyticus	57.0	Mixed	#cccccc
Actinomyces sp. ICM39	Actinomyces oris	12.0	Mixed	#cccccc
Actinomyces sp. ICM39	Actinomyces sp. HPA0247	43.0	Tongue_dorsum	#ff3219
Actinomyces sp. ICM47	Abiotrophia defectiva	10.0	Mixed	#cccccc
Actinomyces sp. ICM47	Actinomyces graevenitzii	124.0	Tongue_dorsum	#ff3219
Actinomyces sp. ICM47	Actinomyces johnsonii	13.0	Mixed	#cccccc
Actinomyces sp. ICM47	Actinomyces meyeri	110.0	Mixed	#cccccc
Actinomyces sp. ICM47	Actinomyces naeslundii	11.0	Mixed	#cccccc
Actinomyces sp. ICM47	Actinomyces odontolyticus	102.0	Mixed	#cccccc
Actinomyces sp. ICM47	Actinomyces oris	26.0	Mixed	#cccccc
Actinomyces sp. ICM47	Actinomyces sp. HPA0247	80.0	Tongue_dorsum	#ff3219
Actinomyces sp. ICM47	Actinomyces sp. ICM39	72.0	Tongue_dorsum	#ff3219
Actinomyces sp. ICM54	Actinobaculum sp. oral taxon 183	11.0	Mixed	#cccccc
Actinomyces sp. ICM54	Actinomyces graevenitzii	71.0	Tongue_dorsum	#ff3219
Actinomyces sp. ICM54	Actinomyces johnsonii	12.0	Mixed	#cccccc
Actinomyces sp. ICM54	Actinomyces meyeri	51.0	Mixed	#cccccc
Actinomyces sp. ICM54	Actinomyces naeslundii	12.0	Mixed	#cccccc
Actinomyces sp. ICM54	Actinomyces odontolyticus	46.0	Mixed	#cccccc
Actinomyces sp. ICM54	Actinomyces oris	21.0	Mixed	#cccccc
Actinomyces sp. ICM54	Actinomyces sp. HPA0247	87.0	Tongue_dorsum	#ff3219
Actinomyces sp. ICM54	Actinomyces sp. ICM39	51.0	Tongue_dorsum	#ff3219
Actinomyces sp. ICM54	Actinomyces sp. ICM47	99.0	Tongue_dorsum	#ff3219
Actinomyces sp. ICM58	Actinobaculum sp. oral taxon 183	11.0	Mixed	#cccccc
Actinomyces sp. ICM58	Actinomyces graevenitzii	112.0	Tongue_dorsum	#ff3219
Actinomyces sp. ICM58	Actinomyces johnsonii	10.0	Mixed	#cccccc
Actinomyces sp. ICM58	Actinomyces meyeri	102.0	Mixed	#cccccc
Actinomyces sp. ICM58	Actinomyces naeslundii	13.0	Mixed	#cccccc
Actinomyces sp. ICM58	Actinomyces odontolyticus	81.0	Mixed	#cccccc
Actinomyces sp. ICM58	Actinomyces oris	19.0	Mixed	#cccccc
Actinomyces sp. ICM58	Actinomyces sp. HPA0247	73.0	Tongue_dorsum	#ff3219
Actinomyces sp. ICM58	Actinomyces sp. ICM39	56.0	Tongue_dorsum	#ff3219
Actinomyces sp. ICM58	Actinomyces sp. ICM47	138.0	Tongue_dorsum	#ff3219
Actinomyces sp. ICM58	Actinomyces sp. ICM54	102.0	Tongue_dorsum	#ff3219
Actinomyces sp. oral taxon 170	Abiotrophia defectiva	2.0	Mixed	#cccccc
Actinomyces sp. oral taxon 170	Actinobaculum sp. oral taxon 183	5.0	Mixed	#cccccc
Actinomyces sp. oral taxon 170	Actinomyces johnsonii	3.0	Mixed	#cccccc
Actinomyces sp. oral taxon 170	Actinomyces naeslundii	2.0	Supragingival_plaque	#ff8e4a
Actinomyces sp. oral taxon 171	Actinobaculum sp. oral taxon 183	9.0	Mixed	#cccccc
Actinomyces sp. oral taxon 171	Actinomyces graevenitzii	29.0	Mixed	#cccccc
Actinomyces sp. oral taxon 171	Actinomyces johnsonii	7.0	Mixed	#cccccc
Actinomyces sp. oral taxon 171	Actinomyces meyeri	46.0	Mixed	#cccccc
Actinomyces sp. oral taxon 171	Actinomyces naeslundii	9.0	Supragingival_plaque	#ff8e4a
Actinomyces sp. oral taxon 171	Actinomyces odontolyticus	38.0	Mixed	#cccccc
Actinomyces sp. oral taxon 171	Actinomyces oris	17.0	Supragingival_plaque	#ff8e4a
Actinomyces sp. oral taxon 171	Actinomyces sp. HPA0247	27.0	Mixed	#cccccc
Actinomyces sp. oral taxon 171	Actinomyces sp. ICM39	27.0	Mixed	#cccccc
Actinomyces sp. oral taxon 171	Actinomyces sp. ICM47	47.0	Mixed	#cccccc
Actinomyces sp. oral taxon 171	Actinomyces sp. ICM54	30.0	Mixed	#cccccc
Actinomyces sp. oral taxon 171	Actinomyces sp. ICM58	29.0	Mixed	#cccccc
Actinomyces sp. oral taxon 172	Actinomyces graevenitzii	37.0	Tongue_dorsum	#ff3219
Actinomyces sp. oral taxon 172	Actinomyces meyeri	26.0	Mixed	#cccccc
Actinomyces sp. oral taxon 172	Actinomyces odontolyticus	26.0	Mixed	#cccccc
Actinomyces sp. oral taxon 172	Actinomyces sp. HPA0247	40.0	Tongue_dorsum	#ff3219
Actinomyces sp. oral taxon 172	Actinomyces sp. ICM39	25.0	Tongue_dorsum	#ff3219
Actinomyces sp. oral taxon 172	Actinomyces sp. ICM47	44.0	Tongue_dorsum	#ff3219
Actinomyces sp. oral taxon 172	Actinomyces sp. ICM54	39.0	Tongue_dorsum	#ff3219
Actinomyces sp. oral taxon 172	Actinomyces sp. ICM58	34.0	Tongue_dorsum	#ff3219
Actinomyces sp. oral taxon 172	Actinomyces sp. oral taxon 171	14.0	Mixed	#cccccc
Actinomyces sp. oral taxon 175	Abiotrophia defectiva	6.0	Mixed	#cccccc
Actinomyces sp. oral taxon 175	Acidovorax avenae	2.0	Supragingival_plaque	#ff8e4a
Actinomyces sp. oral taxon 175	Actinomyces dentalis	2.0	Mixed	#cccccc
Actinomyces sp. oral taxon 175	Actinomyces gerencseriae	4.0	Mixed	#cccccc
Actinomyces sp. oral taxon 175	Actinomyces massiliensis	9.0	Supragingival_plaque	#ff8e4a
Actinomyces sp. oral taxon 175	Actinomyces meyeri	12.0	Mixed	#cccccc
Actinomyces sp. oral taxon 175	Actinomyces odontolyticus	18.0	Mixed	#cccccc
Actinomyces sp. oral taxon 175	Actinomyces oris	13.0	Supragingival_plaque	#ff8e4a
Actinomyces sp. oral taxon 175	Actinomyces sp. HPA0247	14.0	Mixed	#cccccc
Actinomyces sp. oral taxon 175	Actinomyces sp. ICM39	11.0	Mixed	#cccccc
Actinomyces sp. oral taxon 175	Actinomyces sp. ICM47	14.0	Mixed	#cccccc
